Orthogroup	BA7	BDBR229	CFB2957	GMI1000_2	K60	MOLK2	GMI1000	PSI07	PSS4	R24	RUN2340	UW551
OG0002576	RSBA7_04096	RSBDBR229_00593	RSCFB2957_03969	RSGMI1000_04169	RSK60_04211	RSMOLK2_01179	RSp0703	RSPSI07_03800	RSPSS4_04336	RSR24_04008	RSRUN2340_04712	RSUW551_04107
OG0003305	RSBA7_04095	RSBDBR229_00594	RSCFB2957_03970	RSGMI1000_04170	RSK60_04212	RSMOLK2_01180	RSp0704	RSPSI07_03801	RSPSS4_04335	RSR24_04009	RSRUN2340_04711	RSUW551_04108
OG0002440	RSBA7_04094	RSBDBR229_00595	RSCFB2957_03971	RSGMI1000_04171	RSK60_04213	RSMOLK2_01181	RSp0705	RSPSI07_03802	RSPSS4_04334	RSR24_04010	RSRUN2340_04710	RSUW551_04109
OG0002439	RSBA7_04093	RSBDBR229_00596	RSCFB2957_03972	RSGMI1000_04172	RSK60_04214	RSMOLK2_01182	RSp0706	RSPSI07_03803	RSPSS4_04333	RSR24_04011	RSRUN2340_04709	RSUW551_04110
OG0002438	RSBA7_04092	RSBDBR229_00597	RSCFB2957_03973	RSGMI1000_04173	RSK60_04215	RSMOLK2_01183	RSp0707	RSPSI07_03804	RSPSS4_04332	RSR24_04012	RSRUN2340_04708	RSUW551_04111
OG0001590	RSBA7_04091	RSBDBR229_00598	RSCFB2957_03974	RSGMI1000_04174	RSK60_04216	RSMOLK2_01184	RSp0708	RSPSI07_03805	RSPSS4_04331	RSR24_04013	RSRUN2340_04707	RSUW551_04112
OG0001650	RSBA7_04090	RSBDBR229_00599	RSCFB2957_03975	RSGMI1000_04175	RSK60_04217	RSMOLK2_01185	RSp0709	RSPSI07_03806	RSPSS4_04330	RSR24_04014	RSRUN2340_04706	RSUW551_04113
OG0002544	RSBA7_04089	RSBDBR229_00600	RSCFB2957_03976	RSGMI1000_04176	RSK60_04218	RSMOLK2_01186	RSp0710	RSPSI07_03807	RSPSS4_04329	RSR24_04015	RSRUN2340_04705	RSUW551_04114
OG0002655	RSBA7_04088	RSBDBR229_00601	RSCFB2957_03977	RSGMI1000_04177	RSK60_04219	RSMOLK2_01187	RSp0711	RSPSI07_03808	RSPSS4_04328	RSR24_04016	RSRUN2340_04704	RSUW551_04115
OG0003304	RSBA7_04087	RSBDBR229_00602	RSCFB2957_03978	RSGMI1000_04178	RSK60_04220	RSMOLK2_01188	RSp0712	RSPSI07_03809	RSPSS4_04327	RSR24_04017	RSRUN2340_04703	RSUW551_04116
OG0002377	RSBA7_04086	RSBDBR229_00603	RSCFB2957_03979	RSGMI1000_04179	RSK60_04221	RSMOLK2_01189	RSp0713	RSPSI07_03810	RSPSS4_04326	RSR24_04018	RSRUN2340_04702	RSUW551_04117
OG0003303	RSBA7_04085	RSBDBR229_00604	RSCFB2957_03980	RSGMI1000_04180	RSK60_04222	RSMOLK2_01190	RSp0714	RSPSI07_03811	RSPSS4_04325	RSR24_04019	RSRUN2340_04701	RSUW551_04118
OG0003302	RSBA7_04084	RSBDBR229_00605	RSCFB2957_03981	RSGMI1000_04181	RSK60_04223	RSMOLK2_01191	RSp0715	RSPSI07_03812	RSPSS4_04324	RSR24_04020	RSRUN2340_04700	RSUW551_04119
OG0003301	RSBA7_04083	RSBDBR229_00606	RSCFB2957_03982	RSGMI1000_04182	RSK60_04224	RSMOLK2_01192	RSp0716	RSPSI07_03813	RSPSS4_04323	RSR24_04021	RSRUN2340_04699	RSUW551_04120
OG0003602	RSBA7_04082	RSBDBR229_03293	RSCFB2957_03983	RSGMI1000_04183	RSK60_04225	RSMOLK2_01193	RSp0718	RSPSI07_03814	RSPSS4_04322	RSR24_04022		RSUW551_04121
OG0003300	RSBA7_04081	RSBDBR229_03295	RSCFB2957_03984	RSGMI1000_04184	RSK60_04226	RSMOLK2_01194	RSp0719	RSPSI07_03815	RSPSS4_04321	RSR24_04023	RSRUN2340_04698	RSUW551_04122
OG0003299	RSBA7_04080	RSBDBR229_03296	RSCFB2957_03985	RSGMI1000_04185	RSK60_04227	RSMOLK2_01195	RSp0720	RSPSI07_03816	RSPSS4_04320	RSR24_04024	RSRUN2340_04697	RSUW551_04123
OG0003298	RSBA7_04078	RSBDBR229_03298	RSCFB2957_03987	RSGMI1000_04186	RSK60_04229	RSMOLK2_01197	RSp0721	RSPSI07_03818	RSPSS4_04319	RSR24_04026	RSRUN2340_04695	RSUW551_04125
OG0002832	RSBA7_04077	RSBDBR229_03299	RSCFB2957_03988	RSGMI1000_04187	RSK60_04230	RSMOLK2_01198	RSp0722	RSPSI07_03819	RSPSS4_04318		RSRUN2340_04692	RSUW551_04126
OG0006285				RSGMI1000_04188			RSp0724		RSPSS4_04317			
OG0006286				RSGMI1000_04189			RSp0725		RSPSS4_04316			
OG0004167	RSBA7_04076		RSCFB2957_03989	RSGMI1000_04190	RSK60_04232	RSMOLK2_01200	RSp0726		RSPSS4_04315			RSUW551_04127
OG0005611				RSGMI1000_04191			RSp0727		RSPSS4_04314		RSRUN2340_04688	
OG0003297	RSBA7_04075	RSBDBR229_03300	RSCFB2957_03990	RSGMI1000_04192	RSK60_04233	RSMOLK2_01201	RSp0728	RSPSI07_03820	RSPSS4_04313	RSR24_04028	RSRUN2340_04687	RSUW551_04128
OG0001401	RSBA7_04074	RSBDBR229_03301	RSCFB2957_03991	RSGMI1000_04193	RSK60_04234	RSMOLK2_01202	RSp0729	RSPSI07_03821	RSPSS4_04312	RSR24_04029	RSRUN2340_04686	RSUW551_04129
OG0003296	RSBA7_04073	RSBDBR229_03302	RSCFB2957_03992	RSGMI1000_04194	RSK60_04235	RSMOLK2_01203	RSp0730	RSPSI07_03822	RSPSS4_04311	RSR24_04030	RSRUN2340_04685	RSUW551_04130
OG0000122	RSBA7_04069, RSBA7_04464	RSBDBR229_00998	RSCFB2957_03994, RSCFB2957_04400	RSGMI1000_04195, RSGMI1000_04564	RSK60_04628	RSMOLK2_01205, RSMOLK2_01559	RSp0731, RSp1105	RSPSI07_03823, RSPSI07_04300	RSPSS4_03944, RSPSS4_04310	RSR24_04031	RSRUN2340_04638, RSRUN2340_04684	RSUW551_04133, RSUW551_04526
OG0004166	RSBA7_04072		RSCFB2957_03993	RSGMI1000_04196		RSMOLK2_01204	RSp0732		RSPSS4_04309		RSRUN2340_04683	RSUW551_04131
OG0005612				RSGMI1000_04197			RSp0733	RSPSI07_03846	RSPSS4_04308			
OG0004231				RSGMI1000_04198, RSGMI1000_04199		RSMOLK2_01207	RSp0734, RSp0735	RSPSI07_03847	RSPSS4_04306, RSPSS4_04307			
OG0004165	RSBA7_04065, RSBA7_04067		RSCFB2957_03996	RSGMI1000_04200			RSp0736	RSPSI07_03429	RSPSS4_04305			RSUW551_04137
OG0005613				RSGMI1000_04201			RSp0737	RSPSI07_03428	RSPSS4_04304			
OG0000162	RSBA7_04059, RSBA7_04063		RSCFB2957_03999, RSCFB2957_04002	RSGMI1000_04202	RSK60_04237	RSMOLK2_01213, RSMOLK2_02959	RSp0738	RSPSI07_03340, RSPSI07_03426, RSPSI07_03427, RSPSI07_03849	RSPSS4_04303			RSUW551_04140
OG0003601	RSBA7_04058		RSCFB2957_04003	RSGMI1000_04203	RSK60_04238	RSMOLK2_01214	RSp0739	RSPSI07_03850	RSPSS4_04302			RSUW551_04141
OG0003790	RSBA7_04057		RSCFB2957_04004	RSGMI1000_04204	RSK60_04239	RSMOLK2_01215	RSp0740	RSPSI07_03851	RSPSS4_04301			RSUW551_04142
OG0003789	RSBA7_04056		RSCFB2957_04005	RSGMI1000_04205	RSK60_04240	RSMOLK2_01216	RSp0741	RSPSI07_03852	RSPSS4_04300			RSUW551_04143
OG0003788	RSBA7_04055		RSCFB2957_04006	RSGMI1000_04206	RSK60_04241	RSMOLK2_01217	RSp0742	RSPSI07_03853	RSPSS4_04299			RSUW551_04144
OG0003488	RSBA7_04054		RSCFB2957_04007	RSGMI1000_04207	RSK60_04242	RSMOLK2_01218	RSp0743	RSPSI07_03854	RSPSS4_04298			RSUW551_04145
OG0001357	RSBA7_04053		RSCFB2957_04008	RSGMI1000_04208	RSK60_04243	RSMOLK2_01219	RSp0744	RSPSI07_03855	RSPSS4_04297			RSUW551_04146
OG0003787	RSBA7_04052		RSCFB2957_04009	RSGMI1000_04209	RSK60_04244	RSMOLK2_01220	RSp0745	RSPSI07_03856	RSPSS4_04296			RSUW551_04147
OG0003786	RSBA7_04051		RSCFB2957_04010	RSGMI1000_04210	RSK60_04245	RSMOLK2_01221	RSp0746	RSPSI07_03857	RSPSS4_04295			RSUW551_04148
OG0003785	RSBA7_04050		RSCFB2957_04011	RSGMI1000_04211	RSK60_04246	RSMOLK2_01222	RSp0747	RSPSI07_03858	RSPSS4_04294			RSUW551_04149
OG0003784	RSBA7_04049		RSCFB2957_04012	RSGMI1000_04212	RSK60_04247	RSMOLK2_01223	RSp0748	RSPSI07_03859	RSPSS4_04293			RSUW551_04150
OG0001843	RSBA7_04048		RSCFB2957_04013	RSGMI1000_04213	RSK60_04248	RSMOLK2_01224	RSp0749	RSPSI07_03860	RSPSS4_04292			RSUW551_04151
OG0000502	RSBA7_04046, RSBA7_04047		RSCFB2957_04014, RSCFB2957_04019	RSGMI1000_04214	RSK60_04249	RSMOLK2_01225	RSp0750	RSPSI07_03861, RSPSI07_03871	RSPSS4_04291			RSUW551_04152
OG0002705	RSBA7_03115, RSBA7_04045		RSCFB2957_03210, RSCFB2957_04020	RSGMI1000_04215		RSMOLK2_01226	RSp0751		RSPSS4_04290			RSUW551_00007, RSUW551_00022, RSUW551_03222, RSUW551_03237, RSUW551_04153
OG0001285	RSBA7_03114, RSBA7_04044		RSCFB2957_03209, RSCFB2957_04021	RSGMI1000_04216		RSMOLK2_01227	RSp0752	RSPSI07_00020	RSPSS4_04289			RSUW551_00006, RSUW551_00021, RSUW551_03221, RSUW551_03236, RSUW551_03251, RSUW551_04154
OG0000320	RSBA7_03113, RSBA7_04035, RSBA7_04036		RSCFB2957_03208, RSCFB2957_04022, RSCFB2957_04023, RSCFB2957_04024	RSGMI1000_04217		RSMOLK2_01228, RSMOLK2_01230	RSp0753	RSPSI07_00021, RSPSI07_00022	RSPSS4_04288			RSUW551_00004, RSUW551_00019, RSUW551_03219, RSUW551_03234, RSUW551_03249, RSUW551_04155, RSUW551_04157
OG0005032			RSCFB2957_04015	RSGMI1000_04218			RSp0754	RSPSI07_03862	RSPSS4_04287			
OG0005033			RSCFB2957_04016	RSGMI1000_04219			RSp0755	RSPSI07_03863	RSPSS4_04286			
OG0004656			RSCFB2957_04017	RSGMI1000_04220			RSp0756	RSPSI07_03864, RSPSI07_03865	RSPSS4_04285			
OG0006287				RSGMI1000_04221			RSp0757		RSPSS4_04284			
OG0003600	RSBA7_04032		RSCFB2957_04027	RSGMI1000_04222	RSK60_04253	RSMOLK2_01233	RSp0758	RSPSI07_03873	RSPSS4_04283	RSR24_04059		RSUW551_04160
OG0003783	RSBA7_04031		RSCFB2957_04028	RSGMI1000_04223	RSK60_04254	RSMOLK2_01234	RSp0759	RSPSI07_03874	RSPSS4_04282			RSUW551_04161
OG0005459	RSBA7_04030			RSGMI1000_04224			RSp0760		RSPSS4_04281			
OG0003599	RSBA7_04029		RSCFB2957_04029	RSGMI1000_04225	RSK60_04255	RSMOLK2_01235	RSp0761	RSPSI07_03880	RSPSS4_04280	RSR24_04060		RSUW551_04162
OG0003782	RSBA7_04028		RSCFB2957_04030	RSGMI1000_04226	RSK60_04256	RSMOLK2_01236	RSp0762	RSPSI07_03881	RSPSS4_04279			RSUW551_04163
OG0003781	RSBA7_04027		RSCFB2957_04031	RSGMI1000_04227	RSK60_04257	RSMOLK2_01237	RSp0763	RSPSI07_03882	RSPSS4_04278			RSUW551_04164
OG0003962	RSBA7_04026		RSCFB2957_04032	RSGMI1000_04228	RSK60_04258	RSMOLK2_01238	RSp0764	RSPSI07_03883	RSPSS4_04277			RSUW551_04165
OG0003780	RSBA7_04024		RSCFB2957_04034	RSGMI1000_04230	RSK60_04260	RSMOLK2_01240	RSp0766	RSPSI07_03885	RSPSS4_04275			RSUW551_04167
OG0003961	RSBA7_04023		RSCFB2957_04035	RSGMI1000_04231	RSK60_04261	RSMOLK2_01241	RSp0767	RSPSI07_03886	RSPSS4_04274			RSUW551_04168
OG0006288				RSGMI1000_04233			RSp0769		RSPSS4_04272			
OG0004709				RSGMI1000_04234, RSGMI1000_04236			RSp0770, RSp0772		RSPSS4_04269, RSPSS4_04271			
OG0006289				RSGMI1000_04235			RSp0771		RSPSS4_04270			
OG0003960	RSBA7_04012		RSCFB2957_04040	RSGMI1000_04237	RSK60_04292	RSMOLK2_01247	RSp0773	RSPSI07_03892	RSPSS4_04268			RSUW551_04174
OG0004501				RSGMI1000_04238			RSp0778	RSPSI07_03896	RSPSS4_04267			
OG0005075				RSGMI1000_04239			RSp0779	RSPSI07_03897	RSPSS4_04266	RSR24_04061		
OG0004648		RSBDBR229_04570		RSGMI1000_04240			RSp0780	RSPSI07_03898	RSPSS4_04265	RSR24_04062		
OG0005024		RSBDBR229_04569		RSGMI1000_04241			RSp0781	RSPSI07_03899	RSPSS4_04264			
OG0004244		RSBDBR229_04567, RSBDBR229_04568		RSGMI1000_04242			RSp0782	RSPSI07_03900	RSPSS4_04263			
OG0005023		RSBDBR229_04566		RSGMI1000_04243			RSp0783	RSPSI07_03901	RSPSS4_04262			
OG0005022		RSBDBR229_04565		RSGMI1000_04244			RSp0784	RSPSI07_03902	RSPSS4_04261			
OG0005021		RSBDBR229_04564		RSGMI1000_04245			RSp0785	RSPSI07_03903	RSPSS4_04260			
OG0005020		RSBDBR229_04563		RSGMI1000_04246			RSp0786	RSPSI07_03904	RSPSS4_04259			
OG0005019		RSBDBR229_04562		RSGMI1000_04247			RSp0787	RSPSI07_03905	RSPSS4_04258			
OG0005018		RSBDBR229_04561		RSGMI1000_04248			RSp0788	RSPSI07_03906	RSPSS4_04257			
OG0005017		RSBDBR229_04560		RSGMI1000_04249			RSp0789	RSPSI07_03907	RSPSS4_04256			
OG0005016		RSBDBR229_04559		RSGMI1000_04250			RSp0790	RSPSI07_03908	RSPSS4_04255			
OG0005015		RSBDBR229_04558		RSGMI1000_04251			RSp0791	RSPSI07_03909	RSPSS4_04254			
OG0005014		RSBDBR229_04557		RSGMI1000_04252			RSp0792	RSPSI07_03910	RSPSS4_04253			
OG0004647		RSBDBR229_04556		RSGMI1000_04253			RSp0793	RSPSI07_03911	RSPSS4_04252		RSRUN2340_04237	
OG0003295	RSBA7_04008	RSBDBR229_04555	RSCFB2957_04044	RSGMI1000_04254	RSK60_04296	RSMOLK2_01256	RSp0794	RSPSI07_03912	RSPSS4_04251	RSR24_04063	RSRUN2340_04238	RSUW551_04177
OG0004646		RSBDBR229_04544		RSGMI1000_04255			RSp0795	RSPSI07_03922	RSPSS4_04250		RSRUN2340_04239	
OG0004645		RSBDBR229_04543		RSGMI1000_04256			RSp0796	RSPSI07_03923	RSPSS4_04249		RSRUN2340_04240	
OG0004644		RSBDBR229_04542		RSGMI1000_04257			RSp0797	RSPSI07_03924	RSPSS4_04248		RSRUN2340_04241	
OG0001576	RSBA7_03995	RSBDBR229_04541	RSCFB2957_04047	RSGMI1000_04258	RSK60_04300	RSMOLK2_01259	RSp0798	RSPSI07_03925	RSPSS4_04247	RSR24_04069	RSRUN2340_04242	RSUW551_04180
OG0002550	RSBA7_03994	RSBDBR229_04540	RSCFB2957_04048	RSGMI1000_04259	RSK60_04301	RSMOLK2_01260	RSp0799	RSPSI07_03926	RSPSS4_04246	RSR24_04070	RSRUN2340_04243	RSUW551_04181
OG0001577	RSBA7_03993	RSBDBR229_04539	RSCFB2957_04049	RSGMI1000_04260	RSK60_04302	RSMOLK2_01261	RSp0800	RSPSI07_03927	RSPSS4_04245	RSR24_04071	RSRUN2340_04244	RSUW551_04182
OG0002602	RSBA7_03992	RSBDBR229_04538	RSCFB2957_04050	RSGMI1000_04261	RSK60_04303	RSMOLK2_01262	RSp0801	RSPSI07_03928	RSPSS4_04244	RSR24_04072	RSRUN2340_04245	RSUW551_04183
OG0003294	RSBA7_03991	RSBDBR229_04537	RSCFB2957_04051	RSGMI1000_04262	RSK60_04304	RSMOLK2_01263	RSp0802	RSPSI07_03929	RSPSS4_04243	RSR24_04073	RSRUN2340_04246	RSUW551_04184
OG0003959	RSBA7_03990		RSCFB2957_04052	RSGMI1000_04263	RSK60_04305	RSMOLK2_01264	RSp0803		RSPSS4_04242		RSRUN2340_04247	RSUW551_04185
OG0002835	RSBA7_03988	RSBDBR229_04535	RSCFB2957_04054	RSGMI1000_04265	RSK60_04307	RSMOLK2_01266	RSp0805	RSPSI07_03931	RSPSS4_04240		RSRUN2340_04250	RSUW551_04187
OG0000789	RSBA7_03987	RSBDBR229_04534	RSCFB2957_04055	RSGMI1000_04266	RSK60_04308	RSMOLK2_01267	RSp0806	RSPSI07_03932	RSPSS4_04239	RSR24_04075	RSRUN2340_04251	RSUW551_04188, RSUW551_04189
OG0003293	RSBA7_03985	RSBDBR229_04532	RSCFB2957_04057	RSGMI1000_04268	RSK60_04310	RSMOLK2_01269	RSp0808	RSPSI07_03934	RSPSS4_04237	RSR24_04077	RSRUN2340_04253	RSUW551_04191
OG0003702	RSBA7_03984		RSCFB2957_04058	RSGMI1000_04269	RSK60_04311	RSMOLK2_01270	RSp0809		RSPSS4_04236			RSUW551_04192
OG0003292	RSBA7_03975	RSBDBR229_04528	RSCFB2957_04061	RSGMI1000_04271	RSK60_04314	RSMOLK2_01277	RSp0811	RSPSI07_03938	RSPSS4_04234	RSR24_04081	RSRUN2340_04255	RSUW551_04199
OG0003291	RSBA7_03974	RSBDBR229_04527	RSCFB2957_04062	RSGMI1000_04272	RSK60_04315	RSMOLK2_01278	RSp0812	RSPSI07_03939	RSPSS4_04233	RSR24_04082	RSRUN2340_04256	RSUW551_04200
OG0000568	RSBA7_03973	RSBDBR229_04526	RSCFB2957_04063	RSGMI1000_04273	RSK60_04316	RSMOLK2_01279	RSp0813	RSPSI07_03940	RSPSS4_04232	RSR24_04083, RSR24_04084	RSRUN2340_04257	RSUW551_04201
OG0000567	RSBA7_03971	RSBDBR229_04524	RSCFB2957_04065	RSGMI1000_04274	RSK60_04317	RSMOLK2_01281	RSp0814	RSPSI07_03942	RSPSS4_04231	RSR24_04086	RSRUN2340_04258	RSUW551_04203
OG0003290	RSBA7_03970	RSBDBR229_04523	RSCFB2957_04066	RSGMI1000_04275	RSK60_04318	RSMOLK2_01282	RSp0815	RSPSI07_03943	RSPSS4_04230	RSR24_04087	RSRUN2340_04259	RSUW551_04204
OG0003712		RSBDBR229_04522		RSGMI1000_04276		RSMOLK2_01283	RSp0816	RSPSI07_03944	RSPSS4_04229	RSR24_00451	RSRUN2340_04260	RSUW551_04205
OG0001574	RSBA7_03969	RSBDBR229_04521	RSCFB2957_04067	RSGMI1000_04277	RSK60_04319	RSMOLK2_01284	RSp0817	RSPSI07_03945	RSPSS4_04228		RSRUN2340_04261	RSUW551_04206
OG0005013		RSBDBR229_04518		RSGMI1000_04280			RSp0820	RSPSI07_03948	RSPSS4_04225			
OG0002840	RSBA7_03965	RSBDBR229_04517	RSCFB2957_04070	RSGMI1000_04281	RSK60_04322	RSMOLK2_01287	RSp0821	RSPSI07_03949	RSPSS4_04224		RSRUN2340_04264	RSUW551_04209
OG0005541			RSCFB2957_04073	RSGMI1000_04282			RSp0822		RSPSS4_04223			
OG0003289	RSBA7_03962	RSBDBR229_03458	RSCFB2957_04074	RSGMI1000_04283	RSK60_04325	RSMOLK2_01290	RSp0823	RSPSI07_03950	RSPSS4_04222	RSR24_04088	RSRUN2340_04265	RSUW551_04211
OG0004067	RSBA7_03959		RSCFB2957_04077	RSGMI1000_04284	RSK60_04326	RSMOLK2_01291	RSp0824		RSPSS4_04221			
OG0003288	RSBA7_03958	RSBDBR229_03468	RSCFB2957_04078	RSGMI1000_04285	RSK60_04327	RSMOLK2_01294	RSp0825	RSPSI07_03960	RSPSS4_04220	RSR24_04093	RSRUN2340_04271	RSUW551_04214
OG0001552	RSBA7_03957	RSBDBR229_03469	RSCFB2957_04079	RSGMI1000_04286	RSK60_04328	RSMOLK2_01295	RSp0826	RSPSI07_03961	RSPSS4_04219	RSR24_04094	RSRUN2340_04272	RSUW551_04215
OG0000488	RSBA7_03956	RSBDBR229_03470	RSCFB2957_04080	RSGMI1000_04287	RSK60_04329	RSMOLK2_01296	RSp0827	RSPSI07_03962	RSPSS4_04218	RSR24_01927, RSR24_04095	RSRUN2340_04273	RSUW551_04216
OG0000273	RSBA7_03955	RSBDBR229_03471	RSCFB2957_04081	RSGMI1000_04288	RSK60_04330	RSMOLK2_01297	RSp0828	RSPSI07_03963	RSPSS4_04217	RSR24_04096	RSRUN2340_04274	RSUW551_04217
OG0003287	RSBA7_03954	RSBDBR229_03472	RSCFB2957_04082	RSGMI1000_04289	RSK60_04331	RSMOLK2_01298	RSp0829	RSPSI07_03964	RSPSS4_04216	RSR24_04097	RSRUN2340_04275	RSUW551_04218
OG0000511	RSBA7_03953	RSBDBR229_03473	RSCFB2957_04083	RSGMI1000_04290	RSK60_04332	RSMOLK2_01299	RSp0830	RSPSI07_03965	RSPSS4_04215	RSR24_04098	RSRUN2340_04276	RSUW551_04219
OG0002672	RSBA7_03952	RSBDBR229_03474	RSCFB2957_04084	RSGMI1000_04291	RSK60_04333	RSMOLK2_01300	RSp0831	RSPSI07_03966	RSPSS4_04214	RSR24_04099	RSRUN2340_04277	RSUW551_04220
OG0002734	RSBA7_03951	RSBDBR229_03475	RSCFB2957_04085	RSGMI1000_04292	RSK60_04334	RSMOLK2_01301	RSp0832	RSPSI07_03967	RSPSS4_04213	RSR24_04100	RSRUN2340_04278	RSUW551_04221
OG0003286	RSBA7_03950	RSBDBR229_03476	RSCFB2957_04086	RSGMI1000_04293	RSK60_04335	RSMOLK2_01302	RSp0833	RSPSI07_03968	RSPSS4_04212	RSR24_04101	RSRUN2340_04279	RSUW551_04222
OG0002733	RSBA7_03948	RSBDBR229_03478	RSCFB2957_04088	RSGMI1000_04295	RSK60_04337	RSMOLK2_01304	RSp0835	RSPSI07_03970	RSPSS4_04210	RSR24_04103	RSRUN2340_04281	RSUW551_04224
OG0002732	RSBA7_03947	RSBDBR229_03479	RSCFB2957_04089	RSGMI1000_04296	RSK60_04338	RSMOLK2_01305	RSp0836	RSPSI07_03971	RSPSS4_04209	RSR24_04104	RSRUN2340_04282	RSUW551_04225
OG0003957	RSBA7_03946		RSCFB2957_04090	RSGMI1000_04297	RSK60_04339	RSMOLK2_01306	RSp0837		RSPSS4_04208		RSRUN2340_04283	RSUW551_04226
OG0003285	RSBA7_03945	RSBDBR229_03480	RSCFB2957_04091	RSGMI1000_04298	RSK60_04340	RSMOLK2_01307	RSp0838	RSPSI07_03972	RSPSS4_04207	RSR24_04105	RSRUN2340_04284	RSUW551_04227
OG0004999		RSBDBR229_03482		RSGMI1000_04299			RSp0839	RSPSI07_03974	RSPSS4_04206			
OG0003284	RSBA7_03943	RSBDBR229_03483	RSCFB2957_04093	RSGMI1000_04300	RSK60_04342	RSMOLK2_01309	RSp0840	RSPSI07_03975	RSPSS4_04205	RSR24_04108	RSRUN2340_04286	RSUW551_04229
OG0003283	RSBA7_03942	RSBDBR229_03484	RSCFB2957_04094	RSGMI1000_04301	RSK60_04343	RSMOLK2_01310	RSp0841	RSPSI07_03976	RSPSS4_04204	RSR24_04109	RSRUN2340_04287	RSUW551_04230
OG0003282	RSBA7_03941	RSBDBR229_03485	RSCFB2957_04096	RSGMI1000_04302	RSK60_04345	RSMOLK2_01312	RSp0842	RSPSI07_03977	RSPSS4_04203	RSR24_04110	RSRUN2340_04288	RSUW551_04232
OG0003281	RSBA7_03939	RSBDBR229_03487	RSCFB2957_04098	RSGMI1000_04304	RSK60_04347	RSMOLK2_01314	RSp0844	RSPSI07_03979	RSPSS4_04201	RSR24_04113	RSRUN2340_04290	RSUW551_04234
OG0003280	RSBA7_03938	RSBDBR229_03488	RSCFB2957_04099	RSGMI1000_04305	RSK60_04348	RSMOLK2_01315	RSp0845	RSPSI07_03980	RSPSS4_04200	RSR24_04114	RSRUN2340_04291	RSUW551_04235
OG0003279	RSBA7_03937	RSBDBR229_03489	RSCFB2957_04100	RSGMI1000_04306	RSK60_04349	RSMOLK2_01316	RSp0846	RSPSI07_03981	RSPSS4_04199	RSR24_04115	RSRUN2340_04292	RSUW551_04237
OG0001649	RSBA7_03935, RSBA7_03936	RSBDBR229_03490	RSCFB2957_04101	RSGMI1000_04307	RSK60_04350	RSMOLK2_01317	RSp0847	RSPSI07_03982	RSPSS4_04198	RSR24_04116	RSRUN2340_04293	RSUW551_04238, RSUW551_04239
OG0003278	RSBA7_03934	RSBDBR229_03491	RSCFB2957_04102	RSGMI1000_04308	RSK60_04351	RSMOLK2_01318	RSp0848	RSPSI07_03983	RSPSS4_04197	RSR24_04117	RSRUN2340_04294	RSUW551_04240
OG0003277	RSBA7_03933	RSBDBR229_03492	RSCFB2957_04103	RSGMI1000_04309	RSK60_04352	RSMOLK2_01319	RSp0849	RSPSI07_03984	RSPSS4_04196	RSR24_04118	RSRUN2340_04295	RSUW551_04241
OG0003276	RSBA7_03932	RSBDBR229_03493	RSCFB2957_04104	RSGMI1000_04310	RSK60_04353	RSMOLK2_01320	RSp0850	RSPSI07_03985	RSPSS4_04195	RSR24_04119	RSRUN2340_04296	RSUW551_04242
OG0000040	RSBA7_03931, RSBA7_04500, RSBA7_04539	RSBDBR229_02350, RSBDBR229_02400, RSBDBR229_03494	RSCFB2957_04105, RSCFB2957_04425, RSCFB2957_04466	RSGMI1000_04311, RSGMI1000_04600, RSGMI1000_04652	RSK60_04354, RSK60_04649, RSK60_04684	RSMOLK2_01321, RSMOLK2_01574, RSMOLK2_01610	RSp0851, RSp1141, RSp1192	RSPSI07_03986, RSPSI07_04323, RSPSI07_04370	RSPSS4_03857, RSPSS4_03908, RSPSS4_04194	RSR24_04120, RSR24_04425, RSR24_04470	RSRUN2340_04297, RSRUN2340_04716, RSRUN2340_04757	RSUW551_04243, RSUW551_04541, RSUW551_04582
OG0000145	RSBA7_03750, RSBA7_03930	RSBDBR229_02170, RSBDBR229_03495	RSCFB2957_04106, RSCFB2957_04271	RSGMI1000_04312, RSGMI1000_04483	RSK60_04355, RSK60_04497	RSMOLK2_01322, RSMOLK2_01430	RSp0852, RSp1023	RSPSI07_03987, RSPSI07_04177	RSPSS4_04024, RSPSS4_04193	RSR24_04121, RSR24_04291	RSRUN2340_04298, RSRUN2340_04544	RSUW551_04244, RSUW551_04389
OG0002731	RSBA7_03929	RSBDBR229_03496	RSCFB2957_04107	RSGMI1000_04313	RSK60_04356	RSMOLK2_01323	RSp0853	RSPSI07_03988	RSPSS4_04192	RSR24_04122	RSRUN2340_04299	RSUW551_04245
OG0003275	RSBA7_03928	RSBDBR229_03497	RSCFB2957_04108	RSGMI1000_04314	RSK60_04357	RSMOLK2_01324	RSp0854	RSPSI07_03989	RSPSS4_04191	RSR24_04123	RSRUN2340_04300	RSUW551_04246
OG0003274	RSBA7_03927	RSBDBR229_03498	RSCFB2957_04109	RSGMI1000_04315	RSK60_04358	RSMOLK2_01325	RSp0855	RSPSI07_03990	RSPSS4_04190	RSR24_04124	RSRUN2340_04301	RSUW551_04247
OG0003273	RSBA7_03926	RSBDBR229_03499	RSCFB2957_04110	RSGMI1000_04316	RSK60_04359	RSMOLK2_01326	RSp0856	RSPSI07_03991	RSPSS4_04189	RSR24_04125	RSRUN2340_04302	RSUW551_04248
