XOO1903	RSc1443
XOO0996	RSp1301
XOO0996	RSp0156
XOO0996	RSp0475
XOO0996	RSp1135
XOO0996	RSp0126
XOO0996	RSp1331
XOO0996	RSp1362
XOO1843	RSp0652
XOO1843	RSc0274
XOO0512	RSc0495
XOO0995	RSp0155
XOO0995	RSp0584
XOO0995	RSc0843
XOO0995	RSc3123
XOO0995	RSc3145
XOO0995	RSc3421
XOO1842	RSp0650
XOO0994	RSp0155
XOO0994	RSp0584
XOO0994	RSc0843
XOO0994	RSc3123
XOO0994	RSc3145
XOO0994	RSc3421
XOO1841	RSp0962
XOO1427	RSc0678
XOO2758	RSc2925
XOO4937	RSc1438
XOO4937	RSc2406
XOO4937	RSp1299
XOO4937	RSc1493
XOO4937	RSp0557
XOO4937	RSc2707
XOO4937	RSp0503
XOO4937	RSp1216
XOO4937	RSc0829
XOO2759	RSc2926
XOO3607	RSc2900
XOO4939	RSc2121
XOO3608	RSc2901
XOO2760	RSc2927
XOO0586	RSc0072
XOO2765	RSc0607
XOO3613	RSc0219
XOO3613	RSc3370
XOO0585	RSc0070
XOO2766	RSc0531
XOO3614	RSp0563
XOO3614	RSc2287
XOO2767	RSc0530
XOO0583	RSc0068
XOO2761	RSc2928
XOO4940	RSp1301
XOO4940	RSp0156
XOO4940	RSp0475
XOO4940	RSp1135
XOO4940	RSp0126
XOO4940	RSp1331
XOO4940	RSp1362
XOO2762	RSc2929
XOO2763	RSc0977
XOO2763	RSc2291
XOO0587	RSc0075
XOO4929	RSc0008
XOO1419	RSc2681
XOO1418	RSc2682
XOO1417	RSc2683
XOO1416	RSc2684
XOO2747	RSp0478
XOO2747	RSc0252
XOO2748	RSp1301
XOO2748	RSp0156
XOO2748	RSp0475
XOO2748	RSp1135
XOO2748	RSp0126
XOO2748	RSp1331
XOO2748	RSp1362
XOO4927	RSc1438
XOO4927	RSc2406
XOO4927	RSp1299
XOO4927	RSc1493
XOO4927	RSp0557
XOO4927	RSc2707
XOO4927	RSp0503
XOO4927	RSp1216
XOO4927	RSc0829
XOO3601	RSc0393
XOO3602	RSc0394
XOO3603	RSc0395
XOO3604	RSc0396
XOO1426	RSc0676
XOO1425	RSc0675
XOO3600	RSc2898
XOO1423	RSp0666
XOO1407	RSc3358
XOO0558	RSc2786
XOO2736	RSc2541
XOO2737	RSc2527
XOO1891	RSp1301
XOO1891	RSp0156
XOO1891	RSp0475
XOO1891	RSp1135
XOO1891	RSp0126
XOO1891	RSp1331
XOO1891	RSp1362
XOO0564	RSp1301
XOO0564	RSp0156
XOO0564	RSp0475
XOO0564	RSp1135
XOO0564	RSp0126
XOO0564	RSp1331
XOO0564	RSp1362
XOO2744	RSc0867
XOO2744	RSp0029
XOO2744	RSp0335
XOO2744	RSp1098
XOO2745	RSc1439
XOO2745	RSc2405
XOO2745	RSc2706
XOO2745	RSc0423
XOO2745	RSp1333
XOO2745	RSp1217
XOO2745	RSc1492
XOO2745	RSp0558
XOO2745	RSp1625
XOO2745	RSp1303
XOO2745	RSp1628
XOO2745	RSc0828
XOO2745	RSp0504
XOO0562	RSc2991
XOO1415	RSp1301
XOO1415	RSp0156
XOO1415	RSp0475
XOO1415	RSp1135
XOO1415	RSp0126
XOO1415	RSp1331
XOO1415	RSp1362
XOO0567	RSc3302
XOO1898	RSp1381
XOO2729	RSc1634
XOO1879	RSp0400
XOO1879	RSp0398
XOO1879	RSp1524
XOO0548	RSc0505
XOO0547	RSp1301
XOO0547	RSp0156
XOO0547	RSp0475
XOO0547	RSp1135
XOO0547	RSp0126
XOO0547	RSp1331
XOO0547	RSp1362
XOO2727	RSc2210
XOO2732	RSc2563
XOO2733	RSc2539
XOO0552	RSc2788
XOO4912	RSc1438
XOO4912	RSc2406
XOO4912	RSp1299
XOO4912	RSc1493
XOO4912	RSp0557
XOO4912	RSc2707
XOO4912	RSp0503
XOO4912	RSp1216
XOO4912	RSc0829
XOO2734	RSc2540
XOO1881	RSc0276
XOO2735	RSc1720
XOO0556	RSc2787
XOO2680	RSp1177
XOO2682	RSc0046
XOO1352	RSc2395
XOO0020	RSp1136
XOO0020	RSp1179
XOO0020	RSp0206
XOO0020	RSc1704
XOO1351	RSc2397
XOO1350	RSc2391
XOO2202	RSc1110
XOO1354	RSp0424
XOO2200	RSc1111
XOO2684	RSc2835
XOO3531	RSc3365
XOO3532	RSc3366
XOO2685	RSc3126
XOO2205	RSp0520
XOO2204	RSc1352
XOO0009	RSc1964
XOO1339	RSc1439
XOO1339	RSc2405
XOO1339	RSc2706
XOO1339	RSc0423
XOO1339	RSp1333
XOO1339	RSp1217
XOO1339	RSc1492
XOO1339	RSp0558
XOO1339	RSp1625
XOO1339	RSp1303
XOO1339	RSp1628
XOO1339	RSc0828
XOO1339	RSp0504
XOO4848	RSc2726
XOO3517	RSp0763
XOO3518	RSp0766
XOO2671	RSc0997
XOO1341	RSc1438
XOO1341	RSc2406
XOO1341	RSp1299
XOO1341	RSc1493
XOO1341	RSp0557
XOO1341	RSc2707
XOO1341	RSp0503
XOO1341	RSp1216
XOO1341	RSc0829
XOO0494	RSc0287
XOO0010	RSc1965
XOO1340	RSc1439
XOO1340	RSc2405
XOO1340	RSc2706
XOO1340	RSc0423
XOO1340	RSp1333
XOO1340	RSp1217
XOO1340	RSc1492
XOO1340	RSp0558
XOO1340	RSp1625
XOO1340	RSp1303
XOO1340	RSp1628
XOO1340	RSc0828
XOO1340	RSp0504
XOO0491	RSc0730
XOO0498	RSc0691
XOO3524	RSc2569
XOO0497	RSc2463
XOO2678	RSc1167
XOO0496	RSc2461
XOO3527	RSp0851
XOO3527	RSp1192
XOO3527	RSp1141
XOO0495	RSc2444
XOO1349	RSp0616
XOO2674	RSc2436
XOO0016	RSc1010
XOO1346	RSp1301
XOO1346	RSp0156
XOO1346	RSp0475
XOO1346	RSp1135
XOO1346	RSp0126
XOO1346	RSp1331
XOO1346	RSp1362
XOO0015	RSc2126
XOO1329	RSp0164
XOO1328	RSc0936
XOO3507	RSp0768
XOO3507	RSp0175
XOO3992	RSc0042
XOO0483	RSc1442
XOO1330	RSc2642
XOO0482	RSc1441
XOO0481	RSc2252
XOO3513	RSp0768
XOO3513	RSp0175
XOO2666	RSc2819
XOO3997	RSc0137
XOO1333	RSp1301
XOO1333	RSp0156
XOO1333	RSp0475
XOO1333	RSp1135
XOO1333	RSp0126
XOO1333	RSp1331
XOO1333	RSp1362
XOO0486	RSc2249
XOO0002	RSc3441
XOO3514	RSp0759
XOO0485	RSc2250
XOO0001	RSc3442
XOO3515	RSp0761
XOO1331	RSp1301
XOO1331	RSp0156
XOO1331	RSp0475
XOO1331	RSp1135
XOO1331	RSp0126
XOO1331	RSp1331
XOO1331	RSp1362
XOO0484	RSc2251
XOO3516	RSp0762
XOO3993	RSc0043
XOO3994	RSc0052
XOO1337	RSc1335
XOO4842	RSp1301
XOO4842	RSp0156
XOO4842	RSp0475
XOO4842	RSp1135
XOO4842	RSp0126
XOO4842	RSp1331
XOO4842	RSp1362
XOO3512	RSp0768
XOO3512	RSp0175
XOO2665	RSc2741
XOO0488	RSc2255
XOO0004	RSc3440
XOO1335	RSc3070
XOO2649	RSp1301
XOO2649	RSp0156
XOO2649	RSp0475
XOO2649	RSp1135
XOO2649	RSp0126
XOO2649	RSp1331
XOO2649	RSp1362
XOO4828	RSc1438
XOO4828	RSc2406
XOO4828	RSp1299
XOO4828	RSc1493
XOO4828	RSp0557
XOO4828	RSc2707
XOO4828	RSp0503
XOO4828	RSp1216
XOO4828	RSc0829
XOO2650	RSp1136
XOO2650	RSp1179
XOO2650	RSp0206
XOO2650	RSc1704
XOO3502	RSp0768
XOO3502	RSp0175
XOO1323	RSp0307
XOO3503	RSp0768
XOO3503	RSp0175
XOO3987	RSc0458
XOO3504	RSp0768
XOO3504	RSp0175
XOO1321	RSc2811
XOO2658	RSp1136
XOO2658	RSp1179
XOO2658	RSp0206
XOO2658	RSc1704
XOO3982	RSc3393
XOO3982	RSp1675
XOO3982	RSp0453
XOO3982	RSp0217
XOO3982	RSc0637
XOO3982	RSc0110
XOO3982	RSc2176
XOO3982	RSc0103
XOO3982	RSp0450
XOO3982	RSp1152
XOO1327	RSc0935
XOO2652	RSp1301
XOO2652	RSp0156
XOO2652	RSp0475
XOO2652	RSp1135
XOO2652	RSp0126
XOO2652	RSp1331
XOO2652	RSp1362
XOO0478	RSc1439
XOO0478	RSc2405
XOO0478	RSc2706
XOO0478	RSc0423
XOO0478	RSp1333
XOO0478	RSp1217
XOO0478	RSc1492
XOO0478	RSp0558
XOO0478	RSp1625
XOO0478	RSp1303
XOO0478	RSp1628
XOO0478	RSc0828
XOO0478	RSp0504
XOO1325	RSc0933
XOO1392	RSc1439
XOO1392	RSc2405
XOO1392	RSc2706
XOO1392	RSc0423
XOO1392	RSp1333
XOO1392	RSp1217
XOO1392	RSc1492
XOO1392	RSp0558
XOO1392	RSp1625
XOO1392	RSp1303
XOO1392	RSp1628
XOO1392	RSc0828
XOO1392	RSp0504
XOO3571	RSc3008
XOO1390	RSc1562
XOO3573	RSc3009
XOO3574	RSc3010
XOO1396	RSc1439
XOO1396	RSc2405
XOO1396	RSc2706
XOO1396	RSc0423
XOO1396	RSp1333
XOO1396	RSp1217
XOO1396	RSc1492
XOO1396	RSp0558
XOO1396	RSp1625
XOO1396	RSp1303
XOO1396	RSp1628
XOO1396	RSc0828
XOO1396	RSp0504
XOO1394	RSc1439
XOO1394	RSc2405
XOO1394	RSc2706
XOO1394	RSc0423
XOO1394	RSp1333
XOO1394	RSp1217
XOO1394	RSc1492
XOO1394	RSp0558
XOO1394	RSp1625
XOO1394	RSp1303
XOO1394	RSp1628
XOO1394	RSc0828
XOO1394	RSp0504
XOO2240	RSc0161
XOO2240	RSp1591
XOO3570	RSc3007
XOO0069	RSp1301
XOO0069	RSp0156
XOO0069	RSp0475
XOO0069	RSp1135
XOO0069	RSp0126
XOO0069	RSp1331
XOO0069	RSp1362
XOO3579	RSc3015
XOO0068	RSp1136
XOO0068	RSp1179
XOO0068	RSp0206
XOO0068	RSc1704
XOO1398	RSp1136
XOO1398	RSp1179
XOO1398	RSp0206
XOO1398	RSc1704
XOO1397	RSp1301
XOO1397	RSp0156
XOO1397	RSp0475
XOO1397	RSp1135
XOO1397	RSp0126
XOO1397	RSp1331
XOO1397	RSp1362
XOO3575	RSc3011
XOO3576	RSc3012
XOO3577	RSc3013
XOO3578	RSc3014
XOO4408	RSc2942
XOO3560	RSc2995
XOO3561	RSc2996
XOO4893	RSc1438
XOO4893	RSc2406
XOO4893	RSp1299
XOO4893	RSc1493
XOO4893	RSp0557
XOO4893	RSc2707
XOO4893	RSp0503
XOO4893	RSp1216
XOO4893	RSc0829
XOO3562	RSc2999
XOO4410	RSc2643
XOO3563	RSc3000
XOO0054	RSp1136
XOO0054	RSp1179
XOO0054	RSp0206
XOO0054	RSc1704
XOO1385	RSp0155
XOO1385	RSp0584
XOO1385	RSc0843
XOO1385	RSc3123
XOO1385	RSc3145
XOO1385	RSc3421
XOO1384	RSc1439
XOO1384	RSc2405
XOO1384	RSc2706
XOO1384	RSc0423
XOO1384	RSp1333
XOO1384	RSp1217
XOO1384	RSc1492
XOO1384	RSp0558
XOO1384	RSp1625
XOO1384	RSp1303
XOO1384	RSp1628
XOO1384	RSc0828
XOO1384	RSp0504
XOO1383	RSp0155
XOO1383	RSp0584
XOO1383	RSc0843
XOO1383	RSc3123
XOO1383	RSc3145
XOO1383	RSc3421
XOO2236	RSc2550
XOO3568	RSc3004
XOO4416	RSc0175
XOO3569	RSc3006
XOO0057	RSc1735
XOO1386	RSp0478
XOO1386	RSc0252
XOO4895	RSc1438
XOO4895	RSc2406
XOO4895	RSp1299
XOO4895	RSc1493
XOO4895	RSp0557
XOO4895	RSc2707
XOO4895	RSp0503
XOO4895	RSp1216
XOO4895	RSc0829
XOO3564	RSc3001
XOO4896	RSc3005
XOO3566	RSc3002
XOO4897	RSc3023
XOO2237	RSc1619
XOO0059	RSc2932
XOO3567	RSc3003
XOO3552	RSc1439
XOO3552	RSc2405
XOO3552	RSc2706
XOO3552	RSc0423
XOO3552	RSp1333
XOO3552	RSp1217
XOO3552	RSc1492
XOO3552	RSp0558
XOO3552	RSp1625
XOO3552	RSp1303
XOO3552	RSp1628
XOO3552	RSc0828
XOO3552	RSp0504
XOO0043	RSc2817
XOO1372	RSp0155
XOO1372	RSp0584
XOO1372	RSc0843
XOO1372	RSc3123
XOO1372	RSc3145
XOO1372	RSc3421
XOO1378	RSp1136
XOO1378	RSp1179
XOO1378	RSp0206
XOO1378	RSc1704
XOO2225	RSc1623
XOO3557	RSc2992
XOO4404	RSc0213
XOO3558	RSc2993
XOO4406	RSc2940
XOO3559	RSc2994
XOO2223	RSc1709
XOO4407	RSc2941
XOO4400	RSc3115
XOO2229	RSc1215
XOO4401	RSp0930
XOO2227	RSc0040
XOO0048	RSp1587
XOO0048	RSp1588
XOO1379	RSp0852
XOO1379	RSp1023
XOO2209	RSc0942
XOO2208	RSc1451
XOO2691	RSp1301
XOO2691	RSp0156
XOO2691	RSp0475
XOO2691	RSp1135
XOO2691	RSp0126
XOO2691	RSp1331
XOO2691	RSp1362
XOO2692	RSp1136
XOO2692	RSp1179
XOO2692	RSp0206
XOO2692	RSc1704
XOO2694	RSp1301
XOO2694	RSp0156
XOO2694	RSp0475
XOO2694	RSp1135
XOO2694	RSp0126
XOO2694	RSp1331
XOO2694	RSp1362
XOO1362	RSp1496
XOO0030	RSp1136
XOO0030	RSp1179
XOO0030	RSp0206
XOO0030	RSc1704
XOO1361	RSc1439
XOO1361	RSc2405
XOO1361	RSc2706
XOO1361	RSc0423
XOO1361	RSp1333
XOO1361	RSp1217
XOO1361	RSc1492
XOO1361	RSp0558
XOO1361	RSp1625
XOO1361	RSp1303
XOO1361	RSp1628
XOO1361	RSc0828
XOO1361	RSp0504
XOO2690	RSp1301
XOO2690	RSp0156
XOO2690	RSp0475
XOO2690	RSp1135
XOO2690	RSp0126
XOO2690	RSp1331
XOO2690	RSp1362
XOO1360	RSp0423
XOO2699	RSp0880
XOO1367	RSc1376
XOO3547	RSc3295
XOO2212	RSc1420
XOO2211	RSc1421
XOO2695	RSp1301
XOO2695	RSp0156
XOO2695	RSp0475
XOO2695	RSp1135
XOO2695	RSp0126
XOO2695	RSp1331
XOO2695	RSp1362
XOO2218	RSc1572
XOO2696	RSp0138
XOO2216	RSp1301
XOO2216	RSp0156
XOO2216	RSp0475
XOO2216	RSp1135
XOO2216	RSp0126
XOO2216	RSp1331
XOO2216	RSp1362
XOO2215	RSp1136
XOO2215	RSp1179
XOO2215	RSp0206
XOO2215	RSc1704
XOO4463	RSp0204
XOO4463	RSp0765
XOO4463	RSp0515
XOO4463	RSc3217
XOO4463	RSc0961
XOO2280	RSc1549
XOO2280	RSc0578
XOO2280	RSc2267
XOO2280	RSp0548
XOO2287	RSp0478
XOO2287	RSc0252
XOO2284	RSp1136
XOO2284	RSp1179
XOO2284	RSp0206
XOO2284	RSc1704
XOO2289	RSp1136
XOO2289	RSp1179
XOO2289	RSp0206
XOO2289	RSc1704
XOO4466	RSc0245
XOO3136	RSp0827
XOO0090	RSp0869
XOO4451	RSp1301
XOO4451	RSp0156
XOO4451	RSp0475
XOO4451	RSp1135
XOO4451	RSp0126
XOO4451	RSp1331
XOO4451	RSp1362
XOO0094	RSp0874
XOO0093	RSp0872
XOO0091	RSp0870
XOO0096	RSc2896
XOO2273	RSp1301
XOO2273	RSp0156
XOO2273	RSp0475
XOO2273	RSp1135
XOO2273	RSp0126
XOO2273	RSp1331
XOO2273	RSp1362
XOO4455	RSp1106
XOO4456	RSp1107
XOO2261	RSc2946
XOO3593	RSc3036
XOO3110	RSp1301
XOO3110	RSp0156
XOO3110	RSp0475
XOO3110	RSp1135
XOO3110	RSp0126
XOO3110	RSp1331
XOO3110	RSp1362
XOO3594	RSc3037
XOO0081	RSp0860
XOO3596	RSc3038
XOO0080	RSp0859
XOO3590	RSc3033
XOO0086	RSp0865
XOO3591	RSc3034
XOO0085	RSp0864
XOO2262	RSc2945
XOO3592	RSc3035
XOO0084	RSp0863
XOO3118	RSp0478
XOO3118	RSc0252
XOO0088	RSp0867
XOO3597	RSc3039
XOO4445	RSp0813
XOO3599	RSc3041
XOO3599	RSc3021
XOO0072	RSp1136
XOO0072	RSp1179
XOO0072	RSp0206
XOO0072	RSc1704
XOO3582	RSc3018
XOO0071	RSp1136
XOO0071	RSp1179
XOO0071	RSp0206
XOO0071	RSc1704
XOO4430	RSp1396
XOO0070	RSp1301
XOO0070	RSp0156
XOO0070	RSp0475
XOO0070	RSp1135
XOO0070	RSp0126
XOO0070	RSp1331
XOO0070	RSp1362
XOO3584	RSc3019
XOO3585	RSc3020
XOO0075	RSp0853
XOO2252	RSc1009
XOO2252	RSp1302
XOO2252	RSc3351
XOO2252	RSp1332
XOO2252	RSc0208
XOO2252	RSp0588
XOO2252	RSp0127
XOO2252	RSp0073
XOO2252	RSc3199
XOO2252	RSc3221
XOO3580	RSc3016
XOO0073	RSp1301
XOO0073	RSp0156
XOO0073	RSp0475
XOO0073	RSp1135
XOO0073	RSp0126
XOO0073	RSp1331
XOO0073	RSp1362
XOO3581	RSc3017
XOO2258	RSc2950
XOO2256	RSc2952
XOO3102	RSc2420
XOO3587	RSc3041
XOO3587	RSc3021
XOO3588	RSc3022
XOO3588	RSp0804
XOO3589	RSc3024
XOO4011	RSc2909
XOO3165	RSc3393
XOO3165	RSp1675
XOO3165	RSp0453
XOO3165	RSp0217
XOO3165	RSc0637
XOO3165	RSc0110
XOO3165	RSc2176
XOO3165	RSc0103
XOO3165	RSp0450
XOO3165	RSp1152
XOO3167	RSp0729
XOO4493	RSc0498
XOO4019	RSp0583
XOO4000	RSc0710
XOO4486	RSc0343
XOO4487	RSc0342
XOO4487	RSc2345
XOO4481	RSc2368
XOO4482	RSc2368
XOO4483	RSc1261
XOO4488	RSp0886
XOO4488	RSc1258
XOO4007	RSc2357
XOO2290	RSc1439
XOO2290	RSc2405
XOO2290	RSc2706
XOO2290	RSc0423
XOO2290	RSp1333
XOO2290	RSp1217
XOO2290	RSc1492
XOO2290	RSp0558
XOO2290	RSp1625
XOO2290	RSp1303
XOO2290	RSp1628
XOO2290	RSc0828
XOO2290	RSp0504
XOO3143	RSc0386
XOO3144	RSc0401
XOO2292	RSc1071
XOO4475	RSc0115
XOO2291	RSc1072
XOO3145	RSc1235
XOO4476	RSc0117
XOO2297	RSc2200
XOO2296	RSc2530
XOO2295	RSc2532
XOO2299	RSc2528
XOO4478	RSc0118
XOO3148	RSp0155
XOO3148	RSp0584
XOO3148	RSc0843
XOO3148	RSc3123
XOO3148	RSc3145
XOO3148	RSc3421
XOO3149	RSp0155
XOO3149	RSp0584
XOO3149	RSc0843
XOO3149	RSc3123
XOO3149	RSc3145
XOO3149	RSc3421
