XOO1903	RSCFB2957_01409
XOO3582	RSCFB2957_02826
XOO0071	RSCFB2957_03831
XOO0071	RSCFB2957_03830
XOO4430	RSCFB2957_04609
XOO0070	RSCFB2957_03861
XOO3584	RSCFB2957_02827
XOO3585	RSCFB2957_02828
XOO0075	RSCFB2957_04107
XOO3580	RSCFB2957_02824
XOO0073	RSCFB2957_03861
XOO3581	RSCFB2957_02825
XOO2258	RSCFB2957_02757
XOO2256	RSCFB2957_02759
XOO3102	RSCFB2957_02272
XOO3587	RSCFB2957_02829
XOO3587	RSCFB2957_02850
XOO3588	RSCFB2957_04053
XOO3588	RSCFB2957_02830
XOO3589	RSCFB2957_02832
XOO4011	RSCFB2957_02710
XOO3165	RSCFB2957_04812
XOO3167	RSCFB2957_03991
XOO4493	RSCFB2957_00459
XOO4019	RSCFB2957_03753
XOO4000	RSCFB2957_00711
XOO3154	RSCFB2957_03475
XOO4486	RSCFB2957_00299
XOO3155	RSCFB2957_03476
XOO4487	RSCFB2957_02192
XOO4487	RSCFB2957_00298
XOO4481	RSCFB2957_02226
XOO4482	RSCFB2957_02226
XOO4483	RSCFB2957_01240
XOO4488	RSCFB2957_04142
XOO4488	RSCFB2957_01237
XOO4007	RSCFB2957_02205
XOO2290	RSCFB2957_02177
XOO2290	RSCFB2957_03220
XOO2290	RSCFB2957_00867
XOO2290	RSCFB2957_01405
XOO2290	RSCFB2957_00203
XOO2290	RSCFB2957_03219
XOO2290	RSCFB2957_02894
XOO2290	RSCFB2957_04895
XOO3143	RSCFB2957_00341
XOO3144	RSCFB2957_00357
XOO2292	RSCFB2957_00996
XOO4475	RSCFB2957_00113
XOO2291	RSCFB2957_00997
XOO3145	RSCFB2957_01211
XOO4476	RSCFB2957_00115
XOO2297	RSCFB2957_02099
XOO2296	RSCFB2957_02398
XOO2295	RSCFB2957_02400
XOO2299	RSCFB2957_02396
XOO4478	RSCFB2957_00116
