XOO1903	RSGMI1000_01480
XOO3896	RSGMI1000_03603
XOO3896	RSGMI1000_03947
XOO3896	RSGMI1000_04764
XOO3413	RSGMI1000_00590
XOO1236	RSGMI1000_02362
XOO1219	RSGMI1000_02487
XOO4728	RSGMI1000_04595
XOO4728	RSGMI1000_01755
XOO4728	RSGMI1000_04639
XOO4728	RSGMI1000_03684
XOO3881	RSGMI1000_03045
XOO2551	RSGMI1000_01661
XOO0373	RSGMI1000_03629
XOO0373	RSGMI1000_04791
XOO0373	RSGMI1000_04818
XOO0373	RSGMI1000_04594
XOO0373	RSGMI1000_03603
XOO0373	RSGMI1000_03947
XOO0373	RSGMI1000_04764
XOO0372	RSGMI1000_03629
XOO0372	RSGMI1000_04791
XOO0372	RSGMI1000_04818
XOO0372	RSGMI1000_04594
XOO0372	RSGMI1000_03603
XOO0372	RSGMI1000_03947
XOO0372	RSGMI1000_04764
XOO2556	RSGMI1000_02774
XOO0377	RSGMI1000_00177
XOO3888	RSGMI1000_05077
XOO3888	RSGMI1000_04793
XOO3888	RSGMI1000_02756
XOO3888	RSGMI1000_00848
XOO3888	RSGMI1000_05074
XOO3888	RSGMI1000_04766
XOO3888	RSGMI1000_02456
XOO3888	RSGMI1000_04677
XOO3888	RSGMI1000_03976
XOO3888	RSGMI1000_04025
XOO3888	RSGMI1000_01476
XOO3888	RSGMI1000_01531
XOO4735	RSGMI1000_03481
XOO4735	RSGMI1000_03187
XOO4735	RSGMI1000_04050
XOO4735	RSGMI1000_03209
XOO4735	RSGMI1000_03628
XOO4735	RSGMI1000_00862
XOO3889	RSGMI1000_05077
XOO3889	RSGMI1000_04793
XOO3889	RSGMI1000_02756
XOO3889	RSGMI1000_00848
XOO3889	RSGMI1000_05074
XOO3889	RSGMI1000_04766
XOO3889	RSGMI1000_02456
XOO3889	RSGMI1000_04677
XOO3889	RSGMI1000_03976
XOO3889	RSGMI1000_04025
XOO3889	RSGMI1000_01476
XOO3889	RSGMI1000_01531
XOO4736	RSGMI1000_00645
XOO4736	RSGMI1000_00849
XOO4736	RSGMI1000_01475
XOO4736	RSGMI1000_02457
XOO4736	RSGMI1000_03975
XOO4736	RSGMI1000_04762
XOO4736	RSGMI1000_04024
XOO4736	RSGMI1000_01532
XOO4736	RSGMI1000_04676
XOO4736	RSGMI1000_00431
XOO2552	RSGMI1000_03055
XOO2552	RSGMI1000_02286
XOO2553	RSGMI1000_02516
XOO4732	RSGMI1000_01065
XOO2554	RSGMI1000_02517
XOO2555	RSGMI1000_02775
XOO4716	RSGMI1000_00645
XOO4716	RSGMI1000_00849
XOO4716	RSGMI1000_01475
XOO4716	RSGMI1000_02457
XOO4716	RSGMI1000_03975
XOO4716	RSGMI1000_04762
XOO4716	RSGMI1000_04024
XOO4716	RSGMI1000_01532
XOO4716	RSGMI1000_04676
XOO4716	RSGMI1000_00431
XOO2538	RSGMI1000_00484
XOO4717	RSGMI1000_00645
XOO4717	RSGMI1000_00849
XOO4717	RSGMI1000_01475
XOO4717	RSGMI1000_02457
XOO4717	RSGMI1000_03975
XOO4717	RSGMI1000_04762
XOO4717	RSGMI1000_04024
XOO4717	RSGMI1000_01532
XOO4717	RSGMI1000_04676
XOO4717	RSGMI1000_00431
XOO2539	RSGMI1000_01853
XOO3870	RSGMI1000_01694
XOO2540	RSGMI1000_01365
XOO0362	RSGMI1000_05077
XOO0362	RSGMI1000_04793
XOO0362	RSGMI1000_02756
XOO0362	RSGMI1000_00848
XOO0362	RSGMI1000_05074
XOO0362	RSGMI1000_04766
XOO0362	RSGMI1000_02456
XOO0362	RSGMI1000_04677
XOO0362	RSGMI1000_03976
XOO0362	RSGMI1000_04025
XOO0362	RSGMI1000_01476
XOO0362	RSGMI1000_01531
XOO1693	RSGMI1000_01966
XOO0360	RSGMI1000_00645
XOO0360	RSGMI1000_00849
XOO0360	RSGMI1000_01475
XOO0360	RSGMI1000_02457
XOO0360	RSGMI1000_03975
XOO0360	RSGMI1000_04762
XOO0360	RSGMI1000_04024
XOO0360	RSGMI1000_01532
XOO0360	RSGMI1000_04676
XOO0360	RSGMI1000_00431
XOO1690	RSGMI1000_01964
XOO0366	RSGMI1000_03629
XOO0366	RSGMI1000_04791
XOO0366	RSGMI1000_04818
XOO0366	RSGMI1000_04594
XOO0366	RSGMI1000_03603
XOO0366	RSGMI1000_03947
XOO0366	RSGMI1000_04764
XOO4723	RSGMI1000_00645
XOO4723	RSGMI1000_00849
XOO4723	RSGMI1000_01475
XOO4723	RSGMI1000_02457
XOO4723	RSGMI1000_03975
XOO4723	RSGMI1000_04762
XOO4723	RSGMI1000_04024
XOO4723	RSGMI1000_01532
XOO4723	RSGMI1000_04676
XOO4723	RSGMI1000_00431
XOO0365	RSGMI1000_05077
XOO0365	RSGMI1000_04793
XOO0365	RSGMI1000_02756
XOO0365	RSGMI1000_00848
XOO0365	RSGMI1000_05074
XOO0365	RSGMI1000_04766
XOO0365	RSGMI1000_02456
XOO0365	RSGMI1000_04677
XOO0365	RSGMI1000_03976
XOO0365	RSGMI1000_04025
XOO0365	RSGMI1000_01476
XOO0365	RSGMI1000_01531
XOO2546	RSGMI1000_02390
XOO1696	RSGMI1000_01974
XOO1211	RSGMI1000_04595
XOO1211	RSGMI1000_01755
XOO1211	RSGMI1000_04639
XOO1211	RSGMI1000_03684
XOO0364	RSGMI1000_05077
XOO0364	RSGMI1000_04793
XOO0364	RSGMI1000_02756
XOO0364	RSGMI1000_00848
XOO0364	RSGMI1000_05074
XOO0364	RSGMI1000_04766
XOO0364	RSGMI1000_02456
XOO0364	RSGMI1000_04677
XOO0364	RSGMI1000_03976
XOO0364	RSGMI1000_04025
XOO0364	RSGMI1000_01476
XOO0364	RSGMI1000_01531
XOO2547	RSGMI1000_02391
XOO1695	RSGMI1000_01968
XOO0363	RSGMI1000_05077
XOO0363	RSGMI1000_04793
XOO0363	RSGMI1000_02756
XOO0363	RSGMI1000_00848
XOO0363	RSGMI1000_05074
XOO0363	RSGMI1000_04766
XOO0363	RSGMI1000_02456
XOO0363	RSGMI1000_04677
XOO0363	RSGMI1000_03976
XOO0363	RSGMI1000_04025
XOO0363	RSGMI1000_01476
XOO0363	RSGMI1000_01531
XOO2548	RSGMI1000_02397
XOO1694	RSGMI1000_01967
XOO2542	RSGMI1000_02387
XOO0368	RSGMI1000_03629
XOO0368	RSGMI1000_04791
XOO0368	RSGMI1000_04818
XOO0368	RSGMI1000_04594
XOO0368	RSGMI1000_03603
XOO0368	RSGMI1000_03947
XOO0368	RSGMI1000_04764
XOO3874	RSGMI1000_03629
XOO3874	RSGMI1000_04791
XOO3874	RSGMI1000_04818
XOO3874	RSGMI1000_04594
XOO3874	RSGMI1000_03603
XOO3874	RSGMI1000_03947
XOO3874	RSGMI1000_04764
XOO1215	RSGMI1000_04792
XOO1215	RSGMI1000_03280
XOO1215	RSGMI1000_03604
XOO1215	RSGMI1000_03258
XOO1215	RSGMI1000_04765
XOO1215	RSGMI1000_01027
XOO1215	RSGMI1000_00212
XOO1215	RSGMI1000_03411
XOO1699	RSGMI1000_01972
XOO0367	RSGMI1000_03629
XOO0367	RSGMI1000_04791
XOO0367	RSGMI1000_04818
XOO0367	RSGMI1000_04594
XOO0367	RSGMI1000_03603
XOO0367	RSGMI1000_03947
XOO0367	RSGMI1000_04764
XOO3858	RSGMI1000_00751
XOO4707	RSGMI1000_00645
XOO4707	RSGMI1000_00849
XOO4707	RSGMI1000_01475
XOO4707	RSGMI1000_02457
XOO4707	RSGMI1000_03975
XOO4707	RSGMI1000_04762
XOO4707	RSGMI1000_04024
XOO4707	RSGMI1000_01532
XOO4707	RSGMI1000_04676
XOO4707	RSGMI1000_00431
XOO2529	RSGMI1000_01249
XOO3860	RSGMI1000_00752
XOO0350	RSGMI1000_00470
XOO0355	RSGMI1000_03481
XOO0355	RSGMI1000_03187
XOO0355	RSGMI1000_04050
XOO0355	RSGMI1000_03209
XOO0355	RSGMI1000_03628
XOO0355	RSGMI1000_00862
XOO4712	RSGMI1000_02829
XOO2534	RSGMI1000_01242
XOO1202	RSGMI1000_03024
XOO0354	RSGMI1000_03481
XOO0354	RSGMI1000_03187
XOO0354	RSGMI1000_04050
XOO0354	RSGMI1000_03209
XOO0354	RSGMI1000_03628
XOO0354	RSGMI1000_00862
XOO4713	RSGMI1000_04670
XOO4713	RSGMI1000_00295
XOO2535	RSGMI1000_01241
XOO3866	RSGMI1000_00624
XOO1685	RSGMI1000_01953
XOO0353	RSGMI1000_03481
XOO0353	RSGMI1000_03187
XOO0353	RSGMI1000_04050
XOO0353	RSGMI1000_03209
XOO0353	RSGMI1000_03628
XOO0353	RSGMI1000_00862
XOO3867	RSGMI1000_00625
XOO3867	RSGMI1000_03560
XOO2536	RSGMI1000_00555
XOO2537	RSGMI1000_00483
XOO3868	RSGMI1000_04020
XOO1689	RSGMI1000_01963
XOO3863	RSGMI1000_02967
XOO1688	RSGMI1000_01960
XOO1203	RSGMI1000_02801
XOO4784	RSGMI1000_04737
XOO2122	RSGMI1000_04595
XOO2122	RSGMI1000_01755
XOO2122	RSGMI1000_04639
XOO2122	RSGMI1000_03684
XOO1274	RSGMI1000_04666
XOO1273	RSGMI1000_04667
XOO1278	RSGMI1000_00352
XOO1277	RSGMI1000_00353
XOO2124	RSGMI1000_04718
XOO2123	RSGMI1000_04719
XOO2129	RSGMI1000_01590
XOO2129	RSGMI1000_02314
XOO2129	RSGMI1000_00596
XOO2129	RSGMI1000_04015
XOO4302	RSGMI1000_01219
XOO4787	RSGMI1000_02828
XOO4303	RSGMI1000_01218
XOO4304	RSGMI1000_05077
XOO4304	RSGMI1000_04793
XOO4304	RSGMI1000_02756
XOO4304	RSGMI1000_00848
XOO4304	RSGMI1000_05074
XOO4304	RSGMI1000_04766
XOO4304	RSGMI1000_02456
XOO4304	RSGMI1000_04677
XOO4304	RSGMI1000_03976
XOO4304	RSGMI1000_04025
XOO4304	RSGMI1000_01476
XOO4304	RSGMI1000_01531
XOO4770	RSGMI1000_03629
XOO4770	RSGMI1000_04791
XOO4770	RSGMI1000_04818
XOO4770	RSGMI1000_04594
XOO4770	RSGMI1000_03603
XOO4770	RSGMI1000_03947
XOO4770	RSGMI1000_04764
XOO3441	RSGMI1000_04258
XOO3442	RSGMI1000_01336
XOO2111	RSGMI1000_03629
XOO2111	RSGMI1000_04791
XOO2111	RSGMI1000_04818
XOO2111	RSGMI1000_04594
XOO2111	RSGMI1000_03603
XOO2111	RSGMI1000_03947
XOO2111	RSGMI1000_04764
XOO1264	RSGMI1000_02546
XOO2113	RSGMI1000_05077
XOO2113	RSGMI1000_04793
XOO2113	RSGMI1000_02756
XOO2113	RSGMI1000_00848
XOO2113	RSGMI1000_05074
XOO2113	RSGMI1000_04766
XOO2113	RSGMI1000_02456
XOO2113	RSGMI1000_04677
XOO2113	RSGMI1000_03976
XOO2113	RSGMI1000_04025
XOO2113	RSGMI1000_01476
XOO2113	RSGMI1000_01531
XOO2112	RSGMI1000_03481
XOO2112	RSGMI1000_03187
XOO2112	RSGMI1000_04050
XOO2112	RSGMI1000_03209
XOO2112	RSGMI1000_03628
XOO2112	RSGMI1000_00862
XOO2119	RSGMI1000_03629
XOO2119	RSGMI1000_04791
XOO2119	RSGMI1000_04818
XOO2119	RSGMI1000_04594
XOO2119	RSGMI1000_03603
XOO2119	RSGMI1000_03947
XOO2119	RSGMI1000_04764
XOO4776	RSGMI1000_01404
XOO4777	RSGMI1000_00645
XOO4777	RSGMI1000_00849
XOO4777	RSGMI1000_01475
XOO4777	RSGMI1000_02457
XOO4777	RSGMI1000_03975
XOO4777	RSGMI1000_04762
XOO4777	RSGMI1000_04024
XOO4777	RSGMI1000_01532
XOO4777	RSGMI1000_04676
XOO4777	RSGMI1000_00431
XOO2116	RSGMI1000_02386
XOO2583	RSGMI1000_03856
XOO3431	RSGMI1000_03481
XOO3431	RSGMI1000_03187
XOO3431	RSGMI1000_04050
XOO3431	RSGMI1000_03209
XOO3431	RSGMI1000_03628
XOO3431	RSGMI1000_00862
XOO1250	RSGMI1000_04760
XOO4769	RSGMI1000_03629
XOO4769	RSGMI1000_04791
XOO4769	RSGMI1000_04818
XOO4769	RSGMI1000_04594
XOO4769	RSGMI1000_03603
XOO4769	RSGMI1000_03947
XOO4769	RSGMI1000_04764
XOO2101	RSGMI1000_03629
XOO2101	RSGMI1000_04791
XOO2101	RSGMI1000_04818
XOO2101	RSGMI1000_04594
XOO2101	RSGMI1000_03603
XOO2101	RSGMI1000_03947
XOO2101	RSGMI1000_04764
XOO3439	RSGMI1000_04260
XOO3432	RSGMI1000_03481
XOO3432	RSGMI1000_03187
XOO3432	RSGMI1000_04050
XOO3432	RSGMI1000_03209
XOO3432	RSGMI1000_03628
XOO3432	RSGMI1000_00862
XOO2586	RSGMI1000_04600
XOO2586	RSGMI1000_04311
XOO2586	RSGMI1000_04652
XOO2106	RSGMI1000_03629
XOO2106	RSGMI1000_04791
XOO2106	RSGMI1000_04818
XOO2106	RSGMI1000_04594
XOO2106	RSGMI1000_03603
XOO2106	RSGMI1000_03947
XOO2106	RSGMI1000_04764
XOO2587	RSGMI1000_05118
XOO2570	RSGMI1000_03815
XOO2572	RSGMI1000_03817
XOO1242	RSGMI1000_03363
XOO1240	RSGMI1000_05038
XOO4757	RSGMI1000_00645
XOO4757	RSGMI1000_00849
XOO4757	RSGMI1000_01475
XOO4757	RSGMI1000_02457
XOO4757	RSGMI1000_03975
XOO4757	RSGMI1000_04762
XOO4757	RSGMI1000_04024
XOO4757	RSGMI1000_01532
XOO4757	RSGMI1000_04676
XOO4757	RSGMI1000_00431
XOO1245	RSGMI1000_04143
XOO1244	RSGMI1000_03027
XOO0397	RSGMI1000_02069
XOO1243	RSGMI1000_03026
XOO4752	RSGMI1000_03011
XOO2574	RSGMI1000_03818
XOO2575	RSGMI1000_03819
XOO3423	RSGMI1000_05034
XOO2577	RSGMI1000_03821
XOO3424	RSGMI1000_04700
XOO2162	RSGMI1000_01316
XOO4341	RSGMI1000_04621
XOO3494	RSGMI1000_04203
XOO4342	RSGMI1000_01927
XOO4342	RSGMI1000_03556
XOO4342	RSGMI1000_01125
XOO3495	RSGMI1000_04202
XOO2161	RSGMI1000_01317
XOO3496	RSGMI1000_04202
XOO3497	RSGMI1000_04202
XOO3490	RSGMI1000_04202
XOO2165	RSGMI1000_01032
XOO2163	RSGMI1000_02436
XOO3018	RSGMI1000_00011
XOO3018	RSGMI1000_04278
XOO3018	RSGMI1000_03784
XOO4349	RSGMI1000_03133
XOO3498	RSGMI1000_04232
XOO3498	RSGMI1000_03650
XOO4346	RSGMI1000_00724
XOO3499	RSGMI1000_03653
XOO3016	RSGMI1000_00011
XOO3016	RSGMI1000_04278
XOO3016	RSGMI1000_03784
XOO3017	RSGMI1000_03481
XOO3017	RSGMI1000_03187
XOO3017	RSGMI1000_04050
XOO3017	RSGMI1000_03209
XOO3017	RSGMI1000_03628
XOO3017	RSGMI1000_00862
XOO3483	RSGMI1000_04205
XOO3484	RSGMI1000_04204
XOO3485	RSGMI1000_04203
XOO3486	RSGMI1000_04202
XOO3480	RSGMI1000_04208
XOO3481	RSGMI1000_04207
XOO3482	RSGMI1000_04206
XOO2156	RSGMI1000_02059
XOO3488	RSGMI1000_04202
XOO2140	RSGMI1000_01633
XOO3473	RSGMI1000_04214
XOO4320	RSGMI1000_00443
XOO3474	RSGMI1000_04214
XOO1290	RSGMI1000_03010
XOO3475	RSGMI1000_04213
XOO1297	RSGMI1000_02673
XOO3470	RSGMI1000_04214
XOO1294	RSGMI1000_02506
XOO3471	RSGMI1000_04214
XOO2141	RSGMI1000_01633
XOO4328	RSGMI1000_02182
XOO4328	RSGMI1000_04303
XOO2146	RSGMI1000_05077
XOO2146	RSGMI1000_04793
XOO2146	RSGMI1000_02756
XOO2146	RSGMI1000_00848
XOO2146	RSGMI1000_05074
XOO2146	RSGMI1000_04766
XOO2146	RSGMI1000_02456
XOO2146	RSGMI1000_04677
XOO2146	RSGMI1000_03976
XOO2146	RSGMI1000_04025
XOO2146	RSGMI1000_01476
XOO2146	RSGMI1000_01531
XOO3476	RSGMI1000_04212
XOO4324	RSGMI1000_00441
XOO3477	RSGMI1000_04211
XOO3478	RSGMI1000_04210
XOO3479	RSGMI1000_04209
XOO1282	RSGMI1000_00413
XOO1281	RSGMI1000_00412
XOO1280	RSGMI1000_00410
XOO4795	RSGMI1000_05038
XOO2132	RSGMI1000_03629
XOO2132	RSGMI1000_04791
XOO2132	RSGMI1000_04818
XOO2132	RSGMI1000_04594
XOO2132	RSGMI1000_03603
XOO2132	RSGMI1000_03947
XOO2132	RSGMI1000_04764
XOO1285	RSGMI1000_00416
XOO1284	RSGMI1000_00415
XOO2130	RSGMI1000_03481
XOO2130	RSGMI1000_03187
XOO2130	RSGMI1000_04050
XOO2130	RSGMI1000_03209
XOO2130	RSGMI1000_03628
XOO2130	RSGMI1000_00862
XOO1283	RSGMI1000_00414
XOO1289	RSGMI1000_00420
XOO1288	RSGMI1000_00419
XOO4312	RSGMI1000_00434
XOO3466	RSGMI1000_04214
XOO4798	RSGMI1000_03629
XOO4798	RSGMI1000_04791
XOO4798	RSGMI1000_04818
XOO4798	RSGMI1000_04594
XOO4798	RSGMI1000_03603
XOO4798	RSGMI1000_03947
XOO4798	RSGMI1000_04764
XOO4799	RSGMI1000_00645
XOO4799	RSGMI1000_00849
XOO4799	RSGMI1000_01475
XOO4799	RSGMI1000_02457
XOO4799	RSGMI1000_03975
XOO4799	RSGMI1000_04762
XOO4799	RSGMI1000_04024
XOO4799	RSGMI1000_01532
XOO4799	RSGMI1000_04676
XOO4799	RSGMI1000_00431
XOO3054	RSGMI1000_04595
XOO3054	RSGMI1000_01755
XOO3054	RSGMI1000_04639
XOO3054	RSGMI1000_03684
XOO4387	RSGMI1000_04823
XOO3051	RSGMI1000_04208
XOO2191	RSGMI1000_03481
XOO2191	RSGMI1000_03187
XOO2191	RSGMI1000_04050
XOO2191	RSGMI1000_03209
XOO2191	RSGMI1000_03628
XOO2191	RSGMI1000_00862
XOO2190	RSGMI1000_03481
XOO2190	RSGMI1000_03187
XOO2190	RSGMI1000_04050
XOO2190	RSGMI1000_03209
XOO2190	RSGMI1000_03628
XOO2190	RSGMI1000_00862
XOO4374	RSGMI1000_05038
XOO2195	RSGMI1000_01465
XOO4375	RSGMI1000_05038
XOO2194	RSGMI1000_01463
XOO2193	RSGMI1000_01641
XOO3045	RSGMI1000_04213
XOO4377	RSGMI1000_00270
XOO4370	RSGMI1000_05077
XOO4370	RSGMI1000_04793
XOO4370	RSGMI1000_02756
XOO4370	RSGMI1000_00848
XOO4370	RSGMI1000_05074
XOO4370	RSGMI1000_04766
XOO4370	RSGMI1000_02456
XOO4370	RSGMI1000_04677
XOO4370	RSGMI1000_03976
XOO4370	RSGMI1000_04025
XOO4370	RSGMI1000_01476
XOO4370	RSGMI1000_01531
XOO2198	RSGMI1000_02639
XOO4378	RSGMI1000_00274
XOO4379	RSGMI1000_00284
XOO2180	RSGMI1000_00929
XOO4363	RSGMI1000_02165
XOO4365	RSGMI1000_02161
XOO4366	RSGMI1000_03629
XOO4366	RSGMI1000_04791
XOO4366	RSGMI1000_04818
XOO4366	RSGMI1000_04594
XOO4366	RSGMI1000_03603
XOO4366	RSGMI1000_03947
XOO4366	RSGMI1000_04764
XOO2181	RSGMI1000_00930
XOO2188	RSGMI1000_03160
XOO2186	RSGMI1000_02284
XOO2186	RSGMI1000_03499
XOO4368	RSGMI1000_05077
XOO4368	RSGMI1000_04793
XOO4368	RSGMI1000_02756
XOO4368	RSGMI1000_00848
XOO4368	RSGMI1000_05074
XOO4368	RSGMI1000_04766
XOO4368	RSGMI1000_02456
XOO4368	RSGMI1000_04677
XOO4368	RSGMI1000_03976
XOO4368	RSGMI1000_04025
XOO4368	RSGMI1000_01476
XOO4368	RSGMI1000_01531
XOO4369	RSGMI1000_05077
XOO4369	RSGMI1000_04793
XOO4369	RSGMI1000_02756
XOO4369	RSGMI1000_00848
XOO4369	RSGMI1000_05074
XOO4369	RSGMI1000_04766
XOO4369	RSGMI1000_02456
XOO4369	RSGMI1000_04677
XOO4369	RSGMI1000_03976
XOO4369	RSGMI1000_04025
XOO4369	RSGMI1000_01476
XOO4369	RSGMI1000_01531
XOO2175	RSGMI1000_03869
XOO4350	RSGMI1000_04815
XOO4350	RSGMI1000_04788
XOO2179	RSGMI1000_00928
XOO3026	RSGMI1000_00645
XOO3026	RSGMI1000_00849
XOO3026	RSGMI1000_01475
XOO3026	RSGMI1000_02457
XOO3026	RSGMI1000_03975
XOO3026	RSGMI1000_04762
XOO3026	RSGMI1000_04024
XOO3026	RSGMI1000_01532
XOO3026	RSGMI1000_04676
XOO3026	RSGMI1000_00431
XOO3027	RSGMI1000_05077
XOO3027	RSGMI1000_04793
XOO3027	RSGMI1000_02756
XOO3027	RSGMI1000_00848
XOO3027	RSGMI1000_05074
XOO3027	RSGMI1000_04766
XOO3027	RSGMI1000_02456
XOO3027	RSGMI1000_04677
XOO3027	RSGMI1000_03976
XOO3027	RSGMI1000_04025
XOO3027	RSGMI1000_01476
XOO3027	RSGMI1000_01531
XOO3028	RSGMI1000_00256
XOO3028	RSGMI1000_03950
XOO0934	RSGMI1000_00628
XOO0933	RSGMI1000_03207
XOO0937	RSGMI1000_02037
XOO0936	RSGMI1000_02038
XOO4062	RSGMI1000_04266
XOO0941	RSGMI1000_02117
XOO0940	RSGMI1000_02036
XOO0922	RSGMI1000_00584
XOO0928	RSGMI1000_00719
XOO0926	RSGMI1000_00715
XOO4051	RSGMI1000_02616
XOO4052	RSGMI1000_02932
XOO4054	RSGMI1000_00592
XOO0911	RSGMI1000_00691
XOO0915	RSGMI1000_01256
XOO0914	RSGMI1000_01254
XOO3191	RSGMI1000_05077
XOO3191	RSGMI1000_04793
XOO3191	RSGMI1000_02756
XOO3191	RSGMI1000_00848
XOO3191	RSGMI1000_05074
XOO3191	RSGMI1000_04766
XOO3191	RSGMI1000_02456
XOO3191	RSGMI1000_04677
XOO3191	RSGMI1000_03976
XOO3191	RSGMI1000_04025
XOO3191	RSGMI1000_01476
XOO3191	RSGMI1000_01531
XOO0919	RSGMI1000_03481
XOO0919	RSGMI1000_03187
XOO0919	RSGMI1000_04050
XOO0919	RSGMI1000_03209
XOO0919	RSGMI1000_03628
XOO0919	RSGMI1000_00862
XOO0918	RSGMI1000_03481
XOO0918	RSGMI1000_03187
XOO0918	RSGMI1000_04050
XOO0918	RSGMI1000_03209
XOO0918	RSGMI1000_03628
XOO0918	RSGMI1000_00862
XOO3192	RSGMI1000_03481
XOO3192	RSGMI1000_03187
XOO3192	RSGMI1000_04050
XOO3192	RSGMI1000_03209
XOO3192	RSGMI1000_03628
XOO3192	RSGMI1000_00862
XOO3198	RSGMI1000_04595
XOO3198	RSGMI1000_01755
XOO3198	RSGMI1000_04639
XOO3198	RSGMI1000_03684
XOO4047	RSGMI1000_05077
XOO4047	RSGMI1000_04793
XOO4047	RSGMI1000_02756
XOO4047	RSGMI1000_00848
XOO4047	RSGMI1000_05074
XOO4047	RSGMI1000_04766
XOO4047	RSGMI1000_02456
XOO4047	RSGMI1000_04677
XOO4047	RSGMI1000_03976
XOO4047	RSGMI1000_04025
XOO4047	RSGMI1000_01476
XOO4047	RSGMI1000_01531
XOO3193	RSGMI1000_01029
XOO3195	RSGMI1000_00576
XOO3195	RSGMI1000_00575
XOO4049	RSGMI1000_02934
XOO0906	RSGMI1000_05038
XOO0905	RSGMI1000_03629
XOO0905	RSGMI1000_04791
XOO0905	RSGMI1000_04818
XOO0905	RSGMI1000_04594
XOO0905	RSGMI1000_03603
XOO0905	RSGMI1000_03947
XOO0905	RSGMI1000_04764
XOO0904	RSGMI1000_03629
XOO0904	RSGMI1000_04791
XOO0904	RSGMI1000_04818
XOO0904	RSGMI1000_04594
XOO0904	RSGMI1000_03603
XOO0904	RSGMI1000_03947
XOO0904	RSGMI1000_04764
XOO3180	RSGMI1000_01627
XOO0908	RSGMI1000_02889
XOO3181	RSGMI1000_01626
XOO3186	RSGMI1000_01621
XOO3187	RSGMI1000_01620
XOO4035	RSGMI1000_04049
XOO3189	RSGMI1000_05077
XOO3189	RSGMI1000_04793
XOO3189	RSGMI1000_02756
XOO3189	RSGMI1000_00848
XOO3189	RSGMI1000_05074
XOO3189	RSGMI1000_04766
XOO3189	RSGMI1000_02456
XOO3189	RSGMI1000_04677
XOO3189	RSGMI1000_03976
XOO3189	RSGMI1000_04025
XOO3189	RSGMI1000_01476
XOO3189	RSGMI1000_01531
XOO4036	RSGMI1000_00841
XOO3182	RSGMI1000_01625
XOO3183	RSGMI1000_01624
XOO4030	RSGMI1000_03754
XOO3184	RSGMI1000_01623
XOO3185	RSGMI1000_01622
XOO1825	RSGMI1000_02770
XOO0978	RSGMI1000_00614
XOO1829	RSGMI1000_03142
XOO0982	RSGMI1000_03481
XOO0982	RSGMI1000_03187
XOO0982	RSGMI1000_04050
XOO0982	RSGMI1000_03209
XOO0982	RSGMI1000_03628
XOO0982	RSGMI1000_00862
XOO0981	RSGMI1000_05077
XOO0981	RSGMI1000_04793
XOO0981	RSGMI1000_02756
XOO0981	RSGMI1000_00848
XOO0981	RSGMI1000_05074
XOO0981	RSGMI1000_04766
XOO0981	RSGMI1000_02456
XOO0981	RSGMI1000_04677
XOO0981	RSGMI1000_03976
XOO0981	RSGMI1000_04025
XOO0981	RSGMI1000_01476
XOO0981	RSGMI1000_01531
XOO0980	RSGMI1000_03481
XOO0980	RSGMI1000_03187
XOO0980	RSGMI1000_04050
XOO0980	RSGMI1000_03209
XOO0980	RSGMI1000_03628
XOO0980	RSGMI1000_00862
XOO0985	RSGMI1000_03481
XOO0985	RSGMI1000_03187
XOO0985	RSGMI1000_04050
XOO0985	RSGMI1000_03209
XOO0985	RSGMI1000_03628
XOO0985	RSGMI1000_00862
XOO1830	RSGMI1000_04595
XOO1830	RSGMI1000_01755
XOO1830	RSGMI1000_04639
XOO1830	RSGMI1000_03684
XOO0968	RSGMI1000_04792
XOO0968	RSGMI1000_03280
XOO0968	RSGMI1000_03604
XOO0968	RSGMI1000_03258
XOO0968	RSGMI1000_04765
XOO0968	RSGMI1000_01027
XOO0968	RSGMI1000_00212
XOO0968	RSGMI1000_03411
XOO1815	RSGMI1000_05109
XOO0967	RSGMI1000_03629
XOO0967	RSGMI1000_04791
XOO0967	RSGMI1000_04818
XOO0967	RSGMI1000_04594
XOO0967	RSGMI1000_03603
XOO0967	RSGMI1000_03947
XOO0967	RSGMI1000_04764
XOO0971	RSGMI1000_02046
XOO1821	RSGMI1000_01119
XOO1821	RSGMI1000_03536
XOO1821	RSGMI1000_03356
XOO0973	RSGMI1000_01327
XOO0972	RSGMI1000_01188
XOO0972	RSGMI1000_01187
XOO1804	RSGMI1000_03586
XOO4081	RSGMI1000_01848
XOO1811	RSGMI1000_00105
XOO1811	RSGMI1000_05122
XOO1811	RSGMI1000_03924
XOO1811	RSGMI1000_00659
XOO1811	RSGMI1000_00111
XOO1811	RSGMI1000_04611
XOO1811	RSGMI1000_03921
XOO1811	RSGMI1000_03694
XOO1811	RSGMI1000_02222
XOO1811	RSGMI1000_03454
XOO0964	RSGMI1000_02834
XOO0963	RSGMI1000_02584
XOO0961	RSGMI1000_03629
XOO0961	RSGMI1000_04791
XOO0961	RSGMI1000_04818
XOO0961	RSGMI1000_04594
XOO0961	RSGMI1000_03603
XOO0961	RSGMI1000_03947
XOO0961	RSGMI1000_04764
XOO0946	RSGMI1000_02120
XOO0945	RSGMI1000_02122
XOO0947	RSGMI1000_00114
XOO4070	RSGMI1000_04156
XOO4071	RSGMI1000_03167
XOO4077	RSGMI1000_01847
XOO4078	RSGMI1000_01848
