XOO1903	RSPSI07_01835
XOO4026	RSPSI07_03482
XOO4011	RSPSI07_00556
XOO2074	RSPSI07_03002
XOO4254	RSPSI07_03292
XOO4012	RSPSI07_03482
XOO2073	RSPSI07_03003
XOO3167	RSPSI07_03821
XOO2078	RSPSI07_03738
XOO2078	RSPSI07_03023
XOO2076	RSPSI07_03738
XOO2076	RSPSI07_03023
XOO4493	RSPSI07_02770
XOO3163	RSPSI07_01232
XOO2075	RSPSI07_01513
XOO4019	RSPSI07_02413
XOO2063	RSPSI07_01369
XOO4000	RSPSI07_02539
XOO3396	RSPSI07_00994
XOO4486	RSPSI07_02951
XOO3397	RSPSI07_00993
XOO4487	RSPSI07_02952
XOO4487	RSPSI07_01070
XOO2066	RSPSI07_02383
XOO4481	RSPSI07_01041
XOO2065	RSPSI07_02469
XOO2065	RSPSI07_01571
XOO4240	RSPSI07_01133
XOO4482	RSPSI07_01041
XOO2064	RSPSI07_02988
XOO4483	RSPSI07_02012
XOO4488	RSPSI07_02015
XOO4488	RSPSI07_04023
XOO4248	RSPSI07_01608
XOO4007	RSPSI07_01056
XOO2290	RSPSI07_01556
XOO2290	RSPSI07_04704
XOO2290	RSPSI07_02634
XOO2290	RSPSI07_00278
XOO2290	RSPSI07_01455
XOO2290	RSPSI07_02408
XOO2290	RSPSI07_01418
XOO2290	RSPSI07_02429
XOO2290	RSPSI07_00766
XOO2290	RSPSI07_01531
XOO2290	RSPSI07_02860
XOO2290	RSPSI07_03244
XOO3143	RSPSI07_02908
XOO3144	RSPSI07_02892
XOO2292	RSPSI07_02237
XOO4475	RSPSI07_03141
XOO2291	RSPSI07_02236
XOO3145	RSPSI07_02043
XOO4476	RSPSI07_03139
XOO3380	RSPSI07_02219
XOO3380	RSPSI07_02911
XOO2297	RSPSI07_02329
XOO2297	RSPSI07_01165
XOO3381	RSPSI07_00535
XOO2054	RSPSI07_03482
XOO2296	RSPSI07_00880
XOO3383	RSPSI07_03482
XOO2295	RSPSI07_00878
XOO4239	RSPSI07_01173
XOO2057	RSPSI07_04455
XOO2299	RSPSI07_00882
XOO4235	RSPSI07_03292
XOO4478	RSPSI07_03138
