XOO1903	RSK60_00231
XOO3110	RSK60_01291
XOO3110	RSK60_02054
XOO3110	RSK60_02463
XOO3110	RSK60_00841
XOO3110	RSK60_01155
XOO3110	RSK60_03338
XOO3110	RSK60_04184
XOO3594	RSK60_02204
XOO0081	RSK60_04363
XOO4443	RSK60_03014
XOO3596	RSK60_02203
XOO0080	RSK60_04362
XOO3590	RSK60_02208
XOO0086	RSK60_04368
XOO3591	RSK60_02207
XOO0085	RSK60_04367
XOO2262	RSK60_02298
XOO3592	RSK60_02206
XOO0084	RSK60_04366
XOO2269	RSK60_03014
XOO0088	RSK60_04370
XOO3597	RSK60_02202
XOO4445	RSK60_04316
XOO3599	RSK60_02220
XOO3599	RSK60_02199
XOO0072	RSK60_04952
XOO0072	RSK60_00751
XOO3582	RSK60_02223
XOO0071	RSK60_04952
XOO0071	RSK60_00751
XOO0070	RSK60_01291
XOO0070	RSK60_02054
XOO0070	RSK60_02463
XOO0070	RSK60_00841
XOO0070	RSK60_01155
XOO0070	RSK60_03338
XOO0070	RSK60_04184
XOO3584	RSK60_02222
XOO3585	RSK60_02221
XOO0075	RSK60_04356
XOO2252	RSK60_01996
XOO2252	RSK60_04172
XOO3580	RSK60_02225
XOO0073	RSK60_01291
XOO0073	RSK60_02054
XOO0073	RSK60_02463
XOO0073	RSK60_00841
XOO0073	RSK60_01155
XOO0073	RSK60_03338
XOO0073	RSK60_04184
XOO3581	RSK60_02224
XOO2258	RSK60_02293
XOO2256	RSK60_02291
XOO3102	RSK60_02803
XOO3587	RSK60_02220
XOO3587	RSK60_02199
XOO3588	RSK60_04306
XOO3588	RSK60_02219
XOO3589	RSK60_02217
XOO4026	RSK60_03014
XOO4011	RSK60_02344
XOO3164	RSK60_04892
XOO3164	RSK60_04283
XOO3165	RSK60_03388
XOO3165	RSK60_04465
XOO4012	RSK60_03014
XOO3167	RSK60_04234
XOO3160	RSK60_01735
XOO3160	RSK60_04056
XOO3160	RSK60_00842
XOO3160	RSK60_03731
XOO3160	RSK60_05087
XOO4493	RSK60_01198
XOO3163	RSK60_04893
XOO3163	RSK60_00234
XOO3163	RSK60_03712
XOO3163	RSK60_00848
XOO4019	RSK60_04080
XOO4000	RSK60_00974
XOO4486	RSK60_01400
XOO4487	RSK60_01401
XOO4487	RSK60_02883
XOO4480	RSK60_01735
XOO4480	RSK60_04056
XOO4480	RSK60_00842
XOO4480	RSK60_03731
XOO4480	RSK60_05087
XOO4481	RSK60_02849
XOO4482	RSK60_02849
XOO4483	RSK60_00406
XOO4488	RSK60_00409
XOO4488	RSK60_04391
XOO3159	RSK60_01735
XOO3159	RSK60_04056
XOO3159	RSK60_00842
XOO3159	RSK60_03731
XOO3159	RSK60_05087
XOO4007	RSK60_02871
XOO2290	RSK60_03257
XOO2290	RSK60_03260
XOO3143	RSK60_01357
XOO3144	RSK60_01340
XOO2292	RSK60_00649
XOO4475	RSK60_01608
XOO2291	RSK60_00648
XOO3145	RSK60_00437
XOO4476	RSK60_01606
XOO2297	RSK60_02996
XOO2296	RSK60_02680
XOO2295	RSK60_02678
XOO2299	RSK60_02682
XOO4478	RSK60_01605
XOO3148	RSK60_02195
XOO3148	RSK60_04251
XOO3148	RSK60_04250
XOO3149	RSK60_02195
XOO3149	RSK60_04251
XOO3149	RSK60_04250
