XOO1903	RSBA7_01419
XOO2658	RSBA7_04961
XOO2658	RSBA7_00201
XOO2658	RSBA7_03228
XOO2658	RSBA7_03315
XOO2658	RSBA7_04813
XOO3747	RSBA7_00524
XOO3982	RSBA7_02084
XOO3982	RSBA7_04818
XOO3982	RSBA7_03230
XOO3982	RSBA7_03893
XOO3982	RSBA7_04786
XOO3982	RSBA7_03124
XOO3982	RSBA7_04785
XOO3982	RSBA7_04678
XOO3982	RSBA7_03720
XOO3982	RSBA7_02081
XOO3982	RSBA7_03834
XOO1327	RSBA7_00924
XOO2416	RSBA7_01275
XOO2415	RSBA7_01277
XOO2894	RSBA7_01114
XOO0236	RSBA7_01408
XOO0236	RSBA7_03660
XOO0236	RSBA7_02105
XOO0236	RSBA7_02107
XOO0236	RSBA7_03604
XOO0236	RSBA7_04626
XOO0478	RSBA7_01408
XOO0478	RSBA7_03660
XOO0478	RSBA7_02105
XOO0478	RSBA7_02107
XOO0478	RSBA7_03604
XOO0478	RSBA7_04626
XOO1325	RSBA7_00922
XOO2414	RSBA7_01278
XOO2895	RSBA7_00961
XOO3500	RSBA7_04764
XOO3500	RSBA7_04766
XOO3500	RSBA7_04765
XOO3500	RSBA7_04767
XOO3743	RSBA7_02374
XOO1392	RSBA7_01408
XOO1392	RSBA7_03660
XOO1392	RSBA7_02105
XOO1392	RSBA7_02107
XOO1392	RSBA7_03604
XOO1392	RSBA7_04626
XOO3571	RSBA7_02769
XOO1150	RSBA7_03785
XOO1390	RSBA7_01681
XOO3573	RSBA7_02770
XOO3574	RSBA7_02771
XOO1396	RSBA7_01408
XOO1396	RSBA7_03660
XOO1396	RSBA7_02105
XOO1396	RSBA7_02107
XOO1396	RSBA7_03604
XOO1396	RSBA7_04626
XOO1154	RSBA7_01833
XOO2485	RSBA7_02420
XOO2001	RSBA7_01261
XOO0064	RSBA7_05054
XOO0064	RSBA7_01619
XOO2484	RSBA7_02421
XOO1153	RSBA7_01146
XOO2000	RSBA7_01262
XOO1394	RSBA7_01408
XOO1394	RSBA7_03660
XOO1394	RSBA7_02105
XOO1394	RSBA7_02107
XOO1394	RSBA7_03604
XOO1394	RSBA7_04626
XOO0063	RSBA7_05053
XOO0063	RSBA7_01620
XOO2483	RSBA7_02422
XOO2240	RSBA7_04907
XOO2240	RSBA7_00156
XOO1151	RSBA7_02419
XOO2482	RSBA7_02423
XOO3570	RSBA7_02768
XOO3579	RSBA7_02776
XOO0068	RSBA7_04629
XOO0068	RSBA7_00559
XOO0068	RSBA7_04815
XOO0068	RSBA7_04903
XOO0068	RSBA7_01938
XOO0068	RSBA7_05040
XOO0068	RSBA7_02161
XOO0068	RSBA7_04494
XOO0068	RSBA7_05074
XOO0068	RSBA7_03162
XOO0068	RSBA7_05031
XOO0068	RSBA7_05048
XOO0068	RSBA7_04421
XOO0068	RSBA7_04420
XOO0068	RSBA7_04961
XOO0068	RSBA7_00201
XOO0068	RSBA7_03228
XOO0068	RSBA7_03315
XOO0068	RSBA7_04813
XOO1398	RSBA7_04629
XOO1398	RSBA7_00559
XOO1398	RSBA7_04815
XOO1398	RSBA7_04903
XOO1398	RSBA7_01938
XOO1398	RSBA7_05040
XOO1398	RSBA7_02161
XOO1398	RSBA7_04494
XOO1398	RSBA7_05074
XOO1398	RSBA7_03162
XOO1398	RSBA7_05031
XOO1398	RSBA7_05048
XOO1398	RSBA7_04421
XOO1398	RSBA7_04420
XOO1398	RSBA7_04961
XOO1398	RSBA7_00201
XOO1398	RSBA7_03228
XOO1398	RSBA7_03315
XOO1398	RSBA7_04813
XOO1156	RSBA7_02737
XOO2486	RSBA7_04604
XOO0066	RSBA7_04891
XOO2009	RSBA7_01408
XOO2009	RSBA7_03660
XOO2009	RSBA7_02105
XOO2009	RSBA7_02107
XOO2009	RSBA7_03604
XOO2009	RSBA7_04626
XOO3575	RSBA7_02772
XOO3576	RSBA7_02773
XOO2007	RSBA7_01408
XOO2007	RSBA7_03660
XOO2007	RSBA7_02105
XOO2007	RSBA7_02107
XOO2007	RSBA7_03604
XOO2007	RSBA7_04626
XOO3577	RSBA7_02774
XOO2006	RSBA7_01408
XOO2006	RSBA7_03660
XOO2006	RSBA7_02105
XOO2006	RSBA7_02107
XOO2006	RSBA7_03604
XOO2006	RSBA7_04626
XOO3578	RSBA7_02775
XOO3319	RSBA7_05054
XOO3319	RSBA7_01619
XOO4408	RSBA7_02701
XOO3560	RSBA7_02756
XOO3561	RSBA7_02757
XOO4893	RSBA7_01407
XOO4893	RSBA7_03661
XOO4893	RSBA7_04625
XOO4893	RSBA7_02106
XOO4893	RSBA7_02108
XOO4893	RSBA7_03603
XOO3562	RSBA7_02760
XOO4410	RSBA7_02354
XOO3563	RSBA7_02761
XOO0054	RSBA7_04629
XOO0054	RSBA7_00559
XOO0054	RSBA7_04815
XOO0054	RSBA7_04903
XOO0054	RSBA7_01938
XOO0054	RSBA7_05040
XOO0054	RSBA7_02161
XOO0054	RSBA7_04494
XOO0054	RSBA7_05074
XOO0054	RSBA7_03162
XOO0054	RSBA7_05031
XOO0054	RSBA7_05048
XOO0054	RSBA7_04421
XOO0054	RSBA7_04420
XOO0054	RSBA7_04961
XOO0054	RSBA7_00201
XOO0054	RSBA7_03228
XOO0054	RSBA7_03315
XOO0054	RSBA7_04813
XOO0296	RSBA7_01408
XOO0296	RSBA7_03660
XOO0296	RSBA7_02105
XOO0296	RSBA7_02107
XOO0296	RSBA7_03604
XOO0296	RSBA7_04626
XOO1143	RSBA7_01980
XOO0295	RSBA7_01408
XOO0295	RSBA7_03660
XOO0295	RSBA7_02105
XOO0295	RSBA7_02107
XOO0295	RSBA7_03604
XOO0295	RSBA7_04626
XOO1384	RSBA7_01408
XOO1384	RSBA7_03660
XOO1384	RSBA7_02105
XOO1384	RSBA7_02107
XOO1384	RSBA7_03604
XOO1384	RSBA7_04626
XOO1141	RSBA7_01981
XOO2471	RSBA7_00713
XOO2471	RSBA7_00590
XOO2471	RSBA7_00204
XOO1140	RSBA7_01982
XOO1147	RSBA7_05054
XOO1147	RSBA7_01619
XOO2236	RSBA7_02312
XOO3568	RSBA7_02765
XOO2477	RSBA7_04629
XOO2477	RSBA7_00559
XOO2477	RSBA7_04815
XOO2477	RSBA7_04903
XOO2477	RSBA7_01938
XOO2477	RSBA7_05040
XOO2477	RSBA7_02161
XOO2477	RSBA7_04494
XOO2477	RSBA7_05074
XOO2477	RSBA7_03162
XOO2477	RSBA7_05031
XOO2477	RSBA7_05048
XOO2477	RSBA7_04421
XOO2477	RSBA7_04420
XOO2477	RSBA7_04961
XOO2477	RSBA7_00201
XOO2477	RSBA7_03228
XOO2477	RSBA7_03315
XOO2477	RSBA7_04813
XOO1146	RSBA7_05053
XOO1146	RSBA7_01620
XOO0299	RSBA7_00399
XOO4416	RSBA7_00168
XOO3569	RSBA7_02767
XOO0057	RSBA7_01550
XOO1145	RSBA7_01976
XOO1386	RSBA7_00713
XOO1386	RSBA7_00590
XOO1386	RSBA7_00204
XOO3329	RSBA7_02452
XOO4895	RSBA7_01407
XOO4895	RSBA7_03661
XOO4895	RSBA7_04625
XOO4895	RSBA7_02106
XOO4895	RSBA7_02108
XOO4895	RSBA7_03603
XOO3322	RSBA7_02014
XOO3564	RSBA7_02762
XOO4896	RSBA7_02766
XOO1149	RSBA7_01974
XOO3566	RSBA7_02763
XOO4897	RSBA7_02784
XOO2237	RSBA7_01621
XOO0059	RSBA7_02691
XOO1148	RSBA7_01975
XOO3567	RSBA7_02764
XOO3308	RSBA7_05053
XOO3308	RSBA7_01620
XOO3309	RSBA7_05054
XOO3309	RSBA7_01619
XOO3791	RSBA7_00132
XOO0281	RSBA7_04782
XOO0281	RSBA7_02953
XOO0280	RSBA7_04366
XOO0280	RSBA7_01950
XOO3552	RSBA7_01408
XOO3552	RSBA7_03660
XOO3552	RSBA7_02105
XOO3552	RSBA7_02107
XOO3552	RSBA7_03604
XOO3552	RSBA7_04626
XOO2463	RSBA7_01738
XOO0043	RSBA7_02511
XOO2462	RSBA7_01739
XOO2461	RSBA7_01739
XOO0283	RSBA7_04782
XOO0283	RSBA7_02953
XOO0282	RSBA7_04782
XOO0282	RSBA7_02953
XOO1378	RSBA7_04629
XOO1378	RSBA7_00559
XOO1378	RSBA7_04815
XOO1378	RSBA7_04903
XOO1378	RSBA7_01938
XOO1378	RSBA7_05040
XOO1378	RSBA7_02161
XOO1378	RSBA7_04494
XOO1378	RSBA7_05074
XOO1378	RSBA7_03162
XOO1378	RSBA7_05031
XOO1378	RSBA7_05048
XOO1378	RSBA7_04421
XOO1378	RSBA7_04420
XOO1378	RSBA7_04961
XOO1378	RSBA7_00201
XOO1378	RSBA7_03228
XOO1378	RSBA7_03315
XOO1378	RSBA7_04813
XOO3315	RSBA7_02016
XOO2225	RSBA7_01613
XOO3557	RSBA7_02753
XOO3316	RSBA7_02015
XOO3558	RSBA7_02754
XOO0288	RSBA7_04479
XOO2465	RSBA7_01736
XOO4406	RSBA7_02699
XOO3559	RSBA7_02755
XOO2223	RSBA7_01576
XOO3318	RSBA7_05053
XOO3318	RSBA7_01620
XOO2464	RSBA7_01737
XOO1133	RSBA7_00516
XOO4407	RSBA7_02700
XOO0286	RSBA7_00228
XOO4400	RSBA7_02886
XOO2229	RSBA7_01180
XOO4401	RSBA7_03788
XOO2227	RSBA7_00045
XOO1379	RSBA7_03750
XOO1379	RSBA7_03930
XOO3798	RSBA7_00102
XOO2209	RSBA7_00931
XOO1119	RSBA7_01408
XOO1119	RSBA7_03660
XOO1119	RSBA7_02105
XOO1119	RSBA7_02107
XOO1119	RSBA7_03604
XOO1119	RSBA7_04626
XOO2208	RSBA7_01426
XOO4628	RSBA7_00509
XOO2692	RSBA7_04629
XOO2692	RSBA7_00559
XOO2692	RSBA7_04815
XOO2692	RSBA7_04903
XOO2692	RSBA7_01938
XOO2692	RSBA7_05040
XOO2692	RSBA7_02161
XOO2692	RSBA7_04494
XOO2692	RSBA7_05074
XOO2692	RSBA7_03162
XOO2692	RSBA7_05031
XOO2692	RSBA7_05048
XOO2692	RSBA7_04421
XOO2692	RSBA7_04420
XOO2692	RSBA7_04961
XOO2692	RSBA7_00201
XOO2692	RSBA7_03228
XOO2692	RSBA7_03315
XOO2692	RSBA7_04813
XOO2452	RSBA7_02572
XOO1362	RSBA7_03419
XOO0030	RSBA7_04629
XOO0030	RSBA7_00559
XOO0030	RSBA7_04815
XOO0030	RSBA7_04903
XOO0030	RSBA7_01938
XOO0030	RSBA7_05040
XOO0030	RSBA7_02161
XOO0030	RSBA7_04494
XOO0030	RSBA7_05074
XOO0030	RSBA7_03162
XOO0030	RSBA7_05031
XOO0030	RSBA7_05048
XOO0030	RSBA7_04421
XOO0030	RSBA7_04420
XOO0030	RSBA7_04961
XOO0030	RSBA7_00201
XOO0030	RSBA7_03228
XOO0030	RSBA7_03315
XOO0030	RSBA7_04813
XOO1361	RSBA7_01408
XOO1361	RSBA7_03660
XOO1361	RSBA7_02105
XOO1361	RSBA7_02107
XOO1361	RSBA7_03604
XOO1361	RSBA7_04626
XOO1360	RSBA7_04645
XOO2699	RSBA7_03900
XOO1367	RSBA7_01337
XOO3304	RSBA7_00933
XOO1125	RSBA7_02320
XOO1124	RSBA7_00715
XOO3547	RSBA7_02975
XOO3305	RSBA7_02370
XOO2454	RSBA7_00979
XOO2212	RSBA7_01380
XOO3548	RSBA7_02677
XOO2211	RSBA7_01381
XOO2218	RSBA7_01671
XOO3785	RSBA7_00986
XOO1128	RSBA7_02184
XOO2696	RSBA7_04804
XOO1127	RSBA7_01198
XOO2215	RSBA7_04629
XOO2215	RSBA7_00559
XOO2215	RSBA7_04815
XOO2215	RSBA7_04903
XOO2215	RSBA7_01938
XOO2215	RSBA7_05040
XOO2215	RSBA7_02161
XOO2215	RSBA7_04494
XOO2215	RSBA7_05074
XOO2215	RSBA7_03162
XOO2215	RSBA7_05031
XOO2215	RSBA7_05048
XOO2215	RSBA7_04421
XOO2215	RSBA7_04420
XOO2215	RSBA7_04961
XOO2215	RSBA7_00201
XOO2215	RSBA7_03228
XOO2215	RSBA7_03315
XOO2215	RSBA7_04813
XOO4634	RSBA7_00005
XOO3303	RSBA7_00934
XOO3787	RSBA7_00513
XOO4220	RSBA7_00636
XOO4220	RSBA7_02278
XOO1194	RSBA7_04503
XOO3373	RSBA7_00755
XOO2041	RSBA7_01931
XOO4463	RSBA7_04330
XOO4463	RSBA7_04025
XOO4463	RSBA7_03203
XOO4463	RSBA7_02977
XOO2040	RSBA7_02952
XOO1193	RSBA7_04814
XOO2280	RSBA7_01714
XOO2280	RSBA7_04070
XOO2280	RSBA7_02082
XOO2280	RSBA7_04260
XOO2280	RSBA7_05030
XOO2280	RSBA7_04583
XOO2280	RSBA7_04861
XOO2280	RSBA7_04189
XOO2280	RSBA7_00584
XOO2280	RSBA7_03333
XOO2280	RSBA7_03457
XOO2280	RSBA7_05038
XOO2280	RSBA7_02920
XOO2280	RSBA7_04306
XOO2280	RSBA7_00302
XOO2280	RSBA7_02567
XOO2280	RSBA7_00217
XOO2280	RSBA7_00737
XOO2280	RSBA7_05065
XOO2280	RSBA7_04570
XOO2280	RSBA7_03440
XOO2280	RSBA7_04014
XOO2280	RSBA7_02078
XOO2280	RSBA7_04255
XOO2280	RSBA7_05068
XOO2280	RSBA7_00330
XOO2280	RSBA7_02112
XOO2280	RSBA7_02114
XOO2280	RSBA7_04018
XOO2280	RSBA7_00335
XOO2280	RSBA7_00337
XOO2280	RSBA7_02679
XOO2280	RSBA7_02628
XOO2280	RSBA7_05098
XOO2280	RSBA7_04042
XOO2280	RSBA7_05097
XOO2280	RSBA7_03792
XOO2280	RSBA7_00086
XOO2280	RSBA7_04245
XOO2280	RSBA7_05012
XOO2280	RSBA7_00681
XOO2280	RSBA7_05013
XOO2280	RSBA7_05057
XOO2280	RSBA7_01694
XOO2280	RSBA7_03630
XOO2280	RSBA7_03831
XOO2280	RSBA7_04205
XOO2280	RSBA7_00564
XOO2280	RSBA7_04248
XOO2280	RSBA7_00203
XOO2280	RSBA7_00566
XOO2280	RSBA7_03117
XOO2280	RSBA7_04802
XOO2280	RSBA7_03825
XOO2280	RSBA7_04639
XOO2280	RSBA7_00912
XOO2280	RSBA7_05051
XOO2280	RSBA7_05044
XOO2280	RSBA7_04273
XOO2280	RSBA7_04394
XOO2280	RSBA7_00591
XOO2280	RSBA7_04475
XOO2280	RSBA7_04038
XOO2280	RSBA7_04632
XOO2280	RSBA7_00672
XOO2280	RSBA7_03663
XOO2280	RSBA7_04598
XOO2280	RSBA7_01401
XOO2280	RSBA7_02413
XOO2280	RSBA7_04239
XOO2280	RSBA7_01404
XOO2287	RSBA7_00713
XOO2287	RSBA7_00590
XOO2287	RSBA7_00204
XOO2044	RSBA7_01238
XOO2043	RSBA7_01239
XOO1196	RSBA7_01724
XOO2284	RSBA7_04629
XOO2284	RSBA7_00559
XOO2284	RSBA7_04815
XOO2284	RSBA7_04903
XOO2284	RSBA7_01938
XOO2284	RSBA7_05040
XOO2284	RSBA7_02161
XOO2284	RSBA7_04494
XOO2284	RSBA7_05074
XOO2284	RSBA7_03162
XOO2284	RSBA7_05031
XOO2284	RSBA7_05048
XOO2284	RSBA7_04421
XOO2284	RSBA7_04420
XOO2284	RSBA7_04961
XOO2284	RSBA7_00201
XOO2284	RSBA7_03228
XOO2284	RSBA7_03315
XOO2284	RSBA7_04813
XOO3372	RSBA7_00110
XOO2042	RSBA7_01240
XOO2048	RSBA7_02428
XOO2289	RSBA7_04629
XOO2289	RSBA7_00559
XOO2289	RSBA7_04815
XOO2289	RSBA7_04903
XOO2289	RSBA7_01938
XOO2289	RSBA7_05040
XOO2289	RSBA7_02161
XOO2289	RSBA7_04494
XOO2289	RSBA7_05074
XOO2289	RSBA7_03162
XOO2289	RSBA7_05031
XOO2289	RSBA7_05048
XOO2289	RSBA7_04421
XOO2289	RSBA7_04420
XOO2289	RSBA7_04961
XOO2289	RSBA7_00201
XOO2289	RSBA7_03228
XOO2289	RSBA7_03315
XOO2289	RSBA7_04813
XOO2046	RSBA7_01105
XOO4466	RSBA7_00195
XOO3136	RSBA7_03956
XOO0090	RSBA7_03913
XOO3362	RSBA7_05054
XOO3362	RSBA7_01619
XOO2030	RSBA7_02351
XOO0094	RSBA7_03908
XOO0093	RSBA7_03910
XOO0091	RSBA7_03912
XOO2032	RSBA7_02346
XOO0096	RSBA7_02595
XOO3361	RSBA7_05053
XOO3361	RSBA7_01620
XOO4450	RSBA7_05053
XOO4450	RSBA7_01620
XOO2031	RSBA7_02347
XOO1188	RSBA7_03101
XOO3366	RSBA7_01408
XOO3366	RSBA7_03660
XOO3366	RSBA7_02105
XOO3366	RSBA7_02107
XOO3366	RSBA7_03604
XOO3366	RSBA7_04626
XOO4455	RSBA7_04463
XOO4456	RSBA7_04462
XOO2039	RSBA7_03746
XOO3351	RSBA7_04629
XOO3351	RSBA7_00559
XOO3351	RSBA7_04815
XOO3351	RSBA7_04903
XOO3351	RSBA7_01938
XOO3351	RSBA7_05040
XOO3351	RSBA7_02161
XOO3351	RSBA7_04494
XOO3351	RSBA7_05074
XOO3351	RSBA7_03162
XOO3351	RSBA7_05031
XOO3351	RSBA7_05048
XOO3351	RSBA7_04421
XOO3351	RSBA7_04420
XOO3351	RSBA7_04961
XOO3351	RSBA7_00201
XOO3351	RSBA7_03228
XOO3351	RSBA7_03315
XOO3351	RSBA7_04813
XOO2261	RSBA7_02706
XOO3593	RSBA7_02797
XOO3352	RSBA7_04629
XOO3352	RSBA7_00559
XOO3352	RSBA7_04815
XOO3352	RSBA7_04903
XOO3352	RSBA7_01938
XOO3352	RSBA7_05040
XOO3352	RSBA7_02161
XOO3352	RSBA7_04494
XOO3352	RSBA7_05074
XOO3352	RSBA7_03162
XOO3352	RSBA7_05031
XOO3352	RSBA7_05048
XOO3352	RSBA7_04421
XOO3352	RSBA7_04420
XOO3352	RSBA7_04961
XOO3352	RSBA7_00201
XOO3352	RSBA7_03228
XOO3352	RSBA7_03315
XOO3352	RSBA7_04813
XOO3594	RSBA7_02798
XOO3111	RSBA7_05054
XOO3111	RSBA7_01619
XOO0081	RSBA7_03922
XOO3596	RSBA7_02799
XOO0080	RSBA7_03923
XOO1176	RSBA7_02458
XOO2023	RSBA7_01384
XOO3590	RSBA7_02794
XOO0086	RSBA7_03917
XOO3591	RSBA7_02795
XOO0085	RSBA7_03918
XOO3350	RSBA7_04629
XOO3350	RSBA7_00559
XOO3350	RSBA7_04815
XOO3350	RSBA7_04903
XOO3350	RSBA7_01938
XOO3350	RSBA7_05040
XOO3350	RSBA7_02161
XOO3350	RSBA7_04494
XOO3350	RSBA7_05074
XOO3350	RSBA7_03162
XOO3350	RSBA7_05031
XOO3350	RSBA7_05048
XOO3350	RSBA7_04421
XOO3350	RSBA7_04420
XOO3350	RSBA7_04961
XOO3350	RSBA7_00201
XOO3350	RSBA7_03228
XOO3350	RSBA7_03315
XOO3350	RSBA7_04813
XOO2262	RSBA7_02705
XOO3592	RSBA7_02796
XOO0084	RSBA7_03919
XOO4206	RSBA7_00358
XOO2027	RSBA7_02455
XOO3118	RSBA7_00713
XOO3118	RSBA7_00590
XOO3118	RSBA7_00204
XOO4449	RSBA7_05054
XOO4449	RSBA7_01619
XOO2025	RSBA7_01386
XOO0088	RSBA7_03915
XOO4202	RSBA7_00294
XOO4202	RSBA7_03138
XOO3597	RSBA7_02800
XOO4445	RSBA7_03973
XOO3599	RSBA7_02803
XOO3599	RSBA7_02782
XOO2029	RSBA7_02360
XOO2028	RSBA7_02362
XOO0072	RSBA7_04629
XOO0072	RSBA7_00559
XOO0072	RSBA7_04815
XOO0072	RSBA7_04903
XOO0072	RSBA7_01938
XOO0072	RSBA7_05040
XOO0072	RSBA7_02161
XOO0072	RSBA7_04494
XOO0072	RSBA7_05074
XOO0072	RSBA7_03162
XOO0072	RSBA7_05031
XOO0072	RSBA7_05048
XOO0072	RSBA7_04421
XOO0072	RSBA7_04420
XOO0072	RSBA7_04961
XOO0072	RSBA7_00201
XOO0072	RSBA7_03228
XOO0072	RSBA7_03315
XOO0072	RSBA7_04813
XOO3582	RSBA7_02779
XOO0071	RSBA7_04629
XOO0071	RSBA7_00559
XOO0071	RSBA7_04815
XOO0071	RSBA7_04903
XOO0071	RSBA7_01938
XOO0071	RSBA7_05040
XOO0071	RSBA7_02161
XOO0071	RSBA7_04494
XOO0071	RSBA7_05074
XOO0071	RSBA7_03162
XOO0071	RSBA7_05031
XOO0071	RSBA7_05048
XOO0071	RSBA7_04421
XOO0071	RSBA7_04420
XOO0071	RSBA7_04961
XOO0071	RSBA7_00201
XOO0071	RSBA7_03228
XOO0071	RSBA7_03315
XOO0071	RSBA7_04813
XOO4430	RSBA7_03516
XOO3584	RSBA7_02780
XOO3585	RSBA7_02781
XOO2495	RSBA7_04629
XOO2495	RSBA7_00559
XOO2495	RSBA7_04815
XOO2495	RSBA7_04903
XOO2495	RSBA7_01938
XOO2495	RSBA7_05040
XOO2495	RSBA7_02161
XOO2495	RSBA7_04494
XOO2495	RSBA7_05074
XOO2495	RSBA7_03162
XOO2495	RSBA7_05031
XOO2495	RSBA7_05048
XOO2495	RSBA7_04421
XOO2495	RSBA7_04420
XOO2495	RSBA7_04961
XOO2495	RSBA7_00201
XOO2495	RSBA7_03228
XOO2495	RSBA7_03315
XOO2495	RSBA7_04813
XOO0075	RSBA7_03929
XOO3580	RSBA7_02777
XOO1162	RSBA7_05054
XOO1162	RSBA7_01619
XOO3581	RSBA7_02778
XOO2258	RSBA7_02710
XOO3349	RSBA7_03256
XOO2256	RSBA7_02712
XOO3102	RSBA7_02198
XOO4434	RSBA7_05053
XOO4434	RSBA7_01620
XOO3587	RSBA7_02803
XOO3587	RSBA7_02782
XOO2019	RSBA7_00478
XOO4435	RSBA7_05054
XOO4435	RSBA7_01619
XOO3588	RSBA7_02783
XOO3588	RSBA7_03989
XOO2017	RSBA7_02042
XOO3589	RSBA7_02785
XOO2081	RSBA7_05054
XOO2081	RSBA7_01619
XOO2080	RSBA7_01194
XOO2085	RSBA7_04629
XOO2085	RSBA7_00559
XOO2085	RSBA7_04815
XOO2085	RSBA7_04903
XOO2085	RSBA7_01938
XOO2085	RSBA7_05040
XOO2085	RSBA7_02161
XOO2085	RSBA7_04494
XOO2085	RSBA7_05074
XOO2085	RSBA7_03162
XOO2085	RSBA7_05031
XOO2085	RSBA7_05048
XOO2085	RSBA7_04421
XOO2085	RSBA7_04420
XOO2085	RSBA7_04961
XOO2085	RSBA7_00201
XOO2085	RSBA7_03228
XOO2085	RSBA7_03315
XOO2085	RSBA7_04813
XOO2084	RSBA7_01195
XOO2082	RSBA7_05053
XOO2082	RSBA7_01620
XOO4267	RSBA7_00978
XOO4011	RSBA7_02608
XOO2074	RSBA7_00254
XOO4254	RSBA7_04629
XOO4254	RSBA7_00559
XOO4254	RSBA7_04815
XOO4254	RSBA7_04903
XOO4254	RSBA7_01938
XOO4254	RSBA7_05040
XOO4254	RSBA7_02161
XOO4254	RSBA7_04494
XOO4254	RSBA7_05074
XOO4254	RSBA7_03162
XOO4254	RSBA7_05031
XOO4254	RSBA7_05048
XOO4254	RSBA7_04421
XOO4254	RSBA7_04420
XOO4254	RSBA7_04961
XOO4254	RSBA7_00201
XOO4254	RSBA7_03228
XOO4254	RSBA7_03315
XOO4254	RSBA7_04813
XOO3165	RSBA7_02084
XOO3165	RSBA7_04818
XOO3165	RSBA7_03230
XOO3165	RSBA7_03893
XOO3165	RSBA7_04786
XOO3165	RSBA7_03124
XOO3165	RSBA7_04785
XOO3165	RSBA7_04678
XOO3165	RSBA7_03720
XOO3165	RSBA7_02081
XOO3165	RSBA7_03834
XOO2073	RSBA7_00253
XOO3167	RSBA7_04074
XOO2078	RSBA7_00232
XOO2078	RSBA7_04136
XOO2076	RSBA7_00232
XOO2076	RSBA7_04136
XOO4493	RSBA7_00504
XOO2075	RSBA7_01725
XOO4019	RSBA7_03452
XOO2063	RSBA7_01839
XOO4000	RSBA7_00764
XOO3396	RSBA7_02199
XOO3154	RSBA7_03297
XOO4486	RSBA7_00343
XOO3397	RSBA7_02200
XOO3155	RSBA7_03298
XOO4487	RSBA7_00342
XOO4487	RSBA7_02124
XOO2066	RSBA7_00892
XOO4481	RSBA7_02149
XOO2065	RSBA7_00833
XOO2065	RSBA7_01678
XOO4240	RSBA7_02051
XOO4482	RSBA7_02149
XOO2064	RSBA7_00265
XOO4483	RSBA7_01230
XOO3157	RSBA7_05054
XOO3157	RSBA7_01619
XOO4488	RSBA7_03891
XOO4488	RSBA7_01227
XOO3158	RSBA7_05053
XOO3158	RSBA7_01620
XOO4248	RSBA7_01642
XOO4007	RSBA7_02137
XOO2290	RSBA7_01408
XOO2290	RSBA7_03660
XOO2290	RSBA7_02105
XOO2290	RSBA7_02107
XOO2290	RSBA7_03604
XOO2290	RSBA7_04626
XOO3143	RSBA7_00385
XOO3144	RSBA7_00401
XOO2292	RSBA7_01043
XOO4475	RSBA7_00115
XOO2291	RSBA7_01044
XOO3145	RSBA7_01201
XOO4476	RSBA7_00117
XOO3380	RSBA7_05025
XOO3380	RSBA7_00383
XOO2297	RSBA7_02019
XOO3381	RSBA7_02689
XOO2296	RSBA7_02295
XOO2295	RSBA7_02297
XOO4239	RSBA7_02011
XOO2057	RSBA7_03564
XOO2299	RSBA7_02293
XOO4235	RSBA7_04629
XOO4235	RSBA7_00559
XOO4235	RSBA7_04815
XOO4235	RSBA7_04903
XOO4235	RSBA7_01938
XOO4235	RSBA7_05040
XOO4235	RSBA7_02161
XOO4235	RSBA7_04494
XOO4235	RSBA7_05074
XOO4235	RSBA7_03162
XOO4235	RSBA7_05031
XOO4235	RSBA7_05048
XOO4235	RSBA7_04421
XOO4235	RSBA7_04420
XOO4235	RSBA7_04961
XOO4235	RSBA7_00201
XOO4235	RSBA7_03228
XOO4235	RSBA7_03315
XOO4235	RSBA7_04813
XOO4478	RSBA7_00118
