XOO1903	RSRUN2340_01701
XOO0918	RSRUN2340_00181
XOO0918	RSRUN2340_03957
XOO0918	RSRUN2340_04382
XOO3192	RSRUN2340_01014
XOO3192	RSRUN2340_00181
XOO3192	RSRUN2340_03957
XOO3192	RSRUN2340_04382
XOO3198	RSRUN2340_04082
XOO3198	RSRUN2340_01717
XOO3198	RSRUN2340_00459
XOO3198	RSRUN2340_01647
XOO3198	RSRUN2340_03605
XOO3198	RSRUN2340_00737
XOO3198	RSRUN2340_00730
XOO3198	RSRUN2340_02438
XOO3198	RSRUN2340_03236
XOO3198	RSRUN2340_04106
XOO3198	RSRUN2340_00277
XOO3198	RSRUN2340_04862
XOO3198	RSRUN2340_01575
XOO3198	RSRUN2340_03254
XOO3198	RSRUN2340_00184
XOO3198	RSRUN2340_04175
XOO3198	RSRUN2340_04590
XOO4047	RSRUN2340_01001
XOO4047	RSRUN2340_03982
XOO3193	RSRUN2340_02212
XOO3195	RSRUN2340_00607
XOO3195	RSRUN2340_00608
XOO4049	RSRUN2340_02979
XOO0906	RSRUN2340_00297
XOO0906	RSRUN2340_02069
XOO0906	RSRUN2340_04587
XOO0906	RSRUN2340_02605
XOO3180	RSRUN2340_01372
XOO0908	RSRUN2340_02935
XOO3181	RSRUN2340_01371
XOO3186	RSRUN2340_01366
XOO4034	RSRUN2340_04951
XOO3187	RSRUN2340_01365
XOO4035	RSRUN2340_04101
XOO3189	RSRUN2340_01001
XOO3189	RSRUN2340_03982
XOO4036	RSRUN2340_00850
XOO3182	RSRUN2340_01370
XOO3183	RSRUN2340_01369
XOO4030	RSRUN2340_03807
XOO3184	RSRUN2340_01368
XOO3185	RSRUN2340_01367
XOO1825	RSRUN2340_02819
XOO0978	RSRUN2340_00644
XOO1829	RSRUN2340_03175
XOO0982	RSRUN2340_01014
XOO0982	RSRUN2340_00181
XOO0982	RSRUN2340_03957
XOO0982	RSRUN2340_04382
XOO0981	RSRUN2340_01001
XOO0981	RSRUN2340_03982
XOO0980	RSRUN2340_01014
XOO0980	RSRUN2340_00181
XOO0980	RSRUN2340_03957
XOO0980	RSRUN2340_04382
XOO0985	RSRUN2340_01014
XOO0985	RSRUN2340_00181
XOO0985	RSRUN2340_03957
XOO0985	RSRUN2340_04382
XOO1830	RSRUN2340_04082
XOO1830	RSRUN2340_01717
XOO1830	RSRUN2340_00459
XOO1830	RSRUN2340_01647
XOO1830	RSRUN2340_03605
XOO1830	RSRUN2340_00737
XOO1830	RSRUN2340_00730
XOO1830	RSRUN2340_02438
XOO1830	RSRUN2340_03236
XOO1830	RSRUN2340_04106
XOO1830	RSRUN2340_00277
XOO1830	RSRUN2340_04862
XOO1830	RSRUN2340_01575
XOO1830	RSRUN2340_03254
XOO1830	RSRUN2340_00184
XOO1830	RSRUN2340_04175
XOO1830	RSRUN2340_04590
XOO0968	RSRUN2340_05000
XOO0968	RSRUN2340_05042
XOO1815	RSRUN2340_05173
XOO0969	RSRUN2340_00587
XOO0969	RSRUN2340_00881
XOO0969	RSRUN2340_00075
XOO4091	RSRUN2340_00587
XOO4091	RSRUN2340_00881
XOO4091	RSRUN2340_00075
XOO0971	RSRUN2340_01211
XOO1821	RSRUN2340_03403
XOO1821	RSRUN2340_02118
XOO0973	RSRUN2340_01860
XOO0972	RSRUN2340_02001
XOO0972	RSRUN2340_02000
XOO1804	RSRUN2340_03621
XOO4081	RSRUN2340_01601
XOO1811	RSRUN2340_01340
XOO1811	RSRUN2340_05186
XOO1811	RSRUN2340_00192
XOO1811	RSRUN2340_03705
XOO0964	RSRUN2340_02877
XOO0963	RSRUN2340_02652
XOO0946	RSRUN2340_01137
XOO0945	RSRUN2340_01135
XOO0947	RSRUN2340_00134
XOO4070	RSRUN2340_04227
XOO4071	RSRUN2340_03199
XOO4077	RSRUN2340_01600
XOO4078	RSRUN2340_01601
XOO4075	RSRUN2340_00797
XOO1800	RSRUN2340_04885
XOO0952	RSRUN2340_02465
XOO0539	RSRUN2340_00547
XOO2718	RSRUN2340_01543
XOO0537	RSRUN2340_01038
XOO1867	RSRUN2340_02155
XOO2715	RSRUN2340_02253
XOO2717	RSRUN2340_00452
XOO2723	RSRUN2340_00819
XOO1870	RSRUN2340_03549
XOO1870	RSRUN2340_04576
XOO1870	RSRUN2340_02584
XOO2724	RSRUN2340_00979
XOO1859	RSRUN2340_01950
XOO2708	RSRUN2340_04257
XOO0525	RSRUN2340_00535
XOO1856	RSRUN2340_02159
XOO2710	RSRUN2340_02004
XOO2711	RSRUN2340_02005
XOO0530	RSRUN2340_01352
XOO2712	RSRUN2340_02645
XOO2713	RSRUN2340_02862
XOO1865	RSRUN2340_03061
XOO1863	RSRUN2340_01014
XOO1863	RSRUN2340_00181
XOO1863	RSRUN2340_03957
XOO1863	RSRUN2340_04382
XOO0532	RSRUN2340_01667
XOO0517	RSRUN2340_01001
XOO0517	RSRUN2340_03982
XOO1848	RSRUN2340_02970
XOO0516	RSRUN2340_01001
XOO0516	RSRUN2340_03982
XOO0999	RSRUN2340_01001
XOO0999	RSRUN2340_03982
XOO1846	RSRUN2340_04154
XOO0998	RSRUN2340_01001
XOO0998	RSRUN2340_03982
XOO0514	RSRUN2340_00539
XOO1845	RSRUN2340_04152
XOO1849	RSRUN2340_02168
XOO1851	RSRUN2340_02165
XOO2701	RSRUN2340_02320
XOO2702	RSRUN2340_02319
XOO1855	RSRUN2340_02160
XOO1853	RSRUN2340_02162
XOO1852	RSRUN2340_02163
XOO0521	RSRUN2340_02585
XOO0505	RSRUN2340_03435
XOO0988	RSRUN2340_01014
XOO0988	RSRUN2340_00181
XOO0988	RSRUN2340_03957
XOO0988	RSRUN2340_04382
XOO0504	RSRUN2340_03434
XOO0987	RSRUN2340_01001
XOO0987	RSRUN2340_03982
XOO0509	RSRUN2340_00162
XOO0508	RSRUN2340_00161
XOO0991	RSRUN2340_00297
XOO0991	RSRUN2340_02069
XOO0991	RSRUN2340_04587
XOO0991	RSRUN2340_02605
XOO0990	RSRUN2340_00297
XOO0990	RSRUN2340_02069
XOO0990	RSRUN2340_04587
XOO0990	RSRUN2340_02605
XOO1844	RSRUN2340_04153
XOO1843	RSRUN2340_04157
XOO1843	RSRUN2340_00306
XOO0512	RSRUN2340_00538
XOO0995	RSRUN2340_01014
XOO0995	RSRUN2340_00181
XOO0995	RSRUN2340_03957
XOO0995	RSRUN2340_04382
XOO1842	RSRUN2340_04155
XOO0994	RSRUN2340_01014
XOO0994	RSRUN2340_00181
XOO0994	RSRUN2340_03957
XOO0994	RSRUN2340_04382
XOO1841	RSRUN2340_04483
XOO1427	RSRUN2340_00702
XOO2758	RSRUN2340_03020
XOO4937	RSRUN2340_03981
XOO2759	RSRUN2340_03021
XOO3607	RSRUN2340_02997
XOO4939	RSRUN2340_01092
XOO3608	RSRUN2340_02998
XOO2760	RSRUN2340_03022
XOO0586	RSRUN2340_00099
XOO2765	RSRUN2340_00657
XOO3613	RSRUN2340_00246
XOO3613	RSRUN2340_03478
XOO0585	RSRUN2340_00097
XOO2766	RSRUN2340_00575
XOO3614	RSRUN2340_04651
XOO3614	RSRUN2340_00917
XOO2767	RSRUN2340_00574
XOO0583	RSRUN2340_00095
XOO2761	RSRUN2340_03023
XOO2762	RSRUN2340_03024
XOO2763	RSRUN2340_00039
XOO2763	RSRUN2340_02251
XOO2763	RSRUN2340_00913
XOO0587	RSRUN2340_00102
XOO4929	RSRUN2340_00010
XOO1419	RSRUN2340_02762
XOO1418	RSRUN2340_02763
XOO1417	RSRUN2340_02764
XOO1416	RSRUN2340_02765
XOO2747	RSRUN2340_04657
XOO2747	RSRUN2340_04658
XOO2747	RSRUN2340_04889
XOO2747	RSRUN2340_04662
XOO2747	RSRUN2340_05048
XOO2747	RSRUN2340_03591
XOO4927	RSRUN2340_03981
XOO3601	RSRUN2340_00427
XOO3602	RSRUN2340_00428
XOO3603	RSRUN2340_00429
XOO3604	RSRUN2340_00431
XOO1426	RSRUN2340_00700
XOO1425	RSRUN2340_00699
XOO3600	RSRUN2340_02995
XOO1423	RSRUN2340_04201
XOO1407	RSRUN2340_03465
XOO0558	RSRUN2340_02881
XOO2736	RSRUN2340_02673
XOO2737	RSRUN2340_02646
XOO2739	RSRUN2340_00882
XOO2739	RSRUN2340_00586
XOO2739	RSRUN2340_00076
XOO2744	RSRUN2340_02349
XOO2744	RSRUN2340_03577
XOO2744	RSRUN2340_04631
XOO2744	RSRUN2340_03312
XOO2744	RSRUN2340_03860
XOO2744	RSRUN2340_02352
XOO2744	RSRUN2340_00219
XOO2745	RSRUN2340_01001
XOO2745	RSRUN2340_03982
XOO0562	RSRUN2340_03088
XOO0567	RSRUN2340_03410
XOO1898	RSRUN2340_04932
XOO1414	RSRUN2340_00880
XOO1414	RSRUN2340_04073
XOO2729	RSRUN2340_01427
XOO1879	RSRUN2340_03923
XOO1879	RSRUN2340_05054
XOO1879	RSRUN2340_03925
XOO0548	RSRUN2340_00548
XOO2727	RSRUN2340_00988
XOO2732	RSRUN2340_02695
XOO2733	RSRUN2340_02671
XOO0552	RSRUN2340_02883
XOO4912	RSRUN2340_03981
XOO2734	RSRUN2340_02672
XOO1881	RSRUN2340_00308
XOO2735	RSRUN2340_01516
XOO0556	RSRUN2340_02882
XOO2680	RSRUN2340_04746
XOO2682	RSRUN2340_00070
XOO1352	RSRUN2340_02517
XOO0020	RSRUN2340_04082
XOO0020	RSRUN2340_01717
XOO0020	RSRUN2340_00459
XOO0020	RSRUN2340_01647
XOO0020	RSRUN2340_03605
XOO0020	RSRUN2340_00737
XOO0020	RSRUN2340_00730
XOO0020	RSRUN2340_02438
XOO0020	RSRUN2340_03236
XOO0020	RSRUN2340_04106
XOO0020	RSRUN2340_00277
XOO0020	RSRUN2340_04862
XOO0020	RSRUN2340_01575
XOO0020	RSRUN2340_03254
XOO0020	RSRUN2340_00184
XOO0020	RSRUN2340_04175
XOO0020	RSRUN2340_04590
XOO1351	RSRUN2340_02519
XOO1350	RSRUN2340_02513
XOO2202	RSRUN2340_02109
XOO1354	RSRUN2340_03945
XOO2201	RSRUN2340_03644
XOO2200	RSRUN2340_02108
XOO2684	RSRUN2340_02932
XOO3531	RSRUN2340_03473
XOO3532	RSRUN2340_03474
XOO2685	RSRUN2340_03220
XOO2205	RSRUN2340_04017
XOO0009	RSRUN2340_01245
XOO1339	RSRUN2340_01001
XOO1339	RSRUN2340_03982
XOO4848	RSRUN2340_02826
XOO2671	RSRUN2340_02225
XOO1341	RSRUN2340_03981
XOO0494	RSRUN2340_00320
XOO0010	RSRUN2340_01244
XOO1340	RSRUN2340_01001
XOO1340	RSRUN2340_03982
XOO0491	RSRUN2340_00768
XOO0498	RSRUN2340_00716
XOO3524	RSRUN2340_02701
XOO0497	RSRUN2340_02581
XOO2678	RSRUN2340_01998
XOO0496	RSRUN2340_02579
XOO1343	RSRUN2340_04100
XOO3527	RSRUN2340_04757
XOO3527	RSRUN2340_04297
XOO3527	RSRUN2340_04716
XOO0495	RSRUN2340_02562
XOO1349	RSRUN2340_04129
XOO2674	RSRUN2340_02554
XOO0016	RSRUN2340_02213
XOO0015	RSRUN2340_01088
XOO1329	RSRUN2340_03690
XOO1328	RSRUN2340_02278
XOO3992	RSRUN2340_00066
XOO0483	RSRUN2340_01702
XOO1330	RSRUN2340_02722
XOO0482	RSRUN2340_01703
XOO0481	RSRUN2340_00945
XOO2666	RSRUN2340_02913
XOO3997	RSRUN2340_00159
XOO0486	RSRUN2340_00948
XOO0002	RSRUN2340_03546
XOO0485	RSRUN2340_00947
XOO0001	RSRUN2340_03547
XOO0484	RSRUN2340_00946
XOO3993	RSRUN2340_00067
XOO3994	RSRUN2340_00079
XOO1337	RSRUN2340_01816
XOO2665	RSRUN2340_02842
XOO0488	RSRUN2340_00942
XOO0004	RSRUN2340_03545
XOO1335	RSRUN2340_03167
XOO4828	RSRUN2340_03981
XOO2650	RSRUN2340_04082
XOO2650	RSRUN2340_01717
XOO2650	RSRUN2340_00459
XOO2650	RSRUN2340_01647
XOO2650	RSRUN2340_03605
XOO2650	RSRUN2340_00737
XOO2650	RSRUN2340_00730
XOO2650	RSRUN2340_02438
XOO2650	RSRUN2340_03236
XOO2650	RSRUN2340_04106
XOO2650	RSRUN2340_00277
XOO2650	RSRUN2340_04862
XOO2650	RSRUN2340_01575
XOO2650	RSRUN2340_03254
XOO2650	RSRUN2340_00184
XOO2650	RSRUN2340_04175
XOO2650	RSRUN2340_04590
XOO1323	RSRUN2340_03832
XOO3987	RSRUN2340_00498
XOO1321	RSRUN2340_02903
XOO2658	RSRUN2340_04082
XOO2658	RSRUN2340_01717
XOO2658	RSRUN2340_00459
XOO2658	RSRUN2340_01647
XOO2658	RSRUN2340_03605
XOO2658	RSRUN2340_00737
XOO2658	RSRUN2340_00730
XOO2658	RSRUN2340_02438
XOO2658	RSRUN2340_03236
XOO2658	RSRUN2340_04106
XOO2658	RSRUN2340_00277
XOO2658	RSRUN2340_04862
XOO2658	RSRUN2340_01575
XOO2658	RSRUN2340_03254
XOO2658	RSRUN2340_00184
XOO2658	RSRUN2340_04175
XOO2658	RSRUN2340_04590
XOO3982	RSRUN2340_01340
XOO3982	RSRUN2340_05186
XOO3982	RSRUN2340_00192
XOO3982	RSRUN2340_03705
XOO1327	RSRUN2340_02279
XOO0478	RSRUN2340_01001
XOO0478	RSRUN2340_03982
XOO1325	RSRUN2340_02281
XOO1392	RSRUN2340_01001
XOO1392	RSRUN2340_03982
XOO3571	RSRUN2340_03105
XOO1390	RSRUN2340_01350
XOO3573	RSRUN2340_03106
XOO3574	RSRUN2340_03107
XOO1396	RSRUN2340_01001
XOO1396	RSRUN2340_03982
XOO0064	RSRUN2340_00882
XOO0064	RSRUN2340_00586
XOO0064	RSRUN2340_00076
XOO1394	RSRUN2340_01001
XOO1394	RSRUN2340_03982
XOO0063	RSRUN2340_00587
XOO0063	RSRUN2340_00881
XOO0063	RSRUN2340_00075
XOO2240	RSRUN2340_00193
XOO3570	RSRUN2340_03104
XOO3579	RSRUN2340_03112
XOO0068	RSRUN2340_04082
XOO0068	RSRUN2340_01717
XOO0068	RSRUN2340_00459
XOO0068	RSRUN2340_01647
XOO0068	RSRUN2340_03605
XOO0068	RSRUN2340_00737
XOO0068	RSRUN2340_00730
XOO0068	RSRUN2340_02438
XOO0068	RSRUN2340_03236
XOO0068	RSRUN2340_04106
XOO0068	RSRUN2340_00277
XOO0068	RSRUN2340_04862
XOO0068	RSRUN2340_01575
XOO0068	RSRUN2340_03254
XOO0068	RSRUN2340_00184
XOO0068	RSRUN2340_04175
XOO0068	RSRUN2340_04590
XOO1399	RSRUN2340_03608
XOO1398	RSRUN2340_04082
XOO1398	RSRUN2340_01717
XOO1398	RSRUN2340_00459
XOO1398	RSRUN2340_01647
XOO1398	RSRUN2340_03605
XOO1398	RSRUN2340_00737
XOO1398	RSRUN2340_00730
XOO1398	RSRUN2340_02438
XOO1398	RSRUN2340_03236
XOO1398	RSRUN2340_04106
XOO1398	RSRUN2340_00277
XOO1398	RSRUN2340_04862
XOO1398	RSRUN2340_01575
XOO1398	RSRUN2340_03254
XOO1398	RSRUN2340_00184
XOO1398	RSRUN2340_04175
XOO1398	RSRUN2340_04590
XOO3575	RSRUN2340_03108
XOO3576	RSRUN2340_03109
XOO3577	RSRUN2340_03110
XOO3578	RSRUN2340_03111
XOO4408	RSRUN2340_03037
XOO3560	RSRUN2340_03092
XOO3561	RSRUN2340_03093
XOO4893	RSRUN2340_03981
XOO3562	RSRUN2340_03096
XOO4410	RSRUN2340_02723
XOO3563	RSRUN2340_03097
XOO0054	RSRUN2340_04082
XOO0054	RSRUN2340_01717
XOO0054	RSRUN2340_00459
XOO0054	RSRUN2340_01647
XOO0054	RSRUN2340_03605
XOO0054	RSRUN2340_00737
XOO0054	RSRUN2340_00730
XOO0054	RSRUN2340_02438
XOO0054	RSRUN2340_03236
XOO0054	RSRUN2340_04106
XOO0054	RSRUN2340_00277
XOO0054	RSRUN2340_04862
XOO0054	RSRUN2340_01575
XOO0054	RSRUN2340_03254
XOO0054	RSRUN2340_00184
XOO0054	RSRUN2340_04175
XOO0054	RSRUN2340_04590
XOO1385	RSRUN2340_01014
XOO1385	RSRUN2340_00181
XOO1385	RSRUN2340_03957
XOO1385	RSRUN2340_04382
XOO1384	RSRUN2340_01001
XOO1384	RSRUN2340_03982
XOO1383	RSRUN2340_01014
XOO1383	RSRUN2340_00181
XOO1383	RSRUN2340_03957
XOO1383	RSRUN2340_04382
XOO2236	RSRUN2340_02681
XOO3568	RSRUN2340_03101
XOO4416	RSRUN2340_00207
XOO3569	RSRUN2340_03103
XOO0057	RSRUN2340_01529
XOO1386	RSRUN2340_04657
XOO1386	RSRUN2340_04658
XOO1386	RSRUN2340_04889
XOO1386	RSRUN2340_04662
XOO1386	RSRUN2340_05048
XOO1386	RSRUN2340_03591
XOO4895	RSRUN2340_03981
XOO3564	RSRUN2340_03098
XOO4896	RSRUN2340_03102
XOO3566	RSRUN2340_03099
XOO4897	RSRUN2340_03120
XOO2237	RSRUN2340_01411
XOO0059	RSRUN2340_03027
XOO3567	RSRUN2340_03100
XOO3552	RSRUN2340_01001
XOO3552	RSRUN2340_03982
XOO0043	RSRUN2340_02911
XOO1372	RSRUN2340_01014
XOO1372	RSRUN2340_00181
XOO1372	RSRUN2340_03957
XOO1372	RSRUN2340_04382
XOO1378	RSRUN2340_04082
XOO1378	RSRUN2340_01717
XOO1378	RSRUN2340_00459
XOO1378	RSRUN2340_01647
XOO1378	RSRUN2340_03605
XOO1378	RSRUN2340_00737
XOO1378	RSRUN2340_00730
XOO1378	RSRUN2340_02438
XOO1378	RSRUN2340_03236
XOO1378	RSRUN2340_04106
XOO1378	RSRUN2340_00277
XOO1378	RSRUN2340_04862
XOO1378	RSRUN2340_01575
XOO1378	RSRUN2340_03254
XOO1378	RSRUN2340_00184
XOO1378	RSRUN2340_04175
XOO1378	RSRUN2340_04590
XOO2225	RSRUN2340_01415
XOO3557	RSRUN2340_03089
XOO3558	RSRUN2340_03090
XOO4406	RSRUN2340_03035
XOO3559	RSRUN2340_03091
XOO2223	RSRUN2340_01501
XOO4407	RSRUN2340_03036
XOO4400	RSRUN2340_03211
XOO2229	RSRUN2340_01944
XOO4401	RSRUN2340_04449
XOO2227	RSRUN2340_00064
XOO0048	RSRUN2340_00297
XOO0048	RSRUN2340_02069
XOO0048	RSRUN2340_04587
XOO0048	RSRUN2340_02605
XOO1379	RSRUN2340_04544
XOO1379	RSRUN2340_04298
XOO2209	RSRUN2340_02272
XOO2208	RSRUN2340_01692
XOO2692	RSRUN2340_04082
XOO2692	RSRUN2340_01717
XOO2692	RSRUN2340_00459
XOO2692	RSRUN2340_01647
XOO2692	RSRUN2340_03605
XOO2692	RSRUN2340_00737
XOO2692	RSRUN2340_00730
XOO2692	RSRUN2340_02438
XOO2692	RSRUN2340_03236
XOO2692	RSRUN2340_04106
XOO2692	RSRUN2340_00277
XOO2692	RSRUN2340_04862
XOO2692	RSRUN2340_01575
XOO2692	RSRUN2340_03254
XOO2692	RSRUN2340_00184
XOO2692	RSRUN2340_04175
XOO2692	RSRUN2340_04590
XOO1362	RSRUN2340_05020
XOO0030	RSRUN2340_04082
XOO0030	RSRUN2340_01717
XOO0030	RSRUN2340_00459
XOO0030	RSRUN2340_01647
XOO0030	RSRUN2340_03605
XOO0030	RSRUN2340_00737
XOO0030	RSRUN2340_00730
XOO0030	RSRUN2340_02438
XOO0030	RSRUN2340_03236
XOO0030	RSRUN2340_04106
XOO0030	RSRUN2340_00277
XOO0030	RSRUN2340_04862
XOO0030	RSRUN2340_01575
XOO0030	RSRUN2340_03254
XOO0030	RSRUN2340_00184
XOO0030	RSRUN2340_04175
XOO0030	RSRUN2340_04590
XOO1361	RSRUN2340_01001
XOO1361	RSRUN2340_03982
XOO1360	RSRUN2340_03944
XOO2699	RSRUN2340_04326
XOO1367	RSRUN2340_01772
XOO3547	RSRUN2340_03402
XOO2212	RSRUN2340_01726
XOO2211	RSRUN2340_01725
XOO2218	RSRUN2340_01360
XOO2696	RSRUN2340_03668
XOO2215	RSRUN2340_04082
XOO2215	RSRUN2340_01717
XOO2215	RSRUN2340_00459
XOO2215	RSRUN2340_01647
XOO2215	RSRUN2340_03605
XOO2215	RSRUN2340_00737
XOO2215	RSRUN2340_00730
XOO2215	RSRUN2340_02438
XOO2215	RSRUN2340_03236
XOO2215	RSRUN2340_04106
XOO2215	RSRUN2340_00277
XOO2215	RSRUN2340_04862
XOO2215	RSRUN2340_01575
XOO2215	RSRUN2340_03254
XOO2215	RSRUN2340_00184
XOO2215	RSRUN2340_04175
XOO2215	RSRUN2340_04590
XOO2280	RSRUN2340_04475
XOO2280	RSRUN2340_04373
XOO2280	RSRUN2340_03271
XOO2280	RSRUN2340_04052
XOO2287	RSRUN2340_04657
XOO2287	RSRUN2340_04658
XOO2287	RSRUN2340_04889
XOO2287	RSRUN2340_04662
XOO2287	RSRUN2340_05048
XOO2287	RSRUN2340_03591
XOO2284	RSRUN2340_04082
XOO2284	RSRUN2340_01717
XOO2284	RSRUN2340_00459
XOO2284	RSRUN2340_01647
XOO2284	RSRUN2340_03605
XOO2284	RSRUN2340_00737
XOO2284	RSRUN2340_00730
XOO2284	RSRUN2340_02438
XOO2284	RSRUN2340_03236
XOO2284	RSRUN2340_04106
XOO2284	RSRUN2340_00277
XOO2284	RSRUN2340_04862
XOO2284	RSRUN2340_01575
XOO2284	RSRUN2340_03254
XOO2284	RSRUN2340_00184
XOO2284	RSRUN2340_04175
XOO2284	RSRUN2340_04590
XOO2289	RSRUN2340_04082
XOO2289	RSRUN2340_01717
XOO2289	RSRUN2340_00459
XOO2289	RSRUN2340_01647
XOO2289	RSRUN2340_03605
XOO2289	RSRUN2340_00737
XOO2289	RSRUN2340_00730
XOO2289	RSRUN2340_02438
XOO2289	RSRUN2340_03236
XOO2289	RSRUN2340_04106
XOO2289	RSRUN2340_00277
XOO2289	RSRUN2340_04862
XOO2289	RSRUN2340_01575
XOO2289	RSRUN2340_03254
XOO2289	RSRUN2340_00184
XOO2289	RSRUN2340_04175
XOO2289	RSRUN2340_04590
XOO4466	RSRUN2340_00270
XOO3136	RSRUN2340_04273
XOO0090	RSRUN2340_04315
XOO0094	RSRUN2340_04320
XOO0093	RSRUN2340_04318
XOO0091	RSRUN2340_04316
XOO0096	RSRUN2340_02993
XOO4450	RSRUN2340_00587
XOO4450	RSRUN2340_00881
XOO4450	RSRUN2340_00075
XOO4455	RSRUN2340_04639
XOO4456	RSRUN2340_04640
XOO2261	RSRUN2340_03042
XOO3593	RSRUN2340_03133
XOO3594	RSRUN2340_03134
XOO3111	RSRUN2340_00882
XOO3111	RSRUN2340_00586
XOO3111	RSRUN2340_00076
XOO0081	RSRUN2340_04306
XOO3596	RSRUN2340_03135
XOO0080	RSRUN2340_04305
XOO3590	RSRUN2340_03130
XOO0086	RSRUN2340_04311
XOO3591	RSRUN2340_03131
XOO0085	RSRUN2340_04310
XOO2262	RSRUN2340_03041
XOO3592	RSRUN2340_03132
XOO0084	RSRUN2340_04309
XOO3118	RSRUN2340_04657
XOO3118	RSRUN2340_04658
XOO3118	RSRUN2340_04889
XOO3118	RSRUN2340_04662
XOO3118	RSRUN2340_05048
XOO3118	RSRUN2340_03591
XOO4449	RSRUN2340_00882
XOO4449	RSRUN2340_00586
XOO4449	RSRUN2340_00076
XOO0088	RSRUN2340_04313
XOO3597	RSRUN2340_03136
XOO4445	RSRUN2340_04257
XOO3599	RSRUN2340_03139
XOO3599	RSRUN2340_03118
XOO0072	RSRUN2340_04082
XOO0072	RSRUN2340_01717
XOO0072	RSRUN2340_00459
XOO0072	RSRUN2340_01647
XOO0072	RSRUN2340_03605
XOO0072	RSRUN2340_00737
XOO0072	RSRUN2340_00730
XOO0072	RSRUN2340_02438
XOO0072	RSRUN2340_03236
XOO0072	RSRUN2340_04106
XOO0072	RSRUN2340_00277
XOO0072	RSRUN2340_04862
XOO0072	RSRUN2340_01575
XOO0072	RSRUN2340_03254
XOO0072	RSRUN2340_00184
XOO0072	RSRUN2340_04175
XOO0072	RSRUN2340_04590
XOO3582	RSRUN2340_03115
XOO0071	RSRUN2340_04082
XOO0071	RSRUN2340_01717
XOO0071	RSRUN2340_00459
XOO0071	RSRUN2340_01647
XOO0071	RSRUN2340_03605
XOO0071	RSRUN2340_00737
XOO0071	RSRUN2340_00730
XOO0071	RSRUN2340_02438
XOO0071	RSRUN2340_03236
XOO0071	RSRUN2340_04106
XOO0071	RSRUN2340_00277
XOO0071	RSRUN2340_04862
XOO0071	RSRUN2340_01575
XOO0071	RSRUN2340_03254
XOO0071	RSRUN2340_00184
XOO0071	RSRUN2340_04175
XOO0071	RSRUN2340_04590
XOO3584	RSRUN2340_03116
XOO3585	RSRUN2340_03117
XOO0075	RSRUN2340_04299
XOO2252	RSRUN2340_05000
XOO2252	RSRUN2340_05042
XOO3580	RSRUN2340_03113
XOO3581	RSRUN2340_03114
XOO2258	RSRUN2340_03046
XOO2256	RSRUN2340_03048
XOO3102	RSRUN2340_02537
XOO4434	RSRUN2340_00587
XOO4434	RSRUN2340_00881
XOO4434	RSRUN2340_00075
XOO3587	RSRUN2340_03139
XOO3587	RSRUN2340_03118
XOO4435	RSRUN2340_00882
XOO4435	RSRUN2340_00586
XOO4435	RSRUN2340_00076
XOO3588	RSRUN2340_03119
XOO3588	RSRUN2340_04249
XOO3589	RSRUN2340_03121
XOO4011	RSRUN2340_03006
XOO3164	RSRUN2340_02744
XOO3165	RSRUN2340_01340
XOO3165	RSRUN2340_05186
XOO3165	RSRUN2340_00192
XOO3165	RSRUN2340_03705
XOO3167	RSRUN2340_04686
XOO4493	RSRUN2340_00541
XOO3163	RSRUN2340_04861
XOO4019	RSRUN2340_04101
XOO4000	RSRUN2340_00748
XOO4486	RSRUN2340_00376
XOO4487	RSRUN2340_00375
XOO4487	RSRUN2340_02461
XOO4481	RSRUN2340_02491
XOO4482	RSRUN2340_02491
XOO4483	RSRUN2340_01895
XOO3157	RSRUN2340_00882
XOO3157	RSRUN2340_00586
XOO3157	RSRUN2340_00076
XOO4488	RSRUN2340_01898
XOO4488	RSRUN2340_04333
XOO3158	RSRUN2340_00587
XOO3158	RSRUN2340_00881
XOO3158	RSRUN2340_00075
XOO4007	RSRUN2340_02473
XOO2290	RSRUN2340_01001
XOO2290	RSRUN2340_03982
XOO3143	RSRUN2340_00420
XOO3144	RSRUN2340_00436
XOO2292	RSRUN2340_02150
XOO4475	RSRUN2340_00136
XOO2291	RSRUN2340_02149
XOO3145	RSRUN2340_01923
XOO4476	RSRUN2340_00138
XOO2297	RSRUN2340_00998
XOO2296	RSRUN2340_02649
XOO2295	RSRUN2340_02651
XOO2299	RSRUN2340_02647
XOO4478	RSRUN2340_00139
XOO3148	RSRUN2340_01014
XOO3148	RSRUN2340_00181
XOO3148	RSRUN2340_03957
XOO3148	RSRUN2340_04382
XOO3149	RSRUN2340_01014
XOO3149	RSRUN2340_00181
XOO3149	RSRUN2340_03957
XOO3149	RSRUN2340_04382
