H16_B0626	RSBA7_02199
H16_A0080	RSBA7_01049
H16_B2060	RSBA7_04888
H16_A0081	RSBA7_01049
H16_A0083	RSBA7_02858
H16_A0084	RSBA7_03063
H16_A0085	RSBA7_03062
H16_A3111	RSBA7_02419
H16_A3110	RSBA7_02399
H16_A0086	RSBA7_03061
H16_A0087	RSBA7_04129
H16_A3113	RSBA7_02421
H16_A3112	RSBA7_02420
H16_A0088	RSBA7_00029
H16_A3104	RSBA7_02392
H16_A0079	RSBA7_02857
H16_A3103	RSBA7_02391
H16_A3106	RSBA7_02394
H16_A3105	RSBA7_02393
H16_A3108	RSBA7_02397
H16_A3107	RSBA7_02396
H16_A3109	RSBA7_04902
H16_B2059	RSBA7_04889
H16_B2058	RSBA7_04890
H16_B2057	RSBA7_03729
H16_B2057	RSBA7_00033
H16_B2057	RSBA7_00761
H16_B2057	RSBA7_04924
H16_B2055	RSBA7_04780
H16_B2054	RSBA7_00842
H16_B2053	RSBA7_00841
H16_B2050	RSBA7_03376
H16_B2050	RSBA7_04663
H16_B2050	RSBA7_04666
H16_A0074	RSBA7_02827
H16_A3100	RSBA7_02381
H16_A0075	RSBA7_04655
H16_A3102	RSBA7_02384
H16_A0077	RSBA7_00147
H16_A3101	RSBA7_02383
H16_A1354	RSBA7_00282
H16_A0025	RSBA7_04685
H16_A0025	RSBA7_00631
H16_A1356	RSBA7_04134
H16_A2680	RSBA7_03806
H16_A1351	RSBA7_04074
H16_A2683	RSBA7_04986
H16_A1343	RSBA7_01662
H16_A1344	RSBA7_01661
H16_A1345	RSBA7_01660
H16_A1346	RSBA7_01659
H16_A0016	RSBA7_04685
H16_A0016	RSBA7_00631
H16_B0298	RSBA7_04363
H16_B0298	RSBA7_04751
H16_A2671	RSBA7_00949
H16_A1340	RSBA7_01665
H16_A1341	RSBA7_01664
H16_A1342	RSBA7_01663
H16_A0045	RSBA7_03836
H16_A0045	RSBA7_02076
H16_A0045	RSBA7_00489
H16_A0045	RSBA7_03106
H16_A1376	RSBA7_01640
H16_A0046	RSBA7_03107
H16_A1377	RSBA7_01639
PHG394	RSBA7_01455
H16_A0049	RSBA7_01869
PHG393	RSBA7_01456
H16_B2025	RSBA7_03131
H16_B2025	RSBA7_02245
H16_B2025	RSBA7_03687
PHG387	RSBA7_01672
PHG387	RSBA7_02069
PHG386	RSBA7_03252
H16_A1370	RSBA7_01645
PHG384	RSBA7_01456
H16_A0040	RSBA7_03553
H16_A1372	RSBA7_01644
H16_A1373	RSBA7_01643
H16_A1374	RSBA7_01642
PHG389	RSBA7_03576
PHG388	RSBA7_01673
PHG388	RSBA7_02070
H16_A1375	RSBA7_01641
H16_A0044	RSBA7_02356
H16_A1365	RSBA7_01651
H16_A2699	RSBA7_00941
H16_A1367	RSBA7_01649
H16_A1368	RSBA7_01648
H16_A1369	RSBA7_01646
H16_B2016	RSBA7_04091
H16_B2014	RSBA7_02409
H16_B2012	RSBA7_03146
H16_B2012	RSBA7_02216
H16_B2011	RSBA7_03548
PHG395	RSBA7_00209
H16_A2642	RSBA7_01849
H16_A1310	RSBA7_01684
H16_A1311	RSBA7_01683
H16_A1312	RSBA7_01682
H16_A2644	RSBA7_00968
H16_A1313	RSBA7_01681
H16_A2643	RSBA7_00969
H16_A1314	RSBA7_01680
H16_A1315	RSBA7_01679
H16_A2648	RSBA7_04713
H16_A1317	RSBA7_01677
H16_B0268	RSBA7_04717
H16_B1599	RSBA7_01507
H16_B1599	RSBA7_01494
H16_B0269	RSBA7_04716
H16_B0266	RSBA7_04719
H16_B0267	RSBA7_04718
H16_B1595	RSBA7_02007
H16_B0264	RSBA7_04721
H16_B0265	RSBA7_04720
H16_B1593	RSBA7_01647
H16_B0262	RSBA7_04723
PHG328	RSBA7_03057
H16_B0263	RSBA7_04722
H16_B1591	RSBA7_03141
H16_B0261	RSBA7_04724
PHG321	RSBA7_03568
RALH10119	RSBA7_05055
PHG323	RSBA7_02120
H16_A2640	RSBA7_01848
H16_A2631	RSBA7_01837
H16_A2630	RSBA7_01836
H16_A1300	RSBA7_01849
H16_A1301	RSBA7_02564
H16_A1301	RSBA7_01777
H16_A2633	RSBA7_01839
H16_A1302	RSBA7_02563
H16_A1302	RSBA7_01778
H16_A2632	RSBA7_01838
H16_A1303	RSBA7_01779
H16_A1303	RSBA7_02562
H16_A2635	RSBA7_01841
H16_A1304	RSBA7_01780
H16_A1304	RSBA7_02561
H16_A2634	RSBA7_01840
H16_A2637	RSBA7_01844
H16_A2636	RSBA7_03217
H16_A2636	RSBA7_01843
H16_A1307	RSBA7_01687
H16_B0259	RSBA7_04726
H16_A2638	RSBA7_01846
H16_A1308	RSBA7_01686
H16_A1309	RSBA7_01685
H16_B0256	RSBA7_03522
H16_B1584	RSBA7_01456
H16_B0253	RSBA7_03519
H16_B0254	RSBA7_03520
H16_B0251	RSBA7_04119
H16_B1582	RSBA7_00208
H16_B1583	RSBA7_02066
H16_B0252	RSBA7_03518
H16_B1580	RSBA7_04117
H16_B1581	RSBA7_04118
H16_B0250	RSBA7_04120
PHG335	RSBA7_00423
H16_A1332	RSBA7_01672
H16_A1332	RSBA7_02069
H16_A0001	RSBA7_03129
H16_A0002	RSBA7_03128
H16_A2663	RSBA7_00960
H16_A2666	RSBA7_02019
H16_A1334	RSBA7_01671
H16_A0003	RSBA7_03127
H16_A2665	RSBA7_00956
H16_A1335	RSBA7_01670
H16_A2668	RSBA7_00952
H16_A1336	RSBA7_01669
H16_A1337	RSBA7_01668
H16_A2667	RSBA7_00953
H16_A1339	RSBA7_01666
H16_A2669	RSBA7_00951
H16_A2660	RSBA7_00962
H16_A2662	RSBA7_00961
H16_A1330	RSBA7_01674
H16_A1331	RSBA7_01673
H16_A1331	RSBA7_02070
H16_A2653	RSBA7_00967
H16_A2655	RSBA7_00965
H16_A1324	RSBA7_01676
H16_A2654	RSBA7_00966
H16_A1325	RSBA7_01675
H16_A2657	RSBA7_00964
H16_A2659	RSBA7_00963
H16_B0279	RSBA7_04524
PHG353	RSBA7_02595
H16_A2651	RSBA7_01200
H16_A2651	RSBA7_01795
H16_A2600	RSBA7_03079
H16_A2602	RSBA7_01815
H16_A2601	RSBA7_00012
H16_B0228	RSBA7_01434
H16_B0228	RSBA7_04855
H16_B1559	RSBA7_03257
H16_A2603	RSBA7_01816
H16_B0226	RSBA7_04470
H16_B1557	RSBA7_03259
H16_B0227	RSBA7_03161
H16_B0227	RSBA7_04473
H16_B0227	RSBA7_04731
H16_B0227	RSBA7_04424
H16_B0227	RSBA7_04427
H16_B1558	RSBA7_03258
H16_A2608	RSBA7_01818
H16_B0224	RSBA7_04841
H16_A2607	RSBA7_01817
H16_B0225	RSBA7_04469
H16_B0222	RSBA7_04849
H16_A2609	RSBA7_01819
H16_B0223	RSBA7_04842
H16_B0220	RSBA7_01360
H16_B0221	RSBA7_00945
H16_A0892	RSBA7_00920
H16_A0893	RSBA7_00921
H16_A0894	RSBA7_00922
H16_A0895	RSBA7_00923
H16_A0896	RSBA7_00924
H16_A0897	RSBA7_00925
H16_B1548	RSBA7_04893
H16_A0898	RSBA7_00926
H16_A0899	RSBA7_02025
H16_B1546	RSBA7_04097
H16_B1547	RSBA7_04098
H16_B1545	RSBA7_04096
H16_B0212	RSBA7_03956
H16_B1540	RSBA7_01252
H16_A0890	RSBA7_00918
H16_A2620	RSBA7_01831
H16_A2622	RSBA7_03146
H16_A2622	RSBA7_02216
H16_A2621	RSBA7_01832
H16_A2624	RSBA7_02218
H16_A2623	RSBA7_02217
H16_A2625	RSBA7_02219
H16_B0248	RSBA7_04400
H16_A2628	RSBA7_01834
H16_A2627	RSBA7_01833
H16_B0249	RSBA7_04121
H16_B0247	RSBA7_04402
H16_A2629	RSBA7_01835
H16_B1578	RSBA7_03451
H16_B0244	RSBA7_03510
H16_B0245	RSBA7_03159
H16_B0245	RSBA7_03511
H16_B1576	RSBA7_03616
H16_B0242	RSBA7_03508
H16_B0243	RSBA7_03509
H16_B1574	RSBA7_01524
H16_B0240	RSBA7_03505
H16_B1571	RSBA7_03777
H16_B0241	RSBA7_03507
H16_A2611	RSBA7_01821
H16_A2610	RSBA7_01820
H16_A2613	RSBA7_01823
H16_A2612	RSBA7_01822
H16_A2615	RSBA7_01825
H16_B0239	RSBA7_03504
H16_A2614	RSBA7_01824
H16_B0237	RSBA7_03501
H16_A2617	RSBA7_01827
H16_A2616	RSBA7_01826
H16_B0238	RSBA7_03502
RALH10190	RSBA7_05055
H16_A2619	RSBA7_01830
H16_B0235	RSBA7_03499
H16_A2618	RSBA7_01828
H16_B0236	RSBA7_03500
H16_B0233	RSBA7_01200
H16_B0233	RSBA7_01795
H16_B1564	RSBA7_03253
H16_B0231	RSBA7_03505
H16_B0232	RSBA7_04569
H16_B1563	RSBA7_03255
H16_B1560	RSBA7_03256
H16_B0230	RSBA7_03503
H16_B1561	RSBA7_03254
H16_A0850	RSBA7_03854
H16_A0850	RSBA7_02438
H16_B1508	RSBA7_04204
H16_A0851	RSBA7_02440
H16_A0851	RSBA7_03855
H16_A0852	RSBA7_02441
H16_A0852	RSBA7_03856
H16_B1506	RSBA7_02284
H16_B1506	RSBA7_04207
H16_A0854	RSBA7_02550
H16_A0855	RSBA7_00751
H16_B1502	RSBA7_01564
H16_B1503	RSBA7_03674
H16_B1501	RSBA7_04881
H16_A0859	RSBA7_04253
H16_B1539	RSBA7_03499
H16_B0209	RSBA7_03829
H16_B1537	RSBA7_03729
H16_B1537	RSBA7_00033
H16_B1537	RSBA7_00761
H16_B1537	RSBA7_04924
H16_A0887	RSBA7_00917
H16_B0205	RSBA7_03846
H16_B1534	RSBA7_01430
H16_B0200	RSBA7_02068
H16_B1532	RSBA7_00123
RALH1_K21298	RSBA7_03456
H16_A0873	RSBA7_02573
H16_B1524	RSBA7_04830
H16_B1522	RSBA7_03376
H16_B1522	RSBA7_04663
H16_B1522	RSBA7_04666
H16_B1521	RSBA7_02313
H16_B1719	RSBA7_03059
H16_B1715	RSBA7_03854
H16_B1715	RSBA7_02438
H16_B1714	RSBA7_02441
H16_B1714	RSBA7_03856
H16_B1735	RSBA7_01430
H16_B1734	RSBA7_03302
H16_B1729	RSBA7_02623
H16_B1727	RSBA7_02744
H16_B1722	RSBA7_04756
H16_B1723	RSBA7_03965
H16_B1720	RSBA7_04518
H16_B1721	RSBA7_03279
H16_A3292	RSBA7_02554
H16_A3291	RSBA7_02553
H16_A3294	RSBA7_01780
H16_A3294	RSBA7_02561
H16_A3293	RSBA7_03495
H16_A3293	RSBA7_02559
H16_A3296	RSBA7_02563
H16_A3296	RSBA7_01778
H16_A3295	RSBA7_01779
H16_A3295	RSBA7_02562
H16_A3298	RSBA7_02565
H16_A3297	RSBA7_02564
H16_A3297	RSBA7_01777
H16_A3299	RSBA7_02568
H16_A3281	RSBA7_02547
H16_A3280	RSBA7_02546
H16_A3283	RSBA7_02549
H16_A3282	RSBA7_02548
H16_A3284	RSBA7_02550
H16_A3286	RSBA7_03175
H16_A3289	RSBA7_02033
H16_A3288	RSBA7_02552
H16_A3288	RSBA7_00544
H16_A3258	RSBA7_02523
H16_A3257	RSBA7_02522
H16_A3259	RSBA7_02524
H16_A3250	RSBA7_02514
H16_A3252	RSBA7_02516
H16_A3251	RSBA7_02515
H16_A3253	RSBA7_02517
H16_A3256	RSBA7_02521
H16_A3255	RSBA7_02520
H16_A3247	RSBA7_02511
H16_A3246	RSBA7_02510
H16_A3249	RSBA7_02513
H16_A3248	RSBA7_02512
H16_B2199	RSBA7_02087
H16_B2198	RSBA7_02086
H16_B2197	RSBA7_01049
H16_B2196	RSBA7_01050
H16_B2195	RSBA7_01051
H16_A3241	RSBA7_02505
H16_A3240	RSBA7_02504
H16_A3242	RSBA7_02506
H16_A3245	RSBA7_02509
H16_A3244	RSBA7_02508
H16_A3279	RSBA7_02545
H16_A3270	RSBA7_02536
H16_A3272	RSBA7_02538
H16_A3271	RSBA7_02537
H16_A3274	RSBA7_02540
H16_A3273	RSBA7_02539
H16_A3276	RSBA7_02542
H16_A3275	RSBA7_02541
H16_A3278	RSBA7_02544
H16_A3277	RSBA7_02543
H16_A3269	RSBA7_02535
H16_A3268	RSBA7_02534
H16_A3261	RSBA7_02526
H16_A3260	RSBA7_02989
H16_A3260	RSBA7_02984
H16_A3263	RSBA7_02528
H16_A3262	RSBA7_02527
H16_A3265	RSBA7_02531
H16_A3264	RSBA7_02529
H16_A3267	RSBA7_02533
H16_A3266	RSBA7_02532
H16_A3214	RSBA7_04197
H16_A3214	RSBA7_05042
H16_A0189	RSBA7_00213
H16_A3216	RSBA7_02682
H16_A3215	RSBA7_02681
H16_B2165	RSBA7_03784
H16_B2164	RSBA7_01167
H16_B2163	RSBA7_01109
H16_B2162	RSBA7_01111
H16_B2161	RSBA7_01167
H16_A0180	RSBA7_01462
H16_A0181	RSBA7_01463
H16_A0182	RSBA7_01464
H16_A0183	RSBA7_00224
H16_A0184	RSBA7_00223
H16_A0185	RSBA7_00220
H16_A0186	RSBA7_00219
H16_A0187	RSBA7_00214
H16_A0177	RSBA7_00227
H16_A0178	RSBA7_00226
H16_A0179	RSBA7_00225
H16_A3204	RSBA7_01161
H16_A3206	RSBA7_04330
H16_A3206	RSBA7_04025
H16_A3206	RSBA7_03203
H16_A3206	RSBA7_02977
RALH1_K21511	RSBA7_01261
H16_A3208	RSBA7_02682
H16_B2152	RSBA7_00425
H16_A0170	RSBA7_00234
H16_A0171	RSBA7_00233
H16_A0172	RSBA7_00232
H16_A0172	RSBA7_04136
H16_A0173	RSBA7_00231
H16_A0174	RSBA7_00229
H16_A0175	RSBA7_00228
H16_A3200	RSBA7_02867
H16_A3236	RSBA7_02500
H16_A3235	RSBA7_02499
H16_A3238	RSBA7_02502
H16_A3237	RSBA7_02501
H16_B2186	RSBA7_04351
H16_A3234	RSBA7_02498
H16_A0199	RSBA7_00048
H16_B2178	RSBA7_00833
H16_B2178	RSBA7_01678
H16_B2177	RSBA7_02720
H16_B2175	RSBA7_02719
H16_A0190	RSBA7_00212
H16_A0193	RSBA7_00050
H16_A0194	RSBA7_00051
H16_A0195	RSBA7_00052
H16_A0196	RSBA7_00053
H16_A0197	RSBA7_00210
H16_A1475	RSBA7_02409
H16_A0145	RSBA7_00259
H16_A0146	RSBA7_00258
H16_A1477	RSBA7_03109
H16_A0147	RSBA7_00257
H16_A0148	RSBA7_00256
H16_A0149	RSBA7_00255
H16_B2127	RSBA7_02132
H16_B2124	RSBA7_04534
H16_B2123	RSBA7_00090
H16_B2122	RSBA7_01200
H16_B2122	RSBA7_01795
PHG244	RSBA7_03166
H16_A1470	RSBA7_01779
H16_A1470	RSBA7_02562
H16_A1471	RSBA7_01780
H16_A1471	RSBA7_02561
H16_A0140	RSBA7_00264
H16_A1472	RSBA7_01343
H16_A0141	RSBA7_00263
H16_A0142	RSBA7_00262
H16_A0143	RSBA7_00260
H16_A0133	RSBA7_00272
H16_A0134	RSBA7_00271
H16_A2795	RSBA7_00828
H16_A0135	RSBA7_00270
H16_A1466	RSBA7_01582
H16_A1467	RSBA7_01581
H16_A0136	RSBA7_00269
H16_A2797	RSBA7_00826
H16_A0137	RSBA7_00268
H16_A1468	RSBA7_01580
PHG261	RSBA7_01130
H16_A2799	RSBA7_00824
H16_A0138	RSBA7_00267
H16_A0139	RSBA7_00266
H16_B2115	RSBA7_03846
H16_B2110	RSBA7_03303
PHG255	RSBA7_03399
H16_A2790	RSBA7_00833
H16_A2790	RSBA7_01678
H16_A1460	RSBA7_01588
H16_A2792	RSBA7_00831
PHG259	RSBA7_03400
H16_A1461	RSBA7_02825
H16_A1461	RSBA7_02824
PHG258	RSBA7_00114
H16_A0130	RSBA7_00275
H16_A0131	RSBA7_00274
H16_A1462	RSBA7_01587
H16_A2794	RSBA7_00829
PHG257	RSBA7_03397
H16_A1463	RSBA7_01586
H16_A2793	RSBA7_00830
H16_A0132	RSBA7_00273
PHG256	RSBA7_03398
H16_A0166	RSBA7_04935
H16_A0167	RSBA7_00238
H16_A0168	RSBA7_00236
H16_A1499	RSBA7_01568
H16_A0169	RSBA7_00235
PHG273	RSBA7_03410
PHG272	RSBA7_03409
PHG271	RSBA7_03408
PHG270	RSBA7_03407
PHG266	RSBA7_03413
PHG265	RSBA7_03412
H16_A0160	RSBA7_00245
H16_A0161	RSBA7_00244
H16_A0162	RSBA7_00243
H16_A1494	RSBA7_00983
PHG269	RSBA7_03406
H16_A0163	RSBA7_00242
H16_A1495	RSBA7_02402
H16_A1495	RSBA7_02897
H16_A0164	RSBA7_00240
PHG268	RSBA7_03405
H16_A0165	RSBA7_00239
PHG267	RSBA7_03416
H16_A0155	RSBA7_00248
H16_A0156	RSBA7_04984
H16_A1488	RSBA7_02467
H16_A0158	RSBA7_00247
H16_A0159	RSBA7_00246
PHG283	RSBA7_00124
H16_B2139	RSBA7_01075
H16_B2135	RSBA7_03234
H16_B2132	RSBA7_03073
H16_B2132	RSBA7_00341
H16_B2131	RSBA7_03042
H16_B2130	RSBA7_01430
PHG276	RSBA7_01252
H16_A1480	RSBA7_03065
PHG275	RSBA7_03411
H16_A0150	RSBA7_00254
H16_A1481	RSBA7_01576
H16_A0151	RSBA7_00253
H16_A1482	RSBA7_01575
H16_A1483	RSBA7_01574
H16_A1484	RSBA7_01573
H16_A0153	RSBA7_00251
H16_A1485	RSBA7_01572
H16_A0154	RSBA7_00250
PHG278	RSBA7_04515
H16_A0100	RSBA7_02572
H16_A1431	RSBA7_01611
H16_A2763	RSBA7_00855
H16_A0101	RSBA7_01889
H16_A1432	RSBA7_01610
H16_A2762	RSBA7_00856
H16_A1433	RSBA7_01609
H16_A2765	RSBA7_00853
H16_A1434	RSBA7_01608
H16_A0103	RSBA7_00005
H16_A2764	RSBA7_00854
H16_A1435	RSBA7_01607
H16_A2767	RSBA7_00851
H16_A1436	RSBA7_01606
H16_A2766	RSBA7_00852
H16_A2769	RSBA7_00845
H16_A1437	RSBA7_01605
H16_A1438	RSBA7_01604
H16_A2768	RSBA7_00850
H16_A1439	RSBA7_01603
H16_A0108	RSBA7_00059
H16_A0109	RSBA7_00060
H16_B0388	RSBA7_02299
H16_B0383	RSBA7_01889
H16_B0381	RSBA7_01604
H16_A2761	RSBA7_00857
H16_A1430	RSBA7_01612
H16_A2760	RSBA7_00858
PHG201	RSBA7_00660
H16_A2752	RSBA7_02058
H16_A2752	RSBA7_03135
H16_A2751	RSBA7_02057
H16_A2756	RSBA7_03836
H16_A2756	RSBA7_02076
H16_A2756	RSBA7_00489
H16_A2756	RSBA7_03106
H16_A1425	RSBA7_01287
H16_A2758	RSBA7_04928
H16_A1426	RSBA7_01292
H16_A1429	RSBA7_01613
H16_A2759	RSBA7_04801
H16_B0371	RSBA7_01889
H16_A2750	RSBA7_02056
H16_A0122	RSBA7_00285
H16_A2785	RSBA7_00838
H16_A1454	RSBA7_02560
H16_A1454	RSBA7_01593
H16_A2784	RSBA7_00840
H16_A0123	RSBA7_00284
H16_A1455	RSBA7_01592
H16_A0124	RSBA7_01991
H16_A2787	RSBA7_00839
H16_A1456	RSBA7_01591
H16_A0125	RSBA7_01990
H16_A2786	RSBA7_00837
H16_A1457	RSBA7_01590
H16_A2789	RSBA7_00834
H16_A0126	RSBA7_01989
H16_A0127	RSBA7_01988
H16_A0128	RSBA7_01987
H16_A1459	RSBA7_01589
H16_A0129	RSBA7_01985
H16_B2107	RSBA7_04609
H16_B2107	RSBA7_04630
H16_B2107	RSBA7_04611
H16_B2102	RSBA7_00668
H16_B2100	RSBA7_04736
PHG229	RSBA7_01759
PHG228	RSBA7_01718
PHG228	RSBA7_01760
RALH10251	RSBA7_01695
PHG222	RSBA7_01867
H16_A2781	RSBA7_00205
PHG226	RSBA7_03863
H16_A2780	RSBA7_02261
H16_A1450	RSBA7_04959
PHG225	RSBA7_03863
H16_A0120	RSBA7_00287
H16_A1451	RSBA7_04958
H16_A2783	RSBA7_03064
PHG223	RSBA7_04391
PHG223	RSBA7_04250
PHG223	RSBA7_04492
PHG223	RSBA7_03182
PHG223	RSBA7_04293
PHG223	RSBA7_05099
PHG223	RSBA7_03163
PHG223	RSBA7_04066
PHG223	RSBA7_02870
PHG223	RSBA7_02188
PHG223	RSBA7_00198
PHG223	RSBA7_04478
PHG223	RSBA7_03476
PHG223	RSBA7_03498
PHG223	RSBA7_03883
PHG223	RSBA7_03853
PHG223	RSBA7_00311
PHG223	RSBA7_05017
PHG223	RSBA7_00741
PHG223	RSBA7_00599
PHG223	RSBA7_04459
H16_A1452	RSBA7_01594
H16_A0121	RSBA7_00286
H16_A2782	RSBA7_00098
H16_A1442	RSBA7_03188
H16_A0111	RSBA7_00062
H16_A2774	RSBA7_00842
H16_A0112	RSBA7_00063
H16_A1443	RSBA7_01601
H16_A0113	RSBA7_00064
H16_A1444	RSBA7_01600
H16_A2776	RSBA7_02610
H16_A2775	RSBA7_00841
H16_A0114	RSBA7_00065
H16_A1445	RSBA7_01598
H16_A0115	RSBA7_00066
H16_A1446	RSBA7_01597
PHG240	RSBA7_03404
H16_A0116	RSBA7_00067
H16_A2777	RSBA7_00825
H16_A1447	RSBA7_01596
H16_A0117	RSBA7_00068
H16_A0118	RSBA7_00058
H16_A1449	RSBA7_04962
H16_A0119	RSBA7_00057
H16_B0397	RSBA7_01886
H16_B0395	RSBA7_01889
PHG239	RSBA7_03403
RALH10262	RSBA7_02290
PHG238	RSBA7_03402
PHG232	RSBA7_00234
H16_A2770	RSBA7_00844
H16_A1440	RSBA7_01602
PHG235	RSBA7_03093
H16_A1441	RSBA7_03187
H16_A0110	RSBA7_00061
H16_A2771	RSBA7_00843
H16_A2722	RSBA7_01426
H16_A2725	RSBA7_02036
H16_A2727	RSBA7_02038
H16_A2726	RSBA7_02037
H16_B0348	RSBA7_03622
H16_A2729	RSBA7_02039
H16_A2728	RSBA7_00012
H16_B1672	RSBA7_03992
H16_B0342	RSBA7_01337
H16_B1670	RSBA7_04103
H16_B1671	RSBA7_04102
H16_A2710	RSBA7_00930
H16_A2712	RSBA7_00928
H16_A2711	RSBA7_00929
H16_B1669	RSBA7_00429
H16_A2714	RSBA7_02028
H16_B0338	RSBA7_04007
H16_B0338	RSBA7_03997
H16_A2713	RSBA7_00927
H16_B1667	RSBA7_00431
H16_A2716	RSBA7_02030
RALH10290	RSBA7_03875
H16_A2715	RSBA7_02029
H16_B1668	RSBA7_00430
H16_B0337	RSBA7_03996
H16_A2718	RSBA7_00476
H16_B1665	RSBA7_00433
H16_B1666	RSBA7_00432
H16_A2717	RSBA7_02031
H16_B1663	RSBA7_00435
H16_B1664	RSBA7_00434
H16_B0333	RSBA7_04755
H16_B1661	RSBA7_00437
H16_B1662	RSBA7_00436
H16_B1660	RSBA7_00438
RALH10285	RSBA7_03863
H16_A2741	RSBA7_02051
H16_A2740	RSBA7_02050
H16_A2743	RSBA7_02053
H16_A2742	RSBA7_02052
H16_A1413	RSBA7_03104
H16_A2745	RSBA7_02055
H16_A2744	RSBA7_02054
H16_A2747	RSBA7_02402
H16_A2747	RSBA7_02897
H16_A1415	RSBA7_03038
H16_A1417	RSBA7_03548
H16_A1418	RSBA7_03040
H16_A1419	RSBA7_01616
H16_A1419	RSBA7_03688
H16_B1698	RSBA7_00131
H16_B1696	RSBA7_02110
H16_B0361	RSBA7_02110
H16_B1693	RSBA7_03736
H16_A2730	RSBA7_02040
H16_A2732	RSBA7_02042
H16_A1401	RSBA7_01621
H16_A2731	RSBA7_02041
H16_A2734	RSBA7_02044
H16_A1402	RSBA7_01625
H16_A2733	RSBA7_02043
H16_A1403	RSBA7_01624
H16_A1404	RSBA7_01623
H16_A2736	RSBA7_02046
H16_A2735	RSBA7_02045
H16_A2738	RSBA7_02048
H16_A2737	RSBA7_02047
H16_A2739	RSBA7_02049
H16_B1685	RSBA7_04778
H16_B1683	RSBA7_04778
H16_B0353	RSBA7_01841
H16_B1638	RSBA7_01291
H16_B1639	RSBA7_01290
H16_B1637	RSBA7_01292
H16_B1634	RSBA7_00947
H16_B1634	RSBA7_00122
H16_B1634	RSBA7_04499
H16_B0303	RSBA7_02401
H16_B1632	RSBA7_03795
H16_B1633	RSBA7_01915
H16_B1633	RSBA7_01465
H16_B1630	RSBA7_03791
H16_B1631	RSBA7_03794
RALH12015	RSBA7_03689
PHG287	RSBA7_05032
H16_A0970	RSBA7_00644
H16_B1629	RSBA7_03790
H16_A0974	RSBA7_02821
H16_B1628	RSBA7_02874
H16_A2701	RSBA7_00939
H16_A2700	RSBA7_00940
H16_A2703	RSBA7_00936
H16_B1659	RSBA7_00440
H16_A2702	RSBA7_00938
H16_A2705	RSBA7_00934
H16_B1656	RSBA7_03591
H16_A2704	RSBA7_00935
H16_A2707	RSBA7_00932
H16_B1655	RSBA7_03590
H16_A2706	RSBA7_00933
H16_B0321	RSBA7_04928
H16_A2709	RSBA7_00931
H16_B1653	RSBA7_04363
H16_B1653	RSBA7_04751
H16_B0322	RSBA7_03956
H16_B1651	RSBA7_00091
H16_B0320	RSBA7_03608
H16_A0991	RSBA7_00952
H16_B1649	RSBA7_03704
H16_B0319	RSBA7_03611
H16_B1647	RSBA7_04351
H16_A0999	RSBA7_01966
H16_B1646	RSBA7_04352
H16_B1643	RSBA7_01286
H16_B1644	RSBA7_04836
H16_B1641	RSBA7_01288
H16_B1642	RSBA7_01287
H16_B1640	RSBA7_01289
H16_A0990	RSBA7_02162
H16_B0509	RSBA7_03572
H16_B0503	RSBA7_03038
H16_B1834	RSBA7_02131
H16_B0504	RSBA7_03037
H16_B1835	RSBA7_02130
H16_B0501	RSBA7_03041
H16_B0502	RSBA7_03040
H16_B1830	RSBA7_01554
H16_B1829	RSBA7_01551
H16_B1858	RSBA7_04314
H16_B1859	RSBA7_04315
H16_B1857	RSBA7_04313
H16_B1854	RSBA7_00290
H16_B0523	RSBA7_02234
H16_B1852	RSBA7_04872
H16_B0521	RSBA7_03435
H16_B0522	RSBA7_00127
H16_A2907	RSBA7_00732
H16_A2906	RSBA7_00733
H16_B1851	RSBA7_03042
H16_B0520	RSBA7_03434
H16_A2909	RSBA7_00730
H16_A2908	RSBA7_00731
H16_B0518	RSBA7_03432
H16_B0519	RSBA7_03433
H16_B0516	RSBA7_01948
H16_B1845	RSBA7_01297
H16_B0514	RSBA7_03396
H16_B0515	RSBA7_03251
H16_B0510	RSBA7_03573
H16_B0511	RSBA7_03574
H16_A2085	RSBA7_01340
H16_A2085	RSBA7_01134
H16_A2089	RSBA7_04694
H16_A2071	RSBA7_04747
H16_A2070	RSBA7_01347
H16_A2074	RSBA7_02372
H16_B1818	RSBA7_03848
H16_B1813	RSBA7_03849
H16_B1813	RSBA7_01006
H16_B1810	RSBA7_03836
H16_B1810	RSBA7_02076
H16_B1810	RSBA7_00489
H16_B1810	RSBA7_03106
H16_B1806	RSBA7_02555
H16_A2094	RSBA7_02497
H16_A2097	RSBA7_01344
H16_A2096	RSBA7_01345
H16_A2099	RSBA7_01342
H16_A2098	RSBA7_01343
H16_A2048	RSBA7_01371
H16_A2047	RSBA7_01372
H16_A3378	RSBA7_03489
H16_A2049	RSBA7_01370
H16_A2040	RSBA7_01379
H16_A3370	RSBA7_01443
H16_A2042	RSBA7_01377
H16_A3373	RSBA7_00052
H16_A3372	RSBA7_02604
H16_A2041	RSBA7_01378
H16_A2044	RSBA7_01375
H16_A2043	RSBA7_01376
H16_A2046	RSBA7_01373
H16_A2045	RSBA7_01374
H16_A2037	RSBA7_01382
H16_A2036	RSBA7_01383
H16_A2039	RSBA7_01380
H16_A2038	RSBA7_01381
H16_A3360	RSBA7_02612
H16_A2031	RSBA7_00189
H16_A2031	RSBA7_01388
H16_A2030	RSBA7_01389
H16_A2033	RSBA7_01386
H16_A2032	RSBA7_01387
