ID	Name	Formula_with_ids	Formula_with_Names	EC	Type	Pathways	GPR	Complete_GPR	networks	percentageNetworks
R_TNTR2	TNT nitroreductase 2 Hydroxylamino 4 6 dinitrotoluene 	M_h_c + 2.0 M_nadph_c + M_tnt_c --> M_2hadnt_c + M_h2o_c + 2.0 M_nadp_c	proton_H_ + 2.0 Nicotinamide_adenine_dinucleotide_phosphate___reduced + 2 4 6 Trinitrotoluene --> 2 Hydroxylamino 4 6 dinitrotoluene + H2O + 2.0 Nicotinamide_adenine_dinucleotide_phosphate	null	normal	S_Xenobiotic_tolerance	( RSBA7_00754 ) OR ( RSBDBR229_00547 ) OR ( RSCFB2957_00701 ) OR ( RSGMI1000_00724 ) OR ( RSK60_00990 ) OR ( RSMOLK2_00685 ) OR ( RSPSI07_02557 ) OR ( RSPSS4_00726 ) OR ( RSR24_00759 ) OR ( RSRUN2340_00727 ) OR ( RSUW551_02379 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TNTep	2 4 6 trinitrotoluene extrusion pump	M_h_p + M_tnt_c --> M_h_c + M_tnt_e	proton_H_ + 2 4 6 Trinitrotoluene --> proton_H_ + 2 4 6 Trinitrotoluene	null	transport	S_Xenobiotic_tolerance	( RSBA7_04482 AND RSBA7_04483 AND no_ortholog ) OR ( RSBDBR229_00990 AND RSBDBR229_00991 AND no_ortholog ) OR ( RSCFB2957_04408 AND RSCFB2957_04409 AND no_ortholog ) OR ( RSGMI1000_04571 AND RSGMI1000_04572 AND no_ortholog ) OR ( RSK60_04636 AND RSK60_04637 AND no_ortholog ) OR ( RSMOLK2_01567 AND RSMOLK2_01568 AND no_ortholog ) OR ( RSPSI07_04307 AND RSPSI07_04308 AND no_ortholog ) OR ( RSPSS4_03936 AND RSPSS4_03937 AND no_ortholog ) OR ( RSR24_04416 AND RSR24_04417 AND no_ortholog ) OR ( RSRUN2340_04645 AND RSRUN2340_04646 AND no_ortholog ) OR ( RSUW551_04534 AND RSUW551_04535 AND no_ortholog )	incomplete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TOCHECK	Acetylornithine deacetylase	M_h2o_c + M_nacyllaminoacid_c --> M_carboxylate_c + M_laminoacid_c	H2O + nacyllaminoacid --> carboxylate + laminoacid	null	normal	Urea Cycle and Metabolism of amino groups	( RSBA7_04534 ) OR ( RSBDBR229_01241 ) OR ( RSBDBR229_02393 ) OR ( RSCFB2957_04461 ) OR ( RSGMI1000_04647 ) OR ( RSK60_04679 ) OR ( RSMOLK2_01605 ) OR ( RSPSI07_03468 ) OR ( RSPSI07_04364 ) OR ( RSPSS4_03862 ) OR ( RSR24_03710 ) OR ( RSR24_04465 ) OR ( RSRUN2340_04752 ) OR ( RSUW551_04577 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TOLt5	Toluene transport out via proton antiport cytosolexternal 	M_h_p + M_tol_c --> M_h_c + M_tol_e	proton_H_ + Toluene --> proton_H_ + Toluene	null	transport	S_Transport__solvent_extrusion	( RSBA7_02721 AND RSBA7_02722 AND no_ortholog4 ) OR ( RSBDBR229_02861 AND RSBDBR229_02862 AND no_ortholog4 ) OR ( RSCFB2957_02768 AND RSCFB2957_02769 AND no_ortholog4 ) OR ( RSGMI1000_03017 AND RSGMI1000_03018 AND no_ortholog4 ) OR ( RSK60_02281 AND RSK60_02282 AND no_ortholog4 ) OR ( RSMOLK2_02293 AND RSMOLK2_02294 AND no_ortholog4 ) OR ( RSPSI07_00502 AND RSPSI07_00503 AND no_ortholog4 ) OR ( RSPSS4_03119 AND RSPSS4_03120 AND no_ortholog4 ) OR ( RSR24_03021 AND RSR24_03022 AND no_ortholog4 ) OR ( RSRUN2340_03057 AND RSRUN2340_03058 AND no_ortholog4 ) OR ( RSUW551_02782 AND RSUW551_02783 AND no_ortholog4 )	incomplete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TOLt6	Toluene transport out via proton antiport periplasmexternal 	M_h_p + M_tol_p --> M_h_c + M_tol_e	proton_H_ + Toluene --> proton_H_ + Toluene	null	transport	S_Transport__solvent_extrusion	( RSBA7_02721 AND RSBA7_02722 AND no_ortholog4 ) OR ( RSBDBR229_02861 AND RSBDBR229_02862 AND no_ortholog4 ) OR ( RSCFB2957_02768 AND RSCFB2957_02769 AND no_ortholog4 ) OR ( RSGMI1000_03017 AND RSGMI1000_03018 AND no_ortholog4 ) OR ( RSK60_02281 AND RSK60_02282 AND no_ortholog4 ) OR ( RSMOLK2_02293 AND RSMOLK2_02294 AND no_ortholog4 ) OR ( RSPSI07_00502 AND RSPSI07_00503 AND no_ortholog4 ) OR ( RSPSS4_03119 AND RSPSS4_03120 AND no_ortholog4 ) OR ( RSR24_03021 AND RSR24_03022 AND no_ortholog4 ) OR ( RSRUN2340_03057 AND RSRUN2340_03058 AND no_ortholog4 ) OR ( RSUW551_02782 AND RSUW551_02783 AND no_ortholog4 )	incomplete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TPI	Triose-phosphate isomerase	M_dhap_c <==> M_g3p_c	Dihydroxyacetone_phosphate <==> Glyceraldehyde_3_phosphate	5.3.1.1	normal	Glycolysis_gluconeogenesis	( RSBA7_01909 ) OR ( RSBDBR229_02246 ) OR ( RSCFB2957_01973 ) OR ( RSGMI1000_02110 ) OR ( RSK60_03114 ) OR ( RSMOLK2_03186 ) OR ( RSPSI07_01301 ) OR ( RSPSS4_02212 ) OR ( RSR24_02166 ) OR ( RSRUN2340_01147 ) OR ( RSUW551_00925 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TRDR	Thioredoxin reductase (NADPH)	M_h_c + M_nadph_c + M_trdox_c --> M_nadp_c + M_trdrd_c	proton_H_ + Nicotinamide_adenine_dinucleotide_phosphate___reduced + Oxidized_thioredoxin --> Nicotinamide_adenine_dinucleotide_phosphate + Reduced_thioredoxin	1.8.1.9;1.6.4.5	normal	Oxidative_phosphorylation;Oxidative Phosphorylation	( RSBA7_00072 AND RSBA7_01096 ) OR ( RSBA7_00072 AND RSBA7_02121 ) OR ( RSBA7_00828 AND RSBA7_01096 ) OR ( RSBA7_00828 AND RSBA7_02121 ) OR ( RSBA7_01096 AND RSBA7_01152 ) OR ( RSBA7_01096 AND RSBA7_02350 ) OR ( RSBA7_01152 AND RSBA7_02121 ) OR ( RSBA7_02121 AND RSBA7_02350 ) OR ( RSBDBR229_00070 AND RSBDBR229_01561 ) OR ( RSBDBR229_00070 AND RSBDBR229_03685 ) OR ( RSBDBR229_01113 AND RSBDBR229_01561 ) OR ( RSBDBR229_01113 AND RSBDBR229_03685 ) OR ( RSBDBR229_01561 AND RSBDBR229_01614 ) OR ( RSBDBR229_01561 AND RSBDBR229_03907 ) OR ( RSBDBR229_01614 AND RSBDBR229_03685 ) OR ( RSBDBR229_03685 AND RSBDBR229_03907 ) OR ( RSCFB2957_00072 AND RSCFB2957_01106 ) OR ( RSCFB2957_00072 AND RSCFB2957_02189 ) OR ( RSCFB2957_00773 AND RSCFB2957_01106 ) OR ( RSCFB2957_00773 AND RSCFB2957_02189 ) OR ( RSCFB2957_01106 AND RSCFB2957_01162 ) OR ( RSCFB2957_01106 AND RSCFB2957_02454 ) OR ( RSCFB2957_01162 AND RSCFB2957_02189 ) OR ( RSCFB2957_02189 AND RSCFB2957_02454 ) OR ( RSGMI1000_00069 AND RSGMI1000_01162 ) OR ( RSGMI1000_00069 AND RSGMI1000_02391 ) OR ( RSGMI1000_00803 AND RSGMI1000_01162 ) OR ( RSGMI1000_00803 AND RSGMI1000_02391 ) OR ( RSGMI1000_01162 AND RSGMI1000_01219 ) OR ( RSGMI1000_01162 AND RSGMI1000_02688 ) OR ( RSGMI1000_01219 AND RSGMI1000_02391 ) OR ( RSGMI1000_02391 AND RSGMI1000_02688 ) OR ( RSK60_00485 AND RSK60_00542 ) OR ( RSK60_00485 AND RSK60_02886 ) OR ( RSK60_00542 AND RSK60_00911 ) OR ( RSK60_00542 AND RSK60_01652 ) OR ( RSK60_00542 AND RSK60_02621 ) OR ( RSK60_00911 AND RSK60_02886 ) OR ( RSK60_01652 AND RSK60_02886 ) OR ( RSK60_02621 AND RSK60_02886 ) OR ( RSMOLK2_00076 AND RSMOLK2_02927 ) OR ( RSMOLK2_00076 AND RSMOLK2_04071 ) OR ( RSMOLK2_00762 AND RSMOLK2_02927 ) OR ( RSMOLK2_00762 AND RSMOLK2_04071 ) OR ( RSMOLK2_01969 AND RSMOLK2_02927 ) OR ( RSMOLK2_01969 AND RSMOLK2_04071 ) OR ( RSMOLK2_02927 AND RSMOLK2_04016 ) OR ( RSMOLK2_04016 AND RSMOLK2_04071 ) OR ( RSPSI07_00826 AND RSPSI07_01073 ) OR ( RSPSI07_00826 AND RSPSI07_02150 ) OR ( RSPSI07_01073 AND RSPSI07_02096 ) OR ( RSPSI07_01073 AND RSPSI07_02474 ) OR ( RSPSI07_01073 AND RSPSI07_03182 ) OR ( RSPSI07_02096 AND RSPSI07_02150 ) OR ( RSPSI07_02150 AND RSPSI07_02474 ) OR ( RSPSI07_02150 AND RSPSI07_03182 ) OR ( RSPSI07_03761 ) OR ( RSPSS4_00069 AND RSPSS4_01213 ) OR ( RSPSS4_00069 AND RSPSS4_02493 ) OR ( RSPSS4_00804 AND RSPSS4_01213 ) OR ( RSPSS4_00804 AND RSPSS4_02493 ) OR ( RSPSS4_01213 AND RSPSS4_01270 ) OR ( RSPSS4_01213 AND RSPSS4_02744 ) OR ( RSPSS4_01270 AND RSPSS4_02493 ) OR ( RSPSS4_02493 AND RSPSS4_02744 ) OR ( RSR24_00071 AND RSR24_01163 ) OR ( RSR24_00071 AND RSR24_02391 ) OR ( RSR24_00842 AND RSR24_01163 ) OR ( RSR24_00842 AND RSR24_02391 ) OR ( RSR24_01163 AND RSR24_02060 ) OR ( RSR24_01163 AND no_ortholog ) OR ( RSR24_02060 AND RSR24_02391 ) OR ( RSR24_02391 AND no_ortholog ) OR ( RSRUN2340_00094 AND RSRUN2340_02027 ) OR ( RSRUN2340_00094 AND RSRUN2340_02458 ) OR ( RSRUN2340_00813 AND RSRUN2340_02027 ) OR ( RSRUN2340_00813 AND RSRUN2340_02458 ) OR ( RSRUN2340_01970 AND RSRUN2340_02027 ) OR ( RSRUN2340_01970 AND RSRUN2340_02458 ) OR ( RSRUN2340_02027 AND RSRUN2340_02719 ) OR ( RSRUN2340_02458 AND RSRUN2340_02719 ) OR ( RSUW551_00122 AND RSUW551_00873 ) OR ( RSUW551_00122 AND RSUW551_01738 ) OR ( RSUW551_00873 AND RSUW551_01682 ) OR ( RSUW551_00873 AND RSUW551_02302 ) OR ( RSUW551_00873 AND RSUW551_02472 ) OR ( RSUW551_01682 AND RSUW551_01738 ) OR ( RSUW551_01738 AND RSUW551_02302 ) OR ( RSUW551_01738 AND RSUW551_02472 )	incomplete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TRE6PP	Trehalose-phosphatase	M_h2o_c + M_tre6p_c --> M_pi_c + M_tre_c	H2O + alpha_alpha__Trehalose_6_phosphate --> Phosphate + Trehalose	3.1.3.12	normal	Trehalose_degradation	( RSBA7_04465 ) OR ( RSBDBR229_00999 ) OR ( RSCFB2957_04399 ) OR ( RSGMI1000_04563 ) OR ( RSK60_04627 ) OR ( RSMOLK2_01558 ) OR ( RSPSI07_04299 ) OR ( RSPSS4_03945 ) OR ( RSR24_04411 ) OR ( RSRUN2340_04637 ) OR ( RSUW551_04525 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TRE6PS	Alpha,alpha-trehalose-phosphate synthase (UDP-forming)	M_g6p_c + M_udpg_c --> M_h_c + M_tre6p_c + M_udp_c	D_Glucose_6_phosphate + UDPglucose --> proton_H_ + alpha_alpha__Trehalose_6_phosphate + UDP	2.4.1.15	normal	Trehalose_biosynthesis	( RSBA7_04069 ) OR ( RSBA7_04464 ) OR ( RSBDBR229_00998 ) OR ( RSCFB2957_03994 ) OR ( RSCFB2957_04400 ) OR ( RSGMI1000_04195 ) OR ( RSGMI1000_04564 ) OR ( RSK60_04628 ) OR ( RSMOLK2_01205 ) OR ( RSMOLK2_01559 ) OR ( RSPSI07_03823 ) OR ( RSPSI07_04300 ) OR ( RSPSS4_03944 ) OR ( RSPSS4_04310 ) OR ( RSR24_04031 ) OR ( RSRUN2340_04638 ) OR ( RSRUN2340_04684 ) OR ( RSUW551_04133 ) OR ( RSUW551_04526 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TREHpp	Alpha,alpha-trehalase (periplasm)	M_h2o_p + M_tre_p --> 2.0 M_glc__D_p	H2O + Trehalose --> 2.0 D_Glucose	3.2.1.28	normal	Trehalose_degradation	( RSBA7_03306 ) OR ( RSBDBR229_03419 ) OR ( RSCFB2957_03484 ) OR ( RSGMI1000_03754 ) OR ( RSK60_03824 ) OR ( RSMOLK2_04405 ) OR ( RSPSI07_03488 ) OR ( RSPSS4_04751 ) OR ( RSR24_03721 ) OR ( RSRUN2340_03807 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	91
R_TREtex	Trehalose transport via diffusion (extracellular to periplasm)	M_tre_e <==> M_tre_p	Trehalose <==> Trehalose	null	transport	Transport_carbon_substrate		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TRPO2	L Tryptophanoxygen 2 3 oxidoreductase decyclizing 	M_o2_c + M_trp__L_c --> M_Lfmkynr_c	Dioxygen + L_Tryptophan --> L_Formylkynurenine	1.13.11.52;1.13.11.11	normal	Tryptophan_degradation	( RSBA7_00809 ) OR ( RSBDBR229_03928 ) OR ( RSCFB2957_00756 ) OR ( RSGMI1000_00783 ) OR ( RSK60_00927 ) OR ( RSMOLK2_00741 ) OR ( RSPSI07_02493 ) OR ( RSPSS4_00784 ) OR ( RSR24_00825 ) OR ( RSRUN2340_00797 ) OR ( RSUW551_02322 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TRPODC	L_Tryptophan_oxigenase__decarboxylating_	M_o2_e + M_trp__L_e --> M_co2_e + M_h2o_e + M_iad_e	Dioxygen + L_Tryptophan --> Carbon_dioxide_CO2 + H2O + Indole_3_acetamide	null	normal	IAA_biosynthesis	( RSBDBR229_00250 ) OR ( RSCFB2957_02968 ) OR ( RSGMI1000_03215 ) OR ( RSK60_02080 ) OR ( RSMOLK2_02463 ) OR ( RSPSI07_00298 ) OR ( RSPSS4_03314 ) OR ( RSR24_03217 ) OR ( RSRUN2340_03244 ) OR ( RSUW551_02988 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSRUN2340, RSK60]	91
R_TRPS1	tryptophan_synthase__indoleglycerol_phosphate_	M_3ig3p_c + M_ser__L_c --> M_g3p_c + M_h2o_c + M_trp__L_c	C___3_Indolyl__glycerol_3_phosphate + L_Serine --> Glyceraldehyde_3_phosphate + H2O + L_Tryptophan	null	normal	Tryptophan_biosynthesis	( RSBA7_01822 AND RSBA7_01824 ) OR ( RSBDBR229_04462 AND RSBDBR229_04464 ) OR ( RSCFB2957_01891 AND RSCFB2957_01893 ) OR ( RSGMI1000_02028 AND RSGMI1000_02030 ) OR ( RSK60_03195 AND RSK60_03197 ) OR ( RSMOLK2_03240 AND RSMOLK2_03242 ) OR ( RSPSI07_01383 AND RSPSI07_01385 ) OR ( RSPSS4_02130 AND RSPSS4_02132 ) OR ( RSR24_02081 AND RSR24_02083 ) OR ( RSRUN2340_01227 AND RSRUN2340_01229 ) OR ( RSUW551_01008 AND RSUW551_01010 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TRPt2rpp	L-tryptophan reversible transport via proton symport (periplasm)	M_h_p + M_trp__L_p <==> M_h_c + M_trp__L_c	proton_H_ + L_Tryptophan <==> proton_H_ + L_Tryptophan	null	transport	Cofactor and Prosthetic Group Biosynthesis;Transport, Inner Membrane;Transport_carbon_substrate	( RSBA7_02401 ) OR ( RSBA7_03784 ) OR ( RSCFB2957_02506 ) OR ( RSCFB2957_04237 ) OR ( RSGMI1000_02154 ) OR ( RSK60_04458 ) OR ( RSMOLK2_02032 ) OR ( RSMOLK2_04623 ) OR ( RSPSS4_02256 ) OR ( RSR24_00457 ) OR ( RSRUN2340_04182 ) OR ( RSRUN2340_04951 ) OR ( RSUW551_02525 ) OR ( RSUW551_03836 )	complete_gpr	[RSPSS4, RSMOLK2, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBA7, RSRUN2340, RSK60]	82
R_TRPtex	L-tryptophan transport via diffusion (extracellular to periplasm)	M_trp__L_e <==> M_trp__L_p	L_Tryptophan <==> L_Tryptophan	null	transport	Transport_carbon_substrate		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TRSARr	tartronate_semialdehyde_reductase	M_2h3oppan_c + M_h_c + M_nadh_c --> M_glyc__R_c + M_nad_c	2_Hydroxy_3_oxopropanoate + proton_H_ + Nicotinamide_adenine_dinucleotide___reduced --> R__Glycerate + Nicotinamide_adenine_dinucleotide	null	normal	glycolate_and_glyoxylate_degradation	( RSBA7_02207 ) OR ( RSBA7_02957 ) OR ( RSBDBR229_03255 ) OR ( RSBDBR229_03774 ) OR ( RSCFB2957_02281 ) OR ( RSCFB2957_03047 ) OR ( RSGMI1000_02480 ) OR ( RSGMI1000_03343 ) OR ( RSK60_02794 ) OR ( RSMOLK2_02636 ) OR ( RSMOLK2_02844 ) OR ( RSPSI07_00152 ) OR ( RSPSI07_00986 ) OR ( RSPSS4_02582 ) OR ( RSPSS4_03439 ) OR ( RSR24_02482 ) OR ( RSR24_03356 ) OR ( RSRUN2340_02546 ) OR ( RSRUN2340_03391 ) OR ( RSUW551_00791 ) OR ( RSUW551_03074 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TSULabcpp	Thiosulfate transport via ABC system (periplasm)	M_atp_c + M_h2o_c + M_tsul_p --> M_adp_c + M_h_c + M_pi_c + M_tsul_c	ATP + H2O + Thiosulfate --> ADP + proton_H_ + Phosphate + Thiosulfate	3.6.3.25	transport	Transport_ion_substrate	( RSBA7_01304 AND RSBA7_01309 AND RSBA7_01310 AND RSBA7_01311 ) OR ( RSBDBR229_01827 AND RSBDBR229_01836 AND RSBDBR229_01837 AND RSBDBR229_01838 ) OR ( RSCFB2957_01315 AND RSCFB2957_01320 AND RSCFB2957_01321 AND RSCFB2957_01322 ) OR ( RSGMI1000_01368 AND RSGMI1000_01377 AND RSGMI1000_01378 AND RSGMI1000_01379 ) OR ( RSK60_00317 AND RSK60_00318 AND RSK60_00319 AND RSK60_00329 ) OR ( RSMOLK2_03848 AND RSMOLK2_03849 AND RSMOLK2_03850 AND RSMOLK2_03860 ) OR ( RSPSI07_01927 AND RSPSI07_01928 AND RSPSI07_01929 AND RSPSI07_01938 ) OR ( RSPSS4_01419 AND RSPSS4_01428 AND RSPSS4_01429 AND RSPSS4_01430 ) OR ( RSR24_01870 AND RSR24_01871 AND RSR24_01872 AND RSR24_01881 ) OR ( RSRUN2340_01802 AND RSRUN2340_01803 AND RSRUN2340_01804 AND RSRUN2340_01813 ) OR ( RSUW551_01512 AND RSUW551_01513 AND RSUW551_01514 AND RSUW551_01524 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TSULtex	Thiosulfate transport via diffusion (extracellular to periplasm)	M_tsul_e <==> M_tsul_p	Thiosulfate <==> Thiosulfate	null	transport	Transport_ion_substrate		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TTDCAtexi	Tetradecanoate_transport_via_diffusion__extracellular_to_periplasm_	M_ttdca_e <==> M_ttdca_p	tetradecanoate__n_C14_0_ <==> tetradecanoate__n_C14_0_	null	transport	Transport_carbon_substrate		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TTDCEAtexi	Tetradecenoate_transport_via_diffusion__extracellular_to_periplasm_	M_ttdcea_e <==> M_ttdcea_p	tetradecenoate__n_C14_1_ <==> tetradecenoate__n_C14_1_	null	transport	Transport_carbon_substrate		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TTRCYCt5	Tetracycline transport via TtgABC system	M_h_p + M_ttrcyc_c --> M_h_c + M_ttrcyc_e	proton_H_ + Tetracycline --> proton_H_ + tetracycline	null	transport	S_Transport__solvent_extrusion	( RSBA7_02721 AND RSBA7_02722 AND no_ortholog4 ) OR ( RSBDBR229_02861 AND RSBDBR229_02862 AND no_ortholog4 ) OR ( RSCFB2957_02768 AND RSCFB2957_02769 AND no_ortholog4 ) OR ( RSGMI1000_03017 AND RSGMI1000_03018 AND no_ortholog4 ) OR ( RSK60_02281 AND RSK60_02282 AND no_ortholog4 ) OR ( RSMOLK2_02293 AND RSMOLK2_02294 AND no_ortholog4 ) OR ( RSPSI07_00502 AND RSPSI07_00503 AND no_ortholog4 ) OR ( RSPSS4_03119 AND RSPSS4_03120 AND no_ortholog4 ) OR ( RSR24_03021 AND RSR24_03022 AND no_ortholog4 ) OR ( RSRUN2340_03057 AND RSRUN2340_03058 AND no_ortholog4 ) OR ( RSUW551_02782 AND RSUW551_02783 AND no_ortholog4 )	incomplete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_TTRCYCtex	Tetracycline transport via diffusion (extracellular to periplasm)	M_ttrcyc_e <==> M_ttrcyc_p	tetracycline <==> tetracycline	null	transport	Transport_antibiotic_compound		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
