RSc0338	RSCFB2957_00294
RSp1337	RSCFB2957_04579
RSp0009	RSCFB2957_03234
RSp0009	RSCFB2957_00288
RSp1301	RSCFB2957_03861
RSp1305	RSCFB2957_03661
RSp1305	RSCFB2957_03660
RSp1305	RSCFB2957_03637
RSp1305	RSCFB2957_03965
RSp1305	RSCFB2957_01721
RSp1305	RSCFB2957_03327
RSp1305	RSCFB2957_00154
RSp1305	RSCFB2957_03654
RSp1305	RSCFB2957_03003
RSp1306	RSCFB2957_04579
RSp1303	RSCFB2957_02177
RSp1303	RSCFB2957_03220
RSp1303	RSCFB2957_00867
RSp1303	RSCFB2957_01405
RSp1303	RSCFB2957_00203
RSp1303	RSCFB2957_03219
RSp1303	RSCFB2957_02894
RSp1303	RSCFB2957_04895
RSp1309	RSCFB2957_04582
RSp1307	RSCFB2957_04580
RSp1308	RSCFB2957_04581
RSc2517	RSCFB2957_02382
RSc2516	RSCFB2957_02381
RSc2515	RSCFB2957_00559
RSc2515	RSCFB2957_02380
RSc2514	RSCFB2957_02379
RSc2519	RSCFB2957_02385
RSc2518	RSCFB2957_02384
RSc2513	RSCFB2957_02377
RSc2512	RSCFB2957_02376
RSc2510	RSCFB2957_02374
RSp1603	RSCFB2957_04874
RSp1600	RSCFB2957_04871
RSp1601	RSCFB2957_04872
RSp1606	RSCFB2957_04877
RSp1607	RSCFB2957_04878
RSp1604	RSCFB2957_04875
RSp1605	RSCFB2957_04876
RSp1608	RSCFB2957_04879
RSp1609	RSCFB2957_04880
RSc2506	RSCFB2957_02370
RSc2505	RSCFB2957_02369
RSc2504	RSCFB2957_02368
RSc2503	RSCFB2957_02367
RSc2509	RSCFB2957_02373
RSc2508	RSCFB2957_02372
RSc2507	RSCFB2957_02371
RSc2502	RSCFB2957_02366
RSc2501	RSCFB2957_02363
RSc2500	RSCFB2957_02362
RSc0798	RSCFB2957_00795
RSc0799	RSCFB2957_00796
RSc0793	RSCFB2957_00786
RSc0790	RSCFB2957_00784
RSc0791	RSCFB2957_00785
RSc0796	RSCFB2957_00789
RSc0797	RSCFB2957_00790
RSc0794	RSCFB2957_00787
RSc0795	RSCFB2957_00788
RSp1624	RSCFB2957_03755
RSp1625	RSCFB2957_02177
RSp1625	RSCFB2957_03220
RSp1625	RSCFB2957_00867
RSp1625	RSCFB2957_01405
RSp1625	RSCFB2957_00203
RSp1625	RSCFB2957_03219
RSp1625	RSCFB2957_02894
RSp1625	RSCFB2957_04895
RSp1628	RSCFB2957_02177
RSp1628	RSCFB2957_03220
RSp1628	RSCFB2957_00867
RSp1628	RSCFB2957_01405
RSp1628	RSCFB2957_00203
RSp1628	RSCFB2957_03219
RSp1628	RSCFB2957_02894
RSp1628	RSCFB2957_04895
RSp1629	RSCFB2957_03755
RSc0789	RSCFB2957_00783
RSc0787	RSCFB2957_00781
RSc0788	RSCFB2957_00782
RSc0781	RSCFB2957_00775
RSc0782	RSCFB2957_00776
RSc0780	RSCFB2957_00774
RSc0785	RSCFB2957_00779
RSc0786	RSCFB2957_00780
RSc0784	RSCFB2957_00778
RSc0784	RSCFB2957_01744
RSp1610	RSCFB2957_01676
RSp1613	RSCFB2957_01708
RSp1613	RSCFB2957_04884
RSp1614	RSCFB2957_04885
RSp1611	RSCFB2957_04882
RSp1611	RSCFB2957_00708
RSp1611	RSCFB2957_04292
RSp1611	RSCFB2957_00033
RSp1612	RSCFB2957_04883
RSp1612	RSCFB2957_04293
RSp1615	RSCFB2957_04886
RSp1616	RSCFB2957_04887
RSc0778	RSCFB2957_00772
RSc0779	RSCFB2957_00773
RSc0777	RSCFB2957_00771
RSc0774	RSCFB2957_00769
RSc0775	RSCFB2957_00770
RSc0772	RSCFB2957_00767
RSc0773	RSCFB2957_00768
RSc0767	RSCFB2957_00765
RSc0765	RSCFB2957_00763
RSc0766	RSCFB2957_00764
RSc0769	RSCFB2957_00766
RSc0760	RSCFB2957_00758
RSc0763	RSCFB2957_00761
RSc0764	RSCFB2957_00762
RSc0761	RSCFB2957_00759
RSc0762	RSCFB2957_00760
RSc0756	RSCFB2957_00754
RSc0757	RSCFB2957_00755
RSc0754	RSCFB2957_00752
RSc0755	RSCFB2957_00753
RSc0758	RSCFB2957_00756
RSc0759	RSCFB2957_00757
RSc0752	RSCFB2957_00750
RSc0753	RSCFB2957_00751
RSc0750	RSCFB2957_00748
RSc0751	RSCFB2957_00749
RSc0745	RSCFB2957_00743
RSc0743	RSCFB2957_00741
RSc0743	RSCFB2957_02475
RSc0744	RSCFB2957_00742
RSc0749	RSCFB2957_00747
RSc0747	RSCFB2957_00745
RSc0748	RSCFB2957_00746
RSc0741	RSCFB2957_03256
RSc0742	RSCFB2957_03255
RSc0742	RSCFB2957_04615
RSc1266	RSCFB2957_01245
RSc2597	RSCFB2957_01563
RSc1265	RSCFB2957_01244
RSc1264	RSCFB2957_01243
RSc1263	RSCFB2957_01242
RSc1269	RSCFB2957_01248
RSc1268	RSCFB2957_01247
RSc1267	RSCFB2957_01246
RSc2598	RSCFB2957_00629
RSc1273	RSCFB2957_01252
RSc1272	RSCFB2957_01251
RSc1271	RSCFB2957_01250
RSc1270	RSCFB2957_01249
RSc1255	RSCFB2957_01234
RSc1254	RSCFB2957_01233
RSc1253	RSCFB2957_01232
RSc1252	RSCFB2957_01231
RSc1259	RSCFB2957_01238
RSc1258	RSCFB2957_04142
RSc1258	RSCFB2957_01237
RSc1257	RSCFB2957_01236
RSc1256	RSCFB2957_01235
RSc1262	RSCFB2957_01241
RSc1261	RSCFB2957_01240
RSc1260	RSCFB2957_01239
RSc1249	RSCFB2957_01213
RSc1243	RSCFB2957_01222
RSc1242	RSCFB2957_04905
RSc1242	RSCFB2957_01221
RSc2572	RSCFB2957_02438
RSc1241	RSCFB2957_01220
RSc1245	RSCFB2957_01216
RSc1251	RSCFB2957_01230
RSc1250	RSCFB2957_01229
RSc1239	RSCFB2957_01224
RSc2569	RSCFB2957_02435
RSc2569	RSCFB2957_02434
RSc1238	RSCFB2957_01225
RSc2564	RSCFB2957_02429
RSc1233	RSCFB2957_01209
RSc1232	RSCFB2957_01208
RSc2563	RSCFB2957_02428
RSc1231	RSCFB2957_01207
RSc2562	RSCFB2957_02427
RSc2561	RSCFB2957_01768
RSc2561	RSCFB2957_02426
RSc1230	RSCFB2957_01206
RSc1237	RSCFB2957_01226
RSc2568	RSCFB2957_02433
RSc2567	RSCFB2957_02432
RSc2566	RSCFB2957_02436
RSc2566	RSCFB2957_02431
RSc1235	RSCFB2957_01211
RSc1234	RSCFB2957_01864
RSc1234	RSCFB2957_01210
RSc2565	RSCFB2957_02430
RSc1240	RSCFB2957_01223
RSc2571	RSCFB2957_02437
RSc2570	RSCFB2957_02436
RSc2570	RSCFB2957_02431
RSc1229	RSCFB2957_01205
RSc1228	RSCFB2957_01204
RSc2559	RSCFB2957_02424
RSc2558	RSCFB2957_02423
RSc1227	RSCFB2957_01202
RSc2553	RSCFB2957_02418
RSc1222	RSCFB2957_01197
RSc1221	RSCFB2957_01196
RSc2552	RSCFB2957_02417
RSc1220	RSCFB2957_01195
RSc2551	RSCFB2957_02416
RSc2550	RSCFB2957_02415
RSc1226	RSCFB2957_01201
RSc2557	RSCFB2957_02422
RSc2556	RSCFB2957_02421
RSc1225	RSCFB2957_01200
RSc1224	RSCFB2957_01199
RSc2555	RSCFB2957_02420
RSc2554	RSCFB2957_02419
RSc1223	RSCFB2957_01198
RSc2560	RSCFB2957_02425
RSc1219	RSCFB2957_01194
RSc2549	RSCFB2957_02414
RSc1218	RSCFB2957_01193
RSc1217	RSCFB2957_01192
RSc2548	RSCFB2957_04647
RSc1216	RSCFB2957_01191
RSc1211	RSCFB2957_01186
RSc2542	RSCFB2957_02409
RSc2541	RSCFB2957_02407
RSc1210	RSCFB2957_01185
RSc2540	RSCFB2957_02406
RSc2546	RSCFB2957_02413
RSc1215	RSCFB2957_01190
RSc2545	RSCFB2957_02412
RSc1214	RSCFB2957_01189
RSc2544	RSCFB2957_02411
RSc1213	RSCFB2957_01188
RSc1212	RSCFB2957_01187
RSc2543	RSCFB2957_02410
RSc2539	RSCFB2957_02405
RSc1208	RSCFB2957_01183
RSc2538	RSCFB2957_02404
RSc1207	RSCFB2957_01182
RSc1206	RSCFB2957_01181
RSc2537	RSCFB2957_02403
RSc2536	RSCFB2957_04339
RSc1205	RSCFB2957_01180
RSc1209	RSCFB2957_01184
RSc2531	RSCFB2957_02399
RSc1200	RSCFB2957_01175
RSc2530	RSCFB2957_02398
RSc1204	RSCFB2957_01179
RSc2534	RSCFB2957_02402
RSc1203	RSCFB2957_01178
RSc1202	RSCFB2957_01177
RSc2533	RSCFB2957_02401
RSc2532	RSCFB2957_02400
RSc1201	RSCFB2957_01176
RSc2528	RSCFB2957_02396
RSc2527	RSCFB2957_02394
RSc2526	RSCFB2957_02393
RSc2525	RSCFB2957_03747
RSc2529	RSCFB2957_02397
RSc2520	RSCFB2957_02387
RSc2524	RSCFB2957_02391
RSc2523	RSCFB2957_02390
RSc2522	RSCFB2957_02389
RSc2521	RSCFB2957_02388
RSc3049	RSCFB2957_02863
RSc3045	RSCFB2957_02859
RSc3046	RSCFB2957_02860
RSc3047	RSCFB2957_02861
RSc3048	RSCFB2957_02862
RSc3052	RSCFB2957_02866
RSc3053	RSCFB2957_02867
RSc3054	RSCFB2957_02868
RSc3050	RSCFB2957_02864
RSc3051	RSCFB2957_02865
RSc3038	RSCFB2957_02846
RSc3039	RSCFB2957_02847
RSc3034	RSCFB2957_02842
RSc3035	RSCFB2957_02843
RSc3036	RSCFB2957_02844
RSc3037	RSCFB2957_02845
RSc3041	RSCFB2957_02829
RSc3041	RSCFB2957_02850
RSc3044	RSCFB2957_02858
RSc3040	RSCFB2957_02848
RSc3027	RSCFB2957_02835
RSc3028	RSCFB2957_02836
RSc3029	RSCFB2957_02837
RSc3023	RSCFB2957_02831
RSc3024	RSCFB2957_02832
RSc3025	RSCFB2957_02833
RSc3026	RSCFB2957_02834
RSc3030	RSCFB2957_02838
RSc3031	RSCFB2957_02839
RSc3032	RSCFB2957_02840
RSc3033	RSCFB2957_02841
RSc3016	RSCFB2957_02824
RSc3017	RSCFB2957_02825
RSc3018	RSCFB2957_02826
RSc3019	RSCFB2957_02827
RSc3012	RSCFB2957_02820
RSc3013	RSCFB2957_02821
RSc3014	RSCFB2957_02822
RSc3015	RSCFB2957_02823
RSc3020	RSCFB2957_02828
RSc3021	RSCFB2957_02829
RSc3021	RSCFB2957_02850
RSc3022	RSCFB2957_04053
RSc3022	RSCFB2957_02830
RSc3009	RSCFB2957_02817
RSc3005	RSCFB2957_02813
RSp0391	RSCFB2957_03599
RSc3006	RSCFB2957_02814
RSp0392	RSCFB2957_03600
RSc3007	RSCFB2957_02815
RSc3008	RSCFB2957_02816
RSp0390	RSCFB2957_03598
RSc3001	RSCFB2957_02809
RSp0395	RSCFB2957_03603
RSc3002	RSCFB2957_02810
RSp0396	RSCFB2957_03604
RSc3003	RSCFB2957_02811
RSp0393	RSCFB2957_03601
RSc3004	RSCFB2957_02812
RSp0394	RSCFB2957_03602
RSp0399	RSCFB2957_03607
RSc3010	RSCFB2957_02818
RSp0398	RSCFB2957_03608
RSp0398	RSCFB2957_03605
RSp0398	RSCFB2957_04803
RSc3011	RSCFB2957_02819
RSp0380	RSCFB2957_00554
RSp0380	RSCFB2957_03588
RSc1299	RSCFB2957_01277
RSc1298	RSCFB2957_01276
RSp0381	RSCFB2957_03589
RSc1296	RSCFB2957_01275
RSp0384	RSCFB2957_03592
RSp0385	RSCFB2957_03593
RSp0382	RSCFB2957_03590
RSp0383	RSCFB2957_03591
RSp0388	RSCFB2957_03596
RSp0389	RSCFB2957_03597
RSp0386	RSCFB2957_03594
RSc3000	RSCFB2957_02808
RSp0387	RSCFB2957_03595
RSc1288	RSCFB2957_01267
RSc1287	RSCFB2957_01266
RSc1286	RSCFB2957_01265
RSc1285	RSCFB2957_01264
RSc1289	RSCFB2957_01268
RSc1291	RSCFB2957_01270
RSc1290	RSCFB2957_01269
RSc1295	RSCFB2957_01274
RSc1294	RSCFB2957_01273
RSc1293	RSCFB2957_01272
RSc1292	RSCFB2957_01271
RSc1277	RSCFB2957_01256
RSc1276	RSCFB2957_01255
RSc1275	RSCFB2957_01254
RSc1274	RSCFB2957_01253
RSc1279	RSCFB2957_01258
RSc1278	RSCFB2957_01257
RSc1280	RSCFB2957_01259
RSc1284	RSCFB2957_01263
RSc1283	RSCFB2957_01262
RSc1282	RSCFB2957_01261
RSc1281	RSCFB2957_01260
RSc0855	RSCFB2957_04993
RSc0855	RSCFB2957_03816
RSc0856	RSCFB2957_03817
RSc0856	RSCFB2957_04994
RSc0853	RSCFB2957_04991
RSc0853	RSCFB2957_03814
RSc0853	RSCFB2957_03813
RSc0854	RSCFB2957_04992
RSc0854	RSCFB2957_03815
RSc0859	RSCFB2957_03820
RSc0859	RSCFB2957_04997
RSc0857	RSCFB2957_03818
RSc0857	RSCFB2957_04995
RSc0858	RSCFB2957_03819
RSc0858	RSCFB2957_04996
RSp1682	RSCFB2957_04536
RSp0351	RSCFB2957_03558
RSc0852	RSCFB2957_04990
RSc0852	RSCFB2957_03811
RSp1683	RSCFB2957_04660
RSp1683	RSCFB2957_04658
RSp0352	RSCFB2957_03559
RSp1680	RSCFB2957_04536
RSc0850	RSCFB2957_03809
RSc0850	RSCFB2957_04988
RSc0850	RSCFB2957_02997
RSp0350	RSCFB2957_03557
RSp0355	RSCFB2957_03562
RSp0356	RSCFB2957_03564
RSp0353	RSCFB2957_03560
RSp0354	RSCFB2957_03561
RSp0359	RSCFB2957_03567
RSp0357	RSCFB2957_03565
RSp0358	RSCFB2957_03566
RSc0844	RSCFB2957_04982
RSc0844	RSCFB2957_03803
RSc0845	RSCFB2957_03804
RSc0845	RSCFB2957_04983
RSc0842	RSCFB2957_03804
RSc0842	RSCFB2957_04983
RSc0848	RSCFB2957_03806
RSc0848	RSCFB2957_04985
RSc0849	RSCFB2957_03808
RSc0849	RSCFB2957_04987
RSc0846	RSCFB2957_03805
RSc0846	RSCFB2957_04984
RSc0847	RSCFB2957_03807
RSc0847	RSCFB2957_04986
RSc0840	RSCFB2957_04980
RSc0840	RSCFB2957_03801
RSp1671	RSCFB2957_04951
RSp0340	RSCFB2957_03547
RSc0841	RSCFB2957_04981
RSc0841	RSCFB2957_03802
RSp1672	RSCFB2957_04952
RSp0341	RSCFB2957_03548
RSp1670	RSCFB2957_04950
RSp1675	RSCFB2957_04812
RSp0344	RSCFB2957_03551
RSp0345	RSCFB2957_03552
RSp1676	RSCFB2957_04955
RSp0342	RSCFB2957_03549
RSp1673	RSCFB2957_04953
RSp0343	RSCFB2957_03550
RSp1674	RSCFB2957_04954
RSp1679	RSCFB2957_04536
RSp0348	RSCFB2957_03555
RSp0349	RSCFB2957_03556
RSp0346	RSCFB2957_03553
RSp1677	RSCFB2957_04956
RSp1678	RSCFB2957_04957
RSp0347	RSCFB2957_03554
RSc0833	RSCFB2957_03794
RSc0833	RSCFB2957_04973
RSc0834	RSCFB2957_04974
RSc0834	RSCFB2957_03795
RSc0837	RSCFB2957_04977
RSc0837	RSCFB2957_03798
RSc0838	RSCFB2957_04978
RSc0838	RSCFB2957_03799
RSc0835	RSCFB2957_04975
RSc0835	RSCFB2957_03796
RSc0836	RSCFB2957_04976
RSc0836	RSCFB2957_03797
RSp0370	RSCFB2957_03578
RSp0373	RSCFB2957_03581
RSp0374	RSCFB2957_03582
RSc0830	RSCFB2957_03790
RSc0830	RSCFB2957_04969
RSp0371	RSCFB2957_03579
RSp0372	RSCFB2957_03580
RSp0377	RSCFB2957_03585
RSp0378	RSCFB2957_03586
RSp0375	RSCFB2957_03583
RSp0376	RSCFB2957_03584
RSp0379	RSCFB2957_03587
RSc0839	RSCFB2957_04979
RSc0839	RSCFB2957_03800
RSc0821	RSCFB2957_01442
RSc0826	RSCFB2957_04967
RSp0362	RSCFB2957_03570
RSp0363	RSCFB2957_03571
RSp0360	RSCFB2957_03568
RSp0361	RSCFB2957_03569
RSp0366	RSCFB2957_03574
RSp0367	RSCFB2957_03575
RSp0364	RSCFB2957_03572
RSp0365	RSCFB2957_03573
RSp0368	RSCFB2957_03576
RSp0369	RSCFB2957_03577
RSc0828	RSCFB2957_02177
RSc0828	RSCFB2957_03220
RSc0828	RSCFB2957_00867
RSc0828	RSCFB2957_01405
RSc0828	RSCFB2957_00203
RSc0828	RSCFB2957_03219
RSc0828	RSCFB2957_02894
RSc0828	RSCFB2957_04895
RSc0829	RSCFB2957_03221
RSc0829	RSCFB2957_00866
RSc0829	RSCFB2957_00202
RSc0829	RSCFB2957_01404
RSc0829	RSCFB2957_02178
RSc0829	RSCFB2957_02893
RSc0829	RSCFB2957_03213
RSc0811	RSCFB2957_00808
RSc0810	RSCFB2957_00807
RSc0815	RSCFB2957_00812
RSc0816	RSCFB2957_00813
RSc0813	RSCFB2957_00809
RSc0814	RSCFB2957_00810
RSc3096	RSCFB2957_02910
RSp1642	RSCFB2957_04925
RSp0311	RSCFB2957_03518
RSp0312	RSCFB2957_04068
RSp0312	RSCFB2957_03519
RSp0312	RSCFB2957_00014
RSc3097	RSCFB2957_02911
RSp1640	RSCFB2957_04923
RSc3098	RSCFB2957_02912
RSp1641	RSCFB2957_04924
RSc3099	RSCFB2957_02913
RSp0310	RSCFB2957_03517
RSc3092	RSCFB2957_02905
RSp1646	RSCFB2957_04929
RSp0315	RSCFB2957_03522
RSc3093	RSCFB2957_02906
RSp1647	RSCFB2957_04934
RSp0316	RSCFB2957_03523
RSc3094	RSCFB2957_02907
RSp1644	RSCFB2957_04927
RSp0313	RSCFB2957_03520
RSp1645	RSCFB2957_04928
RSp0314	RSCFB2957_03521
RSp0319	RSCFB2957_03528
RSp0317	RSCFB2957_03524
RSc0817	RSCFB2957_00814
RSc3091	RSCFB2957_02904
RSc0818	RSCFB2957_00815
RSp1649	RSCFB2957_04935
RSp0318	RSCFB2957_03525
RSc0800	RSCFB2957_00797
RSc0801	RSCFB2957_00798
RSc0804	RSCFB2957_00801
RSc0805	RSCFB2957_00802
RSc0802	RSCFB2957_00799
RSc0803	RSCFB2957_00800
RSc3078	RSCFB2957_02888
RSc3079	RSCFB2957_02889
RSc3085	RSCFB2957_02899
RSc3085	RSCFB2957_02999
RSc3085	RSCFB2957_03850
RSp0300	RSCFB2957_03509
RSc3086	RSCFB2957_02901
RSp1632	RSCFB2957_04903
RSp0301	RSCFB2957_04709
RSc3087	RSCFB2957_02902
RSc3088	RSCFB2957_02903
RSp1630	RSCFB2957_04902
RSp1635	RSCFB2957_04906
RSp0304	RSCFB2957_03511
RSp0305	RSCFB2957_03512
RSp1636	RSCFB2957_04907
RSp1633	RSCFB2957_04904
RSc3083	RSCFB2957_02890
RSp1634	RSCFB2957_04905
RSp1634	RSCFB2957_01221
RSp0303	RSCFB2957_01425
RSp0303	RSCFB2957_03510
RSc3084	RSCFB2957_02891
RSc0808	RSCFB2957_00805
RSp0308	RSCFB2957_03515
RSp1639	RSCFB2957_04910
RSc0809	RSCFB2957_00806
RSp0309	RSCFB2957_03516
RSp1637	RSCFB2957_04908
RSc0806	RSCFB2957_00803
RSp0306	RSCFB2957_03513
RSp0307	RSCFB2957_03514
RSc0807	RSCFB2957_00804
RSp1638	RSCFB2957_04909
RSc3067	RSCFB2957_02878
RSc3068	RSCFB2957_02879
RSp0330	RSCFB2957_03383
RSp0330	RSCFB2957_00612
RSc3069	RSCFB2957_02880
RSp1664	RSCFB2957_04944
RSc3074	RSCFB2957_02885
RSp0333	RSCFB2957_03540
RSc3075	RSCFB2957_02886
RSp1665	RSCFB2957_04945
RSp0334	RSCFB2957_03541
RSp0331	RSCFB2957_03384
RSp0331	RSCFB2957_00611
RSp1662	RSCFB2957_04941
RSc3076	RSCFB2957_02886
RSc3077	RSCFB2957_02887
RSp1663	RSCFB2957_04942
RSp0337	RSCFB2957_03544
RSp0337	RSCFB2957_02024
RSp1668	RSCFB2957_04948
RSc3070	RSCFB2957_02881
RSp0338	RSCFB2957_01159
RSp0338	RSCFB2957_03545
RSc3071	RSCFB2957_02882
RSp1669	RSCFB2957_04949
RSp0335	RSCFB2957_05004
RSp0335	RSCFB2957_03827
RSp0335	RSCFB2957_04393
RSp0335	RSCFB2957_02326
RSp0335	RSCFB2957_03257
RSp0335	RSCFB2957_03542
RSp1666	RSCFB2957_04946
RSc3072	RSCFB2957_02883
RSp1667	RSCFB2957_04947
RSc3073	RSCFB2957_02884
RSp0336	RSCFB2957_03543
RSp0339	RSCFB2957_03546
RSc3057	RSCFB2957_02869
RSp1650	RSCFB2957_04936
RSc3058	RSCFB2957_02870
RSc3059	RSCFB2957_02871
RSc3059	RSCFB2957_02872
RSc3063	RSCFB2957_02875
RSp0322	RSCFB2957_03532
RSp1653	RSCFB2957_04939
RSp1654	RSCFB2957_04940
RSc3064	RSCFB2957_02876
RSp0323	RSCFB2957_03533
RSp0320	RSCFB2957_03530
RSp1651	RSCFB2957_04937
RSc3065	RSCFB2957_02877
RSp0321	RSCFB2957_03531
RSp1652	RSCFB2957_04938
RSp0326	RSCFB2957_03536
RSc3060	RSCFB2957_02871
RSc3060	RSCFB2957_02872
RSp0327	RSCFB2957_03537
RSp0324	RSCFB2957_03534
RSc3061	RSCFB2957_02873
RSp0325	RSCFB2957_03535
RSc3062	RSCFB2957_02874
RSc0699	RSCFB2957_00698
RSc0693	RSCFB2957_00692
RSc0694	RSCFB2957_00693
RSc0691	RSCFB2957_00690
RSc0692	RSCFB2957_00691
RSc0697	RSCFB2957_00696
RSc0698	RSCFB2957_00697
RSc0695	RSCFB2957_00694
RSc0696	RSCFB2957_00695
RSc0688	RSCFB2957_00687
RSc0689	RSCFB2957_00688
RSc0682	RSCFB2957_00681
RSc0683	RSCFB2957_00682
RSc0680	RSCFB2957_00679
RSc0681	RSCFB2957_00680
RSc0686	RSCFB2957_00685
RSc0687	RSCFB2957_00686
RSc0684	RSCFB2957_00683
RSc0685	RSCFB2957_00684
RSc0690	RSCFB2957_00689
RSc0679	RSCFB2957_00678
RSc0677	RSCFB2957_00676
RSc0678	RSCFB2957_00677
RSc0671	RSCFB2957_00670
RSc0672	RSCFB2957_00671
RSc0670	RSCFB2957_00669
RSc0675	RSCFB2957_00674
RSc0676	RSCFB2957_00675
RSc0674	RSCFB2957_00673
RSp1500	RSCFB2957_04819
RSp1503	RSCFB2957_03262
RSp1504	RSCFB2957_03261
RSp1501	RSCFB2957_03264
RSp1502	RSCFB2957_03263
RSp1507	RSCFB2957_04784
RSp1508	RSCFB2957_04785
RSp1505	RSCFB2957_03260
RSp1506	RSCFB2957_04783
RSp1509	RSCFB2957_04786
RSc0668	RSCFB2957_00667
RSc0669	RSCFB2957_00668
RSc1999	RSCFB2957_01910
RSc0666	RSCFB2957_00665
RSc1998	RSCFB2957_01909
RSc0667	RSCFB2957_00666
RSc1997	RSCFB2957_01908
RSc0660	RSCFB2957_00659
RSc1992	RSCFB2957_01903
RSc1991	RSCFB2957_01902
RSc0661	RSCFB2957_00659
RSc1990	RSCFB2957_01901
RSc0664	RSCFB2957_04215
RSc0664	RSCFB2957_00663
RSc1996	RSCFB2957_01907
RSc1995	RSCFB2957_01906
RSc0665	RSCFB2957_00664
RSc1994	RSCFB2957_01905
RSc0662	RSCFB2957_00661
RSc1993	RSCFB2957_01904
RSc0663	RSCFB2957_00662
RSc1989	RSCFB2957_01900
RSc0657	RSCFB2957_00658
RSc1988	RSCFB2957_01899
RSc1987	RSCFB2957_01897
RSc0655	RSCFB2957_00656
RSc0656	RSCFB2957_00657
RSc1986	RSCFB2957_01896
RSc1981	RSCFB2957_01891
RSc1980	RSCFB2957_01890
RSc0650	RSCFB2957_00651
RSc1985	RSCFB2957_01895
RSc0653	RSCFB2957_00654
RSc1984	RSCFB2957_01894
RSc0654	RSCFB2957_00655
RSc1983	RSCFB2957_01893
RSc0651	RSCFB2957_00652
RSc0652	RSCFB2957_00653
RSc1982	RSCFB2957_01892
RSc1978	RSCFB2957_01888
RSc1977	RSCFB2957_01887
RSc0647	RSCFB2957_02979
RSc1976	RSCFB2957_01886
RSc0644	RSCFB2957_00636
RSc1975	RSCFB2957_01885
RSc0648	RSCFB2957_00649
RSc1979	RSCFB2957_01889
RSc0649	RSCFB2957_00650
RSc1970	RSCFB2957_01881
RSc0642	RSCFB2957_00634
RSc1974	RSCFB2957_01884
RSc0643	RSCFB2957_00635
RSc1973	RSCFB2957_01883
RSc1972	RSCFB2957_01882
RSc0641	RSCFB2957_00633
RSc1967	RSCFB2957_01878
RSc1966	RSCFB2957_01877
RSc1965	RSCFB2957_01876
RSc0633	RSCFB2957_00617
RSc0633	RSCFB2957_03481
RSc1964	RSCFB2957_01875
RSc0634	RSCFB2957_03482
RSc0639	RSCFB2957_00864
RSc0637	RSCFB2957_04812
RSc1969	RSCFB2957_01880
RSc1968	RSCFB2957_01879
RSc1963	RSCFB2957_01874
RSc0632	RSCFB2957_02012
RSc0632	RSCFB2957_00619
RSc0632	RSCFB2957_04677
RSc1961	RSCFB2957_01873
RSc1960	RSCFB2957_01872
RSc1956	RSCFB2957_01869
RSc1955	RSCFB2957_01868
RSc0625	RSCFB2957_00629
RSc1954	RSCFB2957_01867
RSc0622	RSCFB2957_00275
RSc0623	RSCFB2957_00276
RSc1959	RSCFB2957_01871
RSc0629	RSCFB2957_03746
RSc0626	RSCFB2957_03534
RSc0627	RSCFB2957_03535
RSc1957	RSCFB2957_01870
RSc1952	RSCFB2957_01866
RSc1951	RSCFB2957_01865
RSc1950	RSCFB2957_01864
RSc1950	RSCFB2957_01210
RSc1145	RSCFB2957_01112
RSc1144	RSCFB2957_01111
RSc1143	RSCFB2957_01110
RSc1142	RSCFB2957_01109
RSc2473	RSCFB2957_01822
RSc1149	RSCFB2957_01116
RSc1148	RSCFB2957_01115
RSc2479	RSCFB2957_01826
RSc1147	RSCFB2957_01114
RSc2478	RSCFB2957_01824
RSc1146	RSCFB2957_01113
RSc2477	RSCFB2957_01823
RSc1152	RSCFB2957_01119
RSc2483	RSCFB2957_01829
RSc1151	RSCFB2957_01118
RSc2482	RSCFB2957_01828
RSc1150	RSCFB2957_01117
RSc2481	RSCFB2957_01827
RSc1139	RSCFB2957_01106
RSc2465	RSCFB2957_02345
RSc1134	RSCFB2957_01101
RSc2464	RSCFB2957_02344
RSc1133	RSCFB2957_01100
RSc2463	RSCFB2957_02342
RSc2463	RSCFB2957_02316
RSc2463	RSCFB2957_02343
RSc1132	RSCFB2957_01099
RSc1131	RSCFB2957_01098
RSc2462	RSCFB2957_02315
RSc1138	RSCFB2957_01105
RSc2469	RSCFB2957_02349
RSc1137	RSCFB2957_01104
RSc2468	RSCFB2957_02348
RSc1136	RSCFB2957_01103
RSc2467	RSCFB2957_02347
RSc2466	RSCFB2957_03227
RSc2466	RSCFB2957_02346
RSc1135	RSCFB2957_01102
RSc1141	RSCFB2957_01108
RSc1140	RSCFB2957_01107
RSc2470	RSCFB2957_02351
RSc1129	RSCFB2957_01096
RSc2459	RSCFB2957_02312
RSc1128	RSCFB2957_01095
RSc2454	RSCFB2957_02307
RSc1123	RSCFB2957_01090
RSc1122	RSCFB2957_01089
RSc2453	RSCFB2957_02306
RSc1121	RSCFB2957_01088
RSc2452	RSCFB2957_02305
RSc1120	RSCFB2957_01087
RSc2451	RSCFB2957_02304
RSc1127	RSCFB2957_01094
RSc2458	RSCFB2957_02311
RSc2457	RSCFB2957_02310
RSc1126	RSCFB2957_01093
RSc1125	RSCFB2957_01092
RSc2456	RSCFB2957_02309
RSc2455	RSCFB2957_02308
RSc1124	RSCFB2957_01091
RSc2461	RSCFB2957_02314
RSc1130	RSCFB2957_01097
RSc2460	RSCFB2957_02313
