RSc0338	RSBA7_00338
RSp1335	RSBA7_04611
RSp0004	RSBA7_03133
RSp0001	RSBA7_03130
RSp1333	RSBA7_01408
RSp1333	RSBA7_03660
RSp1333	RSBA7_02105
RSp1333	RSBA7_02107
RSp1333	RSBA7_03604
RSp1333	RSBA7_04626
RSp0002	RSBA7_03131
RSp0002	RSBA7_02245
RSp0002	RSBA7_03687
RSp0007	RSBA7_03186
RSp0007	RSBA7_03136
RSp1338	RSBA7_03545
RSp1339	RSBA7_03544
RSp0008	RSBA7_03137
RSp0005	RSBA7_03134
RSp0006	RSBA7_02058
RSp0006	RSBA7_03135
RSp1337	RSBA7_03546
RSp0009	RSBA7_00294
RSp0009	RSBA7_03138
RSp1305	RSBA7_04609
RSp1305	RSBA7_04630
RSp1305	RSBA7_04611
RSp1306	RSBA7_03546
RSp1303	RSBA7_01408
RSp1303	RSBA7_03660
RSp1303	RSBA7_02105
RSp1303	RSBA7_02107
RSp1303	RSBA7_03604
RSp1303	RSBA7_04626
RSp1309	RSBA7_03543
RSp1307	RSBA7_03545
RSp1308	RSBA7_03544
RSc2517	RSBA7_02280
RSc2516	RSBA7_02279
RSc2515	RSBA7_00636
RSc2515	RSBA7_02278
RSc2514	RSBA7_02277
RSc2519	RSBA7_02283
RSc2518	RSBA7_02282
RSc2513	RSBA7_02275
RSc2512	RSBA7_02274
RSc2510	RSBA7_02272
RSp1603	RSBA7_04916
RSp1600	RSBA7_04913
RSp1601	RSBA7_04914
RSp1606	RSBA7_04919
RSp1607	RSBA7_04920
RSp1604	RSBA7_04917
RSp1605	RSBA7_04918
RSp1608	RSBA7_04921
RSp1609	RSBA7_04922
RSc2506	RSBA7_02268
RSc2505	RSBA7_02267
RSc2504	RSBA7_02266
RSc2503	RSBA7_02265
RSc2509	RSBA7_02271
RSc2508	RSBA7_02270
RSc2507	RSBA7_02269
RSc2502	RSBA7_02264
RSc2501	RSBA7_02261
RSc2500	RSBA7_02260
RSc0798	RSBA7_00846
RSc0799	RSBA7_00847
RSc0793	RSBA7_00841
RSc0790	RSBA7_00839
RSc0791	RSBA7_00840
RSc0796	RSBA7_00844
RSc0797	RSBA7_00845
RSc0794	RSBA7_00842
RSc0795	RSBA7_00843
RSp1624	RSBA7_03454
RSp1625	RSBA7_01408
RSp1625	RSBA7_03660
RSp1625	RSBA7_02105
RSp1625	RSBA7_02107
RSp1625	RSBA7_03604
RSp1625	RSBA7_04626
RSp1628	RSBA7_01408
RSp1628	RSBA7_03660
RSp1628	RSBA7_02105
RSp1628	RSBA7_02107
RSp1628	RSBA7_03604
RSp1628	RSBA7_04626
RSp1629	RSBA7_03454
RSc0789	RSBA7_00838
RSc0787	RSBA7_00836
RSc0788	RSBA7_00837
RSc0781	RSBA7_00830
RSc0782	RSBA7_00831
RSc0780	RSBA7_00829
RSc0785	RSBA7_00834
RSc0786	RSBA7_00835
RSc0784	RSBA7_00833
RSc0784	RSBA7_01678
RSp1610	RSBA7_01615
RSp1613	RSBA7_04926
RSp1613	RSBA7_01650
RSp1614	RSBA7_04927
RSp1611	RSBA7_03729
RSp1611	RSBA7_00033
RSp1611	RSBA7_00761
RSp1611	RSBA7_04924
RSp1612	RSBA7_04925
RSp1612	RSBA7_03728
RSp1615	RSBA7_04928
RSp1616	RSBA7_04929
RSc0778	RSBA7_00827
RSc0779	RSBA7_00828
RSc0777	RSBA7_00826
RSc0774	RSBA7_00824
RSc0775	RSBA7_00825
RSc0772	RSBA7_00822
RSc0773	RSBA7_00823
RSc0767	RSBA7_00818
RSc0765	RSBA7_00816
RSc0766	RSBA7_00817
RSc0769	RSBA7_00821
RSc0760	RSBA7_00811
RSc0763	RSBA7_00814
RSc0764	RSBA7_00815
RSc0761	RSBA7_00812
RSc0762	RSBA7_00813
RSc0756	RSBA7_00807
RSc0757	RSBA7_00808
RSc0754	RSBA7_00805
RSc0755	RSBA7_00806
RSc0758	RSBA7_00809
RSc0759	RSBA7_00810
RSc0752	RSBA7_00803
RSc0753	RSBA7_00804
RSc0750	RSBA7_00801
RSc0751	RSBA7_00802
RSc0745	RSBA7_00796
RSc0743	RSBA7_02371
RSc0743	RSBA7_00794
RSc0744	RSBA7_00795
RSc0749	RSBA7_00800
RSc0747	RSBA7_00798
RSc0748	RSBA7_00799
RSc0741	RSBA7_03160
RSc0742	RSBA7_03159
RSc0742	RSBA7_03511
RSc0740	RSBA7_02682
RSc1266	RSBA7_01235
RSc2597	RSBA7_01555
RSc1265	RSBA7_01234
RSc1264	RSBA7_01233
RSc1263	RSBA7_01232
RSc1269	RSBA7_01238
RSc1268	RSBA7_01237
RSc1267	RSBA7_01236
RSc1273	RSBA7_01242
RSc1272	RSBA7_01241
RSc1271	RSBA7_01240
RSc1270	RSBA7_01239
RSc1255	RSBA7_01224
RSc1254	RSBA7_01223
RSc1253	RSBA7_01222
RSc1252	RSBA7_01221
RSc1259	RSBA7_01228
RSc1258	RSBA7_03891
RSc1258	RSBA7_01227
RSc1257	RSBA7_01226
RSc1256	RSBA7_01225
RSc1262	RSBA7_01231
RSc1261	RSBA7_01230
RSc1260	RSBA7_01229
RSc1249	RSBA7_01203
RSc1243	RSBA7_01212
RSc1242	RSBA7_04940
RSc1242	RSBA7_01211
RSc2572	RSBA7_02334
RSc1241	RSBA7_01210
RSc1245	RSBA7_01206
RSc1251	RSBA7_01220
RSc1250	RSBA7_01219
RSc1239	RSBA7_01214
RSc2569	RSBA7_02331
RSc1238	RSBA7_01215
RSc2564	RSBA7_02326
RSc1233	RSBA7_01199
RSc1232	RSBA7_01198
RSc2563	RSBA7_02325
RSc1231	RSBA7_01197
RSc2562	RSBA7_02324
RSc2561	RSBA7_01708
RSc2561	RSBA7_02323
RSc1230	RSBA7_01196
RSc1237	RSBA7_01216
RSc2568	RSBA7_02330
RSc2567	RSBA7_02329
RSc2566	RSBA7_02332
RSc2566	RSBA7_02328
RSc1235	RSBA7_01201
RSc1234	RSBA7_01200
RSc1234	RSBA7_01795
RSc2565	RSBA7_02327
RSc1240	RSBA7_01213
RSc2571	RSBA7_02333
RSc2570	RSBA7_02332
RSc2570	RSBA7_02328
RSc1229	RSBA7_01195
RSc1228	RSBA7_01194
RSc2559	RSBA7_02321
RSc2558	RSBA7_02320
RSc1227	RSBA7_01192
RSc2553	RSBA7_02315
RSc1222	RSBA7_01187
RSc1221	RSBA7_01186
RSc2552	RSBA7_02314
RSc1220	RSBA7_01185
RSc2551	RSBA7_02313
RSc2550	RSBA7_02312
RSc1226	RSBA7_01191
RSc2557	RSBA7_02319
RSc2556	RSBA7_02318
RSc1225	RSBA7_01190
RSc1224	RSBA7_01189
RSc2555	RSBA7_02317
RSc2554	RSBA7_02316
RSc1223	RSBA7_01188
RSc2560	RSBA7_02322
RSc1219	RSBA7_01184
RSc2549	RSBA7_02311
RSc1218	RSBA7_01183
RSc1217	RSBA7_01182
RSc2548	RSBA7_03478
RSc1216	RSBA7_01181
RSc1211	RSBA7_01176
RSc2542	RSBA7_02306
RSc2541	RSBA7_02304
RSc1210	RSBA7_01175
RSc2540	RSBA7_02303
RSc2546	RSBA7_02310
RSc1215	RSBA7_01180
RSc2545	RSBA7_02309
RSc1214	RSBA7_01179
RSc2544	RSBA7_02308
RSc1213	RSBA7_01178
RSc1212	RSBA7_01177
RSc2543	RSBA7_02307
RSc2539	RSBA7_02302
RSc1208	RSBA7_01173
RSc2538	RSBA7_02301
RSc1207	RSBA7_01172
RSc1206	RSBA7_01171
RSc2537	RSBA7_02300
RSc2536	RSBA7_03683
RSc1205	RSBA7_01170
RSc1209	RSBA7_01174
RSc2531	RSBA7_02296
RSc1200	RSBA7_01165
RSc2530	RSBA7_02295
RSc1204	RSBA7_01169
RSc2534	RSBA7_02299
RSc1203	RSBA7_01168
RSc1202	RSBA7_01167
RSc2533	RSBA7_02298
RSc2532	RSBA7_02297
RSc1201	RSBA7_01166
RSc2528	RSBA7_02293
RSc2527	RSBA7_02292
RSc2526	RSBA7_02291
RSc2525	RSBA7_03447
RSc2529	RSBA7_02294
RSc2520	RSBA7_02285
RSc2524	RSBA7_02289
RSc2523	RSBA7_02288
RSc2522	RSBA7_02287
RSc2521	RSBA7_02286
RSc3049	RSBA7_02816
RSc3045	RSBA7_02812
RSc3046	RSBA7_02813
RSc3047	RSBA7_02814
RSc3048	RSBA7_02815
RSc3052	RSBA7_02819
RSc3053	RSBA7_02820
RSc3054	RSBA7_02821
RSc3050	RSBA7_02817
RSc3051	RSBA7_02818
RSc3038	RSBA7_02799
RSc3039	RSBA7_02800
RSc3034	RSBA7_02795
RSc3035	RSBA7_02796
RSc3036	RSBA7_02797
RSc3037	RSBA7_02798
RSc3041	RSBA7_02803
RSc3041	RSBA7_02782
RSc3043	RSBA7_02810
RSc3044	RSBA7_02811
RSc3040	RSBA7_02801
RSc3027	RSBA7_02788
RSc3028	RSBA7_02789
RSc3029	RSBA7_02790
RSc3023	RSBA7_02784
RSc3024	RSBA7_02785
RSc3025	RSBA7_02786
RSc3026	RSBA7_02787
RSc3030	RSBA7_02791
RSc3031	RSBA7_02792
RSc3032	RSBA7_02793
RSc3033	RSBA7_02794
RSc3016	RSBA7_02777
RSc3017	RSBA7_02778
RSc3018	RSBA7_02779
RSc3019	RSBA7_02780
RSc3012	RSBA7_02773
RSc3013	RSBA7_02774
RSc3014	RSBA7_02775
RSc3015	RSBA7_02776
RSc3020	RSBA7_02781
RSc3021	RSBA7_02803
RSc3021	RSBA7_02782
RSc3022	RSBA7_02783
RSc3022	RSBA7_03989
RSc3009	RSBA7_02770
RSc3005	RSBA7_02766
RSp0391	RSBA7_04672
RSc3006	RSBA7_02767
RSp0392	RSBA7_04671
RSc3007	RSBA7_02768
RSc3008	RSBA7_02769
RSp0390	RSBA7_04673
RSc3001	RSBA7_02762
RSp0395	RSBA7_04668
RSc3002	RSBA7_02763
RSp0396	RSBA7_04667
RSc3003	RSBA7_02764
RSp0393	RSBA7_04670
RSc3004	RSBA7_02765
RSp0394	RSBA7_04669
RSp0399	RSBA7_04664
RSc3010	RSBA7_02771
RSp0398	RSBA7_03376
RSp0398	RSBA7_04663
RSp0398	RSBA7_04666
RSc3011	RSBA7_02772
RSp0380	RSBA7_04685
RSp0380	RSBA7_00631
RSc1299	RSBA7_01267
RSc1298	RSBA7_01266
RSp0381	RSBA7_04684
RSc1296	RSBA7_01265
RSp0384	RSBA7_04681
RSp0385	RSBA7_04680
RSp0382	RSBA7_04683
RSp0383	RSBA7_04682
RSp0388	RSBA7_04675
RSp0389	RSBA7_04674
RSp0386	RSBA7_04677
RSc3000	RSBA7_02761
RSp0387	RSBA7_04676
RSc1288	RSBA7_01257
RSc1287	RSBA7_01256
RSc1286	RSBA7_01255
RSc1285	RSBA7_01254
RSc1289	RSBA7_01258
RSc1291	RSBA7_01260
RSc1290	RSBA7_01259
RSc1295	RSBA7_01264
RSc1294	RSBA7_01263
RSc1293	RSBA7_01262
RSc1292	RSBA7_01261
RSc1277	RSBA7_01246
RSc1276	RSBA7_01245
RSc1275	RSBA7_01244
RSc1274	RSBA7_01243
RSc1279	RSBA7_01248
RSc1278	RSBA7_01247
RSc1280	RSBA7_01249
RSc1284	RSBA7_01253
RSc1283	RSBA7_01252
RSc1282	RSBA7_01251
RSc1281	RSBA7_01250
RSc0855	RSBA7_04438
RSc0856	RSBA7_04437
RSc0853	RSBA7_04440
RSc0854	RSBA7_04439
RSc0859	RSBA7_04434
RSc0857	RSBA7_04436
RSc0858	RSBA7_04435
RSp1682	RSBA7_03590
RSp0351	RSBA7_04715
RSc0852	RSBA7_04441
RSp1683	RSBA7_03464
RSp1683	RSBA7_03466
RSp0352	RSBA7_04714
RSp1680	RSBA7_03590
RSc0850	RSBA7_04443
RSc0850	RSBA7_04238
RSp0350	RSBA7_04716
RSp0355	RSBA7_04711
RSp0356	RSBA7_04709
RSp0353	RSBA7_04713
RSp0354	RSBA7_04712
RSp0359	RSBA7_04706
RSp0357	RSBA7_04708
RSp0358	RSBA7_04707
RSc0844	RSBA7_04448
RSc0845	RSBA7_04447
RSc0842	RSBA7_04447
RSc0846	RSBA7_04445
RSc0840	RSBA7_04450
RSp1671	RSBA7_04989
RSp0340	RSBA7_04726
RSc0841	RSBA7_04449
RSp1672	RSBA7_04990
RSp0341	RSBA7_04725
RSp1670	RSBA7_04988
RSp1675	RSBA7_02084
RSp1675	RSBA7_04818
RSp1675	RSBA7_03230
RSp1675	RSBA7_03893
RSp1675	RSBA7_04786
RSp1675	RSBA7_03124
RSp1675	RSBA7_04785
RSp1675	RSBA7_04678
RSp1675	RSBA7_03720
RSp1675	RSBA7_02081
RSp1675	RSBA7_03834
RSp0344	RSBA7_04722
RSp0345	RSBA7_04721
RSp1676	RSBA7_04993
RSp0342	RSBA7_04724
RSp1673	RSBA7_04991
RSp0343	RSBA7_04723
RSp1674	RSBA7_04992
RSp1679	RSBA7_03590
RSp0348	RSBA7_04718
RSp0349	RSBA7_04717
RSp0346	RSBA7_04720
RSp1677	RSBA7_04994
RSp1678	RSBA7_04995
RSp0347	RSBA7_04719
RSc0833	RSBA7_04457
RSc0834	RSBA7_04456
RSc0837	RSBA7_04453
RSc0838	RSBA7_04452
RSc0835	RSBA7_04455
RSc0836	RSBA7_04454
RSp0370	RSBA7_04695
RSp0373	RSBA7_04692
RSp0374	RSBA7_04691
RSp0371	RSBA7_04694
RSp0372	RSBA7_04693
RSp0377	RSBA7_04688
RSp0378	RSBA7_04687
RSp0375	RSBA7_04690
RSp0376	RSBA7_04689
RSp0379	RSBA7_04686
RSc0839	RSBA7_04451
RSc0821	RSBA7_01451
RSp0362	RSBA7_04703
RSp0363	RSBA7_04702
RSp0360	RSBA7_04705
RSp0361	RSBA7_04704
RSp0366	RSBA7_04699
RSp0367	RSBA7_04698
RSp0364	RSBA7_04701
RSp0365	RSBA7_04700
RSp0368	RSBA7_04697
RSp0369	RSBA7_04696
RSc0828	RSBA7_01408
RSc0828	RSBA7_03660
RSc0828	RSBA7_02105
RSc0828	RSBA7_02107
RSc0828	RSBA7_03604
RSc0828	RSBA7_04626
RSc0829	RSBA7_01407
RSc0829	RSBA7_03661
RSc0829	RSBA7_04625
RSc0829	RSBA7_02106
RSc0829	RSBA7_02108
RSc0829	RSBA7_03603
RSc0811	RSBA7_00859
RSc0810	RSBA7_00858
RSc0815	RSBA7_00863
RSc0816	RSBA7_00864
RSc0813	RSBA7_00860
RSc0814	RSBA7_00861
RSc3096	RSBA7_02864
RSp1642	RSBA7_04962
RSp0311	RSBA7_04847
RSp0312	RSBA7_03968
RSp0312	RSBA7_00014
RSp0312	RSBA7_04846
RSc3097	RSBA7_02865
RSp1640	RSBA7_04958
RSc3098	RSBA7_02866
RSp1641	RSBA7_04959
RSc3099	RSBA7_02867
RSp0310	RSBA7_04848
RSc3092	RSBA7_02859
RSp1646	RSBA7_04966
RSp0315	RSBA7_04843
RSc3093	RSBA7_02860
RSp1647	RSBA7_04971
RSp0316	RSBA7_04842
RSc3094	RSBA7_02861
RSp1644	RSBA7_04964
RSp0313	RSBA7_04845
RSp1645	RSBA7_04965
RSp0314	RSBA7_04844
RSc3095	RSBA7_02863
RSp0319	RSBA7_04836
RSp0317	RSBA7_04841
RSc0817	RSBA7_00865
RSc3091	RSBA7_02858
RSc0818	RSBA7_00866
RSp1649	RSBA7_04972
RSp0318	RSBA7_04840
RSc0800	RSBA7_00848
RSc0801	RSBA7_00849
RSc0804	RSBA7_00852
RSc0805	RSBA7_00853
RSc0802	RSBA7_00850
RSc0803	RSBA7_00851
RSc3078	RSBA7_02842
RSc3079	RSBA7_02843
RSc3085	RSBA7_04213
RSc3085	RSBA7_02853
RSc3085	RSBA7_04404
RSp0300	RSBA7_04856
RSc3086	RSBA7_02855
RSp1632	RSBA7_04938
RSc3087	RSBA7_02856
RSc3088	RSBA7_02857
RSp1630	RSBA7_04937
RSp1635	RSBA7_04941
RSp0304	RSBA7_04854
RSp0305	RSBA7_04853
RSp1636	RSBA7_04942
RSp1633	RSBA7_04939
RSc3083	RSBA7_02844
RSp1634	RSBA7_04940
RSp1634	RSBA7_01211
RSp0303	RSBA7_01434
RSp0303	RSBA7_04855
RSc3084	RSBA7_02845
RSc0808	RSBA7_00856
RSp0308	RSBA7_04850
RSp1639	RSBA7_04945
RSc0809	RSBA7_00857
RSp0309	RSBA7_04849
RSp1637	RSBA7_04943
RSc0806	RSBA7_00854
RSp0306	RSBA7_04852
RSp0307	RSBA7_04851
RSc0807	RSBA7_00855
RSp1638	RSBA7_04944
RSc3067	RSBA7_02832
RSc3068	RSBA7_02833
RSp0330	RSBA7_04757
RSc3069	RSBA7_02834
RSp1664	RSBA7_04982
RSc3074	RSBA7_02839
RSp0333	RSBA7_04733
RSc3075	RSBA7_02840
RSp1665	RSBA7_04983
RSp0334	RSBA7_04732
RSp0331	RSBA7_04756
RSp1662	RSBA7_04979
RSc3076	RSBA7_02840
RSc3077	RSBA7_02841
RSp1663	RSBA7_04980
RSp0337	RSBA7_04729
RSp0337	RSBA7_01962
RSp1668	RSBA7_04986
RSc3070	RSBA7_02835
RSp0338	RSBA7_04728
RSp0338	RSBA7_01149
RSc3071	RSBA7_02836
RSp1669	RSBA7_04987
RSp0335	RSBA7_03161
RSp0335	RSBA7_04473
RSp0335	RSBA7_04731
RSp0335	RSBA7_04424
RSp0335	RSBA7_04427
RSp1666	RSBA7_04984
RSc3072	RSBA7_02837
RSp1667	RSBA7_04985
RSc3073	RSBA7_02838
RSp0336	RSBA7_04730
RSp0339	RSBA7_04727
RSc3057	RSBA7_02822
RSp1650	RSBA7_04973
RSc3058	RSBA7_02823
RSc3059	RSBA7_02825
RSc3059	RSBA7_02824
RSc3063	RSBA7_02828
RSp0322	RSBA7_04832
RSp1653	RSBA7_04976
RSp1654	RSBA7_04977
RSc3064	RSBA7_02829
RSp0323	RSBA7_04831
RSp0320	RSBA7_04834
RSp1651	RSBA7_04974
RSc3065	RSBA7_02830
RSp0321	RSBA7_04833
RSp1652	RSBA7_04975
RSp0326	RSBA7_04828
RSc3060	RSBA7_02825
RSc3060	RSBA7_02824
RSp0327	RSBA7_04827
RSp0324	RSBA7_04830
RSc3061	RSBA7_02826
RSp0325	RSBA7_04829
RSc3062	RSBA7_02827
RSc0693	RSBA7_00746
RSc0694	RSBA7_00747
RSc0691	RSBA7_00744
RSc0692	RSBA7_00745
RSc0697	RSBA7_00750
RSc0698	RSBA7_00751
RSc0695	RSBA7_00748
RSc0696	RSBA7_00749
RSc0688	RSBA7_00739
RSc0689	RSBA7_00742
RSc0682	RSBA7_00730
RSc0683	RSBA7_00731
RSc0680	RSBA7_00728
RSc0681	RSBA7_00729
RSc0686	RSBA7_00734
RSc0687	RSBA7_00735
RSc0684	RSBA7_00732
RSc0685	RSBA7_00733
RSc0690	RSBA7_00743
RSc0679	RSBA7_00727
RSc0677	RSBA7_00725
RSc0678	RSBA7_00726
RSc0671	RSBA7_00719
RSc0672	RSBA7_00720
RSc0670	RSBA7_00718
RSc0675	RSBA7_00723
RSc0676	RSBA7_00724
RSc0674	RSBA7_00722
RSp1500	RSBA7_03365
RSp1503	RSBA7_03168
RSp1504	RSBA7_03167
RSp1501	RSBA7_03170
RSp1502	RSBA7_03169
RSp1507	RSBA7_03395
RSp1508	RSBA7_03394
RSp1505	RSBA7_03166
RSp1506	RSBA7_03396
RSp1509	RSBA7_03393
RSc0668	RSBA7_00716
RSc0669	RSBA7_00717
RSc1999	RSBA7_01841
RSc0666	RSBA7_00714
RSc1998	RSBA7_01840
RSc0667	RSBA7_00715
RSc1997	RSBA7_01839
RSc0660	RSBA7_00707
RSc1992	RSBA7_01834
RSc1991	RSBA7_01833
RSc0661	RSBA7_00707
RSc1990	RSBA7_01832
RSc0664	RSBA7_03808
RSc0664	RSBA7_00711
RSc1996	RSBA7_01838
RSc1995	RSBA7_01837
RSc0665	RSBA7_00712
RSc1994	RSBA7_01836
RSc0662	RSBA7_00709
RSc1993	RSBA7_01835
RSc0663	RSBA7_00710
RSc1989	RSBA7_01831
RSc0657	RSBA7_00706
RSc1988	RSBA7_01830
RSc1987	RSBA7_01828
RSc0655	RSBA7_00704
RSc0656	RSBA7_00705
RSc1986	RSBA7_01827
RSc1981	RSBA7_01822
RSc1980	RSBA7_01821
RSc0650	RSBA7_00699
RSc1985	RSBA7_01826
RSc0653	RSBA7_00702
RSc1984	RSBA7_01825
RSc0654	RSBA7_00703
RSc1983	RSBA7_01824
RSc0651	RSBA7_00700
RSc0652	RSBA7_00701
RSc1982	RSBA7_01823
RSc1978	RSBA7_01819
RSc1977	RSBA7_01818
RSc1976	RSBA7_01817
RSc0644	RSBA7_00684
RSc1975	RSBA7_01816
RSc0648	RSBA7_00697
RSc1979	RSBA7_01820
RSc0649	RSBA7_00698
RSc1970	RSBA7_01812
RSc0642	RSBA7_00670
RSc1974	RSBA7_01815
RSc0643	RSBA7_00671
RSc1973	RSBA7_01814
RSc1972	RSBA7_01813
RSc0641	RSBA7_00669
RSc1967	RSBA7_01809
RSc1966	RSBA7_01808
RSc1965	RSBA7_01807
RSc0633	RSBA7_03303
RSc1964	RSBA7_01806
RSc0634	RSBA7_03304
RSc0639	RSBA7_00910
RSc0637	RSBA7_02084
RSc0637	RSBA7_04818
RSc0637	RSBA7_03230
RSc0637	RSBA7_03893
RSc0637	RSBA7_04786
RSc0637	RSBA7_03124
RSc0637	RSBA7_04785
RSc0637	RSBA7_04678
RSc0637	RSBA7_03720
RSc0637	RSBA7_02081
RSc0637	RSBA7_03834
RSc1969	RSBA7_01811
RSc1968	RSBA7_01810
RSc1963	RSBA7_01805
RSc0632	RSBA7_04366
RSc0632	RSBA7_01950
RSc1961	RSBA7_01804
RSc1960	RSBA7_01803
RSc1956	RSBA7_01800
RSc1955	RSBA7_01799
RSc1954	RSBA7_01798
RSc0622	RSBA7_00281
RSc0623	RSBA7_00282
RSc1959	RSBA7_01802
RSc0629	RSBA7_03446
RSc0626	RSBA7_04830
RSc0627	RSBA7_04829
RSc1957	RSBA7_01801
RSc1952	RSBA7_01797
RSc1951	RSBA7_01796
RSc1950	RSBA7_01200
RSc1950	RSBA7_01795
RSc1145	RSBA7_01102
RSc1144	RSBA7_01101
RSc1143	RSBA7_01100
RSc1142	RSBA7_01099
RSc1149	RSBA7_01106
RSc1148	RSBA7_01105
RSc1147	RSBA7_01104
RSc1146	RSBA7_01103
RSc1152	RSBA7_01109
RSc1151	RSBA7_01108
RSc1150	RSBA7_01107
RSc1139	RSBA7_01096
RSc2465	RSBA7_02244
RSc1134	RSBA7_01091
RSc2464	RSBA7_02243
RSc1133	RSBA7_01090
RSc2463	RSBA7_02242
RSc1132	RSBA7_01089
RSc1131	RSBA7_01088
RSc2462	RSBA7_02241
RSc1138	RSBA7_01095
RSc2469	RSBA7_02248
RSc1137	RSBA7_01094
RSc2468	RSBA7_02247
RSc1136	RSBA7_01093
RSc2467	RSBA7_02246
RSc2466	RSBA7_03131
RSc2466	RSBA7_02245
RSc2466	RSBA7_03687
RSc1135	RSBA7_01092
RSc1141	RSBA7_01098
RSc1140	RSBA7_01097
RSc2470	RSBA7_02249
RSc1129	RSBA7_01086
RSc2459	RSBA7_02238
RSc1128	RSBA7_01085
RSc2454	RSBA7_02233
RSc1123	RSBA7_01080
RSc1122	RSBA7_01079
RSc2453	RSBA7_02232
RSc1121	RSBA7_01078
RSc2452	RSBA7_02231
RSc1120	RSBA7_01077
RSc2451	RSBA7_02230
RSc1127	RSBA7_01084
RSc2458	RSBA7_02237
RSc2457	RSBA7_02236
RSc1126	RSBA7_01083
RSc1125	RSBA7_01082
RSc2456	RSBA7_02235
RSc2455	RSBA7_02234
RSc1124	RSBA7_01081
RSc2461	RSBA7_02240
RSc1130	RSBA7_01087
RSc2460	RSBA7_02239
RSc1119	RSBA7_01076
RSc1118	RSBA7_01075
RSc2449	RSBA7_02228
RSc2448	RSBA7_02227
RSc1117	RSBA7_01074
RSc2443	RSBA7_02222
RSc1112	RSBA7_01067
RSc2442	RSBA7_02221
RSc1111	RSBA7_01066
RSc1110	RSBA7_01065
RSc2441	RSBA7_02220
RSc2440	RSBA7_02219
RSc2447	RSBA7_02226
RSc1116	RSBA7_01073
RSc1115	RSBA7_01072
RSc2446	RSBA7_02225
RSc1114	RSBA7_01071
RSc1114	RSBA7_03986
RSc2445	RSBA7_02224
RSc2444	RSBA7_02223
RSc1113	RSBA7_01068
RSc2450	RSBA7_02229
RSc2439	RSBA7_02218
RSc2438	RSBA7_02217
RSc2437	RSBA7_03146
RSc2437	RSBA7_02216
RSc1106	RSBA7_01768
RSc2432	RSBA7_02211
RSc1100	RSBA7_02976
RSc2431	RSBA7_02210
RSc2430	RSBA7_02209
RSc2436	RSBA7_02215
RSc2435	RSBA7_02214
RSc2434	RSBA7_02213
RSc2433	RSBA7_02212
RSc2429	RSBA7_02207
RSc2428	RSBA7_02206
RSc2427	RSBA7_02205
RSc2426	RSBA7_02204
RSc2421	RSBA7_02199
RSc2420	RSBA7_02198
RSc2425	RSBA7_02203
RSc2424	RSBA7_02202
RSc2423	RSBA7_02201
RSc2422	RSBA7_02200
RSc2418	RSBA7_02196
RSc2417	RSBA7_02195
RSc2416	RSBA7_02194
RSc2415	RSBA7_02193
RSc2419	RSBA7_02197
RSc2410	RSBA7_02186
RSc2414	RSBA7_02192
RSc2413	RSBA7_02191
RSc2412	RSBA7_02190
RSc2411	RSBA7_02187
RSc2411	RSBA7_02189
RSc2406	RSBA7_01407
RSc2406	RSBA7_03661
RSc2406	RSBA7_04625
RSc2406	RSBA7_02106
RSc2406	RSBA7_02108
RSc2406	RSBA7_03603
RSc2405	RSBA7_01408
RSc2405	RSBA7_03660
RSc2405	RSBA7_02105
RSc2405	RSBA7_02107
RSc2405	RSBA7_03604
RSc2405	RSBA7_04626
RSc2404	RSBA7_02185
RSc2403	RSBA7_02184
RSc2402	RSBA7_02183
RSc2401	RSBA7_02182
RSc2400	RSBA7_02181
RSc1199	RSBA7_01164
RSc1198	RSBA7_01163
RSc1197	RSBA7_01162
RSc1189	RSBA7_01153
RSc1188	RSBA7_01152
RSc1187	RSBA7_01151
RSc1186	RSBA7_01150
RSp0274	RSBA7_03300
RSp0275	RSBA7_03301
RSp0273	RSBA7_03285
RSc1192	RSBA7_01157
RSp0278	RSBA7_03307
RSc1191	RSBA7_01156
RSp0279	RSBA7_03308
RSp0276	RSBA7_03305
RSc1190	RSBA7_01154
RSp0277	RSBA7_03306
RSc1196	RSBA7_01161
RSc1195	RSBA7_01160
RSc1195	RSBA7_03155
RSc1194	RSBA7_01159
RSc1178	RSBA7_01136
RSp1590	RSBA7_04906
RSp1591	RSBA7_04907
RSp1591	RSBA7_00156
RSc1177	RSBA7_01135
RSp0260	RSBA7_03277
RSc1176	RSBA7_01340
RSc1176	RSBA7_01134
RSc1175	RSBA7_01133
RSp0263	RSBA7_03281
RSp0264	RSBA7_03281
RSp0261	RSBA7_03278
RSp1592	RSBA7_04908
RSc1179	RSBA7_01137
RSp0262	RSBA7_03279
RSp1593	RSBA7_04909
RSc1181	RSBA7_01145
RSp1598	RSBA7_04911
RSp0267	RSBA7_03284
RSc1180	RSBA7_01144
RSp1599	RSBA7_04912
RSp0265	RSBA7_03282
RSp1597	RSBA7_04910
RSp0266	RSBA7_03283
RSc1185	RSBA7_04728
RSc1185	RSBA7_01149
RSc1184	RSBA7_01148
RSc1183	RSBA7_01147
RSc1182	RSBA7_01146
RSc1167	RSBA7_01124
RSp0292	RSBA7_03327
RSc2498	RSBA7_02258
RSc2497	RSBA7_02257
RSc1166	RSBA7_01123
RSc1165	RSBA7_01121
RSc1165	RSBA7_01122
RSc2496	RSBA7_02256
RSp0290	RSBA7_03325
RSc1164	RSBA7_01121
RSc1164	RSBA7_01122
