RSc0338	RSK60_01405
RSp1635	RSK60_05094
RSp0304	RSK60_03868
RSp0305	RSK60_03869
RSp1636	RSK60_05095
RSp1633	RSK60_05092
RSc3083	RSK60_02157
RSp1634	RSK60_00425
RSp1634	RSK60_05093
RSp0303	RSK60_00213
RSp0303	RSK60_03866
RSc3084	RSK60_02156
RSc0808	RSK60_00879
RSp0308	RSK60_03872
RSp1639	RSK60_05098
RSc0809	RSK60_00878
RSp0309	RSK60_03873
RSp1637	RSK60_05096
RSc0806	RSK60_00881
RSp0306	RSK60_03870
RSp0307	RSK60_03871
RSc0807	RSK60_00880
RSp1638	RSK60_05097
RSc3067	RSK60_02169
RSc3068	RSK60_02168
RSc3069	RSK60_02167
RSp1664	RSK60_05123
RSp1664	RSK60_03603
RSc3074	RSK60_02162
RSp0333	RSK60_03892
RSc3075	RSK60_02161
RSp1665	RSK60_05124
RSp1665	RSK60_03604
RSp0334	RSK60_03893
RSp1662	RSK60_03600
RSp1662	RSK60_05120
RSc3076	RSK60_02161
RSc3077	RSK60_02160
RSp1663	RSK60_05121
RSp1663	RSK60_03601
RSp0337	RSK60_03896
RSp0337	RSK60_03062
RSp1668	RSK60_05127
RSp1668	RSK60_03607
RSc3070	RSK60_02166
RSp0338	RSK60_00488
RSp0338	RSK60_03897
RSc3071	RSK60_02165
RSp1669	RSK60_03608
RSp1669	RSK60_05128
RSp0335	RSK60_02022
RSp0335	RSK60_03894
RSp0335	RSK60_04621
RSp0335	RSK60_03649
RSp1666	RSK60_05125
RSp1666	RSK60_03605
RSc3072	RSK60_02164
RSp1667	RSK60_05126
RSp1667	RSK60_03606
RSc3073	RSK60_02163
RSp0336	RSK60_03895
RSp0339	RSK60_03898
RSc3057	RSK60_02179
RSp1650	RSK60_05114
RSc3058	RSK60_02178
RSc3059	RSK60_02176
RSc3059	RSK60_02177
RSc3063	RSK60_02173
RSp0322	RSK60_03884
RSp1653	RSK60_03597
RSp1653	RSK60_05117
RSp1654	RSK60_03598
RSp1654	RSK60_05118
RSc3064	RSK60_02172
RSp0323	RSK60_03885
RSp0320	RSK60_03882
RSp1651	RSK60_05115
RSc3065	RSK60_02171
RSp0321	RSK60_03883
RSp1652	RSK60_05116
RSp0326	RSK60_03888
RSc3060	RSK60_02176
RSc3060	RSK60_02177
RSp0327	RSK60_03889
RSp0324	RSK60_03886
RSc3061	RSK60_02175
RSp0325	RSK60_03887
RSc3062	RSK60_02174
RSc0699	RSK60_00993
RSc0693	RSK60_00999
RSc0694	RSK60_00998
RSc0691	RSK60_01001
RSc0692	RSK60_01000
RSc0697	RSK60_00995
RSc0698	RSK60_00994
RSc0695	RSK60_00997
RSc0696	RSK60_00996
RSc0688	RSK60_01004
RSc0689	RSK60_01003
RSc0682	RSK60_01011
RSc0683	RSK60_01010
RSc0680	RSK60_01013
RSc0681	RSK60_01012
RSc0686	RSK60_01007
RSc0687	RSK60_01006
RSc0684	RSK60_01009
RSc0685	RSK60_01008
RSc0690	RSK60_01002
RSc0679	RSK60_01014
RSc0677	RSK60_01016
RSc0678	RSK60_01015
RSc0671	RSK60_01022
RSc0672	RSK60_01021
RSc0670	RSK60_01023
RSc0675	RSK60_01018
RSc0676	RSK60_01017
RSc0674	RSK60_01019
RSp1500	RSK60_04981
RSp1500	RSK60_02568
RSp1500	RSK60_02569
RSp1503	RSK60_03653
RSp1504	RSK60_03652
RSp1501	RSK60_03655
RSp1502	RSK60_03654
RSp1507	RSK60_04942
RSp1508	RSK60_04943
RSp1505	RSK60_03651
RSp1506	RSK60_04941
RSp1509	RSK60_04944
RSc0668	RSK60_01025
RSc0669	RSK60_01024
RSc1999	RSK60_03179
RSc0666	RSK60_01027
RSc1998	RSK60_03180
RSc0667	RSK60_01026
RSc1997	RSK60_03181
RSc0660	RSK60_01033
RSc1992	RSK60_03186
RSc1991	RSK60_03187
RSc0661	RSK60_01033
RSc1990	RSK60_03188
RSc0664	RSK60_01029
RSc1996	RSK60_03182
RSc1995	RSK60_03183
RSc0665	RSK60_01028
RSc1994	RSK60_03184
RSc0662	RSK60_01031
RSc1993	RSK60_03185
RSc0663	RSK60_01030
RSc1989	RSK60_03189
RSc0657	RSK60_01034
RSc1988	RSK60_03190
RSc1987	RSK60_03191
RSc0655	RSK60_01036
RSc0656	RSK60_01035
RSc1986	RSK60_03192
RSc1981	RSK60_03197
RSc1980	RSK60_03198
RSc0650	RSK60_01041
RSc1985	RSK60_03193
RSc0653	RSK60_01038
RSc1984	RSK60_03194
RSc0654	RSK60_01037
RSc1983	RSK60_03195
RSc0651	RSK60_01040
RSc0652	RSK60_01039
RSc1982	RSK60_03196
RSc1978	RSK60_03200
RSc1977	RSK60_03201
RSc1976	RSK60_03202
RSc0644	RSK60_01056
RSc1975	RSK60_03203
RSc0648	RSK60_01043
RSc1979	RSK60_03199
RSc0649	RSK60_01042
RSc1970	RSK60_03207
RSc0642	RSK60_01058
RSc1974	RSK60_03204
RSc0643	RSK60_01057
RSc1973	RSK60_03205
RSc1972	RSK60_03206
RSc0641	RSK60_01059
RSc1967	RSK60_03210
RSc1966	RSK60_03211
RSc0636	RSK60_00836
RSc1965	RSK60_03212
RSc1964	RSK60_03213
RSc0634	RSK60_03822
RSc0637	RSK60_03388
RSc0637	RSK60_04465
RSc1969	RSK60_03208
RSc1968	RSK60_03209
RSc1963	RSK60_03214
RSc0632	RSK60_04868
RSc0632	RSK60_03074
RSc1961	RSK60_03215
RSc1960	RSK60_03216
RSc1956	RSK60_03220
RSc0624	RSK60_00163
RSc1955	RSK60_03221
RSc1954	RSK60_03222
RSc1959	RSK60_03217
RSc0626	RSK60_03886
RSc0627	RSK60_03887
RSc1957	RSK60_03219
RSc1952	RSK60_03223
RSc1951	RSK60_03224
RSc1950	RSK60_00438
RSc1145	RSK60_00536
RSc1144	RSK60_00537
RSc1143	RSK60_00538
RSc1142	RSK60_00539
RSc1149	RSK60_00532
RSc1148	RSK60_00533
RSc1147	RSK60_00534
RSc1146	RSK60_00535
RSc1152	RSK60_00529
RSc1151	RSK60_00530
RSc1150	RSK60_00531
RSc1139	RSK60_00542
RSc2465	RSK60_02754
RSc1134	RSK60_00547
RSc2464	RSK60_02755
RSc1133	RSK60_00548
RSc2463	RSK60_02756
RSc1132	RSK60_00549
RSc1131	RSK60_00550
RSc2462	RSK60_02757
RSc1138	RSK60_00543
RSc2469	RSK60_02750
RSc1137	RSK60_00544
RSc2468	RSK60_02751
RSc1136	RSK60_00545
RSc2467	RSK60_02752
RSc2466	RSK60_04562
RSc2466	RSK60_03620
RSc2466	RSK60_02753
RSc2466	RSK60_05140
RSc1135	RSK60_00546
RSc1141	RSK60_00540
RSc1140	RSK60_00541
RSc2470	RSK60_02749
RSc1129	RSK60_00552
RSc2459	RSK60_02761
RSc1128	RSK60_00553
RSc2454	RSK60_02766
RSc1123	RSK60_00558
RSc1122	RSK60_00559
RSc2453	RSK60_02767
RSc1121	RSK60_00560
RSc2452	RSK60_02768
RSc1120	RSK60_00561
RSc2451	RSK60_02769
RSc1127	RSK60_00554
RSc2458	RSK60_02762
RSc2457	RSK60_02763
RSc1126	RSK60_00555
RSc1125	RSK60_00556
RSc2456	RSK60_02764
RSc2455	RSK60_02765
RSc1124	RSK60_00557
RSc2461	RSK60_02758
RSc1130	RSK60_00551
RSc2460	RSK60_02760
RSc1119	RSK60_00562
RSc1118	RSK60_00563
RSc2449	RSK60_02771
RSc2448	RSK60_02772
RSc1117	RSK60_00564
RSc2443	RSK60_02777
RSc1112	RSK60_00571
RSc2442	RSK60_02778
RSc1111	RSK60_00572
RSc1110	RSK60_00573
RSc2441	RSK60_02779
RSc2440	RSK60_02780
RSc2447	RSK60_02773
RSc1116	RSK60_00565
RSc1115	RSK60_00566
RSc2446	RSK60_02774
RSc1114	RSK60_00567
RSc1114	RSK60_04309
RSc2445	RSK60_02775
RSc2444	RSK60_02776
RSc1113	RSK60_00570
RSc2450	RSK60_02770
RSc2439	RSK60_02781
RSc2438	RSK60_02782
RSc2437	RSK60_02783
RSc2437	RSK60_03635
RSc1106	RSK60_03251
RSc2432	RSK60_02790
RSc1100	RSK60_01889
RSc2431	RSK60_02791
RSc2430	RSK60_02792
RSc2436	RSK60_02786
RSc2435	RSK60_02787
RSc2434	RSK60_02788
RSc2433	RSK60_02789
RSc2429	RSK60_02794
RSc2428	RSK60_02795
RSc2427	RSK60_02796
RSc2426	RSK60_02797
RSc2421	RSK60_02802
RSc2420	RSK60_02803
RSc2425	RSK60_02798
RSc2424	RSK60_02799
RSc2423	RSK60_02800
RSc2422	RSK60_02801
RSc2418	RSK60_02805
RSc2417	RSK60_02806
RSc2416	RSK60_02807
RSc2415	RSK60_02808
RSc2419	RSK60_02804
RSc2410	RSK60_02813
RSc2414	RSK60_02809
RSc2413	RSK60_02810
RSc2412	RSK60_02811
RSc2411	RSK60_02812
RSc2406	RSK60_04082
RSc2405	RSK60_03257
RSc2405	RSK60_03260
RSc2404	RSK60_02814
RSc2403	RSK60_02815
RSc2402	RSK60_02816
RSc2401	RSK60_02817
RSc2400	RSK60_02818
RSc1199	RSK60_00474
RSc1198	RSK60_00475
RSc1197	RSK60_00476
RSc1189	RSK60_00484
RSc1188	RSK60_00485
RSc1187	RSK60_00486
RSc1186	RSK60_00487
RSp0274	RSK60_03819
RSp0275	RSK60_03820
RSp0273	RSK60_03811
RSc1192	RSK60_00481
RSp0278	RSK60_03825
RSc1191	RSK60_00482
RSp0279	RSK60_03826
RSp0276	RSK60_03823
RSc1190	RSK60_00483
RSp0277	RSK60_03824
RSc1196	RSK60_00477
RSc1195	RSK60_00478
RSc1195	RSK60_03643
RSc1194	RSK60_00479
RSc1178	RSK60_00501
RSp1590	RSK60_05029
RSp1591	RSK60_01564
RSp1591	RSK60_05030
RSc1177	RSK60_00502
RSp0260	RSK60_03805
RSc1176	RSK60_00503
RSc1176	RSK60_00289
RSc1175	RSK60_00504
RSp0263	RSK60_03808
RSp0264	RSK60_03808
RSp0261	RSK60_03806
RSp1592	RSK60_05031
RSc1179	RSK60_00500
RSp0262	RSK60_03807
RSp1593	RSK60_05032
RSc1181	RSK60_00492
RSp1598	RSK60_05034
RSp0267	RSK60_03810
RSc1180	RSK60_00493
RSp1599	RSK60_05035
RSp1597	RSK60_05033
RSp0266	RSK60_03809
RSc1185	RSK60_00488
RSc1185	RSK60_03897
RSc1184	RSK60_00489
RSc1183	RSK60_00490
RSc1182	RSK60_00491
RSc1167	RSK60_00513
RSp0292	RSK60_03846
RSc2498	RSK60_02726
RSc2497	RSK60_02728
RSc1166	RSK60_00514
RSc1165	RSK60_00516
RSc1165	RSK60_00515
RSc2496	RSK60_02729
RSp0290	RSK60_03844
RSc1164	RSK60_00516
RSc1164	RSK60_00515
RSc2495	RSK60_02730
RSp0291	RSK60_03845
RSp0296	RSK60_00868
RSp0296	RSK60_01774
RSc1169	RSK60_00511
RSp0294	RSK60_03847
RSp0295	RSK60_03848
RSc1168	RSK60_00512
RSc2499	RSK60_02725
RSc1170	RSK60_00510
RSp0299	RSK60_03864
RSc1174	RSK60_00505
RSc1173	RSK60_00506
RSc1172	RSK60_00507
RSc1171	RSK60_00509
RSc1156	RSK60_00525
RSp0281	RSK60_03829
RSp0282	RSK60_03835
RSc1155	RSK60_00526
RSc1154	RSK60_00527
RSc1153	RSK60_00528
RSp0285	RSK60_03838
RSc1159	RSK60_00522
RSp0286	RSK60_03839
RSc1158	RSK60_00523
RSp0283	RSK60_03836
RSc2489	RSK60_02736
RSc1157	RSK60_00524
RSp0284	RSK60_03837
RSc2490	RSK60_02735
RSp0289	RSK60_03842
RSp0287	RSK60_03840
RSp0288	RSK60_03841
RSc1163	RSK60_00517
RSc2494	RSK60_02731
RSc1162	RSK60_00518
RSc2493	RSK60_02732
RSc1161	RSK60_00519
RSc2492	RSK60_02733
RSc1160	RSK60_00520
RSc2491	RSK60_02734
RSc0734	RSK60_00950
RSc0735	RSK60_00949
RSc0732	RSK60_00952
RSc0733	RSK60_00951
RSc0738	RSK60_00946
RSc0739	RSK60_00945
RSc0736	RSK60_00948
RSc0737	RSK60_00947
RSc0730	RSK60_00954
RSp1561	RSK60_05004
RSc0731	RSK60_00953
RSp1562	RSK60_05005
RSp1560	RSK60_05003
RSp0234	RSK60_03780
RSp1565	RSK60_05008
RSp0235	RSK60_03781
RSp1566	RSK60_05009
RSp1563	RSK60_05006
RSp1564	RSK60_05007
RSp0238	RSK60_03784
RSp1569	RSK60_05013
RSp0239	RSK60_03785
RSp0236	RSK60_03782
RSp1567	RSK60_05010
RSp0237	RSK60_03783
RSp1568	RSK60_05011
RSc0723	RSK60_00961
RSc0724	RSK60_00960
RSc0722	RSK60_00962
RSc0727	RSK60_00957
RSc0728	RSK60_00956
RSc0725	RSK60_00959
RSc0726	RSK60_00958
RSp1550	RSK60_04987
RSp1551	RSK60_04989
RSp0220	RSK60_03778
RSc0720	RSK60_00963
RSp1554	RSK60_04997
RSp1555	RSK60_04998
RSp1552	RSK60_04995
RSp0221	RSK60_03779
RSp1553	RSK60_04996
RSp1558	RSK60_05001
RSp1559	RSK60_05002
RSp1556	RSK60_04999
RSp1557	RSK60_05000
RSc0729	RSK60_00955
RSc0712	RSK60_00972
RSc0713	RSK60_00971
RSc0710	RSK60_00974
RSc0711	RSK60_00973
RSc0716	RSK60_00967
RSc0717	RSK60_00966
RSc0714	RSK60_00970
RSc0715	RSK60_00969
RSc0715	RSK60_00968
RSp1580	RSK60_05024
RSp0252	RSK60_03797
RSp1583	RSK60_05028
RSp0253	RSK60_03798
RSp1581	RSK60_05025
RSp0250	RSK60_03795
RSp0251	RSK60_03796
RSp1582	RSK60_05027
RSp1582	RSK60_05026
RSp0256	RSK60_03801
RSp0257	RSK60_03802
RSp1585	RSK60_02749
RSp0254	RSK60_03799
RSp0255	RSK60_03800
RSp0258	RSK60_03803
RSp0259	RSK60_03804
RSc0718	RSK60_00965
RSc0719	RSK60_00964
RSc0701	RSK60_00991
RSc0702	RSK60_00990
RSc0700	RSK60_00992
RSc0705	RSK60_00980
RSc0706	RSK60_00979
RSc0703	RSK60_00989
RSc0704	RSK60_00981
RSp1572	RSK60_05016
RSp0241	RSK60_03787
RSp0242	RSK60_03789
RSp1573	RSK60_05017
RSp1570	RSK60_05014
RSp0240	RSK60_03786
RSp1571	RSK60_05015
RSp0245	RSK60_03790
RSp1576	RSK60_05020
RSp0246	RSK60_03791
RSp1577	RSK60_05021
RSp1574	RSK60_05018
RSp1575	RSK60_05019
RSp0249	RSK60_03794
RSp0247	RSK60_03792
RSp1578	RSK60_05022
RSp0248	RSK60_03793
RSp1579	RSK60_05023
RSc0709	RSK60_00975
RSc0707	RSK60_00978
RSc0708	RSK60_00976
RSp1521	RSK60_04967
RSp1522	RSK60_04968
RSp1520	RSK60_04966
RSp1525	RSK60_04971
RSp1526	RSK60_04972
RSp1523	RSK60_04969
RSp1524	RSK60_04970
RSp1524	RSK60_03960
RSp1524	RSK60_03957
RSp1529	RSK60_04976
RSp1527	RSK60_04973
RSp1528	RSK60_04974
RSp1510	RSK60_04945
RSp1511	RSK60_04947
RSp1514	RSK60_04955
RSp1515	RSK60_04957
RSp1512	RSK60_04953
RSp1513	RSK60_04954
RSp1518	RSK60_04964
RSp1519	RSK60_04965
RSp1516	RSK60_04958
RSp1517	RSK60_04959
RSp1540	RSK60_04061
RSp0212	RSK60_03773
RSp0210	RSK60_03771
RSp0211	RSK60_03772
RSp0216	RSK60_03319
RSp0217	RSK60_03388
RSp0217	RSK60_04465
RSp1548	RSK60_04985
RSp0214	RSK60_03774
RSp1545	RSK60_04053
RSp0215	RSK60_03775
RSp1546	RSK60_04984
RSp1549	RSK60_04986
RSp0218	RSK60_03319
RSp1530	RSK60_04977
RSp0200	RSK60_04732
RSp1536	RSK60_02697
RSp1536	RSK60_04064
RSp0205	RSK60_00083
RSp0206	RSK60_04952
RSp0206	RSK60_00751
RSp1534	RSK60_04066
RSp1534	RSK60_02699
RSp0203	RSK60_03769
RSp0204	RSK60_00082
RSp0204	RSK60_00856
RSp0204	RSK60_01888
RSp0204	RSK60_04025
RSp0204	RSK60_04259
RSp0204	RSK60_03689
RSp0204	RSK60_01462
RSp0204	RSK60_03858
RSp1535	RSK60_04065
RSp1535	RSK60_02698
RSp0209	RSK60_03770
RSp0207	RSK60_00083
RSp1539	RSK60_02693
RSp1539	RSK60_02694
RSp1539	RSK60_00849
RSp0208	RSK60_00084
RSc1428	RSK60_01505
RSc1428	RSK60_00241
RSc1427	RSK60_00242
RSc2757	RSK60_00425
RSc2757	RSK60_05093
RSc1426	RSK60_00243
RSc1425	RSK60_00244
RSc1429	RSK60_00240
RSc1420	RSK60_00249
RSc2750	RSK60_02511
RSc1424	RSK60_00245
RSc1423	RSK60_00246
RSc2753	RSK60_00172
RSc1422	RSK60_00247
RSc1421	RSK60_00248
RSp0510	RSK60_04489
RSp0510	RSK60_04020
RSp0513	RSK60_04023
RSp0514	RSK60_04024
RSp0511	RSK60_04021
RSp0512	RSK60_04022
RSp0517	RSK60_00084
RSp0518	RSK60_01459
RSp0518	RSK60_01885
RSp0518	RSK60_04028
RSp0518	RSK60_00861
RSp0518	RSK60_03438
RSp0518	RSK60_00085
RSp0515	RSK60_00082
RSp0515	RSK60_00856
RSp0515	RSK60_01888
RSp0515	RSK60_04025
RSp0515	RSK60_04259
RSp0515	RSK60_03689
RSp0515	RSK60_01462
RSp0515	RSK60_03858
RSp0516	RSK60_00083
RSp0519	RSK60_04029
RSc1417	RSK60_00252
RSc2748	RSK60_02513
RSc1416	RSK60_00253
RSc2747	RSK60_02514
RSc1415	RSK60_00254
RSc2746	RSK60_02515
RSc1414	RSK60_00255
RSc2745	RSK60_02516
RSc1419	RSK60_00250
RSc2749	RSK60_02512
RSc1418	RSK60_00251
RSc2740	RSK60_02521
RSc2744	RSK60_02517
RSc1413	RSK60_00256
RSc1412	RSK60_00257
RSc2743	RSK60_02518
RSc1411	RSK60_00258
RSc2742	RSK60_02519
RSc2741	RSK60_02520
RSc1410	RSK60_00259
RSp0503	RSK60_04082
RSp0506	RSK60_04016
RSp0507	RSK60_04017
RSp0504	RSK60_03257
RSp0504	RSK60_03260
RSp0505	RSK60_04015
RSp0508	RSK60_04018
RSp0509	RSK60_04019
RSc1406	RSK60_00263
RSc2737	RSK60_02524
RSc1405	RSK60_00264
RSc2736	RSK60_02525
RSc1404	RSK60_00265
RSc2735	RSK60_02526
RSc1403	RSK60_00266
RSc2734	RSK60_02527
RSc1409	RSK60_00260
RSc1408	RSK60_00261
RSc2739	RSK60_02522
RSc1407	RSK60_00262
RSc2738	RSK60_02523
RSc2733	RSK60_02528
RSc1402	RSK60_00267
RSc2732	RSK60_02529
RSc1401	RSK60_00268
RSc2731	RSK60_02530
RSc1400	RSK60_00269
RSc2730	RSK60_02531
RSp0531	RSK60_04042
RSp0532	RSK60_04043
RSp0530	RSK60_04041
RSp0535	RSK60_05061
RSp0536	RSK60_05062
RSp0533	RSK60_00175
RSp0534	RSK60_04044
RSp0539	RSK60_02086
RSp0539	RSK60_05064
RSp0538	RSK60_05063
RSc2726	RSK60_02535
RSc2725	RSK60_02536
RSc2724	RSK60_02537
RSc2723	RSK60_02538
RSc2729	RSK60_02532
RSc2728	RSK60_02533
RSc2727	RSK60_02534
RSc2722	RSK60_02539
RSc2721	RSK60_02540
RSc2720	RSK60_02541
RSp0520	RSK60_04030
RSp0521	RSK60_04031
RSp0524	RSK60_04034
RSp0525	RSK60_04036
RSp0522	RSK60_04032
RSp0523	RSK60_04033
RSp0528	RSK60_04039
RSp0529	RSK60_04040
RSp0526	RSK60_04037
RSp0527	RSK60_04038
RSc2715	RSK60_02546
RSc2714	RSK60_02547
RSc2713	RSK60_02548
RSc2712	RSK60_02549
RSc2719	RSK60_02542
RSc2718	RSK60_02543
RSc2717	RSK60_02544
RSc2716	RSK60_02545
RSc2711	RSK60_02550
RSc2710	RSK60_02551
RSc2704	RSK60_04884
RSc2703	RSK60_03272
RSc2701	RSK60_04887
RSc2708	RSK60_02554
RSc2707	RSK60_04082
RSc2706	RSK60_03257
RSc2706	RSK60_03260
RSc2700	RSK60_03263
RSc2700	RSK60_04888
RSc2709	RSK60_02553
RSc0998	RSK60_00720
RSc0999	RSK60_00719
RSc0996	RSK60_00722
RSc0997	RSK60_00721
RSc0990	RSK60_00726
RSc0991	RSK60_00725
RSc0994	RSK60_00724
RSc0995	RSK60_00723
RSc0987	RSK60_00728
RSc0985	RSK60_00730
RSc0986	RSK60_00729
RSc0989	RSK60_00727
RSc0980	RSK60_00736
RSc0983	RSK60_00732
RSc0984	RSK60_00731
RSc0981	RSK60_00735
RSc0982	RSK60_00733
RSc3207	RSK60_00158
RSc3208	RSK60_00159
RSc3209	RSK60_04180
RSc3209	RSK60_00160
RSc0176	RSK60_01551
RSc0177	RSK60_01550
RSc3205	RSK60_00156
RSc0175	RSK60_01552
RSc3206	RSK60_00157
RSc0178	RSK60_01549
RSc0179	RSK60_03320
RSc0179	RSK60_03279
RSc0183	RSK60_03322
RSc0183	RSK60_04406
RSc0184	RSK60_04407
RSc0182	RSK60_04405
RSc0165	RSK60_01560
RSc0166	RSK60_01559
RSc0163	RSK60_01562
RSc1494	RSK60_03850
RSc1494	RSK60_00750
RSc1494	RSK60_00074
RSc1494	RSK60_00073
RSc0164	RSK60_01561
RSc0169	RSK60_01556
RSc0167	RSK60_01558
RSc0168	RSK60_01557
RSc0172	RSK60_01554
RSc0173	RSK60_01553
RSc0171	RSK60_01555
RSc0154	RSK60_01572
RSc0154	RSK60_01571
RSc0155	RSK60_01570
RSc1483	RSK60_00178
RSc0153	RSK60_01573
RSc0158	RSK60_01567
RSc0159	RSK60_01566
RSc0156	RSK60_01569
RSc0157	RSK60_01568
RSc1493	RSK60_04082
RSc0161	RSK60_01564
RSc0161	RSK60_05030
RSc1492	RSK60_03257
RSc1492	RSK60_03260
RSc0162	RSK60_01563
RSc0160	RSK60_01565
RSc0149	RSK60_01576
RSc1475	RSK60_00196
RSc1474	RSK60_00197
RSc0141	RSK60_01582
RSc1473	RSK60_00199
RSc0142	RSK60_01581
RSc1472	RSK60_00200
RSc1479	RSK60_00182
RSc0147	RSK60_01578
RSc1478	RSK60_00183
RSc0148	RSK60_01577
RSc1477	RSK60_00184
RSc0145	RSK60_01580
RSc1476	RSK60_00193
RSc0146	RSK60_01579
RSc1482	RSK60_00179
RSc0150	RSK60_01575
RSc0151	RSK60_01574
RSc1481	RSK60_00180
RSc1480	RSK60_00181
RSc1480	RSK60_03107
RSc0138	RSK60_01585
RSc1469	RSK60_00203
RSc0139	RSK60_01584
RSc1464	RSK60_00208
RSc0132	RSK60_01593
RSc1463	RSK60_00209
RSc0133	RSK60_01590
RSc0130	RSK60_01595
RSc1462	RSK60_00210
RSc2793	RSK60_02480
RSc2792	RSK60_02481
RSc1461	RSK60_00212
RSc0131	RSK60_01594
RSc1468	RSK60_00204
RSc0136	RSK60_01587
RSc2799	RSK60_02476
RSc0137	RSK60_01586
RSc2798	RSK60_02477
RSc2798	RSK60_04182
RSc1467	RSK60_00205
RSc0134	RSK60_01589
RSc1466	RSK60_00206
RSc2797	RSK60_02478
RSc0135	RSK60_01588
RSc1465	RSK60_00207
RSc2796	RSK60_02479
RSc1471	RSK60_00201
RSc0140	RSK60_01583
RSc1470	RSK60_00202
RSc0129	RSK60_01596
RSc1459	RSK60_00214
RSc0127	RSK60_01597
RSc1458	RSK60_00215
RSc2789	RSK60_02484
RSc0121	RSK60_01602
RSc1453	RSK60_00221
RSc2784	RSK60_02489
RSc0122	RSK60_00745
RSc0122	RSK60_01601
RSc0122	RSK60_04648
RSc1452	RSK60_00222
RSc2783	RSK60_02490
RSc2782	RSK60_02491
RSc1451	RSK60_00223
RSc1450	RSK60_00224
RSc2781	RSK60_02492
RSc0120	RSK60_01603
RSc2788	RSK60_02485
RSc1457	RSK60_00216
RSc0125	RSK60_01599
RSc2787	RSK60_02486
RSc1456	RSK60_00217
RSc0126	RSK60_01598
RSc2786	RSK60_02487
RSc0123	RSK60_01600
RSc1455	RSK60_00218
RSc2785	RSK60_02488
RSc1460	RSK60_00213
RSc1460	RSK60_03866
RSc2791	RSK60_02482
RSc2790	RSK60_02483
RSc0118	RSK60_01605
RSc1449	RSK60_00225
RSc0119	RSK60_01604
RSc2779	RSK60_02494
RSc0116	RSK60_01607
RSc2778	RSK60_02495
RSc0117	RSK60_01606
RSc1447	RSK60_00226
RSc0110	RSK60_03388
RSc0110	RSK60_04465
RSc1442	RSK60_00232
RSc2773	RSK60_02500
RSc2772	RSK60_02501
RSc0111	RSK60_01612
RSc2770	RSK60_02502
RSc2777	RSK60_02496
RSc0114	RSK60_01609
RSc1446	RSK60_00227
RSc2776	RSK60_02497
RSc0115	RSK60_01608
RSc1445	RSK60_00228
RSc0112	RSK60_01611
RSc1444	RSK60_00230
RSc2775	RSK60_02498
RSc0113	RSK60_01610
RSc2774	RSK60_02499
RSc1443	RSK60_00231
RSc2780	RSK60_02493
RSc1439	RSK60_03257
RSc1439	RSK60_03260
RSc0107	RSK60_01615
RSc1438	RSK60_04082
RSc2769	RSK60_02503
RSc0108	RSK60_01614
RSc2768	RSK60_02504
RSc2767	RSK60_02505
RSc2767	RSK60_03061
RSc0106	RSK60_01616
RSc0109	RSK60_01613
RSc1431	RSK60_00238
RSc2762	RSK60_02510
RSc0100	RSK60_01620
RSc1430	RSK60_00239
RSc1435	RSK60_00633
RSc0103	RSK60_03388
RSc0103	RSK60_04465
RSc2766	RSK60_02506
RSc2765	RSK60_02507
RSc0104	RSK60_01618
RSc2764	RSK60_02508
RSc0101	RSK60_01619
RSc1433	RSK60_00233
RSc2763	RSK60_02509
RSc0102	RSK60_01618
RSc3287	RSK60_01899
RSc3288	RSK60_01896
RSp1045	RSK60_04551
RSc3289	RSK60_01895
RSc3294	RSK60_01891
RSp1048	RSK60_04554
RSc3295	RSK60_01890
RSp1049	RSK60_04555
RSc3296	RSK60_01889
RSp1046	RSK60_04552
RSc3297	RSK60_01881
RSp1047	RSK60_04553
RSc3291	RSK60_01894
RSc3292	RSK60_01893
RSc3293	RSK60_01892
RSp1030	RSK60_04516
RSp1033	RSK60_04542
RSc3276	RSK60_01908
RSp1034	RSK60_04543
RSc3277	RSK60_01907
RSc3278	RSK60_01906
RSp1031	RSK60_04517
RSp1032	RSK60_04541
RSc3279	RSK60_01905
RSp1037	RSK60_04546
RSc3284	RSK60_01902
RSp1038	RSK60_04547
RSp1035	RSK60_04544
RSc3285	RSK60_01901
RSp1036	RSK60_04545
RSc3286	RSK60_01900
RSc3280	RSK60_00305
RSc3280	RSK60_01904
RSc3282	RSK60_01700
RSp1062	RSK60_04572
RSc3269	RSK60_01916
RSp1063	RSK60_04581
RSp1060	RSK60_04569
RSp1061	RSK60_04571
RSc3265	RSK60_01920
RSc3266	RSK60_01919
RSp1067	RSK60_04588
RSc3267	RSK60_01918
RSp1064	RSK60_04582
RSc3268	RSK60_01917
RSp1065	RSK60_04583
RSc3272	RSK60_01913
RSc3273	RSK60_01912
RSc3274	RSK60_01910
RSp1068	RSK60_04589
RSc3275	RSK60_01909
RSc3270	RSK60_01915
RSc3271	RSK60_01914
RSp1051	RSK60_04560
RSc3258	RSK60_01927
RSp1052	RSK60_04561
RSp1052	RSK60_03480
RSc3259	RSK60_01926
RSp1050	RSK60_04556
RSp1055	RSK60_04564
RSc3254	RSK60_01931
RSp1056	RSK60_04565
RSc3255	RSK60_01930
RSp1053	RSK60_04562
RSp1053	RSK60_03620
RSp1053	RSK60_02753
RSp1053	RSK60_05140
RSc3256	RSK60_01929
RSc3257	RSK60_01928
RSp1054	RSK60_04563
RSc3261	RSK60_01924
RSp1059	RSK60_04568
RSc3262	RSK60_01923
