RSc0338	RSRUN2340_00371
RSc1812	RSRUN2340_01615
RSc1811	RSRUN2340_01614
RSc1810	RSRUN2340_01613
RSc1817	RSRUN2340_01622
RSc1816	RSRUN2340_01621
RSp1310	RSRUN2340_04886
RSp1316	RSRUN2340_04900
RSp1317	RSRUN2340_04901
RSp1314	RSRUN2340_04898
RSp1315	RSRUN2340_04899
RSp1318	RSRUN2340_04904
RSc1819	RSRUN2340_01624
RSp1319	RSRUN2340_04906
RSc1818	RSRUN2340_01623
RSc1802	RSRUN2340_01605
RSc1801	RSRUN2340_01604
RSc1800	RSRUN2340_01603
RSc1806	RSRUN2340_01609
RSc1805	RSRUN2340_01608
RSc1804	RSRUN2340_01607
RSc1803	RSRUN2340_01606
RSp0010	RSRUN2340_03558
RSp1341	RSRUN2340_04886
RSp0011	RSRUN2340_03559
RSp1340	RSRUN2340_04885
RSp0014	RSRUN2340_03562
RSp1345	RSRUN2340_04898
RSp1346	RSRUN2340_04899
RSp0015	RSRUN2340_03563
RSp0012	RSRUN2340_03560
RSp0013	RSRUN2340_03561
RSp0018	RSRUN2340_03566
RSp1349	RSRUN2340_04904
RSp0019	RSRUN2340_03567
RSp0016	RSRUN2340_03564
RSp1347	RSRUN2340_04900
RSp0017	RSRUN2340_02555
RSp0017	RSRUN2340_03565
RSp1348	RSRUN2340_04901
RSc1809	RSRUN2340_01612
RSc1808	RSRUN2340_01611
RSc1807	RSRUN2340_01610
RSp0003	RSRUN2340_03550
RSp1335	RSRUN2340_03965
RSp1335	RSRUN2340_00189
RSp1335	RSRUN2340_00186
RSp1335	RSRUN2340_03959
RSp0004	RSRUN2340_03551
RSp1332	RSRUN2340_05000
RSp1332	RSRUN2340_05042
RSp0001	RSRUN2340_03548
RSp1333	RSRUN2340_01001
RSp1333	RSRUN2340_03982
RSp0002	RSRUN2340_03549
RSp0002	RSRUN2340_04576
RSp0002	RSRUN2340_02584
RSp0007	RSRUN2340_03554
RSp0007	RSRUN2340_03609
RSp1338	RSRUN2340_04883
RSp1339	RSRUN2340_04884
RSp0008	RSRUN2340_03556
RSp1336	RSRUN2340_01618
RSp1336	RSRUN2340_03607
RSp1336	RSRUN2340_03628
RSp1336	RSRUN2340_03969
RSp1336	RSRUN2340_04868
RSp1336	RSRUN2340_02589
RSp1336	RSRUN2340_02930
RSp1336	RSRUN2340_01019
RSp1336	RSRUN2340_01921
RSp1336	RSRUN2340_01068
RSp1336	RSRUN2340_04336
RSp1336	RSRUN2340_04655
RSp1336	RSRUN2340_04403
RSp1336	RSRUN2340_00861
RSp1336	RSRUN2340_02136
RSp1336	RSRUN2340_02395
RSp1336	RSRUN2340_02450
RSp1336	RSRUN2340_04179
RSp1336	RSRUN2340_04693
RSp1336	RSRUN2340_03580
RSp0005	RSRUN2340_03552
RSp0006	RSRUN2340_03553
RSp0006	RSRUN2340_00960
RSp1337	RSRUN2340_04882
RSp0009	RSRUN2340_03557
RSp0009	RSRUN2340_00364
RSp1302	RSRUN2340_05000
RSp1302	RSRUN2340_05042
RSp1305	RSRUN2340_03965
RSp1305	RSRUN2340_00189
RSp1305	RSRUN2340_00186
RSp1305	RSRUN2340_03959
RSp1306	RSRUN2340_04882
RSp1303	RSRUN2340_01001
RSp1303	RSRUN2340_03982
RSp1309	RSRUN2340_04885
RSp1307	RSRUN2340_04883
RSp1308	RSRUN2340_04884
RSc2517	RSRUN2340_02636
RSc2516	RSRUN2340_02635
RSc2515	RSRUN2340_02634
RSc2515	RSRUN2340_00641
RSc2514	RSRUN2340_02633
RSc2519	RSRUN2340_02638
RSc2518	RSRUN2340_02637
RSc2513	RSRUN2340_02632
RSc2512	RSRUN2340_02631
RSc2510	RSRUN2340_02627
RSp1602	RSRUN2340_05117
RSp1603	RSRUN2340_05118
RSp1600	RSRUN2340_05115
RSp1601	RSRUN2340_05116
RSp1606	RSRUN2340_05121
RSp1607	RSRUN2340_05122
RSp1604	RSRUN2340_05119
RSp1605	RSRUN2340_05120
RSp1608	RSRUN2340_05123
RSp1609	RSRUN2340_05124
RSc2506	RSRUN2340_02623
RSc2505	RSRUN2340_02622
RSc2504	RSRUN2340_02621
RSc2503	RSRUN2340_02620
RSc2509	RSRUN2340_02626
RSc2508	RSRUN2340_02625
RSc2507	RSRUN2340_02624
RSc2502	RSRUN2340_02619
RSc2501	RSRUN2340_02618
RSc2500	RSRUN2340_02617
RSc0798	RSRUN2340_00831
RSc0799	RSRUN2340_00832
RSc0793	RSRUN2340_00826
RSc0790	RSRUN2340_00824
RSc0791	RSRUN2340_00825
RSc0796	RSRUN2340_00829
RSc0797	RSRUN2340_00830
RSc0794	RSRUN2340_00827
RSc0795	RSRUN2340_00828
RSp1625	RSRUN2340_01001
RSp1625	RSRUN2340_03982
RSp1623	RSRUN2340_05132
RSp1628	RSRUN2340_01001
RSp1628	RSRUN2340_03982
RSp1626	RSRUN2340_05056
RSp1627	RSRUN2340_05055
RSc0789	RSRUN2340_00823
RSc0787	RSRUN2340_00821
RSc0788	RSRUN2340_00822
RSc0781	RSRUN2340_00815
RSc0782	RSRUN2340_00816
RSc0780	RSRUN2340_00814
RSc0785	RSRUN2340_00819
RSc0786	RSRUN2340_00820
RSc0784	RSRUN2340_01353
RSc0784	RSRUN2340_00818
RSp1610	RSRUN2340_05125
RSp1613	RSRUN2340_05128
RSp1613	RSRUN2340_01381
RSp1614	RSRUN2340_05129
RSp1611	RSRUN2340_05126
RSp1611	RSRUN2340_00052
RSp1612	RSRUN2340_05127
RSp1615	RSRUN2340_05130
RSp1616	RSRUN2340_05131
RSc0778	RSRUN2340_00812
RSc0779	RSRUN2340_00813
RSc0777	RSRUN2340_00811
RSc0774	RSRUN2340_00809
RSc0775	RSRUN2340_00810
RSc0775	RSRUN2340_02072
RSc0773	RSRUN2340_00808
RSc0767	RSRUN2340_00806
RSc0765	RSRUN2340_00804
RSc0766	RSRUN2340_00805
RSc0769	RSRUN2340_00807
RSc0760	RSRUN2340_00799
RSc0763	RSRUN2340_00802
RSc0764	RSRUN2340_00803
RSc0761	RSRUN2340_00800
RSc0762	RSRUN2340_00801
RSc0756	RSRUN2340_00795
RSc0757	RSRUN2340_00796
RSc0754	RSRUN2340_00793
RSc0755	RSRUN2340_00794
RSc0758	RSRUN2340_00797
RSc0759	RSRUN2340_00798
RSc0752	RSRUN2340_00791
RSc0753	RSRUN2340_00792
RSc0750	RSRUN2340_00789
RSc0751	RSRUN2340_00790
RSc0745	RSRUN2340_00784
RSc0746	RSRUN2340_00785
RSc0743	RSRUN2340_02740
RSc0743	RSRUN2340_00782
RSc0744	RSRUN2340_00783
RSc0749	RSRUN2340_00788
RSc0747	RSRUN2340_00786
RSc0748	RSRUN2340_00787
RSc0741	RSRUN2340_00780
RSc0742	RSRUN2340_04945
RSc0742	RSRUN2340_00781
RSc0740	RSRUN2340_00779
RSc1266	RSRUN2340_01890
RSc2597	RSRUN2340_01524
RSc1265	RSRUN2340_01891
RSc1264	RSRUN2340_01892
RSc1263	RSRUN2340_01893
RSc1269	RSRUN2340_01887
RSc1268	RSRUN2340_01888
RSc1267	RSRUN2340_01889
RSc2598	RSRUN2340_03270
RSc1273	RSRUN2340_01883
RSc1272	RSRUN2340_01884
RSc1271	RSRUN2340_01885
RSc1270	RSRUN2340_01886
RSc1255	RSRUN2340_01901
RSc2586	RSRUN2340_02065
RSc1254	RSRUN2340_01902
RSc2585	RSRUN2340_02064
RSc1253	RSRUN2340_01903
RSc2584	RSRUN2340_02063
RSc1252	RSRUN2340_01904
RSc2583	RSRUN2340_02062
RSc1259	RSRUN2340_01897
RSc1258	RSRUN2340_01898
RSc1258	RSRUN2340_04333
RSc1257	RSRUN2340_01899
RSc2588	RSRUN2340_02067
RSc1256	RSRUN2340_01900
RSc2587	RSRUN2340_02066
RSc1262	RSRUN2340_01894
RSc1261	RSRUN2340_01895
RSc1260	RSRUN2340_01896
RSc1249	RSRUN2340_01907
RSc2575	RSRUN2340_02055
RSc1244	RSRUN2340_01912
RSc1243	RSRUN2340_02664
RSc1243	RSRUN2340_01913
RSc2574	RSRUN2340_02054
RSc1242	RSRUN2340_02665
RSc1242	RSRUN2340_05145
RSc1242	RSRUN2340_01914
RSc2572	RSRUN2340_02703
RSc1241	RSRUN2340_01915
RSc1248	RSRUN2340_01908
RSc2578	RSRUN2340_02058
RSc1247	RSRUN2340_01909
RSc1246	RSRUN2340_01910
RSc1246	RSRUN2340_02659
RSc2577	RSRUN2340_02057
RSc1245	RSRUN2340_01911
RSc2576	RSRUN2340_02056
RSc1251	RSRUN2340_01905
RSc2582	RSRUN2340_02061
RSc1250	RSRUN2340_01906
RSc2581	RSRUN2340_02060
RSc2580	RSRUN2340_02059
RSc1239	RSRUN2340_02656
RSc1239	RSRUN2340_01917
RSc2569	RSRUN2340_02701
RSc1238	RSRUN2340_01918
RSc2564	RSRUN2340_02696
RSc1233	RSRUN2340_01925
RSc1232	RSRUN2340_01926
RSc2563	RSRUN2340_02695
RSc1231	RSRUN2340_01927
RSc2562	RSRUN2340_02694
RSc2561	RSRUN2340_02693
RSc1230	RSRUN2340_01928
RSc1237	RSRUN2340_02655
RSc1237	RSRUN2340_01919
RSc2568	RSRUN2340_02700
RSc2567	RSRUN2340_02699
RSc1236	RSRUN2340_01922
RSc2566	RSRUN2340_02702
RSc2566	RSRUN2340_02698
RSc1235	RSRUN2340_01923
RSc1234	RSRUN2340_01924
RSc2565	RSRUN2340_02697
RSc1240	RSRUN2340_02657
RSc1240	RSRUN2340_01916
RSc2570	RSRUN2340_02702
RSc2570	RSRUN2340_02698
RSc1229	RSRUN2340_01929
RSc1228	RSRUN2340_01930
RSc2559	RSRUN2340_02691
RSc2558	RSRUN2340_02690
RSc1227	RSRUN2340_01932
RSc2553	RSRUN2340_02684
RSc1222	RSRUN2340_01937
RSc1221	RSRUN2340_01938
RSc2552	RSRUN2340_02683
RSc1220	RSRUN2340_01939
RSc2551	RSRUN2340_02682
RSc2550	RSRUN2340_02681
RSc1226	RSRUN2340_01933
RSc2557	RSRUN2340_02689
RSc2556	RSRUN2340_02687
RSc1225	RSRUN2340_01934
RSc1224	RSRUN2340_01935
RSc2555	RSRUN2340_02686
RSc2554	RSRUN2340_02685
RSc1223	RSRUN2340_01936
RSc2560	RSRUN2340_02692
RSc1219	RSRUN2340_01940
RSc2549	RSRUN2340_02680
RSc1218	RSRUN2340_01941
RSc1217	RSRUN2340_01942
RSc1216	RSRUN2340_01943
RSc2547	RSRUN2340_02679
RSc1211	RSRUN2340_01948
RSc2542	RSRUN2340_02674
RSc2541	RSRUN2340_02673
RSc1210	RSRUN2340_01949
RSc2540	RSRUN2340_02672
RSc2546	RSRUN2340_02678
RSc1215	RSRUN2340_01944
RSc2545	RSRUN2340_02677
RSc1214	RSRUN2340_01945
RSc2544	RSRUN2340_02676
RSc1213	RSRUN2340_01946
RSc1212	RSRUN2340_01947
RSc2543	RSRUN2340_02675
RSc2539	RSRUN2340_02671
RSc1208	RSRUN2340_01951
RSc2538	RSRUN2340_02670
RSc1207	RSRUN2340_01952
RSc1206	RSRUN2340_01953
RSc2537	RSRUN2340_02669
RSc2536	RSRUN2340_02668
RSc2536	RSRUN2340_04578
RSc1205	RSRUN2340_01954
RSc1209	RSRUN2340_01950
RSc2531	RSRUN2340_02650
RSc1200	RSRUN2340_01959
RSc2530	RSRUN2340_02649
RSc1204	RSRUN2340_01955
RSc2535	RSRUN2340_02667
RSc2534	RSRUN2340_02653
RSc1203	RSRUN2340_01956
RSc1202	RSRUN2340_01957
RSc2533	RSRUN2340_02652
RSc2532	RSRUN2340_02651
RSc1201	RSRUN2340_01958
RSc2528	RSRUN2340_02647
RSc2527	RSRUN2340_02646
RSc2526	RSRUN2340_02645
RSc2525	RSRUN2340_02644
RSc2529	RSRUN2340_02648
RSc2520	RSRUN2340_02639
RSc2524	RSRUN2340_02643
RSc2523	RSRUN2340_02642
RSc2522	RSRUN2340_02641
RSc2521	RSRUN2340_02640
RSc3045	RSRUN2340_03148
RSc3052	RSRUN2340_03150
RSc3054	RSRUN2340_03151
RSc3055	RSRUN2340_03152
RSc3051	RSRUN2340_03149
RSc3038	RSRUN2340_03135
RSc3039	RSRUN2340_03136
RSc3034	RSRUN2340_03131
RSc3035	RSRUN2340_03132
RSc3036	RSRUN2340_03133
RSc3037	RSRUN2340_03134
RSc3041	RSRUN2340_03139
RSc3041	RSRUN2340_03118
RSc3043	RSRUN2340_03146
RSc3044	RSRUN2340_03147
RSc3040	RSRUN2340_03137
RSc3027	RSRUN2340_03124
RSc3028	RSRUN2340_03125
RSc3029	RSRUN2340_03126
RSc3023	RSRUN2340_03120
RSc3024	RSRUN2340_03121
RSc3025	RSRUN2340_03122
RSc3026	RSRUN2340_03123
RSc3030	RSRUN2340_03127
RSc3031	RSRUN2340_03128
RSc3032	RSRUN2340_03129
RSc3033	RSRUN2340_03130
RSc3016	RSRUN2340_03113
RSc3017	RSRUN2340_03114
RSc3018	RSRUN2340_03115
RSc3019	RSRUN2340_03116
RSc3012	RSRUN2340_03109
RSc3013	RSRUN2340_03110
RSc3014	RSRUN2340_03111
RSc3015	RSRUN2340_03112
RSc3020	RSRUN2340_03117
RSc3021	RSRUN2340_03139
RSc3021	RSRUN2340_03118
RSc3022	RSRUN2340_03119
RSc3022	RSRUN2340_04249
RSc3009	RSRUN2340_03106
RSc3005	RSRUN2340_03102
RSp0391	RSRUN2340_03917
RSc3006	RSRUN2340_03103
RSp0392	RSRUN2340_03918
RSc3007	RSRUN2340_03104
RSc3008	RSRUN2340_03105
RSp0390	RSRUN2340_03916
RSc3001	RSRUN2340_03098
RSp0395	RSRUN2340_03921
RSc3002	RSRUN2340_03099
RSp0396	RSRUN2340_03922
RSc3003	RSRUN2340_03100
RSp0393	RSRUN2340_03919
RSc3004	RSRUN2340_03101
RSp0394	RSRUN2340_03920
RSp0399	RSRUN2340_03924
RSc3010	RSRUN2340_03107
RSp0398	RSRUN2340_03923
RSp0398	RSRUN2340_05054
RSp0398	RSRUN2340_03925
RSc3011	RSRUN2340_03108
RSp0380	RSRUN2340_03906
RSp0380	RSRUN2340_00637
RSc1299	RSRUN2340_01857
RSc1298	RSRUN2340_01858
RSp0381	RSRUN2340_03907
RSc1297	RSRUN2340_01859
RSc1296	RSRUN2340_01860
RSp0384	RSRUN2340_03910
RSp0385	RSRUN2340_03911
RSp0382	RSRUN2340_03908
RSp0383	RSRUN2340_03909
RSp0388	RSRUN2340_03914
RSp0389	RSRUN2340_03915
RSp0386	RSRUN2340_03912
RSc3000	RSRUN2340_03097
RSp0387	RSRUN2340_03913
RSc1288	RSRUN2340_01868
RSc1287	RSRUN2340_01869
RSc1286	RSRUN2340_01870
RSc1285	RSRUN2340_01871
RSc1289	RSRUN2340_01867
RSc1291	RSRUN2340_01865
RSc1290	RSRUN2340_01866
RSc1295	RSRUN2340_01861
RSc1294	RSRUN2340_01862
RSc1293	RSRUN2340_01863
RSc1292	RSRUN2340_01864
RSc1277	RSRUN2340_01879
RSc1276	RSRUN2340_01880
RSc1275	RSRUN2340_01881
RSc1274	RSRUN2340_01882
RSc1279	RSRUN2340_01877
RSc1278	RSRUN2340_01878
RSc1280	RSRUN2340_01876
RSc1284	RSRUN2340_01872
RSc1283	RSRUN2340_01873
RSc1282	RSRUN2340_01874
RSc1281	RSRUN2340_01875
RSc0855	RSRUN2340_03324
RSc0855	RSRUN2340_02363
RSc0856	RSRUN2340_03323
RSc0856	RSRUN2340_02362
RSc0853	RSRUN2340_03326
RSc0853	RSRUN2340_02365
RSc0854	RSRUN2340_03325
RSc0854	RSRUN2340_02364
RSc0859	RSRUN2340_02359
RSc0859	RSRUN2340_03320
RSc0857	RSRUN2340_03322
RSc0857	RSRUN2340_02361
RSc0858	RSRUN2340_03321
RSc0858	RSRUN2340_02360
RSp1682	RSRUN2340_04818
RSp0351	RSRUN2340_03876
RSc0852	RSRUN2340_03327
RSc0852	RSRUN2340_02366
RSp0352	RSRUN2340_03877
RSp1680	RSRUN2340_04818
RSc0850	RSRUN2340_02368
RSc0850	RSRUN2340_03330
RSc0850	RSRUN2340_04076
RSp0350	RSRUN2340_03875
RSp0355	RSRUN2340_03880
RSp0356	RSRUN2340_03882
RSp0353	RSRUN2340_03878
RSp0354	RSRUN2340_03879
RSp0359	RSRUN2340_03885
RSp0357	RSRUN2340_03883
RSp0358	RSRUN2340_03884
RSc0844	RSRUN2340_03337
RSc0844	RSRUN2340_02372
RSc0845	RSRUN2340_03336
RSc0845	RSRUN2340_02371
RSc0842	RSRUN2340_03336
RSc0842	RSRUN2340_02371
RSc0843	RSRUN2340_01014
RSc0843	RSRUN2340_00181
RSc0843	RSRUN2340_03957
RSc0843	RSRUN2340_04382
RSc0848	RSRUN2340_03334
RSc0840	RSRUN2340_04071
RSc0840	RSRUN2340_03342
RSc0840	RSRUN2340_02374
RSc0840	RSRUN2340_00878
RSp1671	RSRUN2340_05182
RSp0340	RSRUN2340_03865
RSc0841	RSRUN2340_04072
RSc0841	RSRUN2340_02373
RSc0841	RSRUN2340_03341
RSc0841	RSRUN2340_00879
RSp1672	RSRUN2340_05183
RSp0341	RSRUN2340_03866
RSp1670	RSRUN2340_05181
RSp1675	RSRUN2340_01340
RSp1675	RSRUN2340_05186
RSp1675	RSRUN2340_00192
RSp1675	RSRUN2340_03705
RSp0344	RSRUN2340_03869
RSp0345	RSRUN2340_03870
RSp1676	RSRUN2340_05187
RSp0342	RSRUN2340_03867
RSp0343	RSRUN2340_03868
RSp1674	RSRUN2340_05184
RSp1679	RSRUN2340_04818
RSp0348	RSRUN2340_03873
RSp0349	RSRUN2340_03874
RSp0346	RSRUN2340_03871
RSp1677	RSRUN2340_05188
RSp1678	RSRUN2340_05189
RSp0347	RSRUN2340_03872
RSc0833	RSRUN2340_00871
RSc0833	RSRUN2340_04064
RSc0833	RSRUN2340_02381
RSc0834	RSRUN2340_00872
RSc0834	RSRUN2340_02380
RSc0834	RSRUN2340_04065
RSc0837	RSRUN2340_00875
RSc0837	RSRUN2340_03348
RSc0837	RSRUN2340_02377
RSc0837	RSRUN2340_04068
RSc0838	RSRUN2340_00876
RSc0838	RSRUN2340_02376
RSc0838	RSRUN2340_04069
RSc0835	RSRUN2340_00873
RSc0835	RSRUN2340_02379
RSc0835	RSRUN2340_04066
RSc0835	RSRUN2340_03350
RSc0836	RSRUN2340_00874
RSc0836	RSRUN2340_03349
RSc0836	RSRUN2340_02378
RSc0836	RSRUN2340_04067
RSp0370	RSRUN2340_03896
RSp0373	RSRUN2340_03899
RSp0374	RSRUN2340_03900
RSc0830	RSRUN2340_02384
RSc0830	RSRUN2340_04099
RSc0830	RSRUN2340_04097
RSc0830	RSRUN2340_04054
RSp0371	RSRUN2340_03897
RSp0372	RSRUN2340_03898
RSp0377	RSRUN2340_03903
RSp0378	RSRUN2340_03904
RSp0375	RSRUN2340_03901
RSp0376	RSRUN2340_03902
RSp0379	RSRUN2340_03905
RSc0839	RSRUN2340_04070
RSc0839	RSRUN2340_03344
RSc0839	RSRUN2340_02375
RSc0839	RSRUN2340_00877
RSc0820	RSRUN2340_00855
RSc0821	RSRUN2340_00856
RSc0826	RSRUN2340_04094
RSp0362	RSRUN2340_03888
RSp0363	RSRUN2340_03889
RSp0360	RSRUN2340_03886
RSp0361	RSRUN2340_03887
RSp0366	RSRUN2340_03892
RSp0367	RSRUN2340_03893
RSp0364	RSRUN2340_03890
RSp0365	RSRUN2340_03891
RSp0368	RSRUN2340_03894
RSp0369	RSRUN2340_03895
RSc0828	RSRUN2340_01001
RSc0828	RSRUN2340_03982
RSc0829	RSRUN2340_03981
RSc0811	RSRUN2340_00844
RSc0810	RSRUN2340_00843
RSc0815	RSRUN2340_00847
RSc0816	RSRUN2340_00848
RSc0813	RSRUN2340_00845
RSc0814	RSRUN2340_00846
RSc3096	RSRUN2340_03192
RSp1642	RSRUN2340_05158
RSp0312	RSRUN2340_00012
RSp0312	RSRUN2340_04262
RSc3097	RSRUN2340_03193
RSp1640	RSRUN2340_05156
RSc3098	RSRUN2340_03194
RSp1641	RSRUN2340_05157
RSc3099	RSRUN2340_03195
RSc3092	RSRUN2340_03188
RSp1646	RSRUN2340_05162
RSc3093	RSRUN2340_03189
RSp1647	RSRUN2340_05165
RSp0316	RSRUN2340_03835
RSc3094	RSRUN2340_03190
RSp1644	RSRUN2340_05160
RSp1645	RSRUN2340_05161
RSc3095	RSRUN2340_03191
RSp0319	RSRUN2340_03840
RSc0819	RSRUN2340_00851
RSp0317	RSRUN2340_03836
RSc0817	RSRUN2340_00849
RSc3091	RSRUN2340_03187
RSc0818	RSRUN2340_00850
RSp1649	RSRUN2340_05166
RSp0318	RSRUN2340_03837
RSc0800	RSRUN2340_00833
RSc0801	RSRUN2340_00834
RSc0804	RSRUN2340_00837
RSc0805	RSRUN2340_00838
RSc0802	RSRUN2340_00835
RSc0803	RSRUN2340_00836
RSc3078	RSRUN2340_03174
RSc3079	RSRUN2340_03175
RSc3085	RSRUN2340_03181
RSc3085	RSRUN2340_02333
RSc3085	RSRUN2340_00883
RSc3085	RSRUN2340_02430
RSc3085	RSRUN2340_03296
RSc3085	RSRUN2340_04075
RSp0300	RSRUN2340_03827
RSp1631	RSRUN2340_05142
RSc3086	RSRUN2340_03184
RSp1632	RSRUN2340_05143
RSc3087	RSRUN2340_03185
RSc3088	RSRUN2340_03186
RSp1635	RSRUN2340_05146
RSp0304	RSRUN2340_03829
RSc3081	RSRUN2340_03177
RSp0305	RSRUN2340_03830
RSp1636	RSRUN2340_05147
RSc3082	RSRUN2340_03177
RSp1633	RSRUN2340_05144
RSc3083	RSRUN2340_03178
RSp1634	RSRUN2340_02665
RSp1634	RSRUN2340_05145
RSp1634	RSRUN2340_01914
RSp0303	RSRUN2340_01683
RSp0303	RSRUN2340_03828
RSc3084	RSRUN2340_03179
RSc0808	RSRUN2340_00841
RSp0308	RSRUN2340_03833
RSp1639	RSRUN2340_05151
RSc0809	RSRUN2340_00842
RSp0309	RSRUN2340_03834
RSp1637	RSRUN2340_05149
RSc0806	RSRUN2340_00839
RSp0306	RSRUN2340_03831
RSp0307	RSRUN2340_03832
RSc0807	RSRUN2340_00840
RSp1638	RSRUN2340_05150
RSc3080	RSRUN2340_03176
RSc3067	RSRUN2340_03164
RSc3068	RSRUN2340_03165
RSp0330	RSRUN2340_03854
RSc3069	RSRUN2340_03166
RSp1664	RSRUN2340_05175
RSc3074	RSRUN2340_03171
RSp0333	RSRUN2340_03858
RSc3075	RSRUN2340_03172
RSp1665	RSRUN2340_05176
RSp0334	RSRUN2340_03859
RSp0331	RSRUN2340_03855
RSp1662	RSRUN2340_05173
RSc3076	RSRUN2340_03172
RSc3077	RSRUN2340_03173
RSp1663	RSRUN2340_05174
RSp0332	RSRUN2340_03856
RSp0337	RSRUN2340_03862
RSp1668	RSRUN2340_05179
RSc3070	RSRUN2340_03167
RSp0338	RSRUN2340_01973
RSp0338	RSRUN2340_03863
RSc3071	RSRUN2340_03168
RSp1669	RSRUN2340_05180
RSp0335	RSRUN2340_02349
RSp0335	RSRUN2340_03577
RSp0335	RSRUN2340_04631
RSp0335	RSRUN2340_03312
RSp0335	RSRUN2340_03860
RSp0335	RSRUN2340_02352
RSp0335	RSRUN2340_00219
RSp1666	RSRUN2340_05177
RSc3072	RSRUN2340_03169
RSp1667	RSRUN2340_05178
RSc3073	RSRUN2340_03170
RSp0336	RSRUN2340_03861
RSp0339	RSRUN2340_03864
RSc3056	RSRUN2340_03153
RSc3057	RSRUN2340_03154
RSp1650	RSRUN2340_05167
RSc3058	RSRUN2340_03155
RSc3059	RSRUN2340_03157
RSc3059	RSRUN2340_03156
RSc3063	RSRUN2340_03160
RSp0322	RSRUN2340_03844
RSp1653	RSRUN2340_05170
RSp1654	RSRUN2340_05171
RSc3064	RSRUN2340_03161
RSp0323	RSRUN2340_03845
RSp0320	RSRUN2340_03842
RSp1651	RSRUN2340_05168
RSc3065	RSRUN2340_03162
RSp0321	RSRUN2340_03843
RSp1652	RSRUN2340_05169
RSc3066	RSRUN2340_03163
RSp0326	RSRUN2340_03848
RSc3060	RSRUN2340_03157
RSc3060	RSRUN2340_03156
RSp0327	RSRUN2340_03849
RSp0324	RSRUN2340_03846
RSc3061	RSRUN2340_03158
RSp0325	RSRUN2340_03847
RSc3062	RSRUN2340_03159
RSp1659	RSRUN2340_05172
RSp0328	RSRUN2340_03850
RSp0329	RSRUN2340_03853
RSc0699	RSRUN2340_00724
RSc0693	RSRUN2340_00718
RSc0694	RSRUN2340_00719
RSc0691	RSRUN2340_00716
RSc0692	RSRUN2340_00717
RSc0697	RSRUN2340_00722
RSc0698	RSRUN2340_00723
RSc0695	RSRUN2340_00720
RSc0696	RSRUN2340_00721
RSc0688	RSRUN2340_00713
RSc0689	RSRUN2340_00714
RSc0682	RSRUN2340_00706
RSc0683	RSRUN2340_00707
RSc0680	RSRUN2340_00704
RSc0681	RSRUN2340_00705
RSc0686	RSRUN2340_00710
RSc0687	RSRUN2340_00711
RSc0684	RSRUN2340_00708
RSc0685	RSRUN2340_00709
RSc0690	RSRUN2340_00715
RSc0679	RSRUN2340_00703
RSc0677	RSRUN2340_00701
RSc0678	RSRUN2340_00702
RSc0671	RSRUN2340_00696
RSc0672	RSRUN2340_00697
RSc0670	RSRUN2340_00695
RSc0675	RSRUN2340_00699
RSc0676	RSRUN2340_00700
RSc0674	RSRUN2340_00698
RSp1500	RSRUN2340_04376
RSp1500	RSRUN2340_04377
RSp1503	RSRUN2340_05024
RSp1504	RSRUN2340_05025
RSp1501	RSRUN2340_05022
RSp1502	RSRUN2340_05023
RSp1507	RSRUN2340_05028
RSp1508	RSRUN2340_05029
RSp1505	RSRUN2340_05026
RSp1506	RSRUN2340_05027
RSp1509	RSRUN2340_05030
RSc0668	RSRUN2340_00693
RSc0669	RSRUN2340_00694
RSc1999	RSRUN2340_01210
RSc0666	RSRUN2340_00691
RSc1998	RSRUN2340_01211
RSc0667	RSRUN2340_00692
RSc1997	RSRUN2340_01212
RSc0660	RSRUN2340_00686
RSc0660	RSRUN2340_00685
RSc1992	RSRUN2340_01217
RSc1991	RSRUN2340_01218
RSc0661	RSRUN2340_00686
RSc0661	RSRUN2340_00685
RSc1990	RSRUN2340_01219
RSc0664	RSRUN2340_00689
RSc1996	RSRUN2340_01213
RSc1995	RSRUN2340_01214
RSc0665	RSRUN2340_00690
RSc1994	RSRUN2340_01215
RSc0662	RSRUN2340_00687
RSc1993	RSRUN2340_01216
RSc0663	RSRUN2340_00688
RSc1989	RSRUN2340_01220
RSc0657	RSRUN2340_00683
RSc1988	RSRUN2340_01221
RSc1987	RSRUN2340_01223
RSc0655	RSRUN2340_00681
RSc0656	RSRUN2340_00682
RSc1986	RSRUN2340_01224
RSc0659	RSRUN2340_00684
RSc1981	RSRUN2340_01229
RSc1980	RSRUN2340_01230
RSc0650	RSRUN2340_00676
RSc1985	RSRUN2340_01225
RSc0653	RSRUN2340_00679
RSc1984	RSRUN2340_01226
RSc0654	RSRUN2340_00680
RSc1983	RSRUN2340_01227
RSc0651	RSRUN2340_00677
RSc0652	RSRUN2340_00678
RSc1982	RSRUN2340_01228
RSc1978	RSRUN2340_01232
RSc1977	RSRUN2340_01233
RSc1976	RSRUN2340_01234
RSc0644	RSRUN2340_00673
RSc1975	RSRUN2340_01235
RSc0648	RSRUN2340_00674
RSc1979	RSRUN2340_01231
RSc0649	RSRUN2340_00675
RSc1970	RSRUN2340_01239
RSc0642	RSRUN2340_00671
RSc1974	RSRUN2340_01236
RSc0643	RSRUN2340_00672
RSc1973	RSRUN2340_01237
RSc1972	RSRUN2340_01238
RSc0641	RSRUN2340_00670
RSc1967	RSRUN2340_01242
RSc1966	RSRUN2340_01243
