RSc0338	RSR24_00347
RSc1962	RSR24_01273
RSc1961	RSR24_01274
RSc1960	RSR24_01275
RSc1960	RSR24_00884
RSc1956	RSR24_01279
RSc1955	RSR24_01280
RSc1954	RSR24_01281
RSc0622	RSR24_00687
RSc1953	RSR24_01282
RSc0623	RSR24_00688
RSc1959	RSR24_01276
RSc0626	RSR24_03763
RSc1958	RSR24_01277
RSc0627	RSR24_03764
RSc1957	RSR24_01278
RSc1952	RSR24_01283
RSc1951	RSR24_01284
RSc1950	RSR24_00462
RSc1950	RSR24_01546
RSc1950	RSR24_02008
RSc1950	RSR24_01545
RSc1145	RSR24_01169
RSc1144	RSR24_01168
RSc1143	RSR24_01167
RSc1142	RSR24_01166
RSc1149	RSR24_01173
RSc1148	RSR24_01172
RSc1147	RSR24_01171
RSc1146	RSR24_01170
RSc1151	RSR24_01175
RSc1150	RSR24_01174
RSc1139	RSR24_01163
RSc2465	RSR24_02522
RSc1134	RSR24_01160
RSc2464	RSR24_02521
RSc1133	RSR24_01159
RSc2463	RSR24_02520
RSc1132	RSR24_01158
RSc1131	RSR24_01157
RSc2462	RSR24_02519
RSc2468	RSR24_02525
RSc1136	RSR24_01162
RSc2467	RSR24_02524
RSc2466	RSR24_02523
RSc2466	RSR24_03515
RSc1135	RSR24_01161
RSc1141	RSR24_01165
RSc1140	RSR24_01164
RSc2470	RSR24_02486
RSc1129	RSR24_01155
RSc2459	RSR24_02516
RSc1128	RSR24_01154
RSc2454	RSR24_02511
RSc1123	RSR24_01149
RSc1122	RSR24_01148
RSc2453	RSR24_02510
RSc1121	RSR24_01147
RSc2452	RSR24_02509
RSc1120	RSR24_01146
RSc2451	RSR24_02508
RSc1127	RSR24_01153
RSc2458	RSR24_02515
RSc2457	RSR24_02514
RSc1126	RSR24_01152
RSc1125	RSR24_01151
RSc2456	RSR24_02513
RSc2455	RSR24_02512
RSc1124	RSR24_01150
RSc2461	RSR24_02518
RSc1130	RSR24_01156
RSc2460	RSR24_02517
RSc1119	RSR24_01145
RSc1118	RSR24_01144
RSc2449	RSR24_02506
RSc2448	RSR24_02505
RSc1117	RSR24_01143
RSc2443	RSR24_02500
RSc1112	RSR24_01136
RSc2442	RSR24_02499
RSc1111	RSR24_01135
RSc1110	RSR24_01134
RSc2441	RSR24_02498
RSc2440	RSR24_02497
RSc2447	RSR24_02504
RSc1116	RSR24_01142
RSc1115	RSR24_01141
RSc2446	RSR24_02503
RSc1114	RSR24_01140
RSc1114	RSR24_04076
RSc2445	RSR24_02502
RSc2444	RSR24_02501
RSc1113	RSR24_01137
RSc2450	RSR24_02507
RSc2439	RSR24_02496
RSc2438	RSR24_02495
RSc2437	RSR24_02494
RSc2437	RSR24_04750
RSc2437	RSR24_03530
RSc1106	RSR24_00450
RSc1106	RSR24_01307
RSc2432	RSR24_02489
RSc1101	RSR24_00449
RSc1100	RSR24_03369
RSc2431	RSR24_02488
RSc2430	RSR24_02487
RSc2436	RSR24_02493
RSc2435	RSR24_02492
RSc2434	RSR24_02491
RSc1103	RSR24_00447
RSc2433	RSR24_02490
RSc1102	RSR24_00448
RSc2429	RSR24_02482
RSc2428	RSR24_02481
RSc2427	RSR24_02480
RSc2426	RSR24_02479
RSc2421	RSR24_02474
RSc2420	RSR24_02473
RSc2425	RSR24_02478
RSc2424	RSR24_02477
RSc2423	RSR24_02476
RSc2422	RSR24_02475
RSc2418	RSR24_02471
RSc2417	RSR24_02470
RSc2416	RSR24_02469
RSc2415	RSR24_02468
RSc2419	RSR24_02472
RSc2410	RSR24_02463
RSc2414	RSR24_02467
RSc2413	RSR24_02466
RSc2412	RSR24_02465
RSc2411	RSR24_02464
RSc2406	RSR24_01682
RSc2406	RSR24_03234
RSc2406	RSR24_00808
RSc2406	RSR24_02966
RSc2406	RSR24_00436
RSc2406	RSR24_00689
RSc2405	RSR24_00809
RSc2405	RSR24_01683
RSc2405	RSR24_03233
RSc2405	RSR24_02965
RSc2405	RSR24_00437
RSc2404	RSR24_02460
RSc2403	RSR24_02459
RSc2402	RSR24_02458
RSc2401	RSR24_02457
RSc2400	RSR24_02456
RSc1199	RSR24_02049
RSc1198	RSR24_02050
RSc1197	RSR24_02051
RSc1189	RSR24_02059
RSc1188	RSR24_02060
RSc1187	RSR24_02061
RSc1186	RSR24_02062
RSp0274	RSR24_03718
RSp0275	RSR24_03719
RSc1192	RSR24_02056
RSp0278	RSR24_03722
RSc1191	RSR24_02057
RSp0279	RSR24_03610
RSp0279	RSR24_03723
RSp0276	RSR24_03720
RSc1190	RSR24_02058
RSp0277	RSR24_03721
RSc1196	RSR24_02052
RSc1195	RSR24_02053
RSc1195	RSR24_03540
RSc1194	RSR24_02054
RSc1178	RSR24_01259
RSp1590	RSR24_04861
RSp1591	RSR24_04862
RSp1591	RSR24_00158
RSc1177	RSR24_01258
RSp0260	RSR24_03706
RSc1176	RSR24_01257
RSc1176	RSR24_01841
RSc1175	RSR24_01256
RSp0263	RSR24_03714
RSp1594	RSR24_04865
RSp0264	RSR24_03714
RSp0261	RSR24_03707
RSp1592	RSR24_04863
RSc1179	RSR24_01260
RSp0262	RSR24_03708
RSp1593	RSR24_04864
RSc1181	RSR24_01268
RSp1598	RSR24_04867
RSc1180	RSR24_01267
RSp1599	RSR24_04868
RSp0265	RSR24_03716
RSp1597	RSR24_04866
RSc1185	RSR24_03773
RSc1185	RSR24_02063
RSc1184	RSR24_02064
RSc1183	RSR24_02065
RSc1182	RSR24_02066
RSc1167	RSR24_01247
RSp0292	RSR24_03741
RSc2498	RSR24_02547
RSc2497	RSR24_02546
RSc1166	RSR24_01246
RSc1165	RSR24_01245
RSc1165	RSR24_01244
RSc2496	RSR24_02545
RSp0290	RSR24_03739
RSc1164	RSR24_01245
RSc1164	RSR24_01244
RSc2495	RSR24_02544
RSp0291	RSR24_03740
RSc1169	RSR24_01249
RSp0295	RSR24_03742
RSc1168	RSR24_01248
RSc2499	RSR24_02548
RSc1170	RSR24_01250
RSc1174	RSR24_01255
RSc1173	RSR24_01254
RSc1172	RSR24_01253
RSc1171	RSR24_01251
RSc1156	RSR24_01235
RSp0281	RSR24_03725
RSp0282	RSR24_03731
RSc1155	RSR24_01234
RSp0285	RSR24_03734
RSc1159	RSR24_01238
RSp0286	RSR24_03735
RSc1158	RSR24_01237
RSp0283	RSR24_03732
RSc2489	RSR24_02538
RSc1157	RSR24_01236
RSp0284	RSR24_03733
RSc2490	RSR24_02539
RSp0289	RSR24_03738
RSp0287	RSR24_03736
RSp0288	RSR24_03737
RSc1163	RSR24_01243
RSc2494	RSR24_02543
RSc1162	RSR24_01242
RSc2493	RSR24_02542
RSc1161	RSR24_01241
RSc2492	RSR24_02541
RSc1160	RSR24_01240
RSc2491	RSR24_02540
RSc0734	RSR24_00800
RSc0735	RSR24_00801
RSc0732	RSR24_00798
RSc0733	RSR24_00799
RSc0738	RSR24_00804
RSc0739	RSR24_00805
RSc0736	RSR24_00802
RSc0737	RSR24_00803
RSc0730	RSR24_00796
RSp1561	RSR24_04816
RSc0731	RSR24_00797
RSp1562	RSR24_04817
RSp1560	RSR24_04815
RSp0234	RSR24_04427
RSp1565	RSR24_04820
RSp1566	RSR24_04821
RSp1563	RSR24_04818
RSp1564	RSR24_04819
RSp1567	RSR24_04822
RSp1568	RSR24_04823
RSc0723	RSR24_00789
RSc0724	RSR24_00790
RSc0722	RSR24_00788
RSc0727	RSR24_00793
RSc0728	RSR24_00794
RSc0725	RSR24_00791
RSc0726	RSR24_00792
RSp1550	RSR24_04801
RSp1551	RSR24_04806
RSp0220	RSR24_03677
RSc0720	RSR24_00787
RSp0223	RSR24_03680
RSp1554	RSR24_04809
RSp1555	RSR24_04810
RSp0224	RSR24_03681
RSp1552	RSR24_04807
RSp0221	RSR24_03678
RSp1553	RSR24_04808
RSp0222	RSR24_03679
RSp1558	RSR24_04813
RSp0227	RSR24_03684
RSp1559	RSR24_04814
RSp1556	RSR24_04811
RSp0225	RSR24_03682
RSp1557	RSR24_04812
RSp0226	RSR24_03683
RSc0729	RSR24_00795
RSc0712	RSR24_00779
RSc0713	RSR24_00780
RSc0710	RSR24_00777
RSc0711	RSR24_00778
RSc0716	RSR24_00783
RSc0717	RSR24_00784
RSc0714	RSR24_00781
RSc0715	RSR24_00782
RSp1580	RSR24_04856
RSp0252	RSR24_03698
RSp1583	RSR24_04859
RSp0253	RSR24_03699
RSp1581	RSR24_02687
RSp1581	RSR24_04857
RSp0250	RSR24_03696
RSp0251	RSR24_03697
RSp1582	RSR24_04858
RSp1587	RSR24_03256
RSp0256	RSR24_03702
RSp1588	RSR24_03256
RSp0257	RSR24_03703
RSp1585	RSR24_02486
RSp0254	RSR24_03700
RSp0255	RSR24_03701
RSp0258	RSR24_03704
RSp1589	RSR24_02485
RSp0259	RSR24_03705
RSc0718	RSR24_00785
RSc0719	RSR24_00786
RSc0701	RSR24_00758
RSc0702	RSR24_00759
RSc0700	RSR24_00757
RSc0705	RSR24_00767
RSc0706	RSR24_00768
RSc0703	RSR24_00760
RSp1572	RSR24_04848
RSp1572	RSR24_04847
RSp0242	RSR24_03685
RSp1573	RSR24_04849
RSp1571	RSR24_04846
RSp0245	RSR24_03691
RSp1576	RSR24_04852
RSp0246	RSR24_03692
RSp1577	RSR24_04853
RSp1574	RSR24_04850
RSp0243	RSR24_03689
RSp1575	RSR24_04851
RSp0244	RSR24_03690
RSp0249	RSR24_03695
RSp0247	RSR24_03693
RSp1578	RSR24_04854
RSp0248	RSR24_03694
RSp1579	RSR24_04855
RSc0709	RSR24_00773
RSc0707	RSR24_00769
RSc0708	RSR24_00772
RSp1521	RSR24_04781
RSp1522	RSR24_04782
RSp1525	RSR24_04785
RSp1526	RSR24_04786
RSp1523	RSR24_04783
RSp1524	RSR24_04784
RSp1524	RSR24_03814
RSp1524	RSR24_03817
RSp1524	RSR24_04906
RSp1529	RSR24_04789
RSp1527	RSR24_04787
RSp1528	RSR24_04788
RSp1510	RSR24_04716
RSp1511	RSR24_04717
RSp1514	RSR24_04722
RSp1515	RSR24_04723
RSp1512	RSR24_04720
RSp1513	RSR24_04721
RSp1518	RSR24_04779
RSp1519	RSR24_04780
RSp1516	RSR24_04724
RSp1517	RSR24_04725
RSp1540	RSR24_00186
RSp1540	RSR24_00184
RSp0212	RSR24_03656
RSp1543	RSR24_00185
RSp0210	RSR24_03654
RSp0211	RSR24_03655
RSp1547	RSR24_03994
RSp1547	RSR24_01547
RSp1547	RSR24_00774
RSp1547	RSR24_02979
RSp0217	RSR24_00899
RSp0214	RSR24_03657
RSp0215	RSR24_03660
RSp0215	RSR24_03658
RSp1546	RSR24_04799
RSp1549	RSR24_04800
RSp1530	RSR24_04790
RSp0200	RSR24_04159
RSp1536	RSR24_04798
RSp1536	RSR24_00180
RSp0206	RSR24_03551
RSp0206	RSR24_03878
RSp1537	RSR24_00123
RSp1534	RSR24_00178
RSp1534	RSR24_04795
RSp0203	RSR24_03652
RSp0204	RSR24_01233
RSp0204	RSR24_04640
RSp1535	RSR24_00179
RSp0209	RSR24_03653
RSp1538	RSR24_01453
RSp1539	RSR24_00190
RSc1428	RSR24_01792
RSc2759	RSR24_02759
RSc1427	RSR24_01793
RSc2758	RSR24_02758
RSc2757	RSR24_02757
RSc2757	RSR24_04889
RSc1426	RSR24_01794
RSc1425	RSR24_01795
RSc2756	RSR24_02756
RSc1429	RSR24_01791
RSc1420	RSR24_01800
RSc2751	RSR24_02751
RSc2750	RSR24_02750
RSc1424	RSR24_01796
RSc2755	RSR24_02755
RSc1423	RSR24_01797
RSc2754	RSR24_02754
RSc2753	RSR24_02753
RSc1422	RSR24_01798
RSc1421	RSR24_01799
RSc2752	RSR24_02752
RSp0510	RSR24_03864
RSp0510	RSR24_04284
RSp0513	RSR24_03867
RSp0514	RSR24_03868
RSp0511	RSR24_03865
RSp0512	RSR24_03866
RSp0518	RSR24_01691
RSp0515	RSR24_01233
RSp0515	RSR24_04640
RSp0519	RSR24_03869
RSc1417	RSR24_01803
RSc2748	RSR24_02748
RSc1416	RSR24_01804
RSc2747	RSR24_02747
RSc1415	RSR24_01805
RSc2746	RSR24_02746
RSc1414	RSR24_01806
RSc2745	RSR24_02745
RSc1419	RSR24_01801
RSc2749	RSR24_02749
RSc1418	RSR24_01802
RSc2740	RSR24_02740
RSc2744	RSR24_02744
RSc1413	RSR24_01807
RSc1412	RSR24_01808
RSc2743	RSR24_02743
RSc1411	RSR24_01809
RSc2742	RSR24_02742
RSc2741	RSR24_02741
RSc1410	RSR24_01810
RSp0503	RSR24_01682
RSp0503	RSR24_03234
RSp0503	RSR24_00808
RSp0503	RSR24_02966
RSp0503	RSR24_00436
RSp0503	RSR24_00689
RSp0500	RSR24_04265
RSp0501	RSR24_04266
RSp0506	RSR24_03860
RSp0507	RSR24_03861
RSp0504	RSR24_00809
RSp0504	RSR24_01683
RSp0504	RSR24_03233
RSp0504	RSR24_02965
RSp0504	RSR24_00437
RSp0505	RSR24_03859
RSp0508	RSR24_03862
RSp0509	RSR24_03863
RSc1406	RSR24_01814
RSc2737	RSR24_02737
RSc1405	RSR24_01815
RSc2736	RSR24_02736
RSc1404	RSR24_01816
RSc2735	RSR24_02735
RSc1403	RSR24_01817
RSc2734	RSR24_02734
RSc1409	RSR24_01811
RSc1408	RSR24_01812
RSc2739	RSR24_02739
RSc1407	RSR24_01813
RSc2738	RSR24_02738
RSc2733	RSR24_04033
RSc2733	RSR24_02733
RSc1402	RSR24_01818
RSc2732	RSR24_04034
RSc2732	RSR24_02732
RSc1401	RSR24_01819
RSc2731	RSR24_02731
RSc1400	RSR24_01820
RSc2730	RSR24_02730
RSc2730	RSR24_04035
RSp0531	RSR24_03906
RSp0532	RSR24_03908
RSp0530	RSR24_03905
RSp0530	RSR24_01669
RSp0535	RSR24_04495
RSp0536	RSR24_02570
RSp0536	RSR24_04496
RSp0533	RSR24_03909
RSp0534	RSR24_03666
RSp0534	RSR24_04736
RSp0539	RSR24_03212
RSp0539	RSR24_03995
RSp0539	RSR24_01690
RSp0539	RSR24_04740
RSp0538	RSR24_03996
RSp0538	RSR24_04739
RSc2726	RSR24_02726
RSc2725	RSR24_02725
RSc2724	RSR24_02724
RSc2723	RSR24_02723
RSc2729	RSR24_02729
RSc2728	RSR24_02728
RSc2727	RSR24_02727
RSc2722	RSR24_02718
RSc2721	RSR24_02717
RSc2720	RSR24_02716
RSp0520	RSR24_03870
RSp0521	RSR24_03872
RSp0524	RSR24_03875
RSp0525	RSR24_03876
RSp0522	RSR24_03873
RSp0523	RSR24_03874
RSp0528	RSR24_03903
RSp0529	RSR24_03904
RSp0526	RSR24_03877
RSp0527	RSR24_03902
RSc2715	RSR24_02711
RSc2714	RSR24_02710
RSc2713	RSR24_02709
RSc2712	RSR24_02708
RSc2719	RSR24_02715
RSc2718	RSR24_02714
RSc2717	RSR24_02713
RSc2716	RSR24_02712
RSc2711	RSR24_02707
RSc2710	RSR24_02705
RSc2704	RSR24_03219
RSc2703	RSR24_04687
RSc2707	RSR24_01682
RSc2707	RSR24_03234
RSc2707	RSR24_00808
RSc2707	RSR24_02966
RSc2707	RSR24_00436
RSc2707	RSR24_00689
RSc2706	RSR24_00809
RSc2706	RSR24_01683
RSc2706	RSR24_03233
RSc2706	RSR24_02965
RSc2706	RSR24_00437
RSc2700	RSR24_03223
RSc0998	RSR24_01031
RSc0999	RSR24_01032
RSc0996	RSR24_01029
RSc0997	RSR24_01030
RSc0990	RSR24_00990
RSc0991	RSR24_00993
RSc0991	RSR24_01024
RSc0991	RSR24_00991
RSc0994	RSR24_01027
RSc0995	RSR24_01028
RSc0992	RSR24_01025
RSc0993	RSR24_01026
RSc0987	RSR24_00987
RSc0988	RSR24_00988
RSc0985	RSR24_00985
RSc0986	RSR24_00986
RSc0989	RSR24_00989
RSc0980	RSR24_00979
RSc0983	RSR24_00983
RSc0984	RSR24_00984
RSc0981	RSR24_00980
RSc0982	RSR24_00982
RSc0176	RSR24_00174
RSc0177	RSR24_00175
RSc0174	RSR24_00172
RSc0175	RSR24_00173
RSc0178	RSR24_00176
RSc0179	RSR24_01315
RSc0183	RSR24_01318
RSc0165	RSR24_00162
RSc0166	RSR24_00163
RSc0163	RSR24_00160
RSc0164	RSR24_00161
RSc0169	RSR24_00166
RSc0167	RSR24_00164
RSc0168	RSR24_00165
RSc0172	RSR24_00169
RSc0173	RSR24_00170
RSc0170	RSR24_00167
RSc0171	RSR24_00168
RSc0154	RSR24_00151
RSc0155	RSR24_00152
RSc0152	RSR24_00149
RSc1483	RSR24_01739
RSc0153	RSR24_00150
RSc0158	RSR24_00155
RSc0159	RSR24_00156
RSc0156	RSR24_00153
RSc0157	RSR24_00154
RSc1493	RSR24_01682
RSc1493	RSR24_03234
RSc1493	RSR24_00808
RSc1493	RSR24_02966
RSc1493	RSR24_00436
RSc1493	RSR24_00689
RSc0161	RSR24_04862
RSc0161	RSR24_00158
RSc1492	RSR24_00809
RSc1492	RSR24_01683
RSc1492	RSR24_03233
RSc1492	RSR24_02965
RSc1492	RSR24_00437
RSc0162	RSR24_00159
RSc0160	RSR24_00157
RSc0149	RSR24_00146
RSc1475	RSR24_01750
RSc0141	RSR24_00140
RSc1473	RSR24_01752
RSc0142	RSR24_00141
RSc1472	RSR24_01753
RSc1479	RSR24_01744
RSc0147	RSR24_00144
RSc1478	RSR24_01745
RSc0148	RSR24_00145
RSc1477	RSR24_01746
RSc0145	RSR24_00142
RSc1476	RSR24_01749
RSc0146	RSR24_00143
RSc1482	RSR24_01740
RSc0150	RSR24_00147
RSc0151	RSR24_00148
RSc1481	RSR24_01742
RSc1480	RSR24_01743
RSc1480	RSR24_02172
RSc0138	RSR24_00137
RSc1469	RSR24_01756
RSc0139	RSR24_00138
RSc1464	RSR24_01761
RSc0132	RSR24_00131
RSc1463	RSR24_01762
RSc0133	RSR24_00132
RSc0130	RSR24_00129
RSc1462	RSR24_01763
RSc2793	RSR24_02792
RSc2792	RSR24_02791
RSc1461	RSR24_01764
RSc0131	RSR24_00130
RSc1468	RSR24_01757
RSc0136	RSR24_00135
RSc2799	RSR24_02798
RSc0137	RSR24_00136
RSc2798	RSR24_02797
RSc1467	RSR24_01758
RSc0134	RSR24_00133
RSc1466	RSR24_01759
RSc2797	RSR24_02795
RSc0135	RSR24_00134
RSc1465	RSR24_01760
RSc2796	RSR24_02794
RSc1471	RSR24_01754
RSc0140	RSR24_00139
RSc1470	RSR24_01755
RSc0129	RSR24_00128
RSc1459	RSR24_01766
RSc0127	RSR24_00125
RSc1458	RSR24_01767
RSc1458	RSR24_01768
RSc2789	RSR24_02788
RSc0128	RSR24_00127
RSc0121	RSR24_00117
RSc1453	RSR24_01773
RSc2784	RSR24_02783
RSc0122	RSR24_04424
RSc0122	RSR24_00972
RSc0122	RSR24_00118
RSc1452	RSR24_01774
RSc2783	RSR24_02782
RSc2782	RSR24_02781
RSc1451	RSR24_01775
RSc1450	RSR24_01776
RSc2781	RSR24_02780
RSc2788	RSR24_02787
RSc1457	RSR24_01769
RSc2787	RSR24_02786
RSc1456	RSR24_01770
RSc0126	RSR24_00124
RSc2786	RSR24_02785
RSc0123	RSR24_00120
RSc1455	RSR24_01771
RSc2785	RSR24_02784
RSc1454	RSR24_01772
RSc1460	RSR24_01765
RSc1460	RSR24_03744
RSc2791	RSR24_02790
RSc2790	RSR24_02789
RSc1449	RSR24_01777
RSc2779	RSR24_02778
RSc2778	RSR24_02777
RSc1447	RSR24_01778
RSc0110	RSR24_00899
RSc1442	RSR24_01783
RSc2773	RSR24_02772
RSc2772	RSR24_02771
RSc1441	RSR24_01784
RSc0111	RSR24_00112
RSc1440	RSR24_01785
RSc2770	RSR24_02770
RSc2777	RSR24_02776
RSc0114	RSR24_00115
RSc1446	RSR24_01779
RSc2776	RSR24_02775
RSc0115	RSR24_00116
RSc1445	RSR24_01780
RSc0112	RSR24_00113
RSc1444	RSR24_01781
RSc2775	RSR24_02774
RSc0113	RSR24_00114
RSc2774	RSR24_02773
RSc1443	RSR24_01782
RSc2780	RSR24_02779
RSc1439	RSR24_00809
RSc1439	RSR24_01683
RSc1439	RSR24_03233
RSc1439	RSR24_02965
RSc1439	RSR24_00437
RSc0107	RSR24_00109
RSc1438	RSR24_01682
RSc1438	RSR24_03234
RSc1438	RSR24_00808
RSc1438	RSR24_02966
RSc1438	RSR24_00436
RSc1438	RSR24_00689
RSc2769	RSR24_02769
RSc0108	RSR24_00110
RSc2768	RSR24_02768
RSc2767	RSR24_00691
RSc2767	RSR24_00690
RSc2767	RSR24_02218
RSc2767	RSR24_02767
RSc0106	RSR24_00108
RSc0109	RSR24_00111
RSc1431	RSR24_01789
RSc2762	RSR24_02762
RSc0100	RSR24_00104
RSc1430	RSR24_01790
RSc2761	RSR24_02761
RSc2760	RSR24_02760
RSc0103	RSR24_00899
RSc2766	RSR24_02766
RSc1434	RSR24_00193
RSc2765	RSR24_02765
RSc0104	RSR24_00106
RSc2764	RSR24_02764
RSc0101	RSR24_00105
RSc2763	RSR24_02763
RSc0102	RSR24_00106
RSp1040	RSR24_04342
RSp1041	RSR24_04343
RSc3287	RSR24_03360
RSc3288	RSR24_03363
RSp1045	RSR24_04349
RSc3289	RSR24_03364
RSp1042	RSR24_04344
RSp1043	RSR24_04345
RSc3294	RSR24_03367
RSp1048	RSR24_04352
RSc3295	RSR24_03368
RSp1049	RSR24_04353
RSc3296	RSR24_03369
RSp1046	RSR24_04350
RSc3297	RSR24_03370
RSp1047	RSR24_04351
RSc3292	RSR24_03365
RSc3293	RSR24_03366
RSp1030	RSR24_04307
RSp1033	RSR24_04333
RSc3276	RSR24_03349
RSp1034	RSR24_04334
RSc3277	RSR24_03350
RSc3278	RSR24_03351
RSp1031	RSR24_04308
RSp1032	RSR24_04332
RSc3279	RSR24_03352
RSc3283	RSR24_03356
RSp1037	RSR24_04337
RSc3284	RSR24_03357
RSp1038	RSR24_04340
RSp1035	RSR24_04335
RSc3285	RSR24_03358
RSp1036	RSR24_04336
RSc3286	RSR24_03359
RSc3280	RSR24_03353
RSc3280	RSR24_00694
RSc3280	RSR24_01858
RSc3281	RSR24_03354
RSp1039	RSR24_04341
RSp1039	RSR24_03547
RSc3282	RSR24_03355
RSc3282	RSR24_00022
RSp1062	RSR24_04366
RSc3269	RSR24_03341
RSp1060	RSR24_04364
RSp1061	RSR24_04365
RSc3265	RSR24_03337
RSc3266	RSR24_03338
RSp1067	RSR24_03670
RSc3267	RSR24_03339
RSc3268	RSR24_03340
RSc3272	RSR24_03344
RSc3273	RSR24_03345
RSc3274	RSR24_03347
RSc3275	RSR24_03348
RSc3270	RSR24_03342
RSc3271	RSR24_03343
RSp1051	RSR24_04355
RSc3258	RSR24_03330
RSp1052	RSR24_04356
RSp1052	RSR24_01491
RSc3259	RSR24_03331
RSp1050	RSR24_04354
RSp1055	RSR24_04359
RSc3254	RSR24_03326
RSp1056	RSR24_04360
RSc3255	RSR24_03327
RSp1053	RSR24_02523
RSp1053	RSR24_03515
RSc3256	RSR24_03328
RSc3257	RSR24_03329
RSp1054	RSR24_04358
RSc3261	RSR24_03333
RSp1059	RSR24_04363
RSc3262	RSR24_03334
RSp1057	RSR24_04361
RSc3263	RSR24_03335
RSc3264	RSR24_03336
RSp1058	RSR24_04362
RSc3260	RSR24_03332
RSc3247	RSR24_00896
RSc3247	RSR24_03240
RSc3247	RSR24_03239
RSc3247	RSR24_03317
RSc3248	RSR24_03241
RSc3248	RSR24_03318
RSp1000	RSR24_04267
RSp1001	RSR24_04268
RSc3246	RSR24_03316
RSp1004	RSR24_04271
RSp1005	RSR24_04272
RSp1002	RSR24_04269
RSc3253	RSR24_03325
RSp1003	RSR24_04270
RSp1008	RSR24_04275
RSp1009	RSR24_04276
RSp1006	RSR24_04273
RSp1007	RSR24_04274
RSc3237	RSR24_03311
RSc3238	RSR24_03312
RSc3239	RSR24_03313
RSc3233	RSR24_03308
RSc3234	RSR24_03309
RSc3235	RSR24_03310
RSc3240	RSR24_03314
RSc3229	RSR24_03305
RSc3225	RSR24_03301
RSc3226	RSR24_03302
RSc0199	RSR24_01672
RSc3227	RSR24_03303
RSc0196	RSR24_01665
RSc0197	RSR24_01664
RSc3228	RSR24_03304
RSc3221	RSR24_03663
RSc3221	RSR24_04518
RSc3221	RSR24_00888
RSp1022	RSR24_04290
RSc3222	RSR24_01691
RSp1023	RSR24_04121
RSp1023	RSR24_04291
RSp1020	RSR24_04287
RSp1021	RSR24_04289
RSc3224	RSR24_03300
RSp1026	RSR24_04303
RSp1027	RSR24_04304
RSp1024	RSR24_04299
RSc3230	RSR24_03306
RSp1025	RSR24_04300
RSc3231	RSR24_03307
RSp1028	RSR24_04305
RSp1029	RSR24_04306
RSc3218	RSR24_04641
RSc3214	RSR24_03993
RSc3214	RSR24_04741
RSc3214	RSR24_03259
RSc0187	RSR24_01322
RSc3215	RSR24_03258
RSc3215	RSR24_02530
RSc3215	RSR24_03150
RSc0188	RSR24_01323
RSc0185	RSR24_01321
RSc3217	RSR24_01233
RSc3217	RSR24_04640
RSc3210	RSR24_03289
RSp1011	RSR24_04278
RSc3211	RSR24_03289
RSp1012	RSR24_04279
RSc0189	RSR24_01325
RSc3212	RSR24_03291
RSc3213	RSR24_03292
RSp1010	RSR24_04277
RSc0190	RSR24_01326
RSp1015	RSR24_04282
RSp1016	RSR24_04283
RSc0191	RSR24_01327
RSp1013	RSR24_04280
RSc3220	RSR24_01691
RSp1014	RSR24_04281
RSp1019	RSR24_04286
RSp1017	RSR24_03864
RSp1017	RSR24_04284
RSc0192	RSR24_01328
RSp1018	RSR24_04285
RSp0593	RSR24_00894
RSp0592	RSR24_00890
RSp0598	RSR24_03914
RSp0599	RSR24_03915
RSp0581	RSR24_04489
RSp0581	RSR24_01002
RSp0581	RSR24_00886
RSp0581	RSR24_01931
RSp0581	RSR24_03505
RSp0584	RSR24_04208
RSp0584	RSR24_04209
RSp0585	RSR24_04489
RSp0585	RSR24_01002
RSp0585	RSR24_00886
RSp0585	RSR24_01931
RSp0585	RSR24_03505
RSp0588	RSR24_03663
RSp0588	RSR24_04518
RSp0588	RSR24_00888
RSp0550	RSR24_03252
RSp0550	RSR24_04055
RSp0554	RSR24_02693
RSp0551	RSR24_02260
RSp0557	RSR24_01682
RSp0557	RSR24_03234
RSp0557	RSR24_00808
RSp0557	RSR24_02966
RSp0557	RSR24_00436
RSp0557	RSR24_00689
RSp0558	RSR24_00809
RSp0558	RSR24_01683
RSp0558	RSR24_03233
RSp0558	RSR24_02965
RSp0558	RSR24_00437
RSp0555	RSR24_02692
RSp0556	RSR24_02691
RSp0542	RSR24_03882
RSp0540	RSR24_03254
RSp0540	RSR24_04054
RSp0541	RSR24_03882
RSp0547	RSR24_04374
RSp0548	RSR24_02276
RSp0548	RSR24_02362
RSp0548	RSR24_04663
RSp0548	RSR24_01958
RSp0548	RSR24_04679
RSp0548	RSR24_03900
RSp0571	RSR24_04770
RSp0571	RSR24_03298
RSp0570	RSR24_04770
RSp0570	RSR24_03298
RSp0575	RSR24_03293
RSp0573	RSR24_03296
RSp0573	RSR24_03294
RSp0573	RSR24_03229
RSp0579	RSR24_03289
RSp0577	RSR24_04768
RSp0578	RSR24_03290
RSc3298	RSR24_03372
RSp0560	RSR24_04776
RSc3299	RSR24_03373
RSp0563	RSR24_01727
RSp0568	RSR24_03302
RSp0569	RSR24_03227
RSp0566	RSR24_00193
RSc1307	RSR24_01910
RSc1306	RSR24_01911
RSc1305	RSR24_01912
RSc2636	RSR24_02636
RSc1304	RSR24_01913
RSc2635	RSR24_02635
RSc1309	RSR24_01908
RSc2639	RSR24_02637
RSc1308	RSR24_01909
RSc2630	RSR24_02630
RSc2634	RSR24_02634
RSc1303	RSR24_01914
RSc2633	RSR24_02633
