RSc1428	XOO3719
RSp1135	XOO2694
RSp1135	XOO1088
RSp1135	XOO4591
RSp1135	XOO0151
RSp1135	XOO0150
RSp1135	XOO2690
RSp1135	XOO0278
RSp1135	XOO0277
RSp1135	XOO1089
RSp1135	XOO3307
RSp1135	XOO1646
RSp1135	XOO2695
RSp1135	XOO2216
RSp1135	XOO2851
RSp1135	XOO0279
RSp0288	XOO3913
RSc2252	XOO0481
RSc1163	XOO3672
RSc2251	XOO0484
RSc2250	XOO0485
RSc1161	XOO2710
RSp1139	XOO1634
RSc0072	XOO0586
RSc1160	XOO2711
RSc0976	XOO2969
RSc2913	XOO3863
RSc1824	XOO4536
RSc0977	XOO2763
RSc0732	XOO1665
RSc0733	XOO1666
RSc0975	XOO2715
RSc2917	XOO1629
RSc0738	XOO1679
RSc2916	XOO1630
RSc2915	XOO1631
RSc0736	XOO1669
RSc0978	XOO1996
RSc2914	XOO1632
RSc0730	XOO0491
RSc1820	XOO4162
RSc0731	XOO1664
RSc0970	XOO1536
RSp1560	XOO2317
RSp0235	XOO0116
RSp0475	XOO0813
RSp0475	XOO0818
RSp0475	XOO0816
RSp0475	XOO0815
RSp0475	XOO4180
RSp0475	XOO3650
RSp0475	XOO1198
RSp0475	XOO0783
RSp0475	XOO3899
RSp0475	XOO3654
RSp0475	XOO3896
RSp0475	XOO0785
RSp0475	XOO0647
RSp0475	XOO0129
RSp0475	XOO3087
RSp0475	XOO4176
RSp0475	XOO4451
RSp0475	XOO4177
RSp0475	XOO0373
RSp0475	XOO0372
RSp0475	XOO1582
RSp0475	XOO3084
RSp0475	XOO4174
RSp0475	XOO2273
RSp0475	XOO2035
RSp0475	XOO4699
RSp0475	XOO1346
RSp0475	XOO2381
RSp0475	XOO3110
RSp0475	XOO2781
RSp0475	XOO1570
RSp0475	XOO0124
RSp0475	XOO0366
RSp0475	XOO3634
RSp0475	XOO1333
RSp0475	XOO1574
RSp0475	XOO0121
RSp0475	XOO1331
RSp0475	XOO0127
RSp0475	XOO1579
RSp0475	XOO0368
RSp0475	XOO3874
RSp0475	XOO4842
RSp0475	XOO0367
RSp0475	XOO0905
RSp0475	XOO2649
RSp0475	XOO0904
RSp0475	XOO0070
RSp0475	XOO2094
RSp0475	XOO3343
RSp0475	XOO2132
RSp0475	XOO2494
RSp0475	XOO0073
RSp0475	XOO2097
RSp0475	XOO2493
RSp0475	XOO1443
RSp0475	XOO0997
RSp0475	XOO0996
RSp0475	XOO2652
RSp0475	XOO4798
RSp0475	XOO2637
RSp0475	XOO2638
RSp0475	XOO0186
RSp0475	XOO2089
RSp0475	XOO0185
RSp0475	XOO2086
RSp0475	XOO0069
RSp0475	XOO1397
RSp0475	XOO4704
RSp0475	XOO0468
RSp0475	XOO4940
RSp0475	XOO0209
RSp0475	XOO0967
RSp0475	XOO1934
RSp0475	XOO2748
RSp0475	XOO2628
RSp0475	XOO4770
RSp0475	XOO2111
RSp0475	XOO1020
RSp0475	XOO2472
RSp0475	XOO0298
RSp0475	XOO2119
RSp0475	XOO2513
RSp0475	XOO1009
RSp0475	XOO1647
RSp0475	XOO3706
RSp0475	XOO3310
RSp0475	XOO3794
RSp0475	XOO4366
RSp0475	XOO1891
RSp0475	XOO0564
RSp0475	XOO4129
RSp0475	XOO4769
RSp0475	XOO2101
RSp0475	XOO1415
RSp0475	XOO2106
RSp0475	XOO2469
RSp0475	XOO0961
RSp0475	XOO0825
RSp0475	XOO0547
RSp0475	XOO0822
RSp0475	XOO2691
RSp0475	XOO3660
RSp0475	XOO2694
RSp0475	XOO1088
RSp0475	XOO4591
RSp0475	XOO0151
RSp0475	XOO0150
RSp0475	XOO2690
RSp0475	XOO0278
RSp0475	XOO0277
RSp0475	XOO1089
RSp0475	XOO3307
RSp0475	XOO1646
RSp0475	XOO2695
RSp0475	XOO2216
RSp0475	XOO2851
RSp0475	XOO0279
RSp0238	XOO3349
RSp0238	XOO0117
RSp1327	XOO3624
RSp0239	XOO0194
RSp0239	XOO0113
RSp0478	XOO2287
RSp0478	XOO2747
RSp0478	XOO2471
RSp0478	XOO3118
RSp0478	XOO0199
RSp0478	XOO1386
RSp0478	XOO0787
RSp0478	XOO0203
RSp0478	XOO2090
RSp0478	XOO3028
RSp0236	XOO0115
RSp0237	XOO0114
RSp1326	XOO4350
RSc2901	XOO3608
RSc2900	XOO3607
RSc0969	XOO1536
RSc0728	XOO3858
RSc2904	XOO3207
RSc2903	XOO3644
RSc0961	XOO4463
RSc0961	XOO4615
RSp1553	XOO0737
RSp1553	XOO2378
RSp1559	XOO2314
RSp0225	XOO3728
RSp1557	XOO2315
RSc2909	XOO4011
RSc0729	XOO3860
RSc0712	XOO3852
RSc0713	XOO3853
RSc0710	XOO4000
RSc0711	XOO3851
RSc0714	XOO3854
RSc0715	XOO3856
RSc1803	XOO2539
RSp0252	XOO2900
RSc0950	XOO4508
RSp1581	XOO0417
RSp1581	XOO3423
RSp0251	XOO2899
RSp1340	XOO1800
RSp1587	XOO0160
RSp1587	XOO0181
RSp1587	XOO4122
RSp1587	XOO0180
RSp1587	XOO0183
RSp1587	XOO2522
RSp1587	XOO2521
RSp1587	XOO3714
RSp1587	XOO0621
RSp1587	XOO3357
RSp1587	XOO3379
RSp1587	XOO0048
RSp1587	XOO0906
RSp1587	XOO2626
RSp1587	XOO2627
RSp1587	XOO4374
RSp1587	XOO4375
RSp1587	XOO4795
RSp1587	XOO2012
RSp1587	XOO2056
RSp1587	XOO1240
RSp1587	XOO3360
RSp1587	XOO0991
RSp1587	XOO0990
RSp1587	XOO2013
RSp1588	XOO0160
RSp1588	XOO0181
RSp1588	XOO4122
RSp1588	XOO0180
RSp1588	XOO0183
RSp1588	XOO2522
RSp1588	XOO2521
RSp1588	XOO3714
RSp1588	XOO0621
RSp1588	XOO3357
RSp1588	XOO3379
RSp1588	XOO0048
RSp1588	XOO0906
RSp1588	XOO2626
RSp1588	XOO2627
RSp1588	XOO4374
RSp1588	XOO4375
RSp1588	XOO4795
RSp1588	XOO2012
RSp1588	XOO2056
RSp1588	XOO1240
RSp1588	XOO3360
RSp1588	XOO0991
RSp1588	XOO0990
RSp1588	XOO2013
RSp1104	XOO1603
RSp0012	XOO2331
RSp1107	XOO4456
RSp1105	XOO1601
RSp1106	XOO4455
RSc0702	XOO4346
RSc0944	XOO3304
RSc0942	XOO2209
RSc0947	XOO3752
RSc0945	XOO3303
RSc0703	XOO3373
RSc0946	XOO3751
RSp0241	XOO0197
RSp1331	XOO0813
RSp1331	XOO0818
RSp1331	XOO0816
RSp1331	XOO0815
RSp1331	XOO4180
RSp1331	XOO3650
RSp1331	XOO1198
RSp1331	XOO0783
RSp1331	XOO3899
RSp1331	XOO3654
RSp1331	XOO3896
RSp1331	XOO0785
RSp1331	XOO0647
RSp1331	XOO0129
RSp1331	XOO3087
RSp1331	XOO4176
RSp1331	XOO4451
RSp1331	XOO4177
RSp1331	XOO0373
RSp1331	XOO0372
RSp1331	XOO1582
RSp1331	XOO3084
RSp1331	XOO4174
RSp1331	XOO2273
RSp1331	XOO2035
RSp1331	XOO4699
RSp1331	XOO1346
RSp1331	XOO2381
RSp1331	XOO3110
RSp1331	XOO2781
RSp1331	XOO1570
RSp1331	XOO0124
RSp1331	XOO0366
RSp1331	XOO3634
RSp1331	XOO1333
RSp1331	XOO1574
RSp1331	XOO0121
RSp1331	XOO1331
RSp1331	XOO0127
RSp1331	XOO1579
RSp1331	XOO0368
RSp1331	XOO3874
RSp1331	XOO4842
RSp1331	XOO0367
RSp1331	XOO0905
RSp1331	XOO2649
RSp1331	XOO0904
RSp1331	XOO0070
RSp1331	XOO2094
RSp1331	XOO3343
RSp1331	XOO2132
RSp1331	XOO2494
RSp1331	XOO0073
RSp1331	XOO2097
RSp1331	XOO2493
RSp1331	XOO1443
RSp1331	XOO0997
RSp1331	XOO0996
RSp1331	XOO2652
RSp1331	XOO4798
RSp1331	XOO2637
RSp1331	XOO2638
RSp1331	XOO0186
RSp1331	XOO2089
RSp1331	XOO0185
RSp1331	XOO2086
RSp1331	XOO0069
RSp1331	XOO1397
RSp1331	XOO4704
RSp1331	XOO0468
RSp1331	XOO4940
RSp1331	XOO0209
RSp1331	XOO0967
RSp1331	XOO1934
RSp1331	XOO2748
RSp1331	XOO2628
RSp1331	XOO4770
RSp1331	XOO2111
RSp1331	XOO1020
RSp1331	XOO2472
RSp1331	XOO0298
RSp1331	XOO2119
RSp1331	XOO2513
RSp1331	XOO1009
RSp1331	XOO1647
RSp1331	XOO3706
RSp1331	XOO3310
RSp1331	XOO3794
RSp1331	XOO4366
RSp1331	XOO1891
RSp1331	XOO0564
RSp1331	XOO4129
RSp1331	XOO4769
RSp1331	XOO2101
RSp1331	XOO1415
RSp1331	XOO2106
RSp1331	XOO2469
RSp1331	XOO0961
RSp1331	XOO0825
RSp1331	XOO0547
RSp1331	XOO0822
RSp1331	XOO2691
RSp1331	XOO3660
RSp1331	XOO2694
RSp1331	XOO1088
RSp1331	XOO4591
RSp1331	XOO0151
RSp1331	XOO0150
RSp1331	XOO2690
RSp1331	XOO0278
RSp1331	XOO0277
RSp1331	XOO1089
RSp1331	XOO3307
RSp1331	XOO1646
RSp1331	XOO2695
RSp1331	XOO2216
RSp1331	XOO2851
RSp1331	XOO0279
RSp0242	XOO0112
RSp0482	XOO2486
RSp0245	XOO3645
RSp0246	XOO3646
RSp1332	XOO0968
RSp1332	XOO0636
RSp1332	XOO2252
RSp1332	XOO3718
RSp1332	XOO1215
RSp1333	XOO0615
RSp1333	XOO3929
RSp1333	XOO0617
RSp1333	XOO3927
RSp1333	XOO1392
RSp1333	XOO4146
RSp1333	XOO0263
RSp1333	XOO1396
RSp1333	XOO0262
RSp1333	XOO1394
RSp1333	XOO0981
RSp1333	XOO2009
RSp1333	XOO0622
RSp1333	XOO2007
RSp1333	XOO2403
RSp1333	XOO2006
RSp1333	XOO3930
RSp1333	XOO4304
RSp1333	XOO0646
RSp1333	XOO1339
RSp1333	XOO0296
RSp1333	XOO4370
RSp1333	XOO0295
RSp1333	XOO1340
RSp1333	XOO1384
RSp1333	XOO3888
RSp1333	XOO2113
RSp1333	XOO3889
RSp1333	XOO3366
RSp1333	XOO1029
RSp1333	XOO1028
RSp1333	XOO1027
RSp1333	XOO0517
RSp1333	XOO0516
RSp1333	XOO1649
RSp1333	XOO0999
RSp1333	XOO0998
RSp1333	XOO3191
RSp1333	XOO4165
RSp1333	XOO3552
RSp1333	XOO4047
RSp1333	XOO0362
RSp1333	XOO0365
RSp1333	XOO0364
RSp1333	XOO2146
RSp1333	XOO2745
RSp1333	XOO0363
RSp1333	XOO1650
RSp1333	XOO0325
RSp1333	XOO4368
RSp1333	XOO4369
RSp1333	XOO4523
RSp1333	XOO4524
RSp1333	XOO0987
RSp1333	XOO1119
RSp1333	XOO0827
RSp1333	XOO2290
RSp1333	XOO3189
RSp1333	XOO1361
RSp1333	XOO3063
RSp1333	XOO2372
RSp1333	XOO3700
RSp1333	XOO3701
RSp1333	XOO1640
RSp1333	XOO3702
RSp1333	XOO0198
RSp1333	XOO0236
RSp1333	XOO0478
RSp1333	XOO1644
RSp1333	XOO3027
RSp1333	XOO1643
RSp0002	XOO1510
RSp0002	XOO1870
RSp0007	XOO4604
RSp0489	XOO0423
RSp0006	XOO2186
RSp0009	XOO4202
RSc0933	XOO1325
RSc0936	XOO1328
RSc0937	XOO2448
RSc0935	XOO1327
RSp1521	XOO1906
RSp0678	XOO1245
RSp1524	XOO1879
RSp1524	XOO2330
RSp1524	XOO2787
RSc0921	XOO0714
RSc0922	XOO0715
RSc0920	XOO0713
RSc0926	XOO0693
RSc0923	XOO0791
RSc0924	XOO0790
RSc3199	XOO0968
RSc3199	XOO0636
RSc3199	XOO2252
RSc3199	XOO3718
RSc3199	XOO1215
RSp0665	XOO2773
RSp0423	XOO1360
RSp0666	XOO1423
RSp0424	XOO1354
RSp1516	XOO0228
RSc0927	XOO0692
RSc0928	XOO4580
RSc0910	XOO2181
RSc0913	XOO2066
RSp0450	XOO3165
RSp0450	XOO2333
RSp0450	XOO1811
RSp0450	XOO3982
RSp0450	XOO1755
RSp0691	XOO4070
RSp1301	XOO0813
RSp1301	XOO0818
RSp1301	XOO0816
RSp1301	XOO0815
RSp1301	XOO4180
RSp1301	XOO3650
RSp1301	XOO1198
RSp1301	XOO0783
RSp1301	XOO3899
RSp1301	XOO3654
RSp1301	XOO3896
RSp1301	XOO0785
RSp1301	XOO0647
RSp1301	XOO0129
RSp1301	XOO3087
RSp1301	XOO4176
RSp1301	XOO4451
RSp1301	XOO4177
RSp1301	XOO0373
RSp1301	XOO0372
RSp1301	XOO1582
RSp1301	XOO3084
RSp1301	XOO4174
RSp1301	XOO2273
RSp1301	XOO2035
RSp1301	XOO4699
RSp1301	XOO1346
RSp1301	XOO2381
RSp1301	XOO3110
RSp1301	XOO2781
RSp1301	XOO1570
RSp1301	XOO0124
RSp1301	XOO0366
RSp1301	XOO3634
RSp1301	XOO1333
RSp1301	XOO1574
RSp1301	XOO0121
RSp1301	XOO1331
RSp1301	XOO0127
RSp1301	XOO1579
RSp1301	XOO0368
RSp1301	XOO3874
RSp1301	XOO4842
RSp1301	XOO0367
RSp1301	XOO0905
RSp1301	XOO2649
RSp1301	XOO0904
RSp1301	XOO0070
RSp1301	XOO2094
RSp1301	XOO3343
RSp1301	XOO2132
RSp1301	XOO2494
RSp1301	XOO0073
RSp1301	XOO2097
RSp1301	XOO2493
RSp1301	XOO1443
RSp1301	XOO0997
RSp1301	XOO0996
RSp1301	XOO2652
RSp1301	XOO4798
RSp1301	XOO2637
RSp1301	XOO2638
RSp1301	XOO0186
RSp1301	XOO2089
RSp1301	XOO0185
RSp1301	XOO2086
RSp1301	XOO0069
RSp1301	XOO1397
RSp1301	XOO4704
RSp1301	XOO0468
RSp1301	XOO4940
RSp1301	XOO0209
RSp1301	XOO0967
RSp1301	XOO1934
RSp1301	XOO2748
RSp1301	XOO2628
RSp1301	XOO4770
RSp1301	XOO2111
RSp1301	XOO1020
RSp1301	XOO2472
RSp1301	XOO0298
RSp1301	XOO2119
RSp1301	XOO2513
RSp1301	XOO1009
RSp1301	XOO1647
RSp1301	XOO3706
RSp1301	XOO3310
RSp1301	XOO3794
RSp1301	XOO4366
RSp1301	XOO1891
RSp1301	XOO0564
RSp1301	XOO4129
RSp1301	XOO4769
RSp1301	XOO2101
RSp1301	XOO1415
RSp1301	XOO2106
RSp1301	XOO2469
RSp1301	XOO0961
RSp1301	XOO0825
RSp1301	XOO0547
RSp1301	XOO0822
RSp1301	XOO2691
RSp1301	XOO3660
RSp1301	XOO2694
RSp1301	XOO1088
RSp1301	XOO4591
RSp1301	XOO0151
RSp1301	XOO0150
RSp1301	XOO2690
RSp1301	XOO0278
RSp1301	XOO0277
RSp1301	XOO1089
RSp1301	XOO3307
RSp1301	XOO1646
RSp1301	XOO2695
RSp1301	XOO2216
RSp1301	XOO2851
RSp1301	XOO0279
RSp1302	XOO0968
RSp1302	XOO0636
RSp1302	XOO2252
RSp1302	XOO3718
RSp1302	XOO1215
RSp0453	XOO3165
RSp0453	XOO2333
RSp0453	XOO1811
RSp0453	XOO3982
RSp0453	XOO1755
RSp0217	XOO3165
RSp0217	XOO2333
RSp0217	XOO1811
RSp0217	XOO3982
RSp0217	XOO1755
RSp1303	XOO0615
RSp1303	XOO3929
RSp1303	XOO0617
RSp1303	XOO3927
RSp1303	XOO1392
RSp1303	XOO4146
RSp1303	XOO0263
RSp1303	XOO1396
RSp1303	XOO0262
RSp1303	XOO1394
RSp1303	XOO0981
RSp1303	XOO2009
RSp1303	XOO0622
RSp1303	XOO2007
RSp1303	XOO2403
RSp1303	XOO2006
RSp1303	XOO3930
RSp1303	XOO4304
RSp1303	XOO0646
RSp1303	XOO1339
RSp1303	XOO0296
RSp1303	XOO4370
RSp1303	XOO0295
RSp1303	XOO1340
RSp1303	XOO1384
RSp1303	XOO3888
RSp1303	XOO2113
RSp1303	XOO3889
RSp1303	XOO3366
RSp1303	XOO1029
RSp1303	XOO1028
RSp1303	XOO1027
RSp1303	XOO0517
RSp1303	XOO0516
RSp1303	XOO1649
RSp1303	XOO0999
RSp1303	XOO0998
RSp1303	XOO3191
RSp1303	XOO4165
RSp1303	XOO3552
RSp1303	XOO4047
RSp1303	XOO0362
RSp1303	XOO0365
RSp1303	XOO0364
RSp1303	XOO2146
RSp1303	XOO2745
RSp1303	XOO0363
RSp1303	XOO1650
RSp1303	XOO0325
RSp1303	XOO4368
RSp1303	XOO4369
RSp1303	XOO4523
RSp1303	XOO4524
RSp1303	XOO0987
RSp1303	XOO1119
RSp1303	XOO0827
RSp1303	XOO2290
RSp1303	XOO3189
RSp1303	XOO1361
RSp1303	XOO3063
RSp1303	XOO2372
RSp1303	XOO3700
RSp1303	XOO3701
RSp1303	XOO1640
RSp1303	XOO3702
RSp1303	XOO0198
RSp1303	XOO0236
RSp1303	XOO0478
RSp1303	XOO1644
RSp1303	XOO3027
RSp1303	XOO1643
RSc0918	XOO3958
RSp1309	XOO1800
RSc0919	XOO3744
RSc0916	XOO1309
RSc0917	XOO3409
RSc0900	XOO1527
RSc0903	XOO2388
RSc0904	XOO2387
RSc0901	XOO2406
RSp0681	XOO4161
RSp0680	XOO4160
RSp0206	XOO0817
RSp0206	XOO3090
RSp0206	XOO4181
RSp0206	XOO2085
RSp0206	XOO3054
RSp0206	XOO2122
RSp0206	XOO0020
RSp0206	XOO2284
RSp0206	XOO0068
RSp0206	XOO1398
RSp0206	XOO2289
RSp0206	XOO2801
RSp0206	XOO3894
RSp0206	XOO0149
RSp0206	XOO3972
RSp0206	XOO0148
RSp0206	XOO3973
RSp0206	XOO0147
RSp0206	XOO1830
RSp0206	XOO2825
RSp0206	XOO4728
RSp0206	XOO2629
RSp0206	XOO4254
RSp0206	XOO3089
RSp0206	XOO0054
RSp0206	XOO2633
RSp0206	XOO0134
RSp0206	XOO2477
RSp0206	XOO2636
RSp0206	XOO2630
RSp0206	XOO2814
RSp0206	XOO3905
RSp0206	XOO1491
RSp0206	XOO2382
RSp0206	XOO3351
RSp0206	XOO3198
RSp0206	XOO3352
RSp0206	XOO1495
RSp0206	XOO1010
RSp0206	XOO1493
RSp0206	XOO3350
RSp0206	XOO1378
RSp0206	XOO1575
RSp0206	XOO1773
RSp0206	XOO3635
RSp0206	XOO1211
RSp0206	XOO1012
RSp0206	XOO1578
RSp0206	XOO0072
RSp0206	XOO2096
RSp0206	XOO0071
RSp0206	XOO2095
RSp0206	XOO2692
RSp0206	XOO2650
RSp0206	XOO2495
RSp0206	XOO0030
RSp0206	XOO1086
RSp0206	XOO1085
RSp0206	XOO3064
RSp0206	XOO0750
RSp0206	XOO2658
RSp0206	XOO4235
RSp0206	XOO2215
RSp0204	XOO4463
RSp0204	XOO4615
RSc0908	XOO2179
RSc0909	XOO2180
